subject_code,official_name,what_it_is,ancestor_path,vol,prev_disposition,prev_family,proposed_disposition,proposed_family,instrument_sector,mechanism,note,changed
3503,Atentado contra a segurança de serviços de utilidade pública ,"Atentado contra a segurança de serviço de utilidade pública Art. 265 - Atentar contra a segurança ou o funcionamento de serviço de água, luz, força ou calor, ou",DIREITO PENAL > Crimes contra a Incolumidade Pública > Atentado contra a segurança de serviços de utilidade pública ,5,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
3370,Homicídio Simples,"Art 121. Matar alguem: Pena - reclusão, de seis a vinte anos",DIREITO PENAL > Crimes contra a vida > Homicídio Simples,5,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
5556,Grave,<p> Art. 129. Ofender a integridade corporal ou a sa&uacute;de de outrem:&nbsp;</p> <p> &sect; 1&ordm; Se resulta:</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&,DIREITO PENAL > Lesão Corporal > Grave,5,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
11623,Registro de Candidatura - Substituição de Candidato - Por Expulsão Partidária,"Art. 13. É facultado ao partido ou coligação substituir candidato que for considerado inelegível, renunciar ou falecer após o termo final do prazo do registro o",DIREITO ELEITORAL > Eleições > Candidatos > Registro de Candidatura > Registro de Candidatura - Substituição de Candidato > Registro de Candidatura - Substituição de Candidato - Por Expulsão Partidária,5,KEEP,registro_contestado,DROP,,,,substituicao variant: procedural,Y
3577,Comunicação falsa de crime ou de contravenção ,"Comunicação falsa de crime ou de contravenção Art. 340 - Provocar a ação de autoridade, comunicando-lhe a ocorrência de crime ou de contravenção que sabe não se",DIREITO PENAL > Crimes Contra a Administração da Justiça > Comunicação falsa de crime ou de contravenção ,5,KEEP,crimes_eleitorais,DROP,,,,FLAG: unmatched -- review,Y
10607,Quebra do Sigilo Bancário,"<p> A quebra do sigilo banc&aacute;rio e fiscal decorre e visa instruir procedimento investigat&oacute;rio civil, tribut&aacute;rio ou policial j&aacute; em and",DIREITO PROCESSUAL PENAL > Investigação Penal > Quebra do Sigilo Bancário,5,REVIEW,other,DROP,,,,off-topic branch (direito processual penal),Y
15037,Alvará de Soltura,<p> Assunto a ser vinculado &agrave;s cartas precat&oacute;rias criminais cujo objeto seja alvar&aacute; soltura.</p> <p> &nbsp;</p>,DIREITO PROCESSUAL PENAL > Objetos de Cartas Precatórias Criminais > Alvará de Soltura,4,REVIEW,other,DROP,,,,off-topic branch (direito processual penal),Y
11768,Partido Político - Órgão de Direção Nacional,"Art. 10. As alterações programáticas ou estatutárias, após registradas no Ofício Civil competente, devem ser encaminhadas, para o mesmo fim, ao Tribunal Superio",DIREITO ELEITORAL > Partidos Políticos > Órgão de Direção Partidária > Partido Político - Órgão de Direção Nacional,4,DROP,party_internal,DROP,,,,administrative / procedural,
3536,Falsidade material de atestado ou certidão ,"Certidão ou atestado ideologicamente falso Art. 301 - Atestar ou certificar falsamente, em razão de função pública, fato ou circunstância que habilite alguém a ",DIREITO PENAL > Crimes contra a Fé Pública > Falsidade material de atestado ou certidão ,4,REVIEW,other,DROP,,,,falsidade material de atestado/certidao: generic,Y
11644,Eleições - Anulação de Eleições,"Art. 224. Se a nulidade atingir a mais de metade dos votos do país nas eleições presidenciais, do Estado nas eleições federais e estaduais ou do município nas e",DIREITO ELEITORAL > Eleições > Eleições - Anulação de Eleições,4,REVIEW,other,DROP,,,,administrative / procedural,Y
11629,Cargo - Deputado Distrital,"Art 1º As eleições para Presidente e Vice-Presidente da República, Governador e Vice-Governador de Estado e do Distrito Federal, Prefeito e Vice-Prefeito, Senad",DIREITO ELEITORAL > Eleições > Cargos > Cargo - Deputado Distrital,4,DROP,cargo_tag,DROP,,,,administrative / procedural,
10843,Difamação,"Art. 215. Difamar alguém, imputando-lhe fato ofensivo à sua reputação: Pena - detenção, de três meses a um ano. Parágrafo único. A exceção da verdade sòmente se",DIREITO PENAL > Crimes Previstos na Legislação Extravagante > Crimes Militares > Difamação,4,KEEP,direito_resposta_honra,DROP,,,,procedural (cautelar / excecao),Y
11569,Requisição,,DIREITO ELEITORAL > Administração da Justiça Eleitoral > Servidor > Requisição,4,REVIEW,other,DROP,,,,administrative / procedural,Y
10632,Prisão Temporária,"<p> Art. 2.&ordm; A pris&atilde;o tempor&aacute;ria ser&aacute; decretada pelo Juiz, em face da representa&ccedil;&atilde;o da autoridade policial ou de requeri",DIREITO PROCESSUAL PENAL > Prisão Temporária,4,REVIEW,other,DROP,,,,off-topic branch (direito processual penal),Y
11764,Órgão de Direção Partidária,,DIREITO ELEITORAL > Partidos Políticos > Órgão de Direção Partidária,4,DROP,party_internal,DROP,,,,administrative / procedural,
12334,"Promoção, constituição, financiamento ou integração de Organização Criminosa","<p class=""Artigo"" style=""color: rgb(0, 0, 0); font-family: Arial; font-size: small; text-align: justify; text-indent: 35px; margin-left: 0cm; margin-right: 0cm;","DIREITO PENAL > Crimes previstos na Lei da Organização Criminosa > Promoção, constituição, financiamento ou integração de Organização Criminosa",4,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
3579,Falso testemunho ou falsa perícia ,"o art. 343 do CP, apesar de estar dentro do mesmo enunciado do art. 342 (Falso testemunho ou falsa perícia), tipifica, na verdade, a corrupção ativa de testemun",DIREITO PENAL > Crimes Contra a Administração da Justiça > Falso testemunho ou falsa perícia ,4,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
3621,Poluição,"<p> Art. 54. Causar polui&ccedil;&atilde;o de qualquer natureza em n&iacute;veis tais que resultem ou possam resultar em danos &agrave; sa&uacute;de humana, ou ",DIREITO PENAL > Crimes Previstos na Legislação Extravagante > Crimes contra o Meio Ambiente e o Patrimônio Genético > Poluição,4,REVIEW,other,DROP,,,,poluicao: generic environmental crime,Y
5911,Perigo de Contágio Venéreo,"Art. 130 - Expor alguém, por meio de relações sexuais ou qualquer ato libidinoso, a contágio de moléstia venérea, de que sabe ou deve saber que está contaminado",DIREITO PENAL > Periclitação da Vida e da Saúde > Perigo de Contágio Venéreo,4,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
3561,Abandono de função ,"Abandono de função Art. 323 - Abandonar cargo público, fora dos casos permitidos em lei: Pena - detenção, de quinze dias a um mês, ou multa. § 1º - Se do fato r",DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Abandono de função ,4,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
10913,Indisponibilidade / Seqüestro de Bens,"<p> Discuss&otilde;es sobre a validade e cabimento de medida judicial de indisponibilidade ou seq&uuml;estro de bens, determinada no curso de a&ccedil;&atilde;o",DIREITO PROCESSUAL PENAL > Medidas Assecuratórias > Indisponibilidade / Seqüestro de Bens,3,REVIEW,other,DROP,,,,off-topic branch (direito processual penal),Y
14698,Dano Qualificado contra a Administração Pública,"<p> <span style=""color: rgb(0, 51, 102); font-family: Arial, Helvetica, sans-serif; background-color: rgb(243, 247, 248);"">Art. 163. - Destruir, inutilizar ou d",DIREITO PENAL > Crimes contra o Patrimônio > Dano Qualificado contra a Administração Pública,3,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
14936,Inelegibilidade - Perda de Mandato,"<p style=""color: rgb(0, 0, 0); font-family: &quot;Times New Roman&quot;; font-size: medium; text-align: justify;""> <small><font face=""Arial"">&nbsp; &nbsp;Art. 1",DIREITO ELEITORAL > Eleições > Candidatos > Inelegibilidade > Inelegibilidade - Perda de Mandato,3,KEEP,inelegibilidade,DROP,,,,administrative / procedural,Y
4355,Prisão Preventiva,"<p> CPP Art. 311. Em qualquer fase do inqu&eacute;rito policial ou da instru&ccedil;&atilde;o criminal, caber&aacute; a pris&atilde;o preventiva decretada pelo ",DIREITO PROCESSUAL PENAL > Prisão Preventiva,3,REVIEW,other,DROP,,,,off-topic branch (direito processual penal),Y
5876,Corrupção Ativa em Transação Comercial Internacional,"Art. 337-B. Prometer, oferecer ou dar, direta ou indiretamente, vantagem indevida a funcionário público estrangeiro, ou a terceira pessoa, para determiná-lo a p",DIREITO PENAL > Crimes Praticados por Particular Contra a Administração Pública Estrangeira > Corrupção Ativa em Transação Comercial Internacional,3,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
5862,Fabrico / Fornecimento / Aquisição / Posse ou Transporte de Explosivos ou Gás Tóxico ou Asfixiante,"Art. 253 - Fabricar, fornecer, adquirir, possuir ou transportar, sem licença da autoridade, substância ou engenho explosivo, gás tóxico ou asfixiante, ou materi",DIREITO PENAL > Crimes contra a Incolumidade Pública > Fabrico / Fornecimento / Aquisição / Posse ou Transporte de Explosivos ou Gás Tóxico ou Asfixiante,3,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
7792,Pena de Multa,"<p> A pena de multa consiste no pagamento ao fundo penitenci&aacute;rio da quantia fixada na senten&ccedil;a e calculada em dias-multa. Ser&aacute;, no m&iacute",DIREITO PROCESSUAL PENAL > Execução Penal e de Medidas Alternativas > Pena de Multa,3,REVIEW,other,DROP,,,,off-topic branch (direito processual penal),Y
10796,Transporte em dia de eleição,,DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF > Eleição > Pleito > Transporte em dia de eleição,3,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
14689,Constituição de Milícia Privada,"<p class=""texto1"" style=""color: rgb(0, 0, 0); font-family: Arial; font-size: small; text-indent: 38px; margin-top: 20px; margin-bottom: 20px;""> <span style=""fon",DIREITO PENAL > Crimes contra a Paz Pública > Constituição de Milícia Privada,3,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
11568,Remoção de Servidor,"Art. 36. Remoção é o deslocamento do servidor, a pedido ou de ofício, no âmbito do mesmo quadro, com ou sem mudança de sede. Parágrafo único. Para fins do dispo",DIREITO ELEITORAL > Administração da Justiça Eleitoral > Servidor > Remoção de Servidor,3,REVIEW,other,DROP,,,,administrative / procedural,Y
12594,Inviabilidade do Exercício dos Direitos e Liberdades Constitucionais,,DIREITO ELEITORAL > Eleições > Garantias Eleitorais > Inviabilidade do Exercício dos Direitos e Liberdades Constitucionais,3,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
3420,Extorsão ,"Extorsão Art. 158 - Constranger alguém, mediante violência ou grave ameaça, e com o intuito de obter para si ou para outrem indevida vantagem econômica, a fazer",DIREITO PENAL > Crimes contra o Patrimônio > Extorsão ,3,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
14224,Requerimento de justificativa por ausência ou abandono dos trabalhos eleitorais,,DIREITO ELEITORAL > Requerimento de justificativa por ausência ou abandono dos trabalhos eleitorais,3,DROP,administrative,DROP,,,,administrative / procedural,
3431,Estelionato,"<p> Assunto a ser utilizado quando o crime imputado &eacute; o estelionato ordin&aacute;rio de que trata o C&oacute;digo Penal, art. 171, ou seja, o estelionato",DIREITO PENAL > Crimes contra o Patrimônio > Estelionato,3,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
3433,Outras fraudes,"Art. 176 - Tomar refeição em restaurante, alojar-se em hotel ou utilizar-se de meio de transporte sem dispor de recursos para efetuar o pagamento: Pena - detenç",DIREITO PENAL > Crimes contra o Patrimônio > Outras fraudes,3,REVIEW,other,DROP,,,,"outras fraudes: generic, no electoral marker",Y
12364,Debate Eleitoral,,DIREITO ELEITORAL > Eleições > Debate Eleitoral,3,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
10654,Competência da Justiça Estadual,"<p style=""color: rgb(0, 0, 0); font-family: Arial, sans-serif; font-size: x-small; text-align: justify; text-indent: 24px;""> A compet&ecirc;ncia da Justi&ccedil",DIREITO PROCESSUAL CIVIL E DO TRABALHO > Jurisdição e Competência > Competência  > Competência da Justiça Estadual,3,REVIEW,other,DROP,,,,off-topic branch (direito processual civil e do ),Y
12413,Nulidade - Execução Instaurada Antes de Condição ou Termo,"<p> Assunto geralmente complementar a ser cadastrado ap&oacute;s o assunto principal.&nbsp;</p> <p> &nbsp;</p> <p> <span style=""color: rgb(0, 0, 0); font-family",DIREITO PROCESSUAL CIVIL E DO TRABALHO > Atos Processuais > Nulidade > Nulidade - Execução Instaurada Antes de Condição ou Termo,3,REVIEW,other,DROP,,,,off-topic branch (direito processual civil e do ),Y
3418,Furto de coisa comum ,"Furto de coisa comum Art. 156 - Subtrair o condômino, co-herdeiro ou sócio, para si ou para outrem, a quem legitimamente a detém, a coisa comum: Pena - detenção",DIREITO PENAL > Crimes contra o Patrimônio > Furto de coisa comum ,3,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
3565,Usurpação de função pública ,"Usurpação de função pública Art. 328 - Usurpar o exercício de função pública: Pena - detenção, de três meses a dois anos, e multa. Parágrafo único - Se do fato ",DIREITO PENAL > Crimes Praticados por Particular Contra a Administração em Geral > Usurpação de função pública ,3,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
11515,Retenção de Título ou Comprovante de Alistamento Eleitoral,Art. 91. ................................................... Parágrafo único. A retenção de título eleitoral ou do comprovante de alistamento eleitoral constitu,DIREITO ELEITORAL > Crimes Eleitorais > Crimes contra o Sigilo ou o Exercício do Voto > Retenção de Título ou Comprovante de Alistamento Eleitoral,3,DROP,voter_roll,DROP,,,,administrative / procedural,
3505,Epidemia ,"Epidemia Art. 267 - Causar epidemia, mediante a propagação de germes patogênicos: Pena - reclusão, de dez a quinze anos. (Redação dada pela Lei nº 8.072, de 25.",DIREITO PENAL > Crimes contra a Incolumidade Pública > Epidemia ,3,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
3423,Alteração de limites ,"Alteração de limites Art. 161 - Suprimir ou deslocar tapume, marco, ou qualquer outro sinal indicativo de linha divisória, para apropriar-se, no todo ou em part",DIREITO PENAL > Crimes contra o Patrimônio > Alteração de limites ,2,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
12194,Contra a Mulher,"<p> Art. 129. Ofender a integridade corporal ou a sa&uacute;de de outrem: Pena - deten&ccedil;&atilde;o, de tr&ecirc;s meses a um ano. &sect; 9o Se a les&atilde",DIREITO PENAL > Lesão Corporal > Decorrente de Violência Doméstica > Contra a Mulher,2,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
3410,"Violação de comunicação telegráfica, radioelétrica ou telefônica ","Violação de correspondência Art. 151 - Devassar indevidamente o conteúdo de correspondência fechada, dirigida a outrem: Pena - detenção, de um a seis meses, ou ","DIREITO PENAL > Crimes contra a inviolabilidade de correspondência > Violação de comunicação telegráfica, radioelétrica ou telefônica ",2,REVIEW,other,DROP,,,,violacao de comunicacao telegrafica: generic,Y
12345,Vias de fato,"<p> <span style=""color: rgb(74, 95, 140); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px;"">Art. 21. Praticar vias de fato contra algu&eacut",DIREITO PENAL > Contravenções Penais > Vias de fato,2,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
3416,Furto ,"Furto Art. 155 - Subtrair, para si ou para outrem, coisa alheia móvel: Pena - reclusão, de um a quatro anos, e multa. § 1º - A pena aumenta-se de um terço, se o",DIREITO PENAL > Crimes contra o Patrimônio > Furto ,2,REVIEW,other,DROP,,,,furto: generic crime,Y
11641,Cargo - Vice-Presidente da República,"CE: ""Art. 85. A eleição para deputados federais, senadores e suplentes, presidente e vice-presidente da República, governadores, vice-governadores e deputados e",DIREITO ELEITORAL > Eleições > Cargos > Cargo - Vice-Presidente da República,2,DROP,cargo_tag,DROP,,,,administrative / procedural,
11571,Requisição de Servidor - Renovação de Requisição de Servidor,"Art . 2º - As requisições para os Cartórios Eleitorais deverão recair em servidor lotado na área de jurisdição do respectivo Juízo Eleitoral, salvo em casos esp",DIREITO ELEITORAL > Administração da Justiça Eleitoral > Servidor > Requisição > Requisição de Servidor - Renovação de Requisição de Servidor,2,REVIEW,other,DROP,,,,administrative / procedural,Y
11564,Designação de Juiz Eleitoral,"Art. 32. Cabe a jurisdição de cada uma das zonas eleitorais a um juiz de direito em efetivo exercício e, na falta deste, ao seu substituto legal que goze das pr",DIREITO ELEITORAL > Administração da Justiça Eleitoral > Magistrado > Designação de Juiz Eleitoral,2,REVIEW,other,DROP,,,,administrative / procedural,Y
11630,Cargo - Deputado Estadual,"CE: ""Art. 85. A eleição para deputados federais, senadores e suplentes, presidente e vice-presidente da República, governadores, vice-governadores e deputados e",DIREITO ELEITORAL > Eleições > Cargos > Cargo - Deputado Estadual,2,DROP,cargo_tag,DROP,,,,administrative / procedural,
14685,Associação Criminosa,"<p class=""Artigo"" style=""color: rgb(0, 0, 0); font-family: Arial; font-size: small;""> Art. 288. &nbsp;Associarem-se 3 (tr&ecirc;s) ou mais pessoas, para o fim e",DIREITO PENAL > Crimes contra a Paz Pública > Associação Criminosa,2,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
3535,Certidão ou atestado ideologicamente falso ,"Certidão ou atestado ideologicamente falso Art. 301 - Atestar ou certificar falsamente, em razão de função pública, fato ou circunstância que habilite alguém a ",DIREITO PENAL > Crimes contra a Fé Pública > Certidão ou atestado ideologicamente falso ,2,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
12354,Perturbação da tranquilidade,"<p> <span style=""color: rgb(74, 95, 140); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px;"">Art. 65. Molestar algu&eacute;m ou perturbar-lhe",DIREITO PENAL > Contravenções Penais > Perturbação da tranquilidade,2,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
3389,Perigo de contágio de moléstia grave,"Art. 131 - Praticar, com o fim de transmitir a outrem moléstia grave de que está contaminado, ato capaz de produzir o contágio: Pena - reclusão, de um a quatro ",DIREITO PENAL > Periclitação da Vida e da Saúde > Perigo de contágio de moléstia grave,2,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
15308,Alistamento Eleitoral - Registro no BPSPD - Duplicidade/Pluralidade,"<p style=""color: rgb(0, 51, 102); font-family: Arial, Helvetica, sans-serif; background-color: rgb(243, 247, 248);""> <span style=""color: rgb(0, 0, 0); font-fami",DIREITO ELEITORAL > Alistamento Eleitoral > Alistamento Eleitoral - Registro no BPSPD - Duplicidade/Pluralidade,2,DROP,voter_roll,DROP,,,,administrative / procedural,
11740,Exceção - De Coisa Julgada,"Art. 301. Compete-lhe, porém, antes de discutir o mérito, alegar: .............................................................. Vl - coisa julgada; ...........",DIREITO ELEITORAL > Garantias Processuais > Exceção > Exceção - De Coisa Julgada,2,REVIEW,other,DROP,,,,procedural (cautelar / excecao),Y
11580,Impugnação - Alistamento Eleitoral,,DIREITO ELEITORAL > Alistamento Eleitoral > Impugnação - Alistamento Eleitoral,2,DROP,voter_roll,DROP,,,,administrative / procedural,
3557,Prevaricação,"Prevaricação Art. 319 - Retardar ou deixar de praticar, indevidamente, ato de ofício, ou praticá-lo contra disposição expressa de lei, para satisfazer interesse",DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Prevaricação,2,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
12605,Revisão de Eleitorado - Depuração de Cadastro,,DIREITO ELEITORAL > Revisão de Eleitorado > Revisão de Eleitorado - Depuração de Cadastro,2,REVIEW,other,DROP,,,,administrative / procedural,Y
10642,Efeitos da Condenação,,DIREITO PENAL > Parte Geral > Efeitos da Condenação,2,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
3641,Sigilo Telefônico,"Art. 10. Constitui crime realizar interceptação de comunicações telefônicas, de informática ou telemática, ou quebrar segredo da Justiça, sem autorização judici",DIREITO PENAL > Crimes Previstos na Legislação Extravagante > Sigilo Telefônico,2,REVIEW,other,DROP,,,,sigilo telefonico: generic crime,Y
3573,Desacato ,"Desacato Art. 331 - Desacatar funcionário público no exercício da função ou em razão dela: Pena - detenção, de seis meses a dois anos, ou multa.",DIREITO PENAL > Crimes Praticados por Particular Contra a Administração em Geral > Desacato ,2,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
3656,Crimes do Código Brasileiro de Telecomunicações,"Art. 56. Pratica crime de violação de telecomunicação quem, transgredindo lei ou regulamento, exiba autógrafo ou qualquer documento do arquivo, divulgue ou comu",DIREITO PENAL > Crimes Previstos na Legislação Extravagante > Crimes do Código Brasileiro de Telecomunicações,2,KEEP,crimes_eleitorais,DROP,,,,FLAG: unmatched -- review,Y
3596,Inserção de dados falsos em sistema de informações ,"Inserção de dados falsos em sistema de informações (Incluído pela Lei nº 9.983, de 2000) Art. 313-A. Inserir ou facilitar, o funcionário autorizado, a inserção ",DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Inserção de dados falsos em sistema de informações ,2,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
3568,Corrupção ativa ,"Corrupção ativa Art. 333 - Oferecer ou prometer vantagem indevida a funcionário público, para determiná-lo a praticar, omitir ou retardar ato de ofício: Pena ? ",DIREITO PENAL > Crimes Praticados por Particular Contra a Administração em Geral > Corrupção ativa ,2,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
11453,"Descumprimento do Dever de Informar o Número, Espécie e Lotação de Veículos e Embarcações ","Art. 3º - Até cinqüenta dias antes da data do pleito, os responsáveis por todas as repartições, órgãos e unidades do serviço público federal, estadual e municip","DIREITO ELEITORAL > Crimes Eleitorais > Crimes contra o Serviço da Justiça Eleitoral > Descumprimento do Dever de Informar o Número, Espécie e Lotação de Veículos e Embarcações ",2,REVIEW,other,DROP,,,,procedural (cautelar / excecao),Y
3628,"Crimes de &quot;Lavagem&quot; ou Ocultação de Bens, Direitos ou Valores","Art. 1º Ocultar ou dissimular a natureza, origem, localização, disposição, movimentação ou propriedade de bens, direitos ou valores provenientes, direta ou indi","DIREITO PENAL > Crimes Previstos na Legislação Extravagante > Crimes de &quot;Lavagem&quot; ou Ocultação de Bens, Direitos ou Valores",2,KEEP,crimes_eleitorais,DROP,,,,FLAG: unmatched -- review,Y
3613,Crimes Resultante de Preconceito de Raça ou de Cor,"Art. 2º (Vetado). Art. 3º Impedir ou obstar o acesso de alguém, devidamente habilitado, a qualquer cargo da Administração Direta ou Indireta, bem como das conce",DIREITO PENAL > Crimes Previstos na Legislação Extravagante > Crimes Resultante de Preconceito de Raça ou de Cor,2,KEEP,crimes_eleitorais,DROP,,,,administrative / procedural,Y
3530,Falsificação do selo ou sinal público ,"Falsificação do selo ou sinal público Art. 296 - Falsificar, fabricando-os ou alterando-os: I - selo público destinado a autenticar atos oficiais da União, de E",DIREITO PENAL > Crimes contra a Fé Pública > Falsificação do selo ou sinal público ,2,REVIEW,other,DROP,,,,falsificacao do selo/sinal publico: generic,Y
3419,Roubo ,"<p> Roubo Art. 157 - Subtrair coisa m&oacute;vel alheia, para si ou para outrem, mediante grave amea&ccedil;a ou viol&ecirc;ncia a pessoa, ou depois de hav&ecir",DIREITO PENAL > Crimes contra o Patrimônio > Roubo ,1,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
3408,Violação de correspondência ,"Violação de correspondência Art. 151 - Devassar indevidamente o conteúdo de correspondência fechada, dirigida a outrem: Pena - detenção, de um a seis meses, ou ",DIREITO PENAL > Crimes contra a inviolabilidade de correspondência > Violação de correspondência ,1,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
3612,Crimes contra o Sistema Financeiro Nacional,"Art. 2º Imprimir, reproduzir ou, de qualquer modo, fabricar ou pôr em circulação, sem autorização escrita da sociedade emissora, certificado, cautela ou outro d",DIREITO PENAL > Crimes Previstos na Legislação Extravagante > Crimes contra o Sistema Financeiro Nacional,1,KEEP,crimes_eleitorais,DROP,,,,"crimes contra sistema financeiro: generic, off-topic",Y
3417,Furto Qualificado ,"<p> Art. 155 - Subtrair, para si ou para outrem, coisa alheia m&oacute;vel: Pena - reclus&atilde;o, de um a quatro anos, e multa &sect; 4&ordm; - A pena &eacute",DIREITO PENAL > Crimes contra o Patrimônio > Furto Qualificado ,1,REVIEW,other,DROP,,,,furto qualificado: generic crime,Y
3539,Uso de documento falso ,"Uso de documento falso Art. 304 - Fazer uso de qualquer dos papéis falsificados ou alterados, a que se referem os arts. 297 a 302: Pena - a cominada à falsifica",DIREITO PENAL > Crimes contra a Fé Pública > Uso de documento falso ,1,REVIEW,other,DROP,,,,"uso de documento falso (generic, non-electoral)",Y
3624,Caça ,"Art. 29. Matar, perseguir, caçar, apanhar, utilizar espécimes da fauna silvestre, nativos ou em rota migratória, sem a devida permissão, licença ou autorização ",DIREITO PENAL > Crimes Previstos na Legislação Extravagante > Crimes contra o Meio Ambiente e o Patrimônio Genético > Caça ,1,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
11006,Crime de Desvio e/ou Circulação de Moeda Não Autorizada,"............................................................... Art. 289 - Falsificar, fabricando-a ou alterando-a, moeda metálica ou papel-moeda de curso legal",DIREITO PENAL > Crimes contra a Fé Pública > Crime de Desvio e/ou Circulação de Moeda Não Autorizada,1,KEEP,crimes_eleitorais,DROP,,,,FLAG: unmatched -- review,Y
5835,Disposição de coisa alheia como própria,"Art. 171 - Obter, para si ou para outrem, vantagem ilícita, em prejuízo alheio, induzindo ou mantendo alguém em erro, mediante artifício, ardil, ou qualquer out",DIREITO PENAL > Crimes contra o Patrimônio > Disposição de coisa alheia como própria,1,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
3629,Crimes contra as Telecomunicações,"Art. 183. Desenvolver clandestinamente atividades de telecomunicação: Pena - detenção de dois a quatro anos, aumentada da metade se houver dano a terceiro, e mu",DIREITO PENAL > Crimes Previstos na Legislação Extravagante > Crimes contra as Telecomunicações,1,KEEP,crimes_eleitorais,DROP,,,,crimes contra telecomunicacoes: generic,Y
3550,Peculato mediante erro de outrem,"Peculato mediante erro de outrem Art. 313 - Apropriar-se de dinheiro ou qualquer utilidade que, no exercício do cargo, recebeu por erro de outrem: Pena - reclus",DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Peculato mediante erro de outrem,1,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
3637,Crimes Previstos no Estatuto da criança e do adolescente,"<p style=""text-indent: 20.15pt""> <span style=""color: rgb(0, 51, 102); font-family: Arial, Helvetica, sans-serif; background-color: rgb(243, 247, 248);"">Assunto ",DIREITO PENAL > Crimes Previstos na Legislação Extravagante > Crimes Previstos no Estatuto da criança e do adolescente,1,KEEP,crimes_eleitorais,DROP,,,,FLAG: unmatched -- review,Y
3552,Emprego irregular de verbas ou rendas públicas ,"Emprego irregular de verbas ou rendas públicas Art. 315 - Dar às verbas ou rendas públicas aplicação diversa da estabelecida em lei: Pena - detenção, de um a tr",DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Emprego irregular de verbas ou rendas públicas ,1,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
10939,Intimação / Notificação,"<p align=""justify"" class=""Artigo"" style=""color: rgb(0, 0, 0); font-family: Arial; font-size: small; text-indent: 35px;""> Art. 269. &nbsp;Intima&ccedil;&atilde;o",DIREITO PROCESSUAL CIVIL E DO TRABALHO > Atos Processuais > Intimação / Notificação,1,REVIEW,other,DROP,,,,off-topic branch (direito processual civil e do ),Y
5571,Dano Qualificado,"Art. 163 - Destruir, inutilizar ou deteriorar coisa alheia: Pena - detenção, de um a seis meses, ou multa. Parágrafo único - Se o crime é cometido: I - com viol",DIREITO PENAL > Crimes contra o Patrimônio > Dano Qualificado,1,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
