subject_code,official_name,what_it_is,ancestor_path,vol,prev_disposition,prev_family,proposed_disposition,proposed_family,instrument_sector,mechanism,note,changed
12337,Imputação falsa de prática de infração penal ou revelação inverídica sobre estrutura de organização criminal,"<p class=""Artigo"" style=""color: rgb(0, 0, 0); font-family: Arial; font-size: small; text-align: justify; text-indent: 35px; margin-left: 0cm; margin-right: 0cm;",DIREITO PENAL > Crimes previstos na Lei da Organização Criminosa > Crimes ocorridos na investigação da prova > Imputação falsa de prática de infração penal ou revelação inverídica sobre estrutura de organização criminal,1,REVIEW,other,DROP,,,,FLAG: unmatched -- review,Y
5880,Crimes contra as Marcas,"Art. 189. Comete crime contra registro de marca quem: I - reproduz, sem autorização do titular, no todo ou em parte, marca registrada, ou imita-a de modo que po",DIREITO PENAL > Crimes Previstos na Legislação Extravagante > Crimes contra a Propriedade Industrial > Crimes contra as Marcas,1,KEEP,crimes_eleitorais,DROP,,,,crimes contra as marcas: generic crime,Y
15040,Busca e Apreensão,<p> Assunto a ser vinculado &agrave;s cartas precat&oacute;rias criminais cujo objeto seja busca e apreens&atilde;o.</p> <p> &nbsp;</p>,DIREITO PROCESSUAL PENAL > Objetos de Cartas Precatórias Criminais > Busca e Apreensão,1,REVIEW,other,DROP,,,,off-topic branch (direito processual penal),Y
11667,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,Art. 36. A propaganda eleitoral somente é permitida após o dia 5 de julho do ano da eleição. ............................................................... § 3,DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,28441,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
12635,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,,DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,24311,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11616,Impugnação ao Registro de Candidatura,"Art. 3° Caberá a qualquer candidato, a partido político, coligação ou ao Ministério Público, no prazo de 5 (cinco) dias, contados da publicação do pedido de reg",DIREITO ELEITORAL > Eleições > Candidatos > Registro de Candidatura > Impugnação ao Registro de Candidatura,22327,KEEP,impugnacao_registro,KEEP,ineligibility,ineligibility,cleaning,eligibility / registration challenge,Y
11679,Propaganda Política - Propaganda Eleitoral - Internet,"Art. 57-A. É permitida a propaganda eleitoral na internet, nos termos desta Lei, após o dia 5 de julho do ano da eleição. Art. 57-B. A propaganda eleitoral na i",DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Internet,20586,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,"internet is a propaganda MEDIUM, not honor",Y
12637,Propaganda Política - Propaganda Eleitoral - Redes Sociais,,DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Redes Sociais,18079,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11649,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,"Art. 33. As entidades e empresas que realizarem pesquisas de opinião pública relativas às eleições ou aos candidatos, para conhecimento público, são obrigadas, ",DIREITO ELEITORAL > Eleições > Pesquisa Eleitoral > Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,17462,KEEP,pesquisa_fraude,KEEP,electoral_polls,electoral_polls,noise,poll-related,Y
11654,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,"Art. 39. A realização de qualquer ato de propaganda partidária ou eleitoral, em recinto aberto ou fechado, não depende de licença da polícia. ..................",DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,12279,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11655,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,"Art. 37. Nos bens cujo uso dependa de cessão ou permissão do Poder Público, ou que a ele pertençam, e nos de uso comum, inclusive postes de iluminação pública e",DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,10453,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11662,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,"Art. 39. A realização de qualquer ato de propaganda partidária ou eleitoral, em recinto aberto ou fechado, não depende de licença da polícia. ..................",DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Comício/Showmício,8437,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11651,Pesquisa Eleitoral - Registro de Pesquisa Eleitoral,"Art. 33. As entidades e empresas que realizarem pesquisas de opinião pública relativas às eleições ou aos candidatos, para conhecimento público, são obrigadas, ",DIREITO ELEITORAL > Eleições > Pesquisa Eleitoral > Pesquisa Eleitoral - Registro de Pesquisa Eleitoral,8157,DROP,poll_registration,KEEP,electoral_polls,electoral_polls,noise,poll-related,Y
11650,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Sem Prévio Registro,"Art. 33. As entidades e empresas que realizarem pesquisas de opinião pública relativas às eleições ou aos candidatos, para conhecimento público, são obrigadas, ",DIREITO ELEITORAL > Eleições > Pesquisa Eleitoral > Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Sem Prévio Registro,6671,KEEP,pesquisa_fraude,KEEP,electoral_polls,electoral_polls,noise,poll-related,Y
11658,Propaganda Política - Propaganda Eleitoral - Bem Público,"Art. 37. Nos bens cujo uso dependa de cessão ou permissão do Poder Público, ou que a ele pertençam, e nos de uso comum, inclusive postes de iluminação pública e",DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Bem Público,6447,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
12639,Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea,,DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea,5387,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11596,Inelegibilidade - Abuso do Poder Econômico ou Político,Art. 1º São inelegíveis: I - para qualquer cargo: ............................................................... d) os que tenham contra sua pessoa representaç,DIREITO ELEITORAL > Eleições > Candidatos > Inelegibilidade > Inelegibilidade - Abuso do Poder Econômico ou Político,4562,KEEP,abuso_poder,KEEP,ineligibility,ineligibility,cleaning,eligibility / registration challenge,Y
11656,Propaganda Política - Propaganda Eleitoral - Bem Particular,"Art. 37. Nos bens cujo uso dependa de cessão ou permissão do Poder Público, ou que a ele pertençam, e nos de uso comum, inclusive postes de iluminação pública e",DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Bem Particular,4287,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11681,Propaganda Política - Propaganda Eleitoral - Outdoors,"Art. 39. A realização de qualquer ato de propaganda partidária ou eleitoral, em recinto aberto ou fechado, não depende de licença da polícia. ..................",DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Outdoors,3798,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11652,Propaganda Política - Propaganda Eleitoral,,DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral,3652,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11664,"Propaganda Política - Propaganda Eleitoral - Confecção, Utilização ou Distribuição de Brinde","Art. 39. A realização de qualquer ato de propaganda partidária ou eleitoral, em recinto aberto ou fechado, não depende de licença da polícia. ..................","DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Confecção, Utilização ou Distribuição de Brinde",3431,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11593,Direito de Resposta,"Art. 58. A partir da escolha de candidatos em convenção, é assegurado o direito de resposta a candidato, partido ou coligação atingidos, ainda que de forma indi",DIREITO ELEITORAL > Eleições > Candidatos > Direito de Resposta,3085,KEEP,direito_resposta_honra,KEEP,honor_defamation,honor_defamation,noise,honor / false accusation,Y
11663,Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal,"Art. 56. A requerimento de partido, coligação ou candidato, a Justiça Eleitoral poderá determinar a suspensão, por vinte e quatro horas, da programação normal d",DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal,3058,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11678,Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal,"Art. 43. São permitidas, até a antevéspera das eleições, a divulgação paga, na imprensa escrita, e a reprodução na internet do jornal impresso, de até 10 (dez) ",DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal,2967,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
15016,Propaganda Política - Propaganda Eleitoral - Carreata/Caminhada/Passeata,<p> Art. 39 ........................................................................</p> <p> ...................................................................,DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Carreata/Caminhada/Passeata,2889,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
12638,Propaganda Política - Propaganda Eleitoral - Impulsionamento,,DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Impulsionamento,2833,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11668,Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos,"Art. 38. Independe da obtenção de licença municipal e de autorização da Justiça Eleitoral a veiculação de propaganda eleitoral pela distribuição de folhetos, vo",DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos,2788,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11657,Propaganda Política - Propaganda Eleitoral - Bem Particular de Uso Comum,"Art. 37. Nos bens cujo uso dependa de cessão ou permissão do Poder Público, ou que a ele pertençam, e nos de uso comum, inclusive postes de iluminação pública e",DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Bem Particular de Uso Comum,2716,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11680,Propaganda Política - Propaganda Eleitoral - Omissão de Informações Obrigatórias,"Art. 242. A propaganda, qualquer que seja a sua forma ou modalidade, mencionará sempre a legenda partidária e só poderá ser feita em língua nacional, não devend",DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Omissão de Informações Obrigatórias,2598,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11665,Propaganda Política - Propaganda Eleitoral - Contrariedade à Lei de Postura Municipal,"CE: ""Art. 243. Não será tolerada propaganda: ............................................................... VIII - que prejudique a higiene e a estética urbana",DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Contrariedade à Lei de Postura Municipal,1741,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11484,Calúnia na Propaganda Eleitoral,"Art. 324. Caluniar alguém, na propaganda eleitoral, ou visando fins de propaganda, imputando-lhe falsamente fato definido como crime: Pena - detenção de seis me",DIREITO ELEITORAL > Crimes Eleitorais > Crimes contra a Propaganda Eleitoral > Calúnia na Propaganda Eleitoral,1710,KEEP,propaganda,KEEP,honor_defamation,honor_defamation,noise,honor / false accusation,Y
12363,Cancelamento de Registro de Candidatura,,DIREITO ELEITORAL > Eleições > Candidatos > Registro de Candidatura > Cancelamento de Registro de Candidatura,1237,KEEP,registro_contestado,KEEP,ineligibility,ineligibility,cleaning,eligibility / registration challenge,Y
11648,Pesquisa Eleitoral,,DIREITO ELEITORAL > Eleições > Pesquisa Eleitoral,1186,REVIEW,other,KEEP,electoral_polls,electoral_polls,noise,poll-related,Y
11677,Propaganda Política - Propaganda Eleitoral - Imprensa Escrita - Jornal/Revista/Tabloide,"Art. 43. São permitidas, até a antevéspera das eleições, a divulgação paga, na imprensa escrita, e a reprodução na internet do jornal impresso, de até 10 (dez) ",DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Imprensa Escrita - Jornal/Revista/Tabloide,1110,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11683,"Propaganda Política - Propaganda Eleitoral - Truncagem, Montagem, Utilização de Gravação Externa, Computação Gráfica, Desenho Animado ou Efeito Especial","<p> Art. 45. A partir de 1&ordm; de julho do ano da elei&ccedil;&atilde;o, &eacute; vedado &agrave;s emissoras de r&aacute;dio e televis&atilde;o, em sua progra","DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Truncagem, Montagem, Utilização de Gravação Externa, Computação Gráfica, Desenho Animado ou Efeito Especial",1055,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
3395,Calúnia,"<p> Cal&uacute;nia Art. 138 - Caluniar algu&eacute;m, imputando-lhe falsamente fato definido como crime: Pena - deten&ccedil;&atilde;o, de seis meses a dois ano",DIREITO PENAL > Crimes contra a Honra > Calúnia,786,KEEP,direito_resposta_honra,KEEP,honor_defamation,honor_defamation,noise,honor / false accusation,Y
11501,Corrupção Eleitoral,"Art. 299. Dar, oferecer, prometer, solicitar ou receber, para si ou para outrem, dinheiro, dádiva, ou qualquer outra vantagem, para obter ou dar voto e para con",DIREITO ELEITORAL > Crimes Eleitorais > Crimes contra o Sigilo ou o Exercício do Voto > Corrupção Eleitoral,755,KEEP,captacao_corrupcao,KEEP,vote_buying,cleaning_other,cleaning,vote buying / corruption,Y
11717,Abuso,,DIREITO ELEITORAL > Eleições > Transgressões Eleitorais > Abuso,706,KEEP,abuso_poder,KEEP,abuse_of_power,cleaning_other,cleaning,abuse of power,Y
11473,Falsidade Ideológica,"Art. 350. Omitir, em documento público ou particular, declaração que dêle devia constar, ou nele inserir ou fazer inserir declaração falsa ou diversa da que dev",DIREITO ELEITORAL > Crimes Eleitorais > Crimes contra a Fé Pública Eleitoral > Falsidade Ideológica,657,REVIEW,other,KEEP,misconduct,misc_other,mixed,electoral misconduct / crime,Y
11589,Condição de Elegibilidade - Filiação Partidária,"Art. 9º Para concorrer às eleições, o candidato deverá possuir domicílio eleitoral na respectiva circunscrição pelo prazo de, pelo menos, um ano antes do pleito",DIREITO ELEITORAL > Eleições > Candidatos > Condição de Elegibilidade > Condição de Elegibilidade - Filiação Partidária,655,DROP,party_internal,KEEP,ineligibility,ineligibility,cleaning,filiacao partidaria as eligibility challenge,Y
11605,Inelegibilidade - Representação ou Ação de Investigação Judicial Eleitoral Jugada Procedente pela Justiça Eleitoral,"Art. 22. Qualquer partido político, coligação, candidato ou Ministério Público Eleitoral poderá representar à Justiça Eleitoral, diretamente ao Corregedor-Geral",DIREITO ELEITORAL > Eleições > Candidatos > Inelegibilidade > Inelegibilidade - Representação ou Ação de Investigação Judicial Eleitoral Jugada Procedente pela Justiça Eleitoral,635,KEEP,inelegibilidade,KEEP,ineligibility,ineligibility,cleaning,eligibility / registration challenge,Y
11592,Condição de Elegibilidade - Quitação Eleitoral,Art. 11. Os partidos e coligações solicitarão à Justiça Eleitoral o registro de seus candidatos até as dezenove horas do dia 5 de julho do ano em que se realiza,DIREITO ELEITORAL > Eleições > Candidatos > Condição de Elegibilidade > Condição de Elegibilidade - Quitação Eleitoral,591,REVIEW,other,KEEP,ineligibility,ineligibility,cleaning,quitacao eleitoral as eligibility challenge,Y
11483,Divulgação de Fatos Inverídicos na Propaganda Eleitoral,"Art. 323. Divulgar, na propaganda, fatos que sabe inveridicos, em relação a partidos ou candidatos e capazes de exercerem influência perante o eleitorado: Pena ",DIREITO ELEITORAL > Crimes Eleitorais > Crimes contra a Propaganda Eleitoral > Divulgação de Fatos Inverídicos na Propaganda Eleitoral,486,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
15141,Propaganda Política Irregular,"<p> Art. 243, do C&oacute;digo Eleitoral. Excetua-se a situa&ccedil;&atilde;o definida no inciso X, o qual possui assunto pr&oacute;prio (15142 - Propaganda Pol",DIREITO ELEITORAL > Partidos Políticos > Propaganda Política > Propaganda Política Partidária > Propaganda Política Irregular,455,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11438,Inscrição Fraudulenta,Art. 289. Inscrever-se fraudulentamente eleitor: Pena - Reclusão até cinco anos e pagamento de cinco a 15 dias-multa.,DIREITO ELEITORAL > Crimes Eleitorais > Crimes contra o Serviço da Justiça Eleitoral > Inscrição Fraudulenta,414,REVIEW,other,KEEP,misconduct,misc_other,mixed,electoral misconduct / crime,Y
3396,Difamação,"<p> Difama&ccedil;&atilde;o Art. 139 - Difamar algu&eacute;m, imputando-lhe fato ofensivo &agrave; sua reputa&ccedil;&atilde;o: Pena - deten&ccedil;&atilde;o, d",DIREITO PENAL > Crimes contra a Honra > Difamação,391,KEEP,direito_resposta_honra,KEEP,honor_defamation,honor_defamation,noise,honor / false accusation,Y
11770,Propaganda Política,,DIREITO ELEITORAL > Partidos Políticos > Propaganda Política,381,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
12597,Candidatura Fictícia,,DIREITO ELEITORAL > Eleições > Transgressões Eleitorais > Candidatura Fictícia,362,REVIEW,other,KEEP,ineligibility,ineligibility,cleaning,eligibility / registration challenge,Y
11682,Propaganda Política - Propaganda Eleitoral - Pintura em Muro,"Art. 37. Nos bens cujo uso dependa de cessão ou permissão do Poder Público, ou que a ele pertençam, e nos de uso comum, inclusive postes de iluminação pública e",DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Pintura em Muro,357,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11661,Propaganda Política - Propaganda Eleitoral - Cavalete,"Art. 37. Nos bens cujo uso dependa de cessão ou permissão do Poder Público, ou que a ele pertençam, e nos de uso comum, inclusive postes de iluminação pública e",DIREITO ELEITORAL > Eleições > Propaganda Política - Propaganda Eleitoral > Propaganda Política - Propaganda Eleitoral - Cavalete,351,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11490,Impedimento do Exercício da Propaganda,Art. 332. Impedir o exercício de propaganda: Pena - detenção até seis meses e pagamento de 30 a 60 dias-multa.,DIREITO ELEITORAL > Crimes Eleitorais > Crimes contra a Propaganda Eleitoral > Impedimento do Exercício da Propaganda,334,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11487,Injúria na Propaganda Eleitoral,"Art. 326. Injuriar alguém, na propaganda eleitoral, ou visando a fins de propaganda, ofendendo-lhe a dignidade ou o decôro: Pena - detenção até seis meses, ou p",DIREITO ELEITORAL > Crimes Eleitorais > Crimes contra a Propaganda Eleitoral > Injúria na Propaganda Eleitoral,330,KEEP,propaganda,KEEP,honor_defamation,honor_defamation,noise,honor / false accusation,Y
11524,Irregularidades dos Dados Publicados em Pesquisas Eleitorais,"Art. 34. (VETADO) § 1º Mediante requerimento à Justiça Eleitoral, os partidos poderão ter acesso ao sistema interno de controle, verificação e fiscalização da c",DIREITO ELEITORAL > Crimes Eleitorais > Crimes contra os Partidos Políticos > Irregularidades dos Dados Publicados em Pesquisas Eleitorais,320,REVIEW,other,KEEP,electoral_polls,electoral_polls,noise,poll-related,Y
10751,Captação ilícita de votos ou corrupção eleitoral,"Art. 299. Dar, oferecer, prometer, solicitar ou receber, para si ou para outrem, dinheiro, dádiva, ou qualquer outra vantagem, para obter ou dar voto e para con",DIREITO PENAL > Crimes Previstos na Legislação Extravagante > Crimes Eleitorais > Captação ilícita de votos ou corrupção eleitoral,312,KEEP,captacao_corrupcao,KEEP,vote_buying,cleaning_other,cleaning,vote buying / corruption,Y
11485,Divulgação de Falsa Imputação,"Art. 324. Caluniar alguém, na propaganda eleitoral, ou visando fins de propaganda, imputando-lhe falsamente fato definido como crime: Pena - detenção de seis me",DIREITO ELEITORAL > Crimes Eleitorais > Crimes contra a Propaganda Eleitoral > Divulgação de Falsa Imputação,307,REVIEW,other,KEEP,honor_defamation,honor_defamation,noise,honor / false accusation,Y
11776,Veiculação de Propaganda Partidária - Em Inserções,"<p> Art. 46. As emissoras de r&aacute;dio e de televis&atilde;o ficam obrigadas a realizar, para os partidos pol&iacute;ticos, na forma desta Lei, transmiss&oti",DIREITO ELEITORAL > Partidos Políticos > Propaganda Política > Propaganda Política Partidária > Veiculação > Veiculação de Propaganda Partidária - Em Inserções,284,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11716,Transgressões Eleitorais,,DIREITO ELEITORAL > Eleições > Transgressões Eleitorais,270,REVIEW,other,KEEP,misconduct,misc_other,mixed,electoral misconduct / crime,Y
10748,Calúnia,"Caluniar alguém, na propaganda eleitoral, ou visando fins de propaganda, imputando-lhe falsamente fato definido como crime: Pena - detenção de seis meses a dois",DIREITO PENAL > Crimes Previstos na Legislação Extravagante > Crimes Eleitorais > Calúnia,251,KEEP,direito_resposta_honra,KEEP,honor_defamation,honor_defamation,noise,honor / false accusation,Y
11495,Pesquisa Fraudulenta,"Art. 33 (caput) § 4º A divulgação de pesquisa fraudulenta constitui crime, punível com detenção de seis meses a um ano e multa no valor de cinqüenta mil a cem m",DIREITO ELEITORAL > Crimes Eleitorais > Crimes contra a Propaganda Eleitoral > Pesquisa Fraudulenta,232,KEEP,pesquisa_fraude,KEEP,electoral_polls,electoral_polls,noise,poll-related,Y
12062,Captação ou Gasto Ilícito de Recursos Financeiros de Campanha Eleitoral,,DIREITO ELEITORAL > Eleições > Transgressões Eleitorais > Captação ou Gasto Ilícito de Recursos Financeiros de Campanha Eleitoral,222,KEEP,captacao_corrupcao,KEEP,campaign_finance,cleaning_other,cleaning,campaign finance challenge,Y
11503,Violência ou Grave Ameaça Visando a Obtenção de Voto ou a sua Abstenção,"Art. 301. Usar de violência ou grave ameaça para coagir alguém a votar, ou não votar, em determinado candidato ou partido, ainda que os fins visados não sejam c",DIREITO ELEITORAL > Crimes Eleitorais > Crimes contra o Sigilo ou o Exercício do Voto > Violência ou Grave Ameaça Visando a Obtenção de Voto ou a sua Abstenção,206,REVIEW,other,KEEP,misconduct,misc_other,mixed,electoral misconduct / crime,Y
11482,Crimes contra a Propaganda Eleitoral,,DIREITO ELEITORAL > Crimes Eleitorais > Crimes contra a Propaganda Eleitoral,204,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11591,Condição de Elegibilidade - Pleno Exercício dos Direitos Políticos,"Art. 14. A soberania popular será exercida pelo sufrágio universal e pelo voto direto e secreto, com valor igual para todos, e, nos termos da lei, mediante: I -",DIREITO ELEITORAL > Eleições > Candidatos > Condição de Elegibilidade > Condição de Elegibilidade - Pleno Exercício dos Direitos Políticos,183,REVIEW,other,KEEP,ineligibility,ineligibility,cleaning,pleno exercicio dos direitos politicos,Y
11489,"Inutilização, Alteração ou Perturbação de Propaganda","Art. 331. Inutilizar, alterar ou perturbar meio de propaganda devidamente empregado: Pena - detenção até seis meses ou pagamento de 90 a 120 dias-multa.","DIREITO ELEITORAL > Crimes Eleitorais > Crimes contra a Propaganda Eleitoral > Inutilização, Alteração ou Perturbação de Propaganda",182,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
11475,Uso de Documento Falso para Fins Eleitorais,"Art. 353. Fazer uso de qualquer dos documentos falsificados ou alterados, a que se referem os artigos. 348 a 352: Pena - a cominada à falsificação ou à alteraçã",DIREITO ELEITORAL > Crimes Eleitorais > Crimes contra a Fé Pública Eleitoral > Uso de Documento Falso para Fins Eleitorais,177,REVIEW,other,KEEP,misconduct,misc_other,mixed,electoral misconduct / crime,Y
10754,Desobediência à determinações da Justiça Eleitoral,"Recusar alguém cumprimento ou obediência a diligências, ordens ou instruções da Justiça Eleitoral ou opor embaraços à sua execução: Pena - detenção de três mese",DIREITO PENAL > Crimes Previstos na Legislação Extravagante > Crimes Eleitorais > Desobediência à determinações da Justiça Eleitoral,172,REVIEW,other,KEEP,misconduct,misc_other,mixed,desobediencia a Justica Eleitoral,Y
11472,Falsificação ou Alteração de Documento Público para Fins Eleitorais,"Art. 348. Falsificar, no todo ou em parte, documento público, ou alterar documento público verdadeiro, para fins eleitorais: Pena - reclusão de dois a seis anos",DIREITO ELEITORAL > Crimes Eleitorais > Crimes contra a Fé Pública Eleitoral > Falsificação ou Alteração de Documento Público para Fins Eleitorais,170,REVIEW,other,KEEP,misconduct,misc_other,mixed,electoral misconduct / crime,Y
11523,Não-Acesso dos Partidos aos Dados Relativos às Pesquisas Eleitorais,"Art. 34. (VETADO) § 1º Mediante requerimento à Justiça Eleitoral, os partidos poderão ter acesso ao sistema interno de controle, verificação e fiscalização da c",DIREITO ELEITORAL > Crimes Eleitorais > Crimes contra os Partidos Políticos > Não-Acesso dos Partidos aos Dados Relativos às Pesquisas Eleitorais,163,REVIEW,other,KEEP,electoral_polls,electoral_polls,noise,poll-related,Y
11494,Autorização de Transmissão de Pessoa Não Detentora de Direitos Políticos em Atividades Partidárias e de Propaganda Eleitoral ,"Art. 337. Participar, o estrangeiro ou brasileiro que não estiver no gôzo dos seus direitos políticos, de atividades partidárias inclusive comícios e atos de pr",DIREITO ELEITORAL > Crimes Eleitorais > Crimes contra a Propaganda Eleitoral > Autorização de Transmissão de Pessoa Não Detentora de Direitos Políticos em Atividades Partidárias e de Propaganda Eleitoral ,150,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
3397,Injúria,,DIREITO PENAL > Crimes contra a Honra > Injúria,138,KEEP,direito_resposta_honra,KEEP,honor_defamation,honor_defamation,noise,honor / false accusation,Y
11771,Propaganda Política - Propaganda Intrapartidária,Art. 36. A propaganda eleitoral somente é permitida após o dia 5 de julho do ano da eleição. § 1º Ao postulante a candidatura a cargo eletivo é permitida a real,DIREITO ELEITORAL > Partidos Políticos > Propaganda Política > Propaganda Política - Propaganda Intrapartidária,131,KEEP,propaganda,KEEP,illegal_advertising,illegal_advertising,noise,propaganda / advertising,Y
