id_municipio_tse,top1_share,enc,n_cand,log_votes,cycle,id_municipio,sigla_uf,n_online_per_100k,news_desert,n_outlets_total_per_100k,online_z
00434,0.7626321067654093,1.567517901547958,2.0,10.163001605159987,2016,1100338,RO,11.7905989624273,0.0,11.7905989624273,1.1806252787869167
00450,0.5013419216317767,1.9999855940744393,2.0,8.916237731721479,2016,1100031,RO,0.0,1.0,0.0,-0.45667294743457204
00477,0.1764777082913052,7.7482668491247795,11.0,10.811141091014619,2016,1100809,RO,8.99361453368109,0.0,17.9872290673622,0.7922228186109219
00493,0.36561345917111204,3.4086019005967523,4.0,9.184817414745098,2016,1101104,RO,0.0,0.0,23.4164617726262,-0.45667294743457204
00515,0.6334281412079639,1.867043578390759,2.0,9.388821229384199,2016,1100502,RO,0.0,1.0,0.0,-0.45667294743457204
00531,0.5183339266642933,1.9973145477396157,2.0,8.633731007664188,2016,1100908,RO,30.9310238168883,0.0,30.9310238168883,3.838555021219874
00558,0.5240697918856422,1.9953758769816268,2.0,9.160519676992227,2016,1101807,RO,0.0,1.0,0.0,-0.45667294743457204
00566,0.6150862068965517,1.8993724984808267,2.0,9.54108193388841,2016,1101708,RO,18.6480186480186,0.0,18.6480186480186,2.132878944902921
00574,0.5931298982824745,2.172903410649097,3.0,9.392161803728454,2016,1101302,RO,0.0,0.0,10.8283703302653,-0.45667294743457204
00582,0.4250386398763524,2.8905856507895207,3.0,9.563388747859216,2016,1101500,RO,0.0,0.0,8.95175006713812,-0.45667294743457204
00590,0.5491219743711439,1.9808807892737157,2.0,9.444779883032243,2016,1101609,RO,12.3258967089856,0.0,12.3258967089856,1.2549592506006635
00604,0.5677092749954801,1.9639840988474866,2.0,9.311271090554623,2016,1101203,RO,0.0,1.0,0.0,-0.45667294743457204
00612,0.41250419041233655,2.7067339302778577,3.0,9.386979145634639,2016,1101005,RO,24.9968753905762,0.0,49.9937507811524,3.014511160216935
00620,0.6998714652956298,1.7244435580943154,2.0,8.736168065858228,2016,1100601,RO,24.0963855421687,0.0,24.0963855421687,2.8894648893509354
00639,0.6772991503949918,1.7766092348890146,2.0,9.504352368122833,2016,1100403,RO,6.12745098039216,0.0,12.2549019607843,0.39421381865978145
00647,0.5342845818470076,1.9906405452119302,2.0,8.526351129201004,2016,1100262,RO,0.0,1.0,0.0,-0.45667294743457204
00655,0.4626677852348993,2.720327925661504,3.0,9.16282938930513,2016,1100072,RO,0.0,1.0,0.0,-0.45667294743457204
00663,0.40681729136737627,2.8059720229083163,3.0,9.63652272167307,2016,1101401,RO,17.3190162798753,0.0,17.3190162798753,1.9483274028702149
00671,0.39363664309867813,2.942647482282466,3.0,9.473627287593242,2016,1100700,RO,0.0,0.0,11.3071008593397,-0.45667294743457204
00680,0.46131479140328696,2.9630586247845954,4.0,9.669030241321645,2016,1100940,RO,20.1843504003229,0.0,20.1843504003229,2.346221223861897
00698,0.6032510535821795,1.918201886274278,2.0,9.20693457884135,2016,1101757,RO,0.0,1.0,0.0,-0.45667294743457204
00701,0.5283276450511946,1.9936008961903549,2.0,8.675904882571059,2016,1101450,RO,0.0,1.0,0.0,-0.45667294743457204
00710,0.49529860228716643,2.675230308516055,3.0,8.970813341411448,2016,1101484,RO,0.0,1.0,0.0,-0.45667294743457204
00728,0.4488660676080445,2.5014686181066206,3.0,8.449770515098804,2016,1101476,RO,0.0,1.0,0.0,-0.45667294743457204
00736,0.686705548078361,1.7552545900100287,2.0,9.501067802613925,2016,1100379,RO,0.0,1.0,0.0,-0.45667294743457204
00744,0.4920257081647227,2.548709824397479,3.0,9.036225051729327,2016,1101435,RO,0.0,1.0,16.1290322580645,-0.45667294743457204
00752,0.625549278091651,1.881378192641074,2.0,8.759668671029939,2016,1101559,RO,0.0,1.0,0.0,-0.45667294743457204
00779,0.448522524056885,2.7871198839684754,3.0,10.064159777925026,2016,1100452,RO,10.717347813661,0.0,17.8622463561017,1.031588558280609
00787,0.5110987791342952,2.262226191687067,3.0,8.189799618728228,2016,1101468,RO,0.0,1.0,0.0,-0.45667294743457204
00795,0.8288310718287066,1.3961415580740018,2.0,9.684460516733758,2016,1101492,RO,18.4207294608867,0.0,18.4207294608867,2.101316495521319
00809,0.4165454167532737,3.0666880866622104,4.0,9.171807422259398,2016,1100924,RO,0.0,1.0,0.0,-0.45667294743457204
01007,0.2986782720825274,4.5457839057566565,5.0,9.426096704856375,2016,1200138,AC,7.7417356971433,1.0,7.7417356971433,0.6183810142175022
01015,0.3571080422420796,3.8194573619729946,5.0,9.4181672191785,2016,1200179,AC,19.2455735180908,0.0,19.2455735180908,2.2158582347555384
01023,0.45358929847850504,2.958365770793802,4.0,9.88257030428074,2016,1200807,AC,0.0,1.0,0.0,-0.45667294743457204
01031,0.4551467548573791,3.058406780848087,5.0,8.484256691169973,2016,1200435,AC,14.8743120630671,0.0,14.8743120630671,1.6088442357663588
01040,0.5651573716178907,1.9666032762919898,2.0,9.58107599956325,2016,1200351,AC,0.0,1.0,0.0,-0.45667294743457204
01058,0.5314058603491272,1.9921403841246974,2.0,10.152844510666242,2016,1200104,AC,15.3846153846154,0.0,19.2307692307692,1.6797073637438673
01066,0.6729806226866971,1.7862099856184677,2.0,9.12543586488574,2016,1200393,AC,0.0,0.0,9.31532370749884,-0.45667294743457204
01074,0.4660596239421766,2.7676201795481403,3.0,11.261305275663469,2016,1200203,AC,7.61796970224621,0.0,19.5890649486331,0.6011942839625513
01082,0.5878140408546607,2.0615097482586093,3.0,9.743084031043104,2016,1200427,AC,0.0,1.0,0.0,-0.45667294743457204
01090,0.563453899226427,2.0214898101917083,3.0,9.859117604800188,2016,1200336,AC,5.18134715025907,0.0,5.18134715025907,0.26283337498303666
01104,0.5518376302797586,2.4656912952946164,3.0,8.894533135798554,2016,1200328,AC,10.8436347863804,0.0,10.8436347863804,1.0491253634155526
01112,0.4706699062825408,2.6579698890943546,3.0,9.757652204312583,2016,1200252,AC,0.0,1.0,0.0,-0.45667294743457204
01120,0.5373134328358209,2.7825763590791297,5.0,9.570668634412817,2016,1200013,AC,7.13215890450039,0.0,7.13215890450039,0.5337323034505173
01139,0.46960257787325455,2.7157186778763602,3.0,10.237456658939223,2016,1200302,AC,2.82278552475583,0.0,2.82278552475583,-0.0646876252796619
01392,0.548661627717377,2.42287395530574,4.0,12.848552651438165,2016,1200401,AC,7.67636447378522,0.0,15.9010406956979,0.609303257575012
01457,0.3865451516487824,3.1260826804695228,4.0,10.616878439573116,2016,1200500,AC,2.41843817262812,1.0,2.41843817262812,-0.12083720720724224
01473,0.4797519968720326,2.389412632197324,3.0,10.485870756111218,2016,1200609,AC,2.30075464752439,0.0,2.30075464752439,-0.13717929699605155
01490,0.41387457044673537,3.0995280077362604,4.0,9.832206350531164,2016,1200708,AC,0.0,1.0,0.0,-0.45667294743457204
01511,0.47779960707269153,2.767872905681099,4.0,9.921327470664458,2016,1200385,AC,6.03864734299517,0.0,6.03864734299517,0.38188212639754415
01538,0.32373946579060137,3.711306840506111,4.0,10.240102636097088,2016,1200450,AC,4.66135272456067,0.0,13.984058173682,0.19062449453903768
01554,0.43760096930533116,2.8593364304235593,4.0,9.200693994924377,2016,1200344,AC,0.0,1.0,0.0,-0.45667294743457204
01570,0.5259108395564608,2.513539604906661,3.0,9.086815885690685,2016,1200054,AC,12.3456790123457,0.0,12.3456790123457,1.2577063146222016
02003,0.6296399277074934,1.9791034775923333,4.0,9.574010790427302,2016,1300144,AM,4.84331864193345,0.0,4.84331864193345,0.21589314074578517
02011,0.26710665587447857,6.95911197603561,12.0,10.377296432622842,2016,1303205,AM,19.0343252331705,0.0,19.0343252331705,2.186523300771732
02020,0.3527239150507849,2.9929112580348005,3.0,9.472396896788991,2016,1301654,AM,0.0,1.0,0.0,-0.45667294743457204
02038,0.5725003074652564,1.958815553668106,2.0,9.696586376767783,2016,1300102,AM,0.0,0.0,5.81598231941375,-0.45667294743457204
02046,1.0,1.0,1.0,9.311090275076326,2016,1301159,AM,5.09216824523882,0.0,5.09216824523882,0.25044957128728534
02054,0.2917948717948718,3.9005111781031125,4.0,9.367344120785848,2016,1300201,AM,6.52997257411519,0.0,6.52997257411519,0.4501098671572945
02070,0.4640812821980538,2.5742497970158995,3.0,10.643709140482002,2016,1300300,AM,0.0,0.0,4.80977345967005,-0.45667294743457204
02097,0.3699588477366255,3.769659912681721,6.0,9.587406005562649,2016,1300409,AM,5.31039243800117,0.0,10.6207848760023,0.2807532127619043
02119,0.39069052278445626,4.050211665885122,5.0,10.261721280938854,2016,1300508,AM,3.21905681635281,0.0,6.43811363270562,-0.009659523238214479
02135,0.6307502114646366,1.9864438832928895,3.0,10.333254953167257,2016,1300607,AM,0.0,0.0,2.65618359541011,-0.45667294743457204
02151,0.618604040934138,1.8934594412323054,2.0,10.325088442553696,2016,1300706,AM,0.0,0.0,2.82111321127317,-0.45667294743457204
02178,0.3953606287235391,3.1691362974402084,5.0,10.35951902421498,2016,1300805,AM,0.0,0.0,3.02516940948693,-0.45667294743457204
02194,0.5005459366713462,1.9999976156280495,2.0,9.458917724547202,2016,1300904,AM,0.0,1.0,0.0,-0.45667294743457204
02216,0.5384089873994231,2.161174546202507,3.0,10.179147649760584,2016,1301001,AM,0.0,0.0,3.47922900285297,-0.45667294743457204
02232,0.4871443263627014,3.086363504266782,7.0,10.280896062861768,2016,1301100,AM,0.0,0.0,3.247596778384,-0.45667294743457204
02259,0.5496796109009496,2.5806770656817823,5.0,11.26084216975831,2016,1301209,AM,0.0,0.0,1.41852019972764,-0.45667294743457204
02275,0.3677145884846344,2.979173497991712,3.0,10.027826826791735,2016,1301308,AM,4.24646481803898,0.0,4.24646481803898,0.1330112014745041
02291,0.555774421828263,2.2503925781278773,4.0,10.218809110791327,2016,1301407,AM,0.0,1.0,0.0,-0.45667294743457204
02313,0.488279698053238,2.2160586830188778,4.0,9.62258246436337,2016,1301506,AM,5.81868963109508,0.0,5.81868963109508,0.35133776027285546
02330,0.53429727171013,1.9906336478925235,2.0,10.053544148742807,2016,1301605,AM,0.0,0.0,3.86533183873836,-0.45667294743457204
02356,0.4941403557148766,2.37604961130758,4.0,10.680929924591467,2016,1301704,AM,1.7399474535869,0.0,1.7399474535869,-0.21505563108324482
02372,0.52087639520463,2.1291557947983133,3.0,9.177403871729918,2016,1303601,AM,7.06015249929399,0.0,7.06015249929399,0.5237331541370074
02399,0.5740173217854764,2.019630223350386,3.0,9.616471924627508,2016,1301803,AM,0.0,1.0,0.0,-0.45667294743457204
02410,0.4386700525600898,2.893255684118155,4.0,11.528779128893396,2016,1301902,AM,0.0,0.0,0.965269599799224,-0.45667294743457204
02437,0.4647795672685863,2.8132568114003225,6.0,9.416866617466955,2016,1302009,AM,9.8405825624877,0.0,9.8405825624877,0.9098367969720255
02453,0.532809871003926,2.2793988692949405,3.0,8.872346978983032,2016,1302108,AM,0.0,1.0,0.0,-0.45667294743457204
02470,0.5190102595051298,1.9971130535223436,2.0,9.204523486654617,2016,1302207,AM,0.0,1.0,0.0,-0.45667294743457204
02496,0.5216469538049543,1.9962582884513032,2.0,9.793895875906033,2016,1302306,AM,0.0,1.0,0.0,-0.45667294743457204
02518,0.7168932527693856,1.6832597752859577,2.0,10.366466566844899,2016,1302405,AM,2.20031684562577,1.0,2.20031684562577,-0.15112656425687798
02534,0.28146399516163645,4.439417658747236,6.0,11.537754653599523,2016,1302504,AM,0.981518015763179,0.0,2.94455404728954,-0.32037472277825213
02550,0.35168224930288206,4.477040209833913,9.0,14.544420556967742,2016,1302603,AM,5.76676954777381,0.0,8.52900370090916,0.3441278924283056
02577,0.4497720114699384,2.668509864945337,3.0,10.658341122532052,2016,1302702,AM,0.0,0.0,1.85480580183255,-0.45667294743457204
02593,0.5213435969209237,2.564418996452734,3.0,9.567315270923913,2016,1302801,AM,0.0,1.0,6.44329896907217,-0.45667294743457204
02615,0.4013693881088577,3.21024866629835,4.0,10.739695575936725,2016,1302900,AM,3.26776027710607,0.0,6.53552055421214,-0.0028963307866458916
02631,0.5016682113067655,1.9999777368161156,2.0,9.979522238812125,2016,1303007,AM,9.93295257015148,0.0,9.93295257015148,0.922663732243585
02658,0.4972844794614855,2.2926180438188983,4.0,10.171451494121806,2016,1303106,AM,3.6952183874067,0.0,7.39043677481339,0.05646252010884155
02674,0.25188743994509266,5.387031252544251,7.0,10.46218863654315,2016,1303304,AM,4.19868161397321,1.0,4.19868161397321,0.12637580021038042
02690,0.631976328946026,2.11146475974989,5.0,11.492824793263226,2016,1303403,AM,12.4517494708006,0.0,18.677624206201,1.2724357591598483
02712,0.36408686780352717,3.53445527915534,5.0,9.526755663250837,2016,1303502,AM,0.0,0.0,5.16182315593868,-0.45667294743457204
02739,0.5285241074714759,1.9952359653298817,3.0,9.986725151106183,2016,1303700,AM,0.0,0.0,3.54471659990784,-0.45667294743457204
02755,0.5772098803790585,2.1238658344209176,3.0,10.156112233172507,2016,1303908,AM,0.0,1.0,0.0,-0.45667294743457204
02771,0.36707583655624687,3.5946924055093508,5.0,9.38378935026654,2016,1304005,AM,17.3025348213513,1.0,17.3025348213513,1.9460387097433536
02798,0.4026184808483012,3.115141983217865,4.0,9.824660771990157,2016,1304104,AM,0.0,1.0,0.0,-0.45667294743457204
02810,0.3234828318226236,3.725353546990817,5.0,10.991274794565404,2016,1304203,AM,0.0,0.0,6.78711534023809,-0.45667294743457204
02836,0.30188311688311686,5.5478019302776325,8.0,10.335269968961667,2016,1303809,AM,0.0,0.0,1.93068829037552,-0.45667294743457204
02852,0.5790986551688738,1.9954100372023251,3.0,9.877246241330901,2016,1304302,AM,5.36883925695265,0.0,5.36883925695265,0.2888694139237362
02879,0.6459540459540459,1.8780439932678377,4.0,9.90448705286921,2016,1304401,AM,4.17623721027354,0.0,4.17623721027354,0.12325906436997301
02895,0.45619644455812763,2.779988831255605,3.0,9.65745912868446,2016,1300029,AM,6.30278583133745,0.0,6.30278583133745,0.41856164368227144
02917,0.5592684578911719,1.9722873891005406,2.0,9.089076284483143,2016,1300060,AM,0.0,1.0,0.0,-0.45667294743457204
02933,0.28897564287532884,4.0884203861332855,6.0,10.067560274273285,2016,1300086,AM,0.0,1.0,0.0,-0.45667294743457204
02950,0.6532051282051282,1.9098119922004502,4.0,9.837347750031583,2016,1300631,AM,0.0,1.0,0.0,-0.45667294743457204
02976,0.29949477147221243,3.8078298906866523,5.0,9.742261904036907,2016,1300680,AM,0.0,0.0,4.20433046037419,-0.45667294743457204
02992,0.29876149228782006,3.933440167783741,4.0,10.178160370394268,2016,1300839,AM,0.0,1.0,0.0,-0.45667294743457204
03000,0.4589082183563287,3.1442394982593536,4.0,9.21054035197885,2016,1400233,RR,0.0,1.0,0.0,-0.45667294743457204
03018,0.7939237453635136,1.5570288857935488,7.0,12.628683259139763,2016,1400100,RR,4.353230822809,0.0,9.9156924297316,0.14783723285660463
03026,0.5360209923664122,1.9896734998982113,2.0,9.034080406560824,2016,1400282,RR,0.0,1.0,0.0,-0.45667294743457204
03034,0.3398320895522388,4.243796426401863,8.0,9.973013615184739,2016,1400209,RR,9.54335067042038,0.0,14.3150260056306,0.8685617734376746
03042,0.4514511873350924,2.563299530992973,3.0,8.933268478636418,2016,1400027,RR,7.18029726430674,0.0,7.18029726430674,0.5404170233171934
03050,0.5583645820733035,2.0813247490889464,3.0,9.713174145812621,2016,1400050,RR,0.0,1.0,0.0,-0.45667294743457204
03069,0.20193724994735734,6.652148232614874,8.0,9.851983709669012,2016,1400175,RR,0.0,1.0,0.0,-0.45667294743457204
03077,0.4305116866708781,2.6372379549660625,3.0,9.446518601560848,2016,1400159,RR,0.0,0.0,14.3915953083399,-0.45667294743457204
03085,0.30186639763637674,4.106834590438474,6.0,10.231135252930956,2016,1400472,RR,3.06306858210555,0.0,6.12613716421111,-0.03132078574560134
03093,0.48872412727834413,2.582048821133371,3.0,9.8741617231543,2016,1400308,RR,0.0,1.0,0.0,-0.45667294743457204
03107,0.4874835309617918,3.041805078598617,4.0,8.711443319075466,2016,1400704,RR,0.0,1.0,0.0,-0.45667294743457204
03115,0.43324751746965795,2.721465734033023,3.0,9.294313805752362,2016,1400407,RR,0.0,1.0,0.0,-0.45667294743457204
03123,0.38514780100937274,3.7176696858130063,5.0,9.537483513308878,2016,1400456,RR,5.18000518000518,0.0,5.18000518000518,0.2626470226591779
03131,0.32042957042957043,3.522782925418682,6.0,8.988196320995057,2016,1400506,RR,0.0,1.0,0.0,-0.45667294743457204
03158,0.38311688311688313,3.2304923086759687,4.0,9.06230429314878,2016,1400605,RR,0.0,1.0,0.0,-0.45667294743457204
04006,0.4378411840846418,2.8818924975014615,4.0,10.47835782550502,2016,1503093,PA,3.80517503805175,1.0,3.80517503805175,0.0717316196377202
04014,0.30317845530370857,4.584662699442076,6.0,12.042188078090886,2016,1500107,PA,0.0,0.0,1.89647760892103,-0.45667294743457204
04022,0.5141603704606386,2.4146733585515525,5.0,10.622058785436232,2016,1507953,PA,1.379443532479,0.0,2.758887064958,-0.2651169072284851
04030,0.47304089559058715,3.1226804077343866,7.0,11.156707559430677,2016,1500206,PA,0.0,1.0,0.0,-0.45667294743457204
04049,0.5289932408395589,2.4799632794294184,3.0,9.733055040134587,2016,1501576,PA,0.0,1.0,0.0,-0.45667294743457204
04057,0.58418510043224,1.9448659207210908,2.0,10.579742865425855,2016,1500305,PA,0.0,0.0,2.64795445518337,-0.45667294743457204
04065,0.28532628118075903,5.399593891389889,7.0,10.23931672529323,2016,1507474,PA,0.0,1.0,0.0,-0.45667294743457204
04073,0.5123751813604165,2.884514787141739,5.0,10.755090418788047,2016,1500404,PA,0.0,0.0,2.88279977514162,-0.45667294743457204
04081,0.5384080984517666,2.471574908724359,5.0,10.604205998592391,2016,1508084,PA,0.0,0.0,10.1137800252845,-0.45667294743457204
04090,0.6402666365382442,1.8540854801267945,2.0,10.474580087088768,2016,1500503,PA,0.0,0.0,2.9171528588098,-0.45667294743457204
04103,0.62489491382934,2.0373470802988067,3.0,10.54702423254274,2016,1504059,PA,2.91095391959945,0.0,2.91095391959945,-0.052444145796874335
04111,0.5094490648549451,2.1620625450127666,3.0,11.537071586798307,2016,1500602,PA,3.9594865337863,0.0,9.50276768108712,0.09316004232064645
04120,0.5221625919300338,2.5710687631678466,3.0,10.315133519719373,2016,1502954,PA,0.0,1.0,0.0,-0.45667294743457204
04138,0.5733728227910585,2.0459873857571917,3.0,10.25280550002129,2016,1500701,PA,0.0,1.0,0.0,-0.45667294743457204
04146,0.5295373122951444,2.0311052740157396,3.0,10.174964020640976,2016,1506559,PA,0.0,1.0,0.0,-0.45667294743457204
04154,0.5563912390978097,2.549831194402937,6.0,13.038481643423596,2016,1500800,PA,0.208865068988132,0.0,0.835460275952529,-0.4276689580644259
04162,0.5683438582195967,1.9633182804243774,2.0,9.191972714617998,2016,1505494,PA,0.0,0.0,14.5243282498184,-0.45667294743457204
04170,0.44006992752303603,2.7394577737594648,3.0,10.913523604095793,2016,1500909,PA,0.0,0.0,2.24351064545801,-0.45667294743457204
04189,0.6478770616678811,2.032857554656356,3.0,10.315398508127682,2016,1503457,PA,0.0,1.0,0.0,-0.45667294743457204
04197,0.4223021582733813,3.859624629425406,6.0,9.721965675912738,2016,1501006,PA,0.0,1.0,0.0,-0.45667294743457204
04200,0.40123729562527616,3.3386751773791494,5.0,9.516206114861593,2016,1503754,PA,4.15938773812495,0.0,8.3187754762499,0.12091926713409318
04219,0.4899071096820293,2.594406936686374,5.0,10.01645903119529,2016,1501105,PA,2.88093111693699,1.0,2.88093111693699,-0.0566132538890152
04227,0.5105340972093882,1.999112656232093,2.0,9.982483558762626,2016,1501725,PA,0.0,0.0,4.04563476009386,-0.45667294743457204
04235,0.5805097758214761,1.974431137968608,3.0,10.573263746772833,2016,1501204,PA,0.0,1.0,0.0,-0.45667294743457204
04243,0.42260015117157973,2.8295267401931596,3.0,10.183389437668946,2016,1506351,PA,0.0,1.0,0.0,-0.45667294743457204
04251,0.9764651717040407,1.0481761465892199,2.0,11.209764205669988,2016,1501303,PA,0.0,0.0,0.789577575996842,-0.45667294743457204
04260,0.3820580474934037,2.968126236646082,3.0,9.626415659196363,2016,1500347,PA,0.0,1.0,0.0,-0.45667294743457204
04278,0.3101861379210997,4.3306313634625555,9.0,14.256970669392764,2016,1501402,PA,2.37841503956225,0.0,7.05852205289442,-0.1263950083830262
04286,0.46907993966817496,2.72462565590745,3.0,9.754871528207344,2016,1508050,PA,0.0,1.0,0.0,-0.45667294743457204
04294,0.45100781321253763,2.438412494418011,5.0,11.094162328718074,2016,1501501,PA,1.57314329762298,0.0,1.57314329762298,-0.23821884353380846
04308,0.5352042510793756,1.9901341939718353,2.0,9.396321889601625,2016,1505551,PA,0.0,1.0,0.0,-0.45667294743457204
04316,0.43161757413468216,2.827988136828967,4.0,9.91175329695316,2016,1501600,PA,0.0,1.0,0.0,-0.45667294743457204
04324,0.385142686834066,2.9478859732004805,3.0,10.19772310395775,2016,1508126,PA,2.63351943537343,0.0,2.63351943537343,-0.09097000783013126
04332,0.4309927741124725,3.080331285664559,5.0,11.75445888139603,2016,1501709,PA,0.812466485757462,0.0,4.87479891454478,-0.34385001619637445
04340,0.4952367991290147,2.3745618346378343,3.0,10.288477807454907,2016,1500958,PA,0.0,1.0,0.0,-0.45667294743457204
04359,0.38046136558926563,2.9731704010330287,5.0,11.41612817997289,2016,1501808,PA,1.86971804651858,0.0,2.80457706977788,-0.1970350740021473
04367,0.49011339143472965,2.2125869524721122,3.0,9.96843224117651,2016,1507979,PA,5.3242466191034,0.0,5.3242466191034,0.28267706974463414
04375,0.31881758345086975,3.8549049689492594,6.0,10.435056537440019,2016,1501907,PA,4.10121806176434,1.0,4.10121806176434,0.11284155130060522
04383,0.5117303111239443,1.998899803956262,2.0,10.229404275217824,2016,1505031,PA,2.97282834889113,0.0,2.97282834889113,-0.04385197048410475
04391,0.45117117117117117,2.8182961378935274,3.0,10.23099111917458,2016,1502004,PA,0.0,1.0,0.0,-0.45667294743457204
04405,0.967912984364378,1.0662286634874423,2.0,9.596282813595483,2016,1508357,PA,0.0,1.0,0.0,-0.45667294743457204
04413,0.44094718786171505,3.013486851071102,8.0,11.873490831392019,2016,1502103,PA,0.0,0.0,2.98098133905682,-0.45667294743457204
04421,0.7313664596273292,1.647281248758788,2.0,10.849725360778235,2016,1505064,PA,0.0,0.0,1.64657841006389,-0.45667294743457204
04430,0.5877540519680988,2.220768206878094,3.0,11.261125204406214,2016,1502202,PA,2.84115123448021,0.0,5.68230246896042,-0.06213727613702297
04448,0.4656996587030717,2.882235462348341,5.0,10.755346424250893,2016,1501782,PA,2.18760938046902,0.0,2.18760938046902,-0.15289118285065928
04456,0.5698859266854652,1.96167635528677,2.0,11.041576931746437,2016,1502301,PA,1.77518994532415,0.0,3.5503798906483,-0.2101616923280634
04464,0.4530030539531727,2.809310878838728,3.0,10.06798452441753,2016,1507151,PA,0.0,1.0,0.0,-0.45667294743457204
04472,0.5151282278643139,2.5789739111851446,3.0,12.220951405758642,2016,1502400,PA,1.04024716272586,0.0,6.24148297635518,-0.3122193162161327
04480,0.39054202141111016,2.927524800563593,3.0,10.074326772221049,2016,1504950,PA,4.88328938372888,0.0,4.88328938372888,0.22144366662245712
04499,0.625,2.0408715688855392,3.0,9.918573189954168,2016,1502509,PA,0.0,1.0,0.0,-0.45667294743457204
04502,0.5532778133674995,2.002080272956059,3.0,9.144841389743487,2016,1500131,PA,0.0,0.0,14.2247510668563,-0.45667294743457204
04510,0.3518032003821352,4.048480004489338,5.0,9.726034127139034,2016,1502608,PA,7.77121541809139,0.0,7.77121541809139,0.6224747074193168
04529,1.0,1.0,1.0,8.68676717538769,2016,1502764,PA,0.0,1.0,0.0,-0.45667294743457204
04537,0.7294654212165066,1.6520494458720252,2.0,10.727794565794095,2016,1502707,PA,0.0,0.0,2.24129815989421,-0.45667294743457204
04545,0.3635136655044427,3.8549884772002083,5.0,9.785941988681085,2016,1507961,PA,9.61538461538461,0.0,9.61538461538461,0.8785647470519504
04553,0.3769794078988546,3.3267517009420318,5.0,10.372052647587516,2016,1502806,PA,0.0,1.0,0.0,-0.45667294743457204
04561,0.495578738201689,2.5466132072813212,4.0,9.909966518633837,2016,1503044,PA,0.0,0.0,5.58721644876522,-0.45667294743457204
04570,0.5875194745041896,1.940544371869977,2.0,10.768442883873123,2016,1502905,PA,0.0,0.0,2.47880620693074,-0.45667294743457204
04588,0.5356853203568532,1.9898640932492946,2.0,8.503499864284235,2016,1501253,PA,24.8077400148846,0.0,24.8077400148846,2.9882469291865683
04596,0.4928355196770938,2.1753966714657307,3.0,9.201299627324033,2016,1503002,PA,0.0,1.0,0.0,-0.45667294743457204
