file_path,algorithm,sha256,size_mb,verified_at
data/raw/processo_eleitoral_2020.zip,SHA256,25c47b529d6089d7fe23b444c95527ca2de02ab998d63011618b9fe5b2532143,48.308,2026-05-20 20:24:02
data/raw/decisoes_2020.zip,SHA256,5e21f51fa18858d8e944f8d6069a23740fd775a4cd08eba2c43ec2c1a351a5db,44.038,2026-05-20 20:24:02
data/raw/recursos_2020.zip,SHA256,ab2b21f1610bd09537b412f5d31dac5dda8a28373e516f929b755be8349a77f1,0.274,2026-05-20 20:24:02
data/raw/processos_eleitorais_partes_2020.zip,SHA256,59212f6aace27e6192e9c4085a47204172a2f28b7b2d1d0a59d6aba6530fd279,2.405,2026-05-20 20:24:02
data/raw/consulta_cand_2020.zip,SHA256,8079b01adfa406ebe38ff1617abc835f0f5f8d09d18032c410fee04427baea26,81.429,2026-05-20 20:24:02
data/raw/processo_eleitoral_2024.zip,SHA256,31b10fcef8ebd727a097572d98d57a7b269852f49aad611c16bef39b5c4ce4af,35.022,2026-05-20 20:24:02
data/raw/decisoes_2024.zip,SHA256,a64dac576b98449e57b139f0ac5c792df5d64880f82daef56ee6fce82b4b4c39,34.339,2026-05-20 20:24:02
data/raw/recursos_2024.zip,SHA256,b96dd5c649808967f4d719c8d7a2e0321f39426120fdd6419fffe99ae750b8a5,0.685,2026-05-20 20:24:02
