cod_item,nome,cod_item_pai,depth,path_codes,path_names,descricao,norma,artigo,justica_eleitoral_zonas,justica_eleitoral_tre,justica_eleitoral_tse,situacao,in_panel,anc1_code,anc1_nome,anc2_code,anc2_nome,anc3_code,anc3_nome,anc4_code,anc4_nome,anc5_code,anc5_nome,anc6_code,anc6_nome
12633,Requerimento de Regularização de Omissão de Prestação de Contas Eleitorais,11529.0,3,11427/11529/12633,PROCESSO ELEITORAL > Procedimentos Relativos a Realização de Eleição > Requerimento de Regularização de Omissão de Prestação de Contas Eleitorais,,Resoluções que versam sobre Prestação de Contas,,S,S,S,A,True,11427,PROCESSO ELEITORAL,11529,Procedimentos Relativos a Realização de Eleição,12633,Requerimento de Regularização de Omissão de Prestação de Contas Eleitorais,12633,Requerimento de Regularização de Omissão de Prestação de Contas Eleitorais,12633,Requerimento de Regularização de Omissão de Prestação de Contas Eleitorais,12633,Requerimento de Regularização de Omissão de Prestação de Contas Eleitorais
12554,Filiação Partidária,11534.0,3,11427/11534/12554,PROCESSO ELEITORAL > Procedimentos Relativos a Partidos Políticos > Filiação Partidária,,"Lei 9.096/1995, Resolução TSE nº 23.117/2009","16 a 22-A (Lei 9.096), 3º, 4º, 7º, 13 e 13 (Res. 23.117)",S,N,N,A,True,11427,PROCESSO ELEITORAL,11534,Procedimentos Relativos a Partidos Políticos,12554,Filiação Partidária,12554,Filiação Partidária,12554,Filiação Partidária,12554,Filiação Partidária
12560,Lista de Apoiamento para Criação de Partido Político,11534.0,3,11427/11534/12560,PROCESSO ELEITORAL > Procedimentos Relativos a Partidos Políticos > Lista de Apoiamento para Criação de Partido Político,,Resolução TSE nº 23.571/2018,13,S,N,N,A,True,11427,PROCESSO ELEITORAL,11534,Procedimentos Relativos a Partidos Políticos,12560,Lista de Apoiamento para Criação de Partido Político,12560,Lista de Apoiamento para Criação de Partido Político,12560,Lista de Apoiamento para Criação de Partido Político,12560,Lista de Apoiamento para Criação de Partido Político
14208,Suspensão de Órgão Partidário,11534.0,3,11427/11534/14208,PROCESSO ELEITORAL > Procedimentos Relativos a Partidos Políticos > Suspensão de Órgão Partidário,"Art. 42. Sera suspenso o registro ou a anotaçao do orgao de direçao estadual ou municipal que tiver suas contas partidarias julgadas como nao prestadas, devendo o orgao ser inativado e novas anotaçoes indeferidas ate que seja regularizada a situaçao.",Resolução TSE 23.571/2018,42,S,S,S,A,True,11427,PROCESSO ELEITORAL,11534,Procedimentos Relativos a Partidos Políticos,14208,Suspensão de Órgão Partidário,14208,Suspensão de Órgão Partidário,14208,Suspensão de Órgão Partidário,14208,Suspensão de Órgão Partidário
11546,Revisão de Eleitorado,11540.0,3,11427/11540/11546,PROCESSO ELEITORAL > Procedimentos Administrativos da Justiça Eleitoral > Revisão de Eleitorado,"Essa classe compreende a revisão de eleitorado postulada após a realização do procedimento prévio de correição eleitoral, na forma do art. 71, §4°, do Código Eleitoral. Art. 71.................................................................... ............................................................................... § 4º Quando houver denúncia fundamentada de fraude no alistamento de uma zona ou município, o Tribunal Regional poderá determinar a realização de correição e, provada a fraude em proporção comprometedora, ordenará a revisão do eleitorado obedecidas as Instruções do Tribunal Superior e as recomendações que, subsidiariamente, baixar, com o cancelamento de ofício das inscrições correspondentes aos títulos que não forem apresentados à revisão. (Incluído pela Lei nº 4.961, de 4.5.1966)\""",Código Eleitoral,"71, §4°",S,S,S,A,True,11427,PROCESSO ELEITORAL,11540,Procedimentos Administrativos da Justiça Eleitoral,11546,Revisão de Eleitorado,11546,Revisão de Eleitorado,11546,Revisão de Eleitorado,11546,Revisão de Eleitorado
12549,Cancelamento de Inscrição Eleitoral (CIE),11540.0,3,11427/11540/12549,PROCESSO ELEITORAL > Procedimentos Administrativos da Justiça Eleitoral > Cancelamento de Inscrição Eleitoral (CIE),,Código Eleitorial,71 a 81,S,N,N,A,True,11427,PROCESSO ELEITORAL,11540,Procedimentos Administrativos da Justiça Eleitoral,12549,Cancelamento de Inscrição Eleitoral (CIE),12549,Cancelamento de Inscrição Eleitoral (CIE),12549,Cancelamento de Inscrição Eleitoral (CIE),12549,Cancelamento de Inscrição Eleitoral (CIE)
12551,Descarte de Material,11540.0,3,11427/11540/12551,PROCESSO ELEITORAL > Procedimentos Administrativos da Justiça Eleitoral > Descarte de Material,,"Resolução TSE nº 23.379/2012, Resolução TSE nº 21.538/2003, Portaria TSE nº 482/2009","36, 37, 45 a 50 (Res. 23.379), 55 (Res. 21.538), 11 (Portaria 482)",N,N,N,I,True,11427,PROCESSO ELEITORAL,11540,Procedimentos Administrativos da Justiça Eleitoral,12551,Descarte de Material,12551,Descarte de Material,12551,Descarte de Material,12551,Descarte de Material
12557,Recurso/Impugnação de Alistamento Eleitoral,11540.0,3,11427/11540/12557,PROCESSO ELEITORAL > Procedimentos Administrativos da Justiça Eleitoral > Recurso/Impugnação de Alistamento Eleitoral,,"Código Eleitoral, Resolução TSE nº 21.538/2003","45 (Código Eleitoral), 17 (Res. 21.538)",S,N,N,A,True,11427,PROCESSO ELEITORAL,11540,Procedimentos Administrativos da Justiça Eleitoral,12557,Recurso/Impugnação de Alistamento Eleitoral,12557,Recurso/Impugnação de Alistamento Eleitoral,12557,Recurso/Impugnação de Alistamento Eleitoral,12557,Recurso/Impugnação de Alistamento Eleitoral
12562,PET-ADM,11540.0,3,11427/11540/12562,PROCESSO ELEITORAL > Procedimentos Administrativos da Justiça Eleitoral > PET-ADM,"Procedimentos que finalizam apenas com despacho e não demandam sentença. Como há exigência específica do CNJ, na classe Petição (1338), para “decisão definitiva”, usa-se esta classe para tramitar os procedimentos que são Zonas Eleitorais finalizados apenas com despacho.",,,S,N,N,A,True,11427,PROCESSO ELEITORAL,11540,Procedimentos Administrativos da Justiça Eleitoral,12562,PET-ADM,12562,PET-ADM,12562,PET-ADM,12562,PET-ADM
1107,Procedimento de Conhecimento,1106.0,3,2/1106/1107,PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento,,,,N,N,N,A,False,2,PROCESSO CÍVEL E DO TRABALHO,1106,Processo de Conhecimento,1107,Procedimento de Conhecimento,1107,Procedimento de Conhecimento,1107,Procedimento de Conhecimento,1107,Procedimento de Conhecimento
155,Procedimento de Cumprimento de Sentença/Decisão,1106.0,3,2/1106/155,PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Cumprimento de Sentença/Decisão,,,ProcedCumpSentDec,N,N,N,A,False,2,PROCESSO CÍVEL E DO TRABALHO,1106,Processo de Conhecimento,155,Procedimento de Cumprimento de Sentença/Decisão,155,Procedimento de Cumprimento de Sentença/Decisão,155,Procedimento de Cumprimento de Sentença/Decisão,155,Procedimento de Cumprimento de Sentença/Decisão
12134,Tutela Cautelar Antecedente,12133.0,3,2/12133/12134,PROCESSO CÍVEL E DO TRABALHO > Tutela Provisória de Urgência e Tutela Provisória de Evidência > Tutela Cautelar Antecedente,"Art. 305. A petição inicial da ação que visa à prestação de tutela cautelar em caráter antecedente indicará a lide e seu fundamento, a exposição sumária do direito que se objetiva assegurar e o perigo de dano ou o risco ao resultado útil do processo. Parágrafo único. Caso entenda que o pedido a que se refere o caput tem natureza antecipada, o juiz observará o disposto no art. 303. Art. 306. O réu será citado para, no prazo de 5 (cinco) dias, contestar o pedido e indicar as provas que pretende produzir. Art. 307. Não sendo contestado o pedido, os fatos alegados pelo autor presumir-se-ão aceitos pelo réu como ocorridos, caso em que o juiz decidirá dentro de 5 (cinco) dias. Parágrafo único. Contestado o pedido no prazo legal, observar-se-á o procedimento comum. Art. 308. Efetivada a tutela cautelar, o pedido principal terá de ser formulado pelo autor no prazo de 30 (trinta) dias, caso em que será apresentado nos mesmos autos em que deduzido o pedido de tutela cautelar, não dependendo do adiantamento de novas custas processuais. § 1 o O pedido principal pode ser formulado conjuntamente com o pedido de tutela cautelar. § 2 o A causa de pedir poderá ser aditada no momento de formulação do pedido principal. § 3 o Apresentado o pedido principal, as partes serão intimadas para a audiência de conciliação ou de mediação, na forma do art. 334, por seus advogados ou pessoalmente, sem necessidade de nova citação do réu. § 4 o Não havendo autocomposição, o prazo para contestação será contado na forma do art. 335. Art. 309. Cessa a eficácia da tutela concedida em caráter antecedente, se: I - o autor não deduzir o pedido principal no prazo legal; II - não for efetivada dentro de 30 (trinta) dias; III - o juiz julgar improcedente o pedido principal formulado pelo autor ou extinguir o processo sem resolução de mérito. Parágrafo único. Se por qualquer motivo cessar a eficácia da tutela cautelar, é vedado à parte renovar o pedido, salvo sob novo fundamento. Art. 310. O indeferimento da tutela cautelar não obsta a que a parte formule o pedido principal, nem influi no julgamento desse, salvo se o motivo do indeferimento for o reconhecimento de decadência ou de prescrição.",CPC 2015,305 a 310,S,S,S,A,True,2,PROCESSO CÍVEL E DO TRABALHO,12133,Tutela Provisória de Urgência e Tutela Provisória de Evidência,12134,Tutela Cautelar Antecedente,12134,Tutela Cautelar Antecedente,12134,Tutela Cautelar Antecedente,12134,Tutela Cautelar Antecedente
12135,Tutela Antecipada Antecedente,12133.0,3,2/12133/12135,PROCESSO CÍVEL E DO TRABALHO > Tutela Provisória de Urgência e Tutela Provisória de Evidência > Tutela Antecipada Antecedente,"Art. 303. Nos casos em que a urgência for contemporânea à propositura da ação, a petição inicial pode limitar-se ao requerimento da tutela antecipada e à indicação do pedido de tutela final, com a exposição da lide, do direito que se busca realizar e do perigo de dano ou do risco ao resultado útil do processo. § 1 o Concedida a tutela antecipada a que se refere o caput deste artigo: I - o autor deverá aditar a petição inicial, com a complementação de sua argumentação, a juntada de novos documentos e a confirmação do pedido de tutela final, em 15 (quinze) dias ou em outro prazo maior que o juiz fixar; II - o réu será citado e intimado para a audiência de conciliação ou de mediação na forma do art. 334; III - não havendo autocomposição, o prazo para contestação será contado na forma do art. 335. § 2 o Não realizado o aditamento a que se refere o inciso I do § 1 o deste artigo, o processo será extinto sem resolução do mérito. § 3 o O aditamento a que se refere o inciso I do § 1 o deste artigo dar-se-á nos mesmos autos, sem incidência de novas custas processuais. § 4 o Na petição inicial a que se refere o caput deste artigo, o autor terá de indicar o valor da causa, que deve levar em consideração o pedido de tutela final. § 5 o O autor indicará na petição inicial, ainda, que pretende valer-se do benefício previsto no caput deste artigo. § 6 o Caso entenda que não há elementos para a concessão de tutela antecipada, o órgão jurisdicional determinará a emenda da petição inicial em até 5 (cinco) dias, sob pena de ser indeferida e de o processo ser extinto sem resolução de mérito. Art. 304. A tutela antecipada, concedida nos termos do art. 303, torna-se estável se da decisão que a conceder não for interposto o respectivo recurso. § 1 o No caso previsto no caput, o processo será extinto. § 2 o Qualquer das partes poderá demandar a outra com o intuito de rever, reformar ou invalidar a tutela antecipada estabilizada nos termos do caput. § 3 o A tutela antecipada conservará seus efeitos enquanto não revista, reformada ou invalidada por decisão de mérito proferida na ação de que trata o § 2 o . § 4 o Qualquer das partes poderá requerer o desarquivamento dos autos em que foi concedida a medida, para instruir a petição inicial da ação a que se refere o § 2 o , prevento o juízo em que a tutela antecipada foi concedida. § 5 o O direito de rever, reformar ou invalidar a tutela antecipada, previsto no § 2 o deste artigo, extingue-se após 2 (dois) anos, contados da ciência da decisão que extinguiu o processo, nos termos do § 1 o . § 6 o A decisão que concede a tutela não fará coisa julgada, mas a estabilidade dos respectivos efeitos só será afastada por decisão que a revir, reformar ou invalidar, proferida em ação ajuizada por uma das partes, nos termos do § 2 o deste artigo.",CPC 2015,303 e 304,S,S,S,A,True,2,PROCESSO CÍVEL E DO TRABALHO,12133,Tutela Provisória de Urgência e Tutela Provisória de Evidência,12135,Tutela Antecipada Antecedente,12135,Tutela Antecipada Antecedente,12135,Tutela Antecipada Antecedente,12135,Tutela Antecipada Antecedente
1116,Execução Fiscal,158.0,3,2/158/1116,PROCESSO CÍVEL E DO TRABALHO > Processo de Execução > Execução Fiscal,Petição inicial deve incluir a CDA-Certidão de Dívida Ativa; ou mesmo confundir-se com ela.,L. 6830/80,1º a 40,S,N,N,A,True,2,PROCESSO CÍVEL E DO TRABALHO,158,Processo de Execução,1116,Execução Fiscal,1116,Execução Fiscal,1116,Execução Fiscal,1116,Execução Fiscal
169,Embargos,158.0,3,2/158/169,PROCESSO CÍVEL E DO TRABALHO > Processo de Execução > Embargos,,,,N,N,N,A,False,2,PROCESSO CÍVEL E DO TRABALHO,158,Processo de Execução,169,Embargos,169,Embargos,169,Embargos,169,Embargos
193,Produção Antecipada da Prova,175.0,3,2/175/193,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar > Produção Antecipada da Prova,"Art. 381. A produção antecipada da prova será admitida nos casos em que: I - haja fundado receio de que venha a tornar-se impossível ou muito difícil a verificação de certos fatos na pendência da ação; II - a prova a ser produzida seja suscetível de viabilizar a autocomposição ou outro meio adequado de solução de conflito; III - o prévio conhecimento dos fatos possa justificar ou evitar o ajuizamento de ação. § 1 o O arrolamento de bens observará o disposto nesta Seção quando tiver por finalidade apenas a realização de documentação e não a prática de atos de apreensão. § 2 o A produção antecipada da prova é da competência do juízo do foro onde esta deva ser produzida ou do foro de domicílio do réu. § 3 o A produção antecipada da prova não previne a competência do juízo para a ação que venha a ser proposta. § 4 o O juízo estadual tem competência para produção antecipada de prova requerida em face da União, de entidade autárquica ou de empresa pública federal se, na localidade, não houver vara federal. § 5 o Aplica-se o disposto nesta Seção àquele que pretender justificar a existência de algum fato ou relação jurídica para simples documento e sem caráter contencioso, que exporá, em petição circunstanciada, a sua intenção.",CPC 2015,381,S,S,S,I,True,2,PROCESSO CÍVEL E DO TRABALHO,175,Processo Cautelar,193,Produção Antecipada da Prova,193,Produção Antecipada da Prova,193,Produção Antecipada da Prova,193,Produção Antecipada da Prova
83,Cautelar Fiscal,175.0,3,2/175/83,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar > Cautelar Fiscal,"Art. 2º A medida cautelar fiscal poderá ser requerida contra o sujeito passivo de crédito tributário ou não tributário, quando o devedor: (Redação dada pela Lei nº 9.532, de 1997) I - sem domicílio certo, intenta ausentar-se ou alienar bens que possui ou deixa de pagar a obrigação no prazo fixado; II - tendo domicílio certo, ausenta-se ou tenta se ausentar, visando a elidir o adimplemento da obrigação; III - caindo em insolvência, aliena ou tenta alienar bens; (Redação dada pela Lei nº 9.532, de 1997) IV - contrai ou tenta contrair dívidas que comprometam a liquidez do seu patrimônio; (Redação dada pela Lei nº 9.532, de 1997) V - notificado pela Fazenda Pública para que proceda ao recolhimento do crédito fiscal: (Redação dada pela Lei nº 9.532, de 1997) a) deixa de pagá-lo no prazo legal, salvo se suspensa sua exigibilidade; (Incluída pela Lei nº 9.532, de 1997) b) põe ou tenta por seus bens em nome de terceiros; (Incluída pela Lei nº 9.532, de 1997) VI - possui débitos, inscritos ou não em Dívida Ativa, que somados ultrapassem trinta por cento do seu patrimônio conhecido; (Incluído pela Lei nº 9.532, de 1997) VII - aliena bens ou direitos sem proceder à devida comunicação ao órgão da Fazenda Pública competente, quando exigível em virtude de lei; (Incluído pela Lei nº 9.532, de 1997) VIII - tem sua inscrição no cadastro de contribuintes declarada inapta, pelo órgão fazendário; (Incluído pela Lei nº 9.532, de 1997) IX - pratica outros atos que dificultem ou impeçam a satisfação do crédito. (Incluído pela Lei nº 9.532, de 1997)",L 8.397/92,2º e 5º,S,S,S,A,True,2,PROCESSO CÍVEL E DO TRABALHO,175,Processo Cautelar,83,Cautelar Fiscal,83,Cautelar Fiscal,83,Cautelar Fiscal,83,Cautelar Fiscal
215,Incidentes,214.0,3,2/214/215,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Incidentes,"Referentes a questões (pontos controvertidos) acessórios, que surgem no curso da demanda principal e que vêm a ser propostas ao longo das causas principais, devendo ser julgadas antes das decisões principais. Não geram uma nove relação processual.",CPC 2015 ,Diversos,S,S,S,A,False,2,PROCESSO CÍVEL E DO TRABALHO,214,Outros Procedimentos,215,Incidentes,215,Incidentes,215,Incidentes,215,Incidentes
237,Atos e expedientes,214.0,3,2/214/237,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Atos e expedientes,,,,N,N,N,A,False,2,PROCESSO CÍVEL E DO TRABALHO,214,Outros Procedimentos,237,Atos e expedientes,237,Atos e expedientes,237,Atos e expedientes,237,Atos e expedientes
257,Cartas,214.0,3,2/214/257,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Cartas,Classes exclusivas para o juízo deprecado.,,,N,N,N,A,False,2,PROCESSO CÍVEL E DO TRABALHO,214,Outros Procedimentos,257,Cartas,257,Cartas,257,Cartas,257,Cartas
12121,Comunicado de Mandado de Prisão,277.0,3,268/277/12121,PROCESSO CRIMINAL > Procedimentos Investigatórios > Comunicado de Mandado de Prisão,"Art. 289-A. O juiz competente providenciará o imediato registro do mandado de prisão em banco de dados mantido pelo Conselho Nacional de Justiça para essa finalidade. § 1 o Qualquer agente policial poderá efetuar a prisão determinada no mandado de prisão registrado no Conselho Nacional de Justiça, ainda que fora da competência territorial do juiz que o expediu. § 2 o Qualquer agente policial poderá efetuar a prisão decretada, ainda que sem registro no Conselho Nacional de Justiça, adotando as precauções necessárias para averiguar a autenticidade do mandado e comunicando ao juiz que a decretou, devendo este providenciar, em seguida, o registro do mandado na forma do caput deste artigo. § 3 o A prisão será imediatamente comunicada ao juiz do local de cumprimento da medida o qual providenciará a certidão extraída do registro do Conselho Nacional de Justiça e informará ao juízo que a decretou. § 4 o O preso será informado de seus direitos, nos termos do inciso LXIII do art. 5 o da Constituição Federal e, caso o autuado não informe o nome de seu advogado, será comunicado à Defensoria Pública. § 5 o Havendo dúvidas das autoridades locais sobre a legitimidade da pessoa do executor ou sobre a identidade do preso, aplica-se o disposto no § 2 o do art. 290 deste Código. § 6 o O Conselho Nacional de Justiça regulamentará o registro do mandado de prisão a que se refere o caput deste artigo. Art. 290. Se o réu, sendo perseguido, passar ao território de outro município ou comarca, o executor poderá efetuar-lhe a prisão no lugar onde o alcançar, apresentando-o imediatamente à autoridade local, que, depois de lavrado, se for o caso, o auto de flagrante, providenciará para a remoção do preso. § 1 o - Entender-se-á que o executor vai em perseguição do réu, quando: a) tendo-o avistado, for perseguindo-o sem interrupção, embora depois o tenha perdido de vista; b) sabendo, por indícios ou informações fidedignas, que o réu tenha passado, há pouco tempo, em tal ou qual direção, pelo lugar em que o procure, for no seu encalço. § 2 o Quando as autoridades locais tiverem fundadas razões para duvidar da legitimidade da pessoa do executor ou da legalidade do mandado que apresentar, poderão pôr em custódia o réu, até que fique esclarecida a dúvida.",CPP,289-A e 290,S,S,S,A,True,268,PROCESSO CRIMINAL,277,Procedimentos Investigatórios,12121,Comunicado de Mandado de Prisão,12121,Comunicado de Mandado de Prisão,12121,Comunicado de Mandado de Prisão,12121,Comunicado de Mandado de Prisão
