outcome,label,coef,se,t,p,first_F,tF_cv,reject_tF,mean_2020,mean_delta,N
turnout_rate,Turnout (registered),0.00780603949597325,0.00434770492174903,1.79543911936714,0.0846826348265611,26.1491104464508,1.96,FALSE,0.821916342884967,0.0105100112454734,5009
abstention_rate,Abstention (1 - turnout),-0.00780603949597312,0.00434770492174904,-1.79543911936711,0.084682634826566,26.1491104464508,1.96,FALSE,0.178083657115033,-0.0105100112454734,5009
