variant,spec,family,outcome,coef,se,t,p,ivf,nobs,n_clusters
adversarial,baseline_state_fe,primary,delta_runnerup_vote_share_2024_2020,-0.0307022105349576,0.0216955600154087,-1.41513795970937,0.157170486129567,238.938018691673,5560,2187
adversarial,baseline_state_fe,primary,delta_margin_top1_top2_2024_2020,0.0619414702498584,0.0431026561942107,1.43706851779074,0.150841635963799,238.938018691673,5560,2187
adversarial,baseline_state_fe,secondary,delta_winner_vote_share_2024_2020,0.0312392597148986,0.0250859629151536,1.24528844360318,0.213159209024898,238.938018691673,5560,2187
adversarial,baseline_state_fe,secondary,delta_winner_majority_2024_2020,0.139840635302333,0.090333100252945,1.54805530764205,0.121753732526613,238.938018691673,5560,2187
adversarial,baseline_state_fe,secondary,delta_others_vote_share_2024_2020,-0.00476024893202037,0.0186255441367144,-0.255576368511943,0.798302012446342,238.938018691673,5560,2187
adversarial,baseline_state_fe,secondary,delta_log1p_n_candidates_with_votes_2024_2020,-0.0663919918830053,0.0393451262145681,-1.68742607460292,0.0916641148271215,238.938018691673,5560,2187
