spec,coef.adversarial,se.adversarial,first_stage_F.adversarial,nobs.adversarial
baseline_state_fe,1.79181935832039,0.404888789402274,19.5847009415239,5560
baseline_state_fe_sz,1.80078738742162,0.421651301023093,18.239712605588,5371
robustness_full_controls,1.79925524839715,0.405579404480849,19.6803931506045,5560
subsample_le200k,1.86928839047049,0.425998607912443,19.2546778851569,5338
subsample_gt200k,0.79916934208604,0.779105144562757,1.05216896089596,222
