election_year,classe,nat_n,national_share,muni_mean_share,n_munis_with,st_mean,st_min,st_max,st_p25,st_p75,pct_munis_with
2020,REGISTRO DE CANDIDATURA,623922,0.4428043809047965,0.45632474911512333,5566,0.43960869587486173,0.3713170176731438,0.46780544513612843,0.42893664601772263,0.45589030264813835,99.9
2020,PRESTAÇÃO DE CONTAS ELEITORAIS,599892,0.4257500227107558,0.44140155442993195,5566,0.40435735356148894,0.009259259259259259,0.45034022956904257,0.4120252836004251,0.43494479931410723,99.9
2020,REPRESENTAÇÃO,46386,0.032920659974563955,0.027841049566908662,4336,0.03769917476860324,0.02078804347826087,0.07430904176090915,0.025260155828007613,0.04307396185139751,77.9
2020,COMPOSIÇÃO DE MESA RECEPTORA,23983,0.017021001771438952,0.007037032411050043,1850,0.015326490568632603,0.0006924979389942292,0.0621339642400031,0.004092820666866927,0.021194948909017894,33.2
2020,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,16582,0.011768429778343024,0.0057692772370117286,1612,0.00966978698683222,0.0015510857600320224,0.10337560925157403,0.0029851599961840955,0.008260971100845999,28.9
2020,PETIÇÃO CÍVEL,14862,0.010547726653343024,0.009258885418685652,3400,0.012381874697728015,0.0061172589181387035,0.037037037037037035,0.008784310087907827,0.014644228693296197,61.1
2020,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,13926,0.009883437045784883,0.00940248760566093,3185,0.011288050607014875,0.00437808577716971,0.022754580955241813,0.00749688649696832,0.014387044338281788,57.2
2020,FILIAÇÃO PARTIDÁRIA,12128,0.008607376453488372,0.006026452369118792,2484,0.009999420488374811,0.002719988237888701,0.06481481481481481,0.005344165915499225,0.009983890807005593,44.6
2020,CUMPRIMENTO DE SENTENÇA,10989,0.007799015488735465,0.005776121639888755,2289,0.012556671217743806,0.001387534688367209,0.05894372838729959,0.006350913742996645,0.012058334327735842,41.1
2020,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,6437,0.004568410474200582,0.0049548600056152125,2577,0.005000255065660323,0.001083130246412131,0.010686716344652179,0.0033552739140326293,0.006149789370747017,46.3
2020,APURAÇÃO DE ELEIÇÃO,4314,0.0030616937681686046,0.004616950514231505,3734,0.0031549016642984096,0.00018378298904653386,0.006222116471358039,0.0020433825840930524,0.004194368836731962,67.0
2020,INQUÉRITO POLICIAL,4017,0.002850909565770349,0.0024626507965271943,1401,0.005267732582637772,0.0001241437407169301,0.05555555555555555,0.0022902584349993155,0.004230226403056707,25.2
2020,DIREITO DE RESPOSTA,3880,0.0027536791424418606,0.0015162601449751657,1066,0.0034638111659021495,0.001374664925424428,0.0129090363254278,0.001951039876787628,0.0036886608558848004,19.1
2020,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,3483,0.002471923828125,0.0020727324597719005,1334,0.0029679883460536596,0.0006100708620770567,0.009259259259259259,0.001340180715839228,0.0033346404129425116,24.0
2020,REPRESENTAÇÃO ESPECIAL,2818,0.0019999659338662793,0.0014707537518887017,991,0.002940306342097634,0.00040617384240454913,0.037037037037037035,0.0009357208104139208,0.0024567080642864487,17.8
2020,SUSPENSÃO DE ÓRGÃO PARTIDÁRIO,2577,0.001828925554142442,0.0018823509885669,544,0.0015850349013748677,0.00010007004903432403,0.004956882218625995,0.0005632322018624212,0.002336930373221527,9.8
2020,LISTA DE APOIAMENTO PARA CRIAÇÃO DE PARTIDO POLÍTICO,2347,0.0016656919967296512,0.001025563858545101,663,0.009133370345807917,5.0035024517162014e-05,0.1574074074074074,0.0004970968459766893,0.0022648167544715835,11.9
2020,TERMO CIRCUNSTANCIADO,2338,0.0016593045966569768,0.0014227122834545238,1002,0.0017334438626587295,0.0006068295912175208,0.005239280859058762,0.001196618994322712,0.0018370762559873487,18.0
2020,AÇÃO PENAL ELEITORAL,2141,0.0015194915061773255,0.0013308541859381809,1025,0.0034487605840856474,0.0006783568689175109,0.046296296296296294,0.0013466833164351589,0.002204431033497003,18.4
2020,RECURSO/IMPUGNAÇÃO DE ALISTAMENTO ELEITORAL,1674,0.001188056413517442,0.0021394141806217936,264,0.0023744176284805907,1.8750468761719042e-05,0.025396492698945016,8.327880554398905e-05,0.0010079290417954576,4.7
2020,CARTA PRECATÓRIA CÍVEL,1270,0.000901333121366279,0.00045995212348722995,482,0.013997840291030416,0.00020100502512562814,0.35185185185185186,0.0007234223177375843,0.0012425505314418764,8.7
2020,PET-ADM,1105,0.0007842307867005814,0.0007853158318719454,648,0.0011324863001282088,6.873324627122139e-05,0.009259259259259259,0.00033220900568385495,0.0008938251495390693,11.6
2020,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,936,0.0006642896075581395,0.0005512367900605308,443,0.0006298525798118118,3.8785246092386455e-05,0.002843216896831844,0.00014986126491072519,0.0008820894049092298,8.0
2020,CARTA PRECATÓRIA CRIMINAL,895,0.0006351914516715116,0.00045726609592091277,414,0.005222542789045477,0.00018034265103697024,0.12037037037037036,0.0005019955607293712,0.0011021059451851764,7.4
2020,TUTELA ANTECIPADA ANTECEDENTE,704,0.0004996366279069768,0.0004680950313675516,447,0.0005812740630585174,0.00013746649254244277,0.0015070205101815775,0.00038136279555488596,0.0006921508049099136,8.0
2020,TUTELA CAUTELAR ANTECEDENTE,665,0.00047195789425872096,0.0004267256668564707,484,0.0005606549576075504,0.0002022485277496877,0.0018398918594172424,0.0002973535533749628,0.0007718885539954422,8.7
2020,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,649,0.0004606025163517442,0.0005177063032755618,434,0.0005625674553900373,0.00018439637845512713,0.0013329083480629364,0.00031702898550724635,0.0006873692089144149,7.8
2020,CARTA DE ORDEM CÍVEL,579,0.00041092273800872096,0.0003133707381749046,354,0.0007966703523544882,5.516632647432007e-05,0.009259259259259259,0.000184043359162222,0.0005942957488467425,6.4
2020,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),479,0.0003399516260901163,0.0002939854718731628,240,0.00037340774998132864,4.508566275924256e-05,0.0009189149452326692,0.00014062613779470358,0.0006483334686353162,4.3
2020,PROCESSO ADMINISTRATIVO,479,0.0003399516260901163,0.0002933002977716507,262,0.000676645224493781,3.786444528587656e-05,0.002966356263142085,7.785567650978875e-05,0.000909430080857575,4.7
2020,MANDADO DE SEGURANÇA CÍVEL,474,0.00033640307049418605,0.00029578681131261624,360,0.0007100265163533054,0.00014702639123722708,0.009259259259259259,0.00025372824681222023,0.0004014072060727754,6.5
2020,CANCELAMENTO DE INSCRIÇÃO ELEITORAL (CIE),264,0.0001873637354651163,0.0002208324414147269,86,0.000321338631119489,1.0544185408956232e-05,0.003737860686089569,5.520447323987459e-05,0.00013514109532765254,1.5
2020,IMPUGNAÇÃO PERANTE AS JUNTAS ELEITORAIS,223,0.00015826557957848838,0.00017439520093803416,163,0.00021483605204741175,1.292841536412882e-05,0.000687332462712214,6.403713003326596e-05,0.0002753761483207308,2.9
2020,EXECUÇÃO DA PENA,214,0.00015187817950581395,0.00012540376717061995,156,0.0005960594766020479,2.585683072825764e-05,0.009259259259259259,9.46611132146914e-05,0.0002902225548749752,2.8
2020,CAUTELAR INOMINADA CRIMINAL,175,0.00012419944585755814,0.00011509521655383696,132,0.000157070972736799,3.1035935179232525e-05,0.0005145923693302948,8.812954393763472e-05,0.00018825688480590832,2.4
2020,COMUNICADO DE MANDADO DE PRISÃO,175,0.00012419944585755814,0.00014220104588743535,136,0.0003045028960301819,1.330111507681394e-05,0.0022005658597925182,8.236249096533641e-05,0.0003537137257248184,2.4
2020,PETIÇÃO CRIMINAL,162,0.00011497320130813954,0.00011247853161045474,125,0.00016119607078663632,2.9474180617778827e-05,0.000772328570640481,7.13818333234192e-05,0.00015718327569946557,2.2
2020,AÇÃO CAUTELAR,130,9.226244549418605e-05,6.412924676775641e-05,103,0.0001029953567621804,2.231047253580831e-05,0.00027494768356576594,4.290397191667933e-05,0.00013995581080279357,1.8
2020,INCIDENTE DE IMPEDIMENTO / SUSPEIÇÃO,101,7.16808230377907e-05,4.6465474364476366e-05,57,9.813587526163634e-05,1.527487130920922e-05,0.0004925965634145635,3.52014588224633e-05,9.425908445942698e-05,1.0
2020,RESTITUIÇÃO DE COISAS APREENDIDAS,64,4.5421511627906976e-05,4.343562355465795e-05,37,0.00017476736841739565,1.292841536412882e-05,0.0016080402010050252,3.097618038460466e-05,0.00013278451422864214,0.7
2020,CARTA DE ORDEM CRIMINAL,63,4.471180050872093e-05,2.939451238603993e-05,43,6.833880817459345e-05,1.292841536412882e-05,0.0001687069665432997,2.1083707168998593e-05,9.447851648312341e-05,0.8
2020,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,59,4.1872956031976744e-05,5.127598854782629e-05,49,0.0001220350945058781,1.292841536412882e-05,0.00047154982709839675,4.101374022511376e-05,0.00012447761876594713,0.9
2020,CUMPRIMENTO PROVISÓRIO DE SENTENÇA,59,4.1872956031976744e-05,2.862189737796266e-05,46,8.574399400937845e-05,1.0064412238325282e-05,0.0004020100502512563,2.7176097600997595e-05,0.00010110076043328592,0.8
2020,EXECUÇÃO FISCAL,53,3.7614689316860464e-05,3.63432658498997e-05,41,7.539013941938533e-05,2.5161030595813204e-05,0.00020100502512562814,3.109114942264357e-05,9.540719213979937e-05,0.7
2020,HABEAS CORPUS CRIMINAL,46,3.2646711482558137e-05,3.4056309763194445e-05,43,4.815826914289532e-05,1.1896972220569864e-05,0.00015718327569946557,3.055336842232376e-05,5.343999396541768e-05,0.8
2020,ACORDO DE NÃO PERSECUÇÃO PENAL,41,2.9098155886627908e-05,3.340110106489202e-05,15,0.00014514318950255487,2.231047253580831e-05,0.0004020100502512563,4.633363199887908e-05,0.00021895752724811226,0.3
2020,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,32,2.2710755813953488e-05,1.420645094225265e-05,28,6.640580747132585e-05,4.433705025604646e-06,0.0002572961846651474,1.6940378632134313e-05,5.606979930904391e-05,0.5
2020,HOMOLOGAÇÃO EM ACORDO DE COLABORAÇÃO PREMIADA,28,1.9871911337209304e-05,7.684695108744977e-06,5,9.50662045487079e-05,1.0064412238325282e-05,0.00035132204011181203,2.897626843615079e-05,5.0035024517162014e-05,0.1
2020,IMPUGNAÇÃO À COMPOSIÇÃO DE JUNTA ELEITORAL,27,1.9162200218023256e-05,2.354150864326026e-05,17,5.3405953561924816e-05,4.433705025604646e-06,0.00015145778114350624,3.493327744008943e-05,5.0035024517162014e-05,0.3
2020,CORREIÇÃO EM PRIMEIRO GRAU,20,1.419422238372093e-05,1.1776366002109127e-05,11,4.7380958319551004e-05,1.527487130920922e-05,0.00013386283521484986,1.7734820102418585e-05,3.522544283413849e-05,0.2
2020,PRODUÇÃO ANTECIPADA DA PROVA,19,1.3484511264534884e-05,1.3362459176684988e-05,16,5.3547378241647856e-05,5.032206119162641e-06,0.00017684508370667296,1.292841536412882e-05,3.7500937523438084e-05,0.3
2020,EMBARGOS DE TERCEIRO CÍVEL,15,1.0645666787790698e-05,5.478703494794568e-06,14,3.066092102820088e-05,5.032206119162641e-06,9.385705570416256e-05,1.30215902923001e-05,3.6894929453143413e-05,0.3
2020,CUMPRIMENTO PROVISÓRIO DE DECISÃO,14,9.935955668604652e-06,4.051174859290511e-06,7,3.030498388973825e-05,1.527487130920922e-05,5.0035024517162014e-05,1.9941117593369488e-05,3.987657931013333e-05,0.1
2020,EMBARGOS À EXECUÇÃO,13,9.226244549418604e-06,1.1373289093215584e-05,10,5.195122860913149e-05,9.599324207575787e-06,0.00016549897942296022,2.4117196258451683e-05,5.1784653153587135e-05,0.2
2020,EMBARGOS À EXECUÇÃO FISCAL,13,9.226244549418604e-06,9.110531650053752e-06,12,3.0280386463685277e-05,1.527487130920922e-05,4.758788888227946e-05,1.881914313033214e-05,4.124269517874659e-05,0.2
2020,CAUTELAR FISCAL,11,7.806822311046512e-06,6.854139147319334e-06,9,2.5290949648677756e-05,4.433705025604646e-06,5.0035024517162014e-05,1.700839309102064e-05,3.312032964006402e-05,0.2
2020,INSANIDADE MENTAL DO ACUSADO,9,6.387400072674419e-06,5.647207371845568e-06,9,2.6713373958515274e-05,4.433705025604646e-06,6.873324627122139e-05,1.292841536412882e-05,2.5161030595813204e-05,0.2
2020,AUTO DE PRISÃO EM FLAGRANTE,8,5.677688953488372e-06,5.389865847591398e-06,7,4.24744038497163e-05,1.527487130920922e-05,0.00011264644037248422,2.1073795493172233e-05,4.489481354231622e-05,0.1
2020,CORREIÇÃO EXTRAORDINÁRIA,8,5.677688953488372e-06,1.6235492532809789e-06,4,5.0564778869806974e-05,3.786444528587656e-05,6.326511245373739e-05,4.421461207784177e-05,5.691494566177218e-05,0.1
2020,CONFLITO DE COMPETÊNCIA CÍVEL,6,4.258266715116279e-06,1.8121457882585304e-06,5,1.4282551768247852e-05,5.032206119162641e-06,2.9474180617778827e-05,8.867410051209293e-06,1.8439637845512713e-05,0.1
2020,INCIDENTE DE FALSIDADE,5,3.5485555959302325e-06,4.410085943143211e-06,5,1.5586198035339605e-05,5.032206119162641e-06,2.879797262272736e-05,8.98031074164573e-06,2.086319399342809e-05,0.1
2020,DESCARTE DE MATERIAL,5,3.5485555959302325e-06,1.319160136058683e-06,4,4.6459543223302404e-05,2.9474180617778827e-05,7.509762691498949e-05,3.214050137745885e-05,5.495222452606418e-05,0.1
2020,RECURSO EM SENTIDO ESTRITO,4,2.838844476744186e-06,8.099222569779352e-07,2,4.190468380027961e-05,2.585683072825764e-05,5.795253687230158e-05,3.3880757264268626e-05,4.9928610336290595e-05,0.0
2020,CONFLITO DE JURISDIÇÃO,4,2.838844476744186e-06,2.515653835925072e-06,4,9.159438668636594e-06,4.433705025604646e-06,1.527487130920922e-05,4.882580845773142e-06,1.2741446992729704e-05,0.1
2020,LIBERDADE PROVISÓRIA COM OU SEM FIANÇA,4,2.838844476744186e-06,3.2941232025349373e-06,4,2.953332595153016e-05,1.1896972220569864e-05,5.795253687230158e-05,1.5323720491144453e-05,3.835150281701031e-05,0.1
2020,MANDADO DE SEGURANÇA CRIMINAL,2,1.419422238372093e-06,1.1495498231550472e-06,2,1.1736300386542525e-05,1.0544185408956232e-05,1.292841536412882e-05,1.1140242897749379e-05,1.2332357875335672e-05,0.0
2020,EXIBIÇÃO DE DOCUMENTO OU COISA CÍVEL,2,1.419422238372093e-06,1.3098275647733546e-06,2,8.218377461883359e-05,2.897626843615079e-05,0.00013539128080151638,5.5580021527492184e-05,0.00010878752771017498,0.0
2020,RELAXAMENTO DE PRISÃO,2,1.419422238372093e-06,1.3107101453303645e-06,2,2.5681116438842963e-05,4.433705025604646e-06,4.692852785208128e-05,1.5057410732223804e-05,3.6304822145462125e-05,0.0
2020,REVISÃO DE ELEITORADO,2,1.419422238372093e-06,3.1380104104112008e-06,2,3.110169958064525e-05,1.527487130920922e-05,4.692852785208128e-05,2.3188285444927236e-05,3.901511371636326e-05,0.0
2020,HABEAS DATA CÍVEL,2,1.419422238372093e-06,2.429843729460227e-07,1,3.7500937523438084e-05,3.7500937523438084e-05,3.7500937523438084e-05,3.7500937523438084e-05,3.7500937523438084e-05,0.0
