topic_code,topic_name,topic_family,n_munis,g_mean,g_sd,g_p10,g_p25,g_p50,g_p75,g_p90,mean_share_local,s_k_bar,s_k_bar_norm,s_k_bar2
11656,Propaganda Política - Propaganda Eleitoral - Bem Particular,unmapped,756,-0.0140287800316266,0.4792701385589777,-0.1109233572281862,0.0010857764367449,0.0421894856902773,0.0491170149649553,0.1118964866376117,0.06755386331244422,0.00916724477907161,0.01273266533637693,0.00016212076656817466
12063,Conduta Vedada ao Agente Público,abuse_misuse_office,682,0.5181879148308961,0.4255050251919168,0.4602349393968046,0.5164311849850423,0.5461778601413521,0.5724235840785159,0.607953787563738,0.07229142778922831,0.008849892972940936,0.012291885752244797,0.00015109045534623863
11668,Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos,campaign_conduct,697,-0.5853703853207407,0.6758860518185078,-0.5612606754487626,-0.5334034609839531,-0.5323318289869547,-0.5066502523555103,-0.4734042387178441,0.06980859383391713,0.008733905923934727,0.01213078780908509,0.00014715601286904742
11663,Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal,unmapped,730,-0.4048759360707578,0.26345619587338337,-0.4431021196326083,-0.4194060049840216,-0.404423983599754,-0.3711393644302987,-0.3019115615557455,0.06351941409654865,0.008323312204358406,0.0115605016929645,0.0001336451993930351
11665,Propaganda Política - Propaganda Eleitoral - Contrariedade à Lei de Postura Municipal,unmapped,653,-3.2407306269199485,1.5849761172458399,-7.189922170745808,-2.7025448785068544,-2.641435452020226,-2.527173383302629,-2.527173383302629,0.06720243875600225,0.007877076379046777,0.010940711171196592,0.0001196991609315459
11681,Propaganda Política - Propaganda Eleitoral - Outdoors,unmapped,802,0.212730577876438,0.46134093205566085,0.2088291329138334,0.2180732477577969,0.2353140869344647,0.2557304726451788,0.2594511696739676,0.05455204335497,0.00785330080249256,0.010907688549161304,0.00011897766948550463
12592,Direito Líquido e Certo,unmapped,440,-0.6315109351483504,1.0220089229443299,-0.4960693968750762,-0.4819142802715701,-0.4715649098126881,-0.440733246945622,-0.3885070957442673,0.09585664253342291,0.0075707992666857234,0.01051531356636901,0.00011057181939906417
11484,Calúnia na Propaganda Eleitoral,information_environment,465,-0.30957242555256587,0.5168853992780449,-0.3364722366212129,-0.3138029605274166,-0.2643689427198685,-0.1993329026204904,-0.1993329026204904,0.07723554501137266,0.006446693310049956,0.008954008583966156,8.017426972173961e-05
11657,Propaganda Política - Propaganda Eleitoral - Bem Particular de Uso Comum,unmapped,624,-0.24355420210176332,0.06712375325795762,-0.3356112809072478,-0.2633081059721975,-0.234732019084741,-0.21844085056021975,-0.2034757463897598,0.05638636275693529,0.006315758456350321,0.008772149179837343,7.695060123332097e-05
11680,Propaganda Política - Propaganda Eleitoral - Omissão de Informações Obrigatórias,unmapped,506,0.1172607462008669,1.0053228331392625,0.1662084186508234,0.2424569744468447,0.2786857388038601,0.2829539312558342,0.3963938567898104,0.06194107139773769,0.005625952634581821,0.007814056875406452,6.105948485208684e-05
12638,Propaganda Política - Propaganda Eleitoral - Impulsionamento,information_environment,428,-0.26083862870860225,0.4838936404641028,-0.3116121993018179,-0.2997226944124715,-0.2165283121954901,-0.19477054865345828,-0.1163891577702731,0.06365839481425523,0.004890646738557038,0.006792768132760214,4.614169890544268e-05
11673,Propaganda Política - Propaganda Eleitoral - Rádio,unmapped,417,0.05995002129031417,0.022855266082937493,0.0337110573423116,0.0555698511548108,0.0621317811070056,0.0668009655415406,0.0850013260616062,0.061694897398042924,0.004617981011485174,0.006414054404134596,4.114009389919841e-05
11671,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Inserções de Propaganda,unmapped,357,-0.386885015504045,0.6349726313157509,-0.398731075926821,-0.3401600097003978,-0.318544909600476,-0.3108638967844399,-0.2785319965728314,0.06835860975371785,0.0043805463439377645,0.006084274166561269,3.701839213388482e-05
11670,Propaganda Política - Propaganda Eleitoral - Distribuição de Tempo de Propaganda,unmapped,213,-1.8031011216260486,2.1673221791844384,-6.345636360828596,-1.5161569224308753,-1.4364841056437454,-0.2305236586118324,-0.2305236586118324,0.1067651995620935,0.004082029708620702,0.005669655324538992,3.2144991499073344e-05
11773,Propaganda Política - Propaganda Partidária,unmapped,364,-1.4609413896347176,0.8382824081917019,-1.5155060925998969,-1.3748091453389821,-1.3304895199510742,-1.3155013091287913,-1.0775588794702768,0.05890720768967351,0.00384890030497957,0.005345854799062865,2.8578163532663464e-05
11721,Captação Ilícita de Sufrágio,unmapped,302,0.4197353561053315,0.5358019120373354,0.3481554655344689,0.39961611689442805,0.4181717593772793,0.614996621038447,0.614996621038447,0.06962310919342948,0.003774219884475981,0.005242128889657357,2.7479915295780272e-05
11720,Abuso - Uso Indevido de Meio de Comunicação Social,unmapped,298,0.2821831252090601,0.054980647377212255,0.1976968856530456,0.2395628241075824,0.2904135682773905,0.3148946359766658,0.3726752852851742,0.06617076954909427,0.003539560101531158,0.004916202773779619,2.4169049712918422e-05
11677,Propaganda Política - Propaganda Eleitoral - Imprensa Escrita - Jornal/Revista/Tabloide,unmapped,294,-0.5947587465006532,0.05187538948719138,-0.6620565934899139,-0.632854950303825,-0.5929690564091024,-0.5448685082099098,-0.5243057853226833,0.06548635599861671,0.0034559304727325986,0.004800047036547813,2.3040451553071444e-05
11683,"Propaganda Política - Propaganda Eleitoral - Truncagem, Montagem, Utilização de Gravação Externa, Computação Gráfica, Desenho Animado ou Efeito Especial",unmapped,247,-0.006915041755633569,0.5515378754098117,-0.029744439101415946,0.0,0.0350035735733333,0.1328209130209243,0.1328209130209243,0.059421735461648084,0.002634566264409814,0.003659229284225144,1.3389958954530858e-05
11675,Propaganda Política - Propaganda Eleitoral - Televisão,unmapped,199,-0.5489579142898527,1.0495290960508272,-0.4681500605964119,-0.38493001827434004,-0.3683474451516622,-0.3593499343880353,-0.339889198852382,0.0689872030780475,0.0024642709410395702,0.0034227009255874906,1.1714881626017465e-05
12416,Tutela de Urgência,unmapped,178,-1.6728775587846858,1.5674735514346325,-5.4510384535657,-1.0940976083135825,-1.018888814836071,-0.9899784476653144,-0.9899784476653144,0.07442706184881318,0.0023780321323081588,0.0033029212189201527,1.0909288578392988e-05
11672,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Programa em Bloco,unmapped,182,-0.6960790255646294,0.8590542173840732,-0.6209847343117145,-0.5829113505389447,-0.5709295478356964,-0.5635161179070058,-0.5192239934648226,0.06437096770033388,0.002102946710009113,0.0029208467019348674,8.531345456203792e-06
11605,Inelegibilidade - Representação ou Ação de Investigação Judicial Eleitoral Jugada Procedente pela Justiça Eleitoral,unmapped,218,-0.4593001422133817,1.3408670677543135,-0.1769307081590776,-0.1393555209105113,-0.109199291964992,-0.0937549695375183,-0.0423792229688615,0.052633288607161155,0.0020596045443118135,0.002860647448606606,8.183303825219484e-06
11486,Difamação na Propaganda Eleitoral,unmapped,217,-0.1414811788389857,0.5633177303017453,-0.2217632888452518,-0.1546189542446185,-0.1078889620111844,0.0101868453069924,0.0101868453069924,0.0525100112471295,0.0020453549525448027,0.0028408557568254996,8.070461431088582e-06
11473,Falsidade Ideológica,unmapped,143,0.09554379901345109,1.253168399066556,0.2853537826921899,0.35811532413694547,0.3647940683772361,0.3770271727876313,0.4899189389466771,0.07587965865349837,0.0019477277306498408,0.0027052583364373588,7.318422666863825e-06
10751,Captação ilícita de votos ou corrupção eleitoral,unmapped,150,-3.1243159285234174,2.030213480802286,-5.303304908059076,-5.244294027304553,-1.4408334044776325,-1.159912814531905,-1.1451323043030026,0.06826419892835947,0.0018380236652762367,0.00255288702050708,6.5172321394735175e-06
11735,Cautelar Inominada - De Busca e Apreensão,unmapped,192,-2.099625463912283,1.6588705081878983,-5.41164605185504,-1.3173014896329391,-1.3143208614948012,-1.2383742310432684,-1.2362336665441571,0.04964721573745578,0.0017110510539564713,0.0023765308954354246,5.647899096959101e-06
11666,Propaganda Política - Propaganda Eleitoral - Debate Político,unmapped,176,-1.2515325405979185,1.6923614540544025,-5.831882477283517,-0.705647343324177,-0.6309797772588932,-0.6051138310746227,-0.5491078103370075,0.05307600022926707,0.001676786221567224,0.0023289394266644207,5.423958853072001e-06
12588,Crimes Conexos,unmapped,133,-5.2346829065227745,0.08630481670193578,-5.327876168789581,-5.298317366548036,-5.267858159063328,-5.1647859739235145,-5.099866427824199,0.06972884914829346,0.00166468083588638,0.002312125887988783,5.345926121907919e-06
3395,Calúnia,unmapped,174,0.45436221649195985,0.17709525864975925,0.2623642644674904,0.3245637790753814,0.4168938039317869,0.7054930163822446,0.7054930163822446,0.052918191138108354,0.0016528029542327862,0.0022956283365821086,5.269909459718739e-06
11676,Propaganda Política - Propaganda Eleitoral - Invasão de Horário Destinado a Outro Cargo/Partido/Coligação,unmapped,135,-1.416754835713665,2.223096912670445,-5.484796933490655,-0.32446636934218276,-0.2188791525277524,-0.1614874698911128,-0.1383275648880157,0.06301317699650516,0.0015269752099314649,0.0021208623521635946,4.498057116824895e-06
11736,Cautelar Inominada - De Produção Antecipada de Provas,unmapped,138,-0.295908070997272,0.9779280164794859,-0.3009524093726776,-0.2217241046599829,-0.1313360020610865,-0.0720533176400577,0.1531649725024992,0.060516461107254935,0.0014990615029260778,0.0020820921547746616,4.335107740974194e-06
11738,Cautelar Inominada - Preparatória,unmapped,165,-0.7961026388406548,1.4229210545547097,-0.7399089464679847,-0.3874928657037344,-0.3566749439387324,-0.3045838832543843,-0.2696635669491023,0.04981294382423448,0.0014753429781006425,0.0020491487736222056,4.199010696437389e-06
11652,Propaganda Política - Propaganda Eleitoral,unmapped,107,-2.188262035373217,4.6689545652353415,-6.401917196727186,-6.401917196727186,-6.401917196727186,3.4181579969692004,3.4181579969692004,0.07497139837029941,0.0014399460825026092,0.0019999849477990586,3.999939791422804e-06
11487,Injúria na Propaganda Eleitoral,unmapped,129,-0.7085239993487302,0.40010656574176773,-0.7884573603642702,-0.7425399358895222,-0.640503447074523,-0.5985312041850959,-0.5985312041850959,0.06203240930313667,0.0014363993538152255,0.0019950587883581675,3.980259569005159e-06
9196,Liminar,unmapped,122,-0.27957677529608704,1.4163908878487443,0.0431721718652085,0.0579872576503497,0.11947392006749694,0.1743533871447784,0.2857571440421971,0.06516117202800452,0.0014269723545892205,0.001981965342163185,3.928186617536031e-06
11501,Corrupção Eleitoral,campaign_conduct,130,0.9276164701144195,0.06841545701118822,0.834310664860392,0.8524792191292017,0.9634375102998574,0.983542958883322,1.007640510462383,0.05164682145761871,0.001205185207232171,0.0016739184217128933,2.8020028825497838e-06
10914,Busca e Apreensão de Bens,unmapped,89,-4.689090954261006,0.08730919385737196,-4.807273148907613,-4.795790545596741,-4.6443908991413725,-4.59511985013459,-4.59511985013459,0.07204810277190167,0.001151010796391895,0.0015986739333580745,2.5557583451985773e-06
10748,Calúnia,unmapped,98,-5.196062196968194,0.17466051505685784,-5.375278407684165,-5.351858133476067,-5.2574953720277815,-4.934473933130692,-4.934473933130692,0.06207379449399222,0.0010919461246475025,0.0015166372127676958,2.3001884351517647e-06
11483,Divulgação de Fatos Inverídicos na Propaganda Eleitoral,unmapped,90,0.38342708283590776,0.8251787054511233,0.3677247801253172,0.45738340347428896,0.532464798869472,0.5669958952330454,0.5869571335397437,0.06679859127032453,0.0010791371772265672,0.001498846475773921,2.2465407579399033e-06
11682,Propaganda Política - Propaganda Eleitoral - Pintura em Muro,unmapped,126,-1.2996705690004084,2.1253207493918844,-5.10594547390058,-0.4347354904082774,-0.1903537284912184,-0.0273989741881139,0.0,0.046443551838973356,0.0010504195892498019,0.0014589597436326695,2.1285635335407048e-06
11737,Cautelar Inominada - Incidental,unmapped,100,-0.9974882992382221,1.3375471735380795,-1.1351242720818373,-0.6183303346419484,-0.56502608066367,-0.4717144936493653,-0.4717144936493653,0.057973134703383035,0.0010406234913549282,0.0014453536450606571,2.089047159290128e-06
11452,Desobediência a Ordens ou Instruções da Justiça Eleitoral,unmapped,94,-1.6254419029595595,1.2367672006138735,-4.955827057601261,-1.327453861096957,-1.3015531326647998,-0.967584026261706,-0.967584026261706,0.059455118401041784,0.0010031917303352947,0.0013933635327095285,1.9414619342847773e-06
12062,Captação ou Gasto Ilícito de Recursos Financeiros de Campanha Eleitoral,unmapped,93,-1.627095400943174,1.9106277303080204,-4.624972813284271,-4.543294782270004,-0.460341718333999,-0.362905493689369,-0.3364722366212129,0.057264378607158585,0.0009559481619934928,0.0013277455024846025,1.7629081193680896e-06
11559,Improbidade Administrativa,unmapped,83,-1.8858681875904215,1.6881363573325694,-4.77912349311153,-2.904371455146344,-0.9335325383086612,-0.8639649128724156,-0.7955621859880151,0.05695737070144639,0.0008485840546077994,0.0011786242254350644,1.3891550647824054e-06
10749,Difamação,unmapped,72,-4.73845448701723,0.3691901192812299,-4.934473933130692,-4.927253685157205,-4.897839799950911,-4.836281906951478,-4.48863636973214,0.0610971379046267,0.0007896237532100383,0.0010967324679962895,1.2028221063572322e-06
11674,Propaganda Política - Propaganda Eleitoral - Rádio Comunitária,unmapped,85,-2.942161211607332,1.585366433570792,-4.564348191467836,-4.48863636973214,-4.418840607796598,-1.2992829841302609,-1.2909841813155651,0.05054979172279041,0.000771267689182765,0.0010712371718866061,1.147549078431614e-06
11485,Divulgação de Falsa Imputação,unmapped,105,-1.1339380494653377,1.6151946303813354,-4.789123724602657,-0.4802251833172741,-0.4198538455602634,-0.3946541920039488,-0.3946541920039488,0.03898630396141023,0.0007347984053039084,0.0010205838733353448,1.0415914425121752e-06
12597,Candidatura Fictícia,abuse_misuse_office,54,0.14282304193131312,2.063866912837243,-4.110873864173311,1.0086640520051704,1.0986122886681091,1.138221426763156,1.2378743560016172,0.07511255997101232,0.0007280700481842872,0.0010112386533120564,1.0226036139523814e-06
10754,Desobediência à determinações da Justiça Eleitoral,unmapped,57,-4.540186407104015,0.37468338070656515,-4.919980925828125,-4.836281906951478,-4.770684624465665,-4.07753744390572,-4.07753744390572,0.06428306687274757,0.0006577158161455058,0.0009135215187600616,8.345215652376896e-07
11472,Falsificação ou Alteração de Documento Público para Fins Eleitorais,unmapped,37,-1.430049051261693,2.052908627884657,-3.6679805225175546,-3.6375861597263857,0.2682639865946794,0.489548225318706,0.5162164724008673,0.09744363347304524,0.0006471754511762112,0.0008988816849919391,8.079882836139476e-07
3396,Difamação,unmapped,73,-0.4320742355324243,2.2462664159383015,-4.61512051684126,0.6119570258299323,0.6882331657575165,0.8209805520698295,0.8472978603872034,0.04893212863676379,0.000641185674113042,0.000890562301292384,7.931012124831869e-07
11646,Eleições - Eleição Proporcional,unmapped,74,-2.460495559731126,2.1560431358716516,-4.532599493153256,-4.465908118654584,-4.442651256490317,-0.177681177237452,-0.177681177237452,0.045400317913667804,0.0006030557396538175,0.0008376024745977093,7.015779054522063e-07
11600,Inelegibilidade - Desincompatibilização,unmapped,57,-2.4759719518547945,1.8350404078243685,-4.276666119016055,-4.262679877041316,-4.204692619390966,-0.5050949490570056,-0.5050949490570056,0.05800114644674821,0.0005934419938008699,0.0008242496503277591,6.793874860654331e-07
11513,Arregimentação de Eleitor ou Boca de Urna,campaign_conduct,21,0.9315129798972573,0.978346942842233,0.924258901523332,0.9808292530117256,1.2431935174792177,1.2431935174792177,1.2431935174792177,0.15733304567891038,0.0005930701775726292,0.0008237332234497912,6.785364234149837e-07
12417,Tutela de Evidência,unmapped,6,-1.9459101490553128,0.0,-1.9459101490553128,-1.9459101490553128,-1.9459101490553128,-1.9459101490553128,-1.9459101490553128,0.53125,0.0005721593968766828,0.0007946896035901259,6.315315660542315e-07
12644,Requerimentos Relativos ao Horário Eleitoral Gratuito,unmapped,80,-0.7486311877350614,1.8593443886375607,-4.74493212836325,-0.1735109271118,0.1009259185899607,0.1601639060765758,0.2252466015109888,0.03937162298035856,0.0005653796155858349,0.0007852729589700029,6.166536200895038e-07
10750,Injúria,unmapped,61,-4.326213704337635,0.035763472951691286,-4.3694478524670215,-4.356708826689592,-4.31748811353631,-4.290459441148391,-4.276666119016055,0.04905981782441402,0.0005371834297772853,0.000746110418172339,5.566807561053026e-07
11771,Propaganda Política - Propaganda Intrapartidária,unmapped,62,-1.1380131497833978,1.4307640797408256,-4.30406509320417,-1.0542026364457162,-0.3715635564324828,-0.3254224004346282,-0.3254224004346282,0.04806953901331584,0.0005349688420078231,0.0007430345098044323,5.52100282760313e-07
12363,Cancelamento de Registro de Candidatura,unmapped,40,-2.38537242976789,1.4872274771275291,-3.8918202981106265,-3.871201010907891,-2.389067186673702,-0.9237919096067209,-0.8803587226480918,0.07388265890101493,0.0005304804085515341,0.000736800387943304,5.428748116734033e-07
11518,Subscrição de Mais de Uma Ficha de Filiação Partidária,unmapped,33,-2.2522879542380325,1.5640574419388193,-4.406719247264253,-4.143134726391533,-1.6739764335716711,-0.9279867716373462,-0.9279867716373462,0.08909064091894256,0.0005277313140055833,0.0007329820868424582,5.37262739631925e-07
11522,Arguição de Ineligibilidade Temerária ou de Má-Fé,unmapped,23,-1.6549340242726018,1.3185728106786092,-3.044522437723423,-3.044522437723423,-0.5280674302004966,-0.5212969236332863,-0.5212969236332863,0.117227876667346,0.0004839779506998667,0.0006722117086384826,4.5186858123066816e-07
11661,Propaganda Política - Propaganda Eleitoral - Cavalete,unmapped,81,0.10055216883070027,0.8017966359766677,0.0432968057533242,0.1730927503563331,0.2293741010648462,0.3146267076952327,0.3338949156069128,0.03325566085379122,0.00048352334036206934,0.0006715802865013922,4.5102008121729206e-07
11438,Inscrição Fraudulenta,unmapped,39,1.046620077638981,1.5419120528331183,1.1786549963416464,1.2104036946562262,1.390133137427057,1.6472616671612461,1.866157759281914,0.06782386269746882,0.00047480356223322275,0.0006594691212169733,4.34899521838687e-07
11722,Corrupção ou Fraude,unmapped,51,-3.5607445744180732,0.8192976144054074,-4.02535169073515,-3.998158615898373,-3.970291913552122,-3.951243718581428,-2.1400661634962708,0.04706073194363986,0.00043081984008717163,0.0005983787906072374,3.580571770485801e-07
11502,Coação Visando a Obtenção de Voto ou a sua Abstenção,unmapped,34,-0.40640577178779713,1.9674692716403224,-3.871201010907891,0.5697681593994401,0.6093772974944862,0.6390799592896697,0.8209805520698308,0.06999221515529683,0.0004271648384993882,0.0005933022476390147,3.5200755705350677e-07
11495,Pesquisa Fraudulenta,unmapped,44,-0.3601031093751338,1.594975843698428,-3.970291913552122,0.2610138253696199,0.3114361584598879,0.3370891170786004,0.3983476403393009,0.04926348432501577,0.0003890851391672399,0.0005404121940415583,2.920453394688109e-07
11488,Injúria Eleitoral Violenta,unmapped,33,-2.964828623040979,1.0706207978328919,-3.737669618283368,-3.737669618283368,-3.332204510175204,-3.332204510175204,-1.126011262856224,0.0639884219833221,0.0003790375023244712,0.0005264567253676455,2.7715668368482456e-07
11503,Violência ou Grave Ameaça Visando a Obtenção de Voto ou a sua Abstenção,unmapped,45,-1.233917604664384,1.8802270719532892,-3.7612001156935615,-3.713572066704308,0.0689928714869512,0.2348395910774008,0.2348395910774008,0.045174710199607296,0.0003649007285913351,0.0005068217299881139,2.568682659881446e-07
11775,Veiculação de Propaganda Partidária - Em Bloco,unmapped,46,-3.736227705100943,0.10781276775132245,-3.8501476017100575,-3.828641396489095,-3.7612001156935615,-3.58351893845611,-3.58351893845611,0.04304035402257445,0.00035538615778826495,0.0004936066529639543,2.4364752785027763e-07
11660,Propaganda Política - Propaganda Eleitoral - Boca de Urna,unmapped,39,-2.2065605646901023,1.6375336828530065,-4.007333185232471,-3.931056105831374,-0.8534898306351248,-0.7621400520468966,-0.5423242908253618,0.04980345984700856,0.0003486510382396938,0.0004842520403972404,2.3450003862889056e-07
11524,Irregularidades dos Dados Publicados em Pesquisas Eleitorais,unmapped,29,-2.835554158279557,1.134435088164818,-3.6214466593413084,-3.610917912644224,-3.555348061489413,-1.239690886928015,-1.0986122886681096,0.06266885005504895,0.00032622449319626986,0.0004531031292935469,2.053024457756047e-07
10753,Falso eleitoral,unmapped,9,-2.9099713982965816,0.3469210645810336,-3.1354942159291497,-3.1354942159291497,-3.044522437723423,-3.044522437723423,-2.302585092994046,0.19680666017875317,0.00031794290820477087,0.0004416005837967529,1.95011075609633e-07
11776,Veiculação de Propaganda Partidária - Em Inserções,unmapped,47,0.6720237511686364,1.4901275234655202,0.870077888719023,1.04731899428056,1.1939224684724343,1.1939224684724343,1.2095129847015516,0.035171335017179,0.0002967245998577299,0.0004121298294209451,1.6985099629853728e-07
12636,Propaganda Política - Propaganda Eleitoral - Telemarketing,unmapped,22,-1.657613558917655,1.6441028470829528,-3.4339872044851463,-3.091042453358316,-1.6458565744102336,-0.042559614418796,-0.042559614418796,0.07221778983879047,0.000285189620616297,0.00039610854561291156,1.5690197990757604e-07
11607,Inelegibilidade - Vida Pregressa,unmapped,7,-1.657505374808559,0.12717455159677252,-1.7440268070825855,-1.6094379124341005,-1.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.22147495361781075,0.00027828480978723304,0.0003865182436611002,1.4939635268286163e-07
11489,"Inutilização, Alteração ou Perturbação de Propaganda",unmapped,38,-2.4770081931918817,1.5839872391715442,-3.713572066704308,-3.713572066704308,-3.58351893845611,-0.4212134650763035,-0.4212134650763035,0.040201473609213535,0.00027421575967512393,0.00038086661609327177,1.4505937925433967e-07
12754,Auxílio Emergencial (Lei 13.982/2020),unmapped,20,-2.7497323177521626,0.4254598886438444,-3.1354942159291497,-3.1354942159291497,-2.9444389791664403,-2.251291798606495,-2.251291798606495,0.07586745508431011,0.000272365661763813,0.00037829695878489157,1.4310858902589796e-07
10819,Aliciamento de eleitores,unmapped,13,-2.3998679873186903,0.10256771660029734,-2.4849066497880004,-2.4849066497880004,-2.3978952727983707,-2.302585092994046,-2.302585092994046,0.11404869640163756,0.0002661340967907536,0.0003696417484969549,1.3663502223188605e-07
