election_year,assunto,nat_n,national_share,muni_mean_share,n_munis_with,st_mean,st_min,st_max,st_p25,st_p75,pct_munis_with
2024,Registro de Candidatura - RRC - Candidato,452030,0.38518138538504076,0.3908737111871796,5566,0.37936128821572984,0.3427836418607118,0.41115363586659376,0.36458931843189335,0.39100159296224035,99.9
2024,Cargo - Vereador,418628,0.3567190518349863,0.3540939727908115,5542,0.35176566209434673,0.3112768687840873,0.3912885000911245,0.33175463591940435,0.36926599825259565,99.5
2024,Partido Político - Órgão de Direção Municipal,61093,0.052058240332120205,0.06451956431849623,5529,0.05480222713850864,0.03292303129170992,0.07609687986681704,0.052020879298466896,0.05874477747252099,99.3
2024,Registro de Candidatura - DRAP Partido/Coligação,56180,0.04787180105508836,0.058161732234744405,5567,0.04773618433941093,0.033855214931887034,0.05878432985013257,0.0439863985864093,0.051029223389362485,100.0
2024,Execução - Cumprimento de Sentença,17625,0.015018520711924749,0.011947357943269432,2874,0.01664348829067762,0.004758327072376659,0.029913408554185252,0.010871144041487276,0.02333785406124167,51.6
2024,Cargo - Prefeito,16442,0.014010469080593856,0.018134866247432147,5493,0.014709259243588057,0.007194244604316547,0.019610202117420598,0.012658961408306104,0.017782529824277492,98.6
2024,Ausência ou Abandono aos Trabalhos Eleitorais,14470,0.012330098990158928,0.0057174148760800484,1372,0.012975221017572607,0.0012888674077654262,0.05103705429969704,0.006894444932037406,0.014928904811018665,24.6
2024,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,6856,0.005842098042607437,0.004202792862504604,1966,0.006867104519094889,0.0020035061357375405,0.022602089268755936,0.004340753435536662,0.007119613247518324,35.3
2024,Prestação de Contas - De Candidato,6530,0.005564308666602474,0.004903812627394358,412,0.003913852276972166,0.00016201828492072676,0.023580008898116567,0.0006315596263401822,0.005292668518531251,7.4
2024,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,5866,0.004998504538788685,0.004337859059791761,1755,0.00567465272965339,0.00025043826696719256,0.017369563787091254,0.002640528466781475,0.0067132562797918675,31.5
2024,Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro,4268,0.0036368253275741746,0.0033768010808846345,2205,0.003660267717094607,0.0020047384727537817,0.0050976138828633406,0.003069555726896553,0.00414045964308916,39.6
2024,Propaganda Política - Propaganda Eleitoral - Internet,4196,0.0035754730727509923,0.002488158940271286,1408,0.003857816187488331,0.001822489520685256,0.0077706465814459235,0.002856649117207948,0.004493525531161022,25.3
2024,Registro de Candidatura - Preenchimento de Vaga Remanescente,4168,0.0035516138625419774,0.0033208897576794414,1830,0.0033322802313603683,0.0009624639076034649,0.005631226837368244,0.002285548143170057,0.0041900445775088346,32.9
2024,Propaganda Política - Propaganda Eleitoral - Redes Sociais,3999,0.003407606486637564,0.0023927752987774656,1340,0.0036686185196020144,0.0015026296018031556,0.009945366785127035,0.0022757946031332116,0.004717125468013099,24.1
2024,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,3950,0.0033658528687717875,0.0030982514226519362,1696,0.0040038391336837285,0.00036449790413705123,0.015790512533719325,0.0015026296018031556,0.0053119429590017826,30.5
2024,Apuração/Totalização de Votos,3791,0.003230366639370594,0.004491757342889922,3409,0.0036015156644459145,2.814301152737752e-05,0.007914438502673796,0.002177717575732456,0.004650767683798364,61.2
2024,Impugnação ao Registro de Candidatura,3223,0.002746365517987714,0.002721177639397414,965,0.002605786410088367,0.00013158760444766102,0.00733878729547642,0.0013529741290023395,0.0032560729292536706,17.3
2024,Filiação Partidária - Coexistência,2980,0.002539301657959475,0.0017792673163939305,984,0.0023916233285674734,0.0006013229104028864,0.008212778782399035,0.0013170114625762994,0.002731330887839147,17.7
2024,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,2726,0.0023228645367776943,0.0011368721019033275,844,0.0019773134839485393,0.00027114967462039046,0.009096695486129529,0.0006817452678857876,0.0023394476419195892,15.2
2024,Contas - Não Apresentação das Contas,2649,0.0022572517087029024,0.0022221445583163156,725,0.0015212988063230024,6.331117442228554e-05,0.007068840445416373,0.00037658108676871273,0.001899927689319287,13.0
2024,Abuso - De Poder Econômico,2641,0.0022504347915003266,0.0024571050233913316,1588,0.0027176190459484387,0.0010484122907808554,0.00505293551491819,0.0016959472672406458,0.0033649962245175507,28.5
2024,Requerimento,2426,0.002067230141681103,0.00150898574600151,1088,0.004730409735428387,0.00036449790413705123,0.07194244604316546,0.0015611943023583698,0.002508943344535494,19.5
2024,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,2200,0.0018746522307083373,0.0016656771293978082,1147,0.002142564386778951,0.0005422993492407809,0.005329297980130271,0.0010938226856525373,0.0030113341232982423,20.6
2024,Pesquisa Eleitoral - Registro de Pesquisa Eleitoral,2113,0.0018005182561303258,0.0013899552894189094,998,0.0021872306084179806,0.00018224895206852561,0.005477686483003061,0.0009004282198676979,0.0028172328118690098,17.9
2024,Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos,1995,0.0016999687273923333,0.0009266416257288876,566,0.0019061750647413449,0.00024955436720142603,0.008013082583810302,0.0006085374974499293,0.002324462651063498,10.2
2024,Filiação Partidária - Cancelamento,1915,0.0016317995553665754,0.001179178700696009,838,0.007754313067744418,0.00022773384124880958,0.15827338129496402,0.0010901870818874092,0.002158371727045267,15.0
2024,Abuso - De Poder Político/Autoridade,1851,0.0015772642177459694,0.0016673895607163406,1262,0.0018441854282921122,0.0008475474096832291,0.0037394579112077653,0.0013128011455891433,0.0022314976739391153,22.7
2024,Registro de Candidatura - RRCI - Candidato Individual,1827,0.001556813466138242,0.0015895750372850969,890,0.0017115797521162952,8.176614881439084e-05,0.004758327072376659,0.0011881398593208865,0.0018819136692223577,16.0
2024,Impugnação - Transferência de Domicílio Eleitoral,1826,0.00155596135148792,0.0017288366351626994,124,0.0043370662261962515,1.8836648583484026e-05,0.05129130574270131,2.2893248780934502e-05,0.0003850411512730423,2.2
2024,Doação de Recursos Acima do Limite Legal - Pessoa Física,1736,0.0014792710329589425,0.0006330705900967005,455,0.0022172053207212892,4.7501425042751285e-05,0.02158273381294964,0.00032085561497326203,0.002436698802839284,8.2
2024,Candidatura Fictícia,1688,0.001438369529743488,0.0013968638812964184,962,0.001656108236636768,0.0003208213025344883,0.004905968928863451,0.0010077768801283052,0.002039970322480171,17.3
2024,Propaganda Política - Propaganda Eleitoral - Bem Público,1663,0.0014170666634854387,0.0009928673261703307,815,0.001419539620641585,0.0003006614552014432,0.004137272582612847,0.0010113299496384838,0.0015752672043646881,14.6
2024,Eleições - 1° Turno,1575,0.0013420805742571052,0.0013779580119262771,1003,0.0016093424259162729,0.0003006614552014432,0.006144718720203411,0.0006104625194126286,0.002096353751131819,18.0
2024,Propaganda Política - Propaganda Eleitoral - Adesivo,1505,0.0012824325487345671,0.000898984886469168,708,0.0013402559809755899,0.00025043826696719256,0.004800297034954649,0.0006117557142816634,0.001652987474954014,12.7
2024,Corrupção Eleitoral,1492,0.0012713550582803814,0.001088729770622587,767,0.0022301671885604033,0.00024357053220161286,0.009621166566446182,0.0009263618505811087,0.0021784159661808714,13.8
2024,Citação,1483,0.0012636860264274837,0.0007565112596010735,559,0.0034706163074899143,0.000287973772234898,0.05755395683453238,0.0005813211586723192,0.001967364888323111,10.0
2024,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Sem Prévio Registro,1362,0.0011605801537385252,0.0010962693294574509,883,0.001344264883044926,5.650994575045208e-05,0.0028949272978485425,0.0009457193002281776,0.00175391770662169,15.9
