election_year,assunto,nat_n,national_share,muni_mean_share,n_munis_with,st_mean,st_min,st_max,st_p25,st_p75,pct_munis_with
2020,Quadrilha ou Bando,2,1.419422238372093e-06,3.3252861408724218e-06,1,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.0
2020,Fonte Vedada,2,1.419422238372093e-06,1.8156894747816815e-07,2,2.585683072825764e-05,2.585683072825764e-05,2.585683072825764e-05,2.585683072825764e-05,2.585683072825764e-05,0.0
2020,Realização de Propaganda Eleitoral em Língua Estrangeira,2,1.419422238372093e-06,2.127056384125337e-06,2,1.1891337440440841e-05,5.032206119162641e-06,1.8750468761719042e-05,8.461771779801742e-06,1.532090310107994e-05,0.0
2020,Falsidade material de atestado ou certidão,2,1.419422238372093e-06,2.482144529565052e-07,2,2.0530470648763677e-05,1.8750468761719042e-05,2.231047253580831e-05,1.9640469705241358e-05,2.1420471592285993e-05,0.0
2020,Estelionato Majorado,2,1.419422238372093e-06,1.7172326646813026e-06,2,3.19180657604808e-05,1.8750468761719042e-05,4.508566275924256e-05,2.533426726109992e-05,3.850186425986168e-05,0.0
2020,Transgressões Eleitorais,2,1.419422238372093e-06,3.903596774067626e-07,1,8.867410051209293e-06,8.867410051209293e-06,8.867410051209293e-06,8.867410051209293e-06,8.867410051209293e-06,0.0
2020,Constrangimento ilegal,2,1.419422238372093e-06,1.6134025615939943e-06,2,1.642732897238227e-05,1.0544185408956232e-05,2.231047253580831e-05,1.348575719066925e-05,1.936890075409529e-05,0.0
2020,Falsa identidade,2,1.419422238372093e-06,1.489782778571434e-06,2,3.4392746639440526e-05,1.8750468761719042e-05,5.0035024517162014e-05,2.6571607700579786e-05,4.221388557830127e-05,0.0
2020,"Fabricação, Aquisição, Fornecimento, Subtração ou Guarda de Materiais de Uso da Justiça Eleitoral",2,1.419422238372093e-06,1.121527735664922e-06,2,2.7533615318162327e-05,5.032206119162641e-06,5.0035024517162014e-05,1.6282910718662485e-05,3.878431991766217e-05,0.0
2020,Registro de Candidatura - Substituição de Candidato - Por Ineligibilidade,2,1.419422238372093e-06,6.37758090045462e-07,2,2.4759683892423603e-05,4.433705025604646e-06,4.508566275924256e-05,1.4596694459014126e-05,3.492267332583308e-05,0.0
2020,Destruição de Dados Eleitorais,2,1.419422238372093e-06,1.3707286382222197e-06,1,1.0064412238325282e-05,1.0064412238325282e-05,1.0064412238325282e-05,1.0064412238325282e-05,1.0064412238325282e-05,0.0
2020,Descumprimento de determinação de sigilo,2,1.419422238372093e-06,6.234911514135791e-07,1,0.00013746649254244277,0.00013746649254244277,0.00013746649254244277,0.00013746649254244277,0.00013746649254244277,0.0
2020,Dano,2,1.419422238372093e-06,2.017589343900121e-06,1,6.595218466611707e-05,6.595218466611707e-05,6.595218466611707e-05,6.595218466611707e-05,6.595218466611707e-05,0.0
2020,Crimes de Responsabilidade,2,1.419422238372093e-06,1.0784711808234882e-06,1,3.7500937523438084e-05,3.7500937523438084e-05,3.7500937523438084e-05,3.7500937523438084e-05,3.7500937523438084e-05,0.0
2020,Revisão de Eleitorado - Depuração de Cadastro,2,1.419422238372093e-06,3.1380104104112008e-06,2,3.110169958064525e-05,1.527487130920922e-05,4.692852785208128e-05,2.3188285444927236e-05,3.901511371636326e-05,0.0
2020,Crimes contra o Serviço da Justiça Eleitoral,2,1.419422238372093e-06,3.1143977889833003e-07,2,1.1263869785852304e-05,9.599324207575787e-06,1.292841536412882e-05,1.0431596996714044e-05,1.2096142574990562e-05,0.0
2020,Requisição de Servidor - Renovação de Requisição de Servidor,2,1.419422238372093e-06,7.015125153639397e-07,2,8.681060194866732e-06,4.433705025604646e-06,1.292841536412882e-05,6.55738261023569e-06,1.0804737779497777e-05,0.0
2020,Concussão,2,1.419422238372093e-06,1.603262960777775e-06,1,5.894836123555765e-05,5.894836123555765e-05,5.894836123555765e-05,5.894836123555765e-05,5.894836123555765e-05,0.0
2020,Homicídio Simples,2,1.419422238372093e-06,3.009665761399785e-06,2,4.0921130284274664e-05,3.675659780930677e-05,4.508566275924256e-05,3.8838864046790717e-05,4.300339652175861e-05,0.0
2020,Inelegibilidade - Declaração de Indignidade ou de Incompatibilidade com o Oficialato,2,1.419422238372093e-06,1.3713163747402543e-06,2,3.0289604963059124e-05,1.0544185408956232e-05,5.0035024517162014e-05,2.0416895186007677e-05,4.016231474011057e-05,0.0
2020,Cargo - Deputado Distrital,2,1.419422238372093e-06,1.4720704954771795e-06,2,1.5954898371692047e-05,9.599324207575787e-06,2.231047253580831e-05,1.2777111289633918e-05,1.913268545375018e-05,0.0
