election_year,total_lawsuits,n_munis_any_lawsuit,adversarial_lawsuits,n_munis_adversarial,share_adversarial_pct,share_munis_exposed_pct,all_lawsuits_per_candidate,adv_lawsuits_per_candidate,adv_per_registered_voter,adv_per_voter_who_voted,registered_voters_per_adv,voters_voted_per_adv
2020,2704790,4105,1234704.0,4045,45.64879343682874,72.62118491921005,5.028761917510746,2.2955691401543885,0.00826348468233185,0.010756168571256755,121.0143224610919,92.96990776736773
2024,2328397,4087,1059129.0,4040,45.48747485931308,72.5314183123878,5.202238279085563,2.366366829320607,0.006768995447098026,0.008645957725436604,147.73240842239235,115.66098652760901
