SG_UF,SG_UE,NM_UE,bartik_iv_no_rrc,dominant_topic_share_no_rrc,share_hhi_no_rrc,avg_shock_equal_weight,avg_abs_shock_equal_weight,n_topics_no_rrc,baseline_lawsuits_no_rrc_2020
MS,90999,JARDIM,-0.1189693930564757,0.49056603773584906,0.27233891064435745,-0.20306706185158566,0.3801927797717877,14.0,53.0
MS,91014,JATEÍ,-0.0557849649528951,0.4444444444444444,0.25925925925925924,-0.12529786210281557,0.29666647360125875,8.0,36.0
MS,91030,LADÁRIO,-0.1317821675858269,0.35384615384615387,0.17727810650887577,-0.08381523633992105,0.24059959814788742,14.0,65.0
MS,91073,MARACAJU,-0.285008048846931,0.39655172413793105,0.24137931034482765,-0.1548758010517411,0.2530606642665292,11.0,58.0
MS,91111,MIRANDA,-0.1153804497688923,0.6666666666666666,0.4622770919067215,-0.15575598248208664,0.1967910967554358,8.0,27.0
MS,91138,NAVIRAÍ,-0.0536791388412896,0.53125,0.330078125,0.0242134351145305,0.23575773498433947,6.0,32.0
MS,91154,NIOAQUE,-0.0105941463288515,0.4827586206896552,0.2984542211652794,-0.003473100233908907,0.2713101722608471,7.0,29.0
MS,91235,NOVA ANDRADINA,-0.1701185951437661,0.5789473684210527,0.3616497383810403,-0.13802107775985084,0.3390231104837256,13.0,57.0
MS,91251,PARANAÍBA,-0.1511133107670288,0.5151515151515151,0.30945821854912764,-0.1832642523447675,0.22327944748513773,8.0,33.0
MS,91278,PEDRO GOMES,-0.1903101151350556,0.48936170212765956,0.2847442281575374,-0.20527676461940797,0.29208826224658596,11.0,47.0
MS,91316,PONTA PORÃ,-0.2158862644604893,0.532608695652174,0.3253780718336485,-0.23592107791041236,0.3168077359030931,15.0,92.0
MS,91375,PORTO MURTINHO,-0.1883093650646905,0.52,0.31520000000000004,-0.21104372858712273,0.33040953782449245,8.0,25.0
MS,91413,RIBAS DO RIO PARDO,-0.1365823454803316,0.34782608695652173,0.2438563327032136,-0.09624035373080195,0.28080257343971493,10.0,46.0
MS,91430,RIO BRILHANTE,-0.0761405666799621,0.6086956521739131,0.40642722117202273,-0.1904112061480236,0.2989700538965531,7.0,46.0
MS,91456,RIO NEGRO,-0.0551656272470706,0.6,0.3837499999999999,-0.11231555828374865,0.2336455452727697,10.0,40.0
MS,91472,RIO VERDE DE MATO GROSSO,-0.060211156005788,0.625,0.4140625,-0.036440218334104386,0.1918963395378901,7.0,16.0
MS,91499,ROCHEDO,-0.1498535483596698,0.6818181818181818,0.49173553719008256,-0.10273626420198514,0.23915433190183627,7.0,44.0
MS,91570,SIDROLÂNDIA,-0.0346923159315542,0.6666666666666666,0.47392290249433106,-0.07755915811890206,0.30502790494123017,6.0,21.0
MS,91596,TERENOS,-0.1002209480124694,0.5675675675675675,0.3484295105916727,-0.15897766926025134,0.29545891735364826,10.0,37.0
MS,91650,TRÊS LAGOAS,-0.238141854792788,0.4375,0.24462890625,-0.18481385547082016,0.29905959646978225,12.0,64.0
MS,91693,ANGÉLICA,-0.1466982337123525,0.58,0.36719999999999997,-0.21614375656865537,0.2517128189156511,9.0,50.0
MS,91715,ARAL MOREIRA,-0.1643702851070492,0.5227272727272727,0.30371900826446274,-0.20627110800852702,0.291128218861107,12.0,44.0
MS,91731,ELDORADO,-0.1493905782993057,0.5319148936170213,0.333635129017655,-0.1341239905286026,0.24022693207293125,9.0,47.0
MS,91758,DEODÁPOLIS,-0.0976280245488464,0.4,0.21382716049382722,-0.07848009147144538,0.26921712769352923,10.0,45.0
MS,91782,CHAPADÃO DO SUL,-0.1100710963257985,0.75,0.575,-0.18327110722387877,0.2157735305004206,6.0,20.0
MS,91790,MUNDO NOVO,-0.1709037396753368,0.782608695652174,0.6209829867674859,-0.3554743580583364,0.37985117551574277,8.0,46.0
MS,91804,DOIS IRMÃOS DO BURITI,-0.2234959095905183,0.4423076923076923,0.25443786982248523,-0.23491086956958404,0.33309573278437205,11.0,52.0
MS,91820,JUTI,-0.2430502126194567,0.5,0.3256172839506173,-0.17350358958123102,0.27349297537542017,8.0,36.0
MS,91847,PARANHOS,-0.1813483939438387,0.5862068965517241,0.3935790725326991,-0.2081885886459125,0.28456820836439234,8.0,29.0
MS,91863,SANTA RITA DO PARDO,-0.109028497804433,0.6818181818181818,0.49999999999999994,-0.16388516766274286,0.21263880257755563,4.0,22.0
MS,91880,SONORA,-0.1903101151350556,0.48936170212765956,0.2847442281575374,-0.20527676461940797,0.29208826224658596,11.0,47.0
MS,91901,VICENTINA,-0.0557849649528951,0.4444444444444444,0.25925925925925924,-0.12529786210281557,0.29666647360125875,8.0,36.0
MS,98019,BODOQUENA,-0.1153804497688923,0.6666666666666666,0.4622770919067215,-0.15575598248208664,0.1967910967554358,8.0,27.0
MS,98035,COSTA RICA,-0.0530930057214381,0.4482758620689655,0.26040428061831156,-0.0037280853615266826,0.26246234084250397,8.0,29.0
MS,98051,DOURADINA,-0.1866650804239082,0.6153846153846154,0.4164201183431953,-0.20409163995606983,0.37476486946329896,9.0,52.0
MS,98078,ITAQUIRAÍ,-0.1493905782993057,0.5319148936170213,0.333635129017655,-0.1341239905286026,0.24022693207293125,9.0,47.0
MS,98094,SÃO GABRIEL DO OESTE,-0.0551656272470706,0.6,0.3837499999999999,-0.11231555828374865,0.2336455452727697,10.0,40.0
MS,98116,SELVÍRIA,-0.2581347157932273,0.3235294117647059,0.185121107266436,-0.15322305643540393,0.29031794563415847,10.0,34.0
MS,98132,SETE QUEDAS,-0.1709037396753368,0.782608695652174,0.6209829867674859,-0.3554743580583364,0.37985117551574277,8.0,46.0
MS,98159,TACURU,-0.1709037396753368,0.782608695652174,0.6209829867674859,-0.3554743580583364,0.37985117551574277,8.0,46.0
MS,98175,TAQUARUSSU,-0.1701185951437661,0.5789473684210527,0.3616497383810403,-0.13802107775985084,0.3390231104837256,13.0,57.0
MS,98590,CORONEL SAPUCAIA,-0.1643702851070492,0.5227272727272727,0.30371900826446274,-0.20627110800852702,0.291128218861107,12.0,44.0
MT,73709,BOA ESPERANÇA DO NORTE,-0.1098410691680251,0.36036036036036034,0.17490463436409381,-0.060315444097350124,0.29914251901820854,17.0,111.0
MT,89788,COLNIZA,-0.1192572461644008,0.6071428571428571,0.40306122448979587,-0.16542520231448826,0.2621625429884185,10.0,56.0
MT,89796,COLÍDER,-0.1198712812448895,0.6,0.38,-0.17828951144721855,0.30391096252913413,13.0,60.0
MT,89800,CURVELÂNDIA,-0.144502004907487,0.5846153846153846,0.36568047337278115,-0.14334127279097952,0.23556479728471405,12.0,65.0
MT,89818,NOVA BRASILÂNDIA,-0.1835030123395216,0.5074626865671642,0.30541323234573403,-0.19610763422596664,0.2747403991668852,14.0,67.0
MT,89826,NOVA SANTA HELENA,-0.1198712812448895,0.6,0.38,-0.17828951144721855,0.30391096252913413,13.0,60.0
MT,89834,PARANATINGA,-0.1469136707875621,0.5208333333333334,0.3172743055555555,-0.08580568449536059,0.26229068449391024,14.0,96.0
MT,89843,SANTO ANTÔNIO DO LESTE,-0.0223400956236408,0.5384615384615384,0.3267587113740959,0.04026280534330101,0.28235381531090137,10.0,39.0
MT,89850,SINOP,-0.1776742600335027,0.37777777777777777,0.2246913580246913,-0.1395005790825535,0.2538046059565145,12.0,90.0
MT,89877,ALTA FLORESTA,-0.1362429297476569,0.5588235294117647,0.3663494809688581,-0.13751438608787336,0.2584360619302861,8.0,68.0
MT,89893,ARAPUTANGA,-0.1087239263941816,0.7407407407407407,0.5576131687242797,-0.2599194528349158,0.2881361499936414,12.0,54.0
MT,89915,JAURU,-0.1087239263941816,0.7407407407407407,0.5576131687242797,-0.2599194528349158,0.2881361499936414,12.0,54.0
MT,89931,SÃO JOSÉ DOS QUATRO MARCOS,-0.1372051571672516,0.74,0.5567999999999999,-0.25054786690043596,0.25093948637155883,10.0,50.0
MT,89958,RIO BRANCO,-0.1372051571672516,0.74,0.5567999999999999,-0.25054786690043596,0.25093948637155883,10.0,50.0
MT,89960,RONDOLÂNDIA,-0.1138275148350815,0.7419354838709677,0.5619146722164413,-0.22996234727631806,0.351844848883166,9.0,62.0
MT,89974,SALTO DO CÉU,-0.1372051571672516,0.74,0.5567999999999999,-0.25054786690043596,0.25093948637155883,10.0,50.0
MT,89990,PONTES E LACERDA,-0.0572349082095645,0.6341463414634146,0.42058298631766805,-0.04365513719677036,0.29323650831752857,11.0,41.0
MT,90018,ACORIZAL,-0.1311481696474478,0.3333333333333333,0.2072279892349096,-0.14082410374774249,0.23019758785086325,10.0,51.0
MT,90026,SÃO JOSÉ DO POVO,-0.0974305457085522,0.43859649122807015,0.22437673130193903,-0.12880739288988396,0.27637152117703456,14.0,57.0
MT,90042,ALTO BOA VISTA,-0.226594747697291,0.6,0.4026666666666667,-0.3832707851181883,0.4131323934299566,7.0,75.0
MT,90050,ALTO ARAGUAIA,-0.1806042360764199,0.4142857142857143,0.2902040816326531,-0.08417084407122663,0.2876328630650174,10.0,70.0
MT,90069,QUERÊNCIA,-0.0851895289538234,0.6530612244897959,0.449396084964598,-0.0970540712774568,0.29844241614916706,10.0,49.0
MT,90077,ALTO GARÇAS,-0.0758542442869172,0.6,0.40897959183673466,0.05832084723135748,0.30995712259255115,7.0,35.0
MT,90085,CANABRAVA DO NORTE,-0.0465807352827437,0.4714285714285714,0.3114285714285715,-0.20858479333818858,0.32950646918060134,8.0,70.0
MT,90093,ALTO PARAGUAI,-0.1905088596133978,0.5454545454545454,0.45362718089990817,-0.20909576449951037,0.23166121324522435,6.0,66.0
MT,90107,SANTA CARMEM,-0.1462670142468246,0.42857142857142855,0.3502040816326531,0.002590737988296432,0.20399904161371438,10.0,70.0
MT,90123,NOVA MARINGÁ,-0.1941183419444133,0.46808510638297873,0.2738795835219557,-0.19959154733495846,0.2963288880088887,10.0,47.0
MT,90140,NOVA GUARITA,-0.1774211111872706,0.4020618556701031,0.2439154001487937,-0.1344400774152906,0.2567644355956443,14.0,97.0
MT,90166,NOVA MARILÂNDIA,-0.1844661779552542,0.5491803278688525,0.3919645256651437,-0.07597236010634603,0.290053964124693,13.0,122.0
MT,90182,PORTO ESTRELA,-0.240445678699727,0.8601190476190477,0.7514526643990931,-0.06917842434591037,0.19106092595275825,9.0,336.0
MT,90204,GLÓRIA D'OESTE,-0.144502004907487,0.5846153846153846,0.36568047337278115,-0.14334127279097952,0.23556479728471405,12.0,65.0
MT,90220,TABAPORÃ,-0.0870295194410181,0.6379310344827587,0.4221165279429252,-0.09674123642732958,0.24984499045871753,14.0,58.0
MT,90239,ARAGUAINHA,-0.1806042360764199,0.4142857142857143,0.2902040816326531,-0.08417084407122663,0.2876328630650174,10.0,70.0
MT,90247,SÃO JOSÉ DO XINGU,-0.0465807352827437,0.4714285714285714,0.3114285714285715,-0.20858479333818858,0.32950646918060134,8.0,70.0
MT,90255,ARENÁPOLIS,-0.1844661779552542,0.5491803278688525,0.3919645256651437,-0.07597236010634603,0.290053964124693,13.0,122.0
MT,90263,APIACÁS,-0.1206237882667042,0.6078431372549019,0.40868896578239133,-0.1100227976490385,0.2616006719998231,9.0,51.0
MT,90271,ARIPUANÃ,-0.1192572461644008,0.6071428571428571,0.40306122448979587,-0.16542520231448826,0.2621625429884185,10.0,56.0
MT,90280,CONFRESA,-0.0465807352827437,0.4714285714285714,0.3114285714285715,-0.20858479333818858,0.32950646918060134,8.0,70.0
MT,90301,LAMBARI D'OESTE,-0.1372051571672516,0.74,0.5567999999999999,-0.25054786690043596,0.25093948637155883,10.0,50.0
MT,90310,BARÃO DE MELGAÇO,-0.0451566275489685,0.49019607843137253,0.2779700115340254,-0.03313817513610735,0.2873998599730219,11.0,51.0
