SG_UF,SG_UE,NM_UE,bartik_iv_2020_2024,baseline_competition_lawsuits_2020,baseline_subjects_2020,competition_families_2020,competition_families_2024,competition_lawsuits_2020,competition_lawsuits_2024,competition_subjects_2020,competition_subjects_2024,log1p_competition_lawsuits_2020,log1p_competition_lawsuits_2024,delta_log1p_competition_lawsuits_2024_2020,candidate_hhi_party_2020,candidate_hhi_party_2024,coalition_count_2020,coalition_count_2024,effective_party_count_candidates_2020,effective_party_count_candidates_2024,elected_candidates_2020,elected_candidates_2024,elected_female_share_2020,elected_female_share_2024,elected_higher_education_share_2020,elected_higher_education_share_2024,elected_mean_age_2020,elected_mean_age_2024,elected_nonwhite_share_2020,elected_nonwhite_share_2024,female_share_2020,female_share_2024,higher_education_share_2020,higher_education_share_2024,incumbent_candidate_count_2020,incumbent_candidate_count_2024,incumbent_candidate_share_2020,incumbent_candidate_share_2024,incumbent_reelected_count_2020,incumbent_reelected_count_2024,incumbent_reelected_share_2020,incumbent_reelected_share_2024,married_share_2020,married_share_2024,mean_age_2020,mean_age_2024,new_candidate_count_2020,new_candidate_count_2024,new_candidate_share_2020,new_candidate_share_2024,nonwhite_share_2020,nonwhite_share_2024,party_count_2020,party_count_2024,sd_age_2020,sd_age_2024,total_candidates_2020,total_candidates_2024,delta_total_candidates_2024_2020,delta_female_share_2024_2020,delta_candidate_hhi_party_2024_2020,delta_effective_party_count_candidates_2024_2020,effective_n_candidates_vote_2020,effective_n_candidates_vote_2024,effective_n_parties_vote_2020,effective_n_parties_vote_2024,female_vote_share_2020,female_vote_share_2024,higher_education_vote_share_2020,higher_education_vote_share_2024,incumbent_candidate_vote_share_2020,incumbent_candidate_vote_share_2024,margin_top1_top2_2020,margin_top1_top2_2024,n_candidates_with_votes_2020,n_candidates_with_votes_2024,new_candidate_vote_share_2020,new_candidate_vote_share_2024,nonwhite_vote_share_2020,nonwhite_vote_share_2024,runnerup_vote_share_2020,runnerup_vote_share_2024,top2_vote_share_2020,top2_vote_share_2024,total_valid_votes_2020,total_valid_votes_2024,vote_hhi_candidate_2020,vote_hhi_candidate_2024,vote_hhi_party_2020,vote_hhi_party_2024,winner_vote_share_2020,winner_vote_share_2024,delta_winner_vote_share_2024_2020,delta_runnerup_vote_share_2024_2020,delta_margin_top1_top2_2024_2020,delta_top2_vote_share_2024_2020,delta_vote_hhi_candidate_2024_2020,delta_effective_n_candidates_vote_2024_2020,delta_female_vote_share_2024_2020,delta_nonwhite_vote_share_2024_2020,delta_higher_education_vote_share_2024_2020,delta_vote_hhi_party_2024_2020,delta_effective_n_parties_vote_2024_2020,delta_total_valid_votes_2024_2020,delta_log_total_valid_votes_2024_2020
MG,45977,IBITIÚRA DE MINAS,-0.1897187762393223,355.0,10.0,4.0,4.0,355.0,455.0,10.0,19.0,5.87493073085203,6.1224928095143865,0.247562078662356,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,43.7015742642026,37.7741273100616,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,43.7015742642026,42.45311430527036,0.0,2.0,0.0,1.0,0.0,0.5,1.0,2.0,0.0,6.617086866791564,1.0,2.0,1.0,0.0,-0.5,1.0,1.0,1.8732099528413222,1.0,1.8732099528413222,0.0,0.0,0.0,0.6300826446280992,0.0,0.0,1.0,0.2601652892561983,1.0,2.0,0.0,1.0,0.0,0.6300826446280992,0.0,0.36991735537190085,1.0,1.0,2016.0,3025.0,1.0,0.5338429888668806,1.0,0.5338429888668806,1.0,0.6300826446280992,-0.36991735537190085,0.36991735537190085,-0.7398347107438017,0.0,-0.46615701113311936,0.8732099528413222,0.0,0.6300826446280992,0.6300826446280992,-0.46615701113311936,0.8732099528413222,1009.0,0.4056303563940906
MG,45993,IBITURUNA,-0.1959877119631997,266.0,9.0,3.0,2.0,266.0,277.0,9.0,6.0,5.58724865840025,5.627621113690637,0.0403724552903872,0.5,0.3333333333333333,2.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,62.72689938398357,41.71937029431896,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.27789185489391,48.73465662788045,0.0,2.0,0.0,0.6666666666666666,0.0,0.3333333333333333,2.0,3.0,17.605555285723373,14.011296494714008,2.0,3.0,1.0,0.0,-0.1666666666666666,1.0,1.996537107485091,2.105761252639102,1.996537107485091,2.105761252639102,0.0,0.0,0.0,0.3021415270018622,0.0,0.0,0.041646720919100044,0.3114525139664805,2.0,3.0,0.0,0.38640595903165736,0.0,0.08426443202979515,0.47917663954045,0.3021415270018622,1.0,0.9157355679702048,2089.0,2148.0,0.5008672246816567,0.4748876439561812,0.5008672246816567,0.4748876439561812,0.52082336045955,0.6135940409683427,0.09277068050879267,-0.17703511253858778,0.26980579304738045,-0.08426443202979517,-0.02597958072547546,0.1092241451540108,0.0,0.08426443202979515,0.3021415270018622,-0.02597958072547546,0.1092241451540108,59.0,0.027838551683653456
MG,46019,IGARAPÉ,-0.183494502128848,503.0,14.0,4.0,4.0,503.0,481.0,14.0,16.0,6.222576268071369,6.1779441140506,-0.0446321540207685,0.25,0.5,4.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,55.42778918548939,59.318275154004105,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,51.064339493497606,59.90280629705681,0.0,1.0,0.0,0.5,0.25,0.5,4.0,2.0,5.122509981892464,0.8266518701345793,4.0,2.0,-2.0,0.0,0.25,-2.0,3.0962912555073077,1.5607104070716586,3.0962912555073077,1.5607104070716586,0.0,0.0,1.0,0.7652676551897462,0.0,0.7652676551897462,0.1160427551167138,0.5305353103794923,4.0,2.0,0.0,0.23473234481025385,0.0697406892584959,0.23473234481025385,0.313857067535829,0.23473234481025385,0.7437568901883718,1.0,20863.0,23874.0,0.3229670329693052,0.6407338577797321,0.3229670329693052,0.6407338577797321,0.4298998226525428,0.7652676551897462,0.33536783253720337,-0.07912472272557514,0.4144925552627785,0.25624310981162823,0.31776682481042695,-1.535580848435649,0.0,0.16499165555175793,-0.23473234481025385,0.31776682481042695,-1.535580848435649,3011.0,0.1348067006225513
MG,46035,IGARATINGA,-0.1940846867951959,178.0,4.0,2.0,3.0,178.0,214.0,4.0,8.0,5.187385805840755,5.3706380281276624,0.1832522222869075,0.3333333333333333,0.5,2.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,39.28542094455853,43.175906913073234,1.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.6666666666666666,0.5,45.7887291809263,48.28062970568104,0.0,1.0,0.0,0.5,0.3333333333333333,0.0,3.0,2.0,10.433661743347932,7.219168205461021,3.0,2.0,-1.0,0.0,0.1666666666666666,-1.0,1.8818808805879892,1.2600671678434607,1.8818808805879887,1.2600671678434607,0.0,0.0,0.9623532998018595,0.8831504196255648,0.0,0.8831504196255648,0.36579789666209417,0.7663008392511297,3.0,2.0,0.0,0.11684958037443512,0.6640755982319768,0.0,0.29827770156988265,0.11684958037443512,0.9623532998018595,1.0,6561.0,6196.0,0.5313832614567785,0.7936084881184928,0.5313832614567786,0.7936084881184928,0.6640755982319768,0.8831504196255648,0.21907482139358803,-0.18142812119544754,0.4005029425890355,0.03764670019814054,0.26222522666171433,-0.6218137127445285,0.0,-0.6640755982319768,-0.07920288017629462,0.2622252266617142,-0.621813712744528,-365.0,-0.05723013055893844
MG,46051,IGUATAMA,-0.1805546155657854,258.0,11.0,4.0,4.0,258.0,282.0,11.0,14.0,5.556828061699537,5.645446897643238,0.0886188359437003,0.3333333333333333,0.5,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,31.52908966461328,35.419575633128,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.6666666666666666,0.5,46.54802646589095,41.91649555099247,0.0,1.0,0.0,0.5,0.0,0.5,3.0,2.0,13.46175377088981,9.188032261495836,3.0,2.0,-1.0,-0.3333333333333333,0.1666666666666666,-1.0,2.1868903356816243,1.3081798793465793,2.1868903356816243,1.3081798793465793,0.4405021834061135,0.0,1.0,1.0,0.0,0.8636075280186086,0.07023289665211069,0.7272150560372173,3.0,2.0,0.0,0.13639247198139143,0.0,0.13639247198139143,0.4405021834061135,0.13639247198139143,0.9512372634643378,1.0,5496.0,4729.0,0.4572703000620804,0.7644208688636065,0.45727030006208036,0.7644208688636065,0.5107350800582242,0.8636075280186086,0.3528724479603844,-0.3041097114247221,0.6569821593851066,0.04876273653566221,0.3071505688015261,-0.878710456335045,-0.4405021834061135,0.13639247198139143,0.0,0.30715056880152614,-0.878710456335045,-767.0,-0.1502772863746813
MG,46078,IJACI,-0.1820821275288197,424.0,15.0,4.0,4.0,424.0,420.0,15.0,14.0,6.052089168924417,6.042632833682381,-0.009456335242036,0.25,0.2,3.0,5.0,4.0,4.999999999999999,1.0,1.0,0.0,0.0,1.0,0.0,40.61875427789185,39.45790554414784,0.0,0.0,0.0,0.2,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,48.81724845995893,48.97522245037645,0.0,4.0,0.0,0.8,0.25,0.2,4.0,5.0,12.851084397526328,12.689047221738086,4.0,5.0,1.0,0.2,-0.0499999999999999,0.9999999999999992,2.567919249098249,2.290844679499842,2.5679192490982494,2.290844679499842,0.0,0.45726405090137856,1.0,0.06829268292682927,0.0,0.0,0.251219512195122,0.017179215270413606,4.0,4.0,0.0,1.0,0.1329268292682927,0.45726405090137856,0.28560975609756095,0.45726405090137856,0.822439024390244,0.9317073170731707,4100.0,4715.0,0.38942034503271866,0.43652020975002503,0.3894203450327186,0.43652020975002503,0.536829268292683,0.47444326617179217,-0.06238600212089079,0.1716542948038176,-0.2340402969247084,0.1092682926829267,0.04709986471730637,-0.27707456959840693,0.45726405090137856,0.32433722163308587,-0.9317073170731707,0.04709986471730643,-0.27707456959840737,615.0,0.13973013626520192
MG,46094,ILICÍNEA,-0.1904094013210282,229.0,10.0,3.0,3.0,229.0,234.0,10.0,8.0,5.438079308923196,5.459585514144159,0.0215062052209633,0.25,0.3333333333333333,3.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,61.31416837782341,65.20465434633813,0.0,0.0,0.25,0.0,0.5,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,1.0,56.657768651608485,59.51813826146475,0.0,1.0,0.0,0.3333333333333333,0.25,0.6666666666666666,4.0,3.0,10.157763265027148,5.939055960463982,4.0,3.0,-1.0,-0.25,0.0833333333333333,-1.0,2.552442408384453,2.251395293251751,2.552442408384453,2.251395293251751,0.04241696678671469,0.0,0.540749633186608,0.5276081762675869,0.0,0.5276081762675869,0.13418700813658796,0.12675869392089195,4.0,3.0,0.0,0.07154234138571808,0.04241696678671469,0.47239182373241306,0.3641456582633053,0.400849482346695,0.8624783246631986,0.9284576586142819,7497.0,7534.0,0.3917816114930255,0.444169001772973,0.39178161149302543,0.444169001772973,0.49833266639989326,0.5276081762675869,0.029275509867693672,0.03670382408338968,-0.007428314215696008,0.06597933395108324,0.05238739027994754,-0.3010471151327021,-0.04241696678671469,0.42997485694569837,-0.013141456919021022,0.0523873902799476,-0.3010471151327021,37.0,0.004922513764739733
MG,46116,INCONFIDENTES,-0.2077876724588717,234.0,11.0,3.0,3.0,234.0,254.0,11.0,10.0,5.459585514144159,5.541263545158426,0.0816780310142668,0.2,0.5,4.0,2.0,4.999999999999999,2.0,1.0,1.0,1.0,0.0,1.0,0.0,54.84188911704312,48.07118412046543,0.0,0.0,0.4,0.5,0.4,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6,1.0,50.41587953456537,53.40177960301163,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0085108175591975,7.538600426941591,5.0,2.0,-3.0,0.0999999999999999,0.2999999999999999,-2.999999999999999,3.7109838399052855,1.989079838992628,3.7109838399052855,1.989079838992628,0.6457807953443259,0.46295254173700995,0.6457807953443259,0.46295254173700995,0.0,0.46295254173700995,0.04597478176527642,0.0740949165259801,5.0,2.0,0.0,0.0,0.0,0.0,0.29990300678952475,0.46295254173700995,0.645780795344326,1.0,5155.0,5331.0,0.26947031923090314,0.502745028327496,0.26947031923090314,0.502745028327496,0.34587778855480117,0.53704745826299,0.19116966970818888,0.1630495349474852,0.028120134760703686,0.354219204655674,0.23327470909659287,-1.7219040009126574,-0.18282825360731592,0.0,-0.18282825360731592,0.23327470909659287,-1.7219040009126574,176.0,0.033565317239521164
MG,46132,INDIANÓPOLIS,-0.1568278977187568,481.0,22.0,4.0,4.0,481.0,269.0,22.0,16.0,6.1779441140506,5.598421958998375,-0.5795221550522252,0.3333333333333333,0.5,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,58.41478439425051,60.780287474332646,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,44.84873374401095,62.38329911019849,0.0,2.0,0.0,1.0,0.3333333333333333,1.0,3.0,2.0,12.554498597396403,2.2670007960833627,3.0,2.0,-1.0,-0.3333333333333333,0.1666666666666666,-1.0,1.973670665307242,1.9022952263868012,1.973670665307242,1.9022952263868012,0.3627329192546584,0.0,0.3880745341614907,1.0,0.0,0.0,0.24919254658385087,0.226630800268998,3.0,2.0,0.0,1.0,0.3627329192546584,1.0,0.3627329192546584,0.386684599865501,0.9746583850931676,1.0,4025.0,4461.0,0.5066701438987693,0.5256807598152833,0.5066701438987693,0.5256807598152833,0.6119254658385093,0.613315400134499,0.0013899342959897698,0.02395168061084263,-0.02256174631485286,0.0253416149068324,0.019010615916513984,-0.07137543892044085,-0.3627329192546584,0.6372670807453416,0.6119254658385094,0.019010615916513984,-0.07137543892044085,436.0,0.10282376879274047
MG,46159,INGAÍ,-0.1976783469573031,313.0,6.0,2.0,3.0,313.0,325.0,6.0,7.0,5.749392985908253,5.786897381366708,0.0375043954584546,0.5,0.3333333333333333,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,43.34839151266256,47.23887748117728,0.0,0.0,0.5,0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.5,0.6666666666666666,51.22929500342231,54.32443531827516,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,2.0,3.0,11.145280600385911,8.000397737429418,2.0,3.0,1.0,-0.1666666666666666,-0.1666666666666666,1.0,1.9861685544734307,2.1039650378508563,1.9861685544734307,2.1039650378508563,0.45827505827505827,0.37610264635124296,1.0,0.9518845228548516,0.0,0.5757818765036087,0.08344988344988341,0.19967923015236572,2.0,3.0,0.0,0.048115477145148355,0.0,0.0,0.45827505827505827,0.37610264635124296,1.0,0.9518845228548516,2145.0,2494.0,0.5034819415238996,0.4752930690433303,0.5034819415238996,0.4752930690433303,0.5417249417249417,0.5757818765036087,0.034056934778667,-0.0821724119238153,0.1162293467024823,-0.04811547714514841,-0.028188872480569283,0.11779648337742565,-0.0821724119238153,0.0,-0.04811547714514841,-0.028188872480569283,0.11779648337742565,349.0,0.1506830849949754
MG,46175,INHAPIM,-0.2193451111817559,397.0,17.0,4.0,4.0,397.0,307.0,17.0,9.0,5.986452005284438,5.730099782973574,-0.2563522223108636,0.3333333333333333,0.5,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,49.3223819301848,44.54209445585216,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,45.37075062742414,39.50855578370979,0.0,2.0,0.0,1.0,0.3333333333333333,0.5,3.0,2.0,11.20220158015808,7.1184986568732,3.0,2.0,-1.0,0.0,0.1666666666666666,-1.0,2.014052167639642,1.8376151597105668,2.014052167639642,1.8376151597105668,0.0,0.0,1.0,1.0,0.0,0.0,0.08876823031757053,0.2972661502016774,3.0,2.0,0.0,1.0,0.4518593345539491,0.35136692489916127,0.4518593345539491,0.35136692489916127,0.9924868994254687,1.0,15839.0,15619.0,0.49651146880268987,0.5441835820278631,0.49651146880268987,0.5441835820278631,0.5406275648715196,0.6486330751008387,0.10800551022931903,-0.10049240965478784,0.20849791988410687,0.007513100574531251,0.04767211322517323,-0.17643700792907535,0.0,-0.10049240965478784,0.0,0.04767211322517323,-0.17643700792907535,-220.0,-0.013986241974739855
MG,46191,INHAÚMA,-0.1471234071623715,261.0,15.0,4.0,4.0,261.0,277.0,15.0,16.0,5.568344503761097,5.627621113690637,0.0592766099295403,0.5,0.5,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,46.59000684462697,62.16563997262149,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,52.43258042436688,54.16563997262149,0.0,1.0,0.0,0.5,1.0,1.0,2.0,2.0,8.262646795630896,11.31370849898476,2.0,2.0,0.0,0.0,0.0,0.0,1.9968779289720722,2.0,1.9968779289720722,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.03954081632653056,0.0,2.0,2.0,0.0,0.5,1.0,1.0,0.4802295918367347,0.5,1.0,1.0,4704.0,4868.0,0.5007817380778842,0.5,0.5007817380778842,0.5,0.5197704081632653,0.5,-0.019770408163265252,0.019770408163265307,-0.03954081632653056,0.0,-0.0007817380778841754,0.0031220710279278308,0.0,0.0,0.5,-0.0007817380778841754,0.0031220710279278308,164.0,0.034262804163219585
MG,46213,INIMUTABA,-0.1956706785677898,606.0,18.0,4.0,3.0,606.0,478.0,18.0,13.0,6.408528791059498,6.171700597410915,-0.2368281936485834,0.5,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,48.09308692676249,51.983572895277206,1.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,53.3223819301848,51.983572895277206,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,7.395339915489699,0.0,2.0,1.0,-1.0,0.0,0.5,-1.0,1.9942455226483333,1.0,1.9942455226483333,1.0,0.0,0.0,0.5268586162440911,1.0,0.0,1.0,0.05371723248818222,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4731413837559089,0.0,1.0,1.0,4654.0,3613.0,0.5014427705330948,1.0,0.5014427705330948,1.0,0.5268586162440911,1.0,0.47314138375590886,-0.4731413837559089,0.9462827675118177,0.0,0.49855722946690517,-0.9942455226483333,0.0,-1.0,0.47314138375590886,0.49855722946690517,-0.9942455226483333,-1041.0,-0.2531267185589936
MG,46230,IPANEMA,-0.1914192356110313,271.0,11.0,4.0,4.0,271.0,303.0,11.0,11.0,5.605802066295998,5.717027701406222,0.1112256351102241,0.25,0.3333333333333333,3.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,47.92607802874743,51.81656399726215,0.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.75,0.6666666666666666,58.69883641341547,57.16997490303445,0.0,2.0,0.0,0.6666666666666666,0.5,0.3333333333333333,4.0,3.0,14.522777239013909,4.830209233427845,4.0,3.0,-1.0,0.3333333333333333,0.0833333333333333,-1.0,3.5630080472046073,1.9860526445194857,3.5630080472046073,1.9860526445194862,0.0,0.025732728541521283,1.0,0.6317166782972784,0.0,0.6059839497557572,0.09655736215823418,0.23770062805303566,4.0,3.0,0.0,0.39401605024424285,0.500499591243528,0.025732728541521283,0.2745935143973113,0.36828332170272154,0.6457443909528567,0.9742672714584788,11009.0,11464.0,0.2806617292892616,0.50351132572417,0.2806617292892616,0.5035113257241699,0.37115087655554546,0.6059839497557572,0.23483307320021174,0.09368980730541027,0.14114326589480147,0.32852288050562206,0.22284959643490843,-1.5769554026851216,0.025732728541521283,-0.47476686270200674,-0.3682833217027216,0.22284959643490831,-1.5769554026851211,455.0,0.040494965575279096
MG,46256,IPATINGA,-0.1794763919608747,937.0,20.0,4.0,4.0,937.0,789.0,20.0,20.0,6.843749949006225,6.672032945461067,-0.1717170035451571,0.1111111111111111,0.12,5.0,6.0,9.0,8.333333333333332,1.0,1.0,0.0,0.0,1.0,1.0,26.781656399726216,30.67214236824093,1.0,1.0,0.0,0.1,0.8888888888888888,0.9,0.0,1.0,0.0,0.1,0.0,1.0,0.0,1.0,0.6666666666666666,0.9,50.389535325880296,48.90841889117043,0.0,7.0,0.0,0.7,0.6666666666666666,0.5,9.0,9.0,15.971039651350926,15.45509237196774,9.0,10.0,1.0,0.1,0.0088888888888889,-0.6666666666666679,3.2910825776157906,3.528480718304891,3.291082577615791,3.528480718304891,0.0,0.029217486171128557,0.9949024980428439,0.7629531139464915,0.0,0.44560928004636613,0.09585616682086684,0.20856239399285756,7.0,8.0,0.0,0.517289285501206,0.990196427300548,0.4942766797071433,0.3131894527079923,0.23704688605350857,0.7222350722368515,0.6826561660998747,112408.0,117327.0,0.30385138519509447,0.2834080953913807,0.3038513851950944,0.2834080953913807,0.40904561952885915,0.44560928004636613,0.03656366051750698,-0.07614256665448374,0.11270622717199072,-0.03957890613697679,-0.020443289803713793,0.2373981406891006,0.029217486171128557,-0.49591974759340474,-0.23194938409635246,-0.020443289803713738,0.23739814068910015,4919.0,0.042829425923001097
MG,46272,IPIAÇU,-0.173229867490998,471.0,16.0,3.0,4.0,471.0,452.0,16.0,15.0,6.156978985585555,6.115892125483034,-0.0410868601025207,0.375,0.3333333333333333,2.0,2.0,2.6666666666666665,3.0,1.0,1.0,0.0,0.0,0.0,0.0,31.94524298425736,35.83572895277207,0.0,0.0,0.25,0.0,0.75,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.25,0.3333333333333333,36.79603011635866,43.98448551220625,0.0,1.0,0.0,0.3333333333333333,0.25,0.0,3.0,3.0,5.582074861898373,7.060821282042667,4.0,3.0,-1.0,-0.25,-0.0416666666666666,0.3333333333333335,1.9990605125316727,1.929706807232396,1.9990605125316727,1.929706807232396,0.01353846153846154,0.0,0.4246153846153846,0.07750144592249855,0.0,0.6694621168305379,0.16430769230769232,0.41642567958357435,3.0,3.0,0.0,0.25303643724696356,0.0,0.0,0.41107692307692306,0.25303643724696356,0.9864615384615385,0.9224985540775015,3250.0,3458.0,0.5002349822485207,0.5182134385659393,0.5002349822485207,0.5182134385659393,0.5753846153846154,0.6694621168305379,0.09407750144592253,-0.1580404858299595,0.252117987275882,-0.06396298438403702,0.017978456317418567,-0.06935370529927676,-0.01353846153846154,0.0,-0.3471139386928861,0.017978456317418567,-0.06935370529927676,208.0,0.06201688863326282
MG,46299,IPUIÚNA,-0.2220766869342392,203.0,15.0,4.0,4.0,203.0,197.0,15.0,9.0,5.318119993844216,5.288267030694535,-0.0298529631496808,0.5,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,54.86652977412731,58.757015742642025,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,50.92265571526352,58.757015742642025,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.5774801823366,0.0,2.0,1.0,-1.0,0.0,0.5,-1.0,1.9992780508416965,1.0,1.9992780508416965,1.0,0.0,0.0,0.509501380542472,1.0,0.0,1.0,0.01900276108494392,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.49049861945752804,0.0,1.0,1.0,6157.0,4955.0,0.5001805524644257,1.0,0.5001805524644257,1.0,0.509501380542472,1.0,0.49049861945752804,-0.49049861945752804,0.9809972389150561,0.0,0.4998194475355743,-0.9992780508416965,0.0,0.0,0.49049861945752804,0.4998194475355743,-0.9992780508416965,-1202.0,-0.21715308573541314
MG,46310,IRAÍ DE MINAS,-0.1759475711261941,236.0,9.0,3.0,4.0,236.0,264.0,9.0,11.0,5.468060141135132,5.579729825986222,0.1116696848510905,0.5,0.5,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,38.00136892539357,41.89185489390828,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,52.10540725530458,46.9034907597536,0.0,1.0,0.0,0.5,0.0,0.0,2.0,2.0,19.946122290390143,7.087523411153864,2.0,2.0,0.0,0.0,0.0,0.0,1.999153101873507,1.812036288479001,1.999153101873507,1.812036288479001,0.0,0.0,0.0,0.6610362189377944,0.0,0.6610362189377944,0.02058223623215283,0.3220724378755888,2.0,2.0,0.0,0.3389637810622056,0.0,0.0,0.4897088818839236,0.3389637810622056,1.0,1.0,5393.0,6157.0,0.5002118142241581,0.5518653276195625,0.5002118142241581,0.5518653276195625,0.5102911181160764,0.6610362189377944,0.150745100821718,-0.150745100821718,0.301490201643436,0.0,0.05165351339540447,-0.18711681339450603,0.0,0.0,0.6610362189377944,0.05165351339540447,-0.18711681339450603,764.0,0.13246482478477084
MG,46337,ITABIRA,-0.1946973896793937,418.0,15.0,4.0,4.0,418.0,339.0,15.0,16.0,6.037870919922137,5.828945617610208,-0.2089253023119299,0.1666666666666666,0.25,4.0,4.0,5.999999999999999,4.0,1.0,1.0,0.0,0.0,1.0,1.0,56.84325804243669,60.733744010951405,1.0,1.0,0.0,0.0,0.8333333333333334,1.0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,1.0,0.6666666666666666,1.0,60.64613278576317,56.27720739219713,0.0,3.0,0.0,0.75,0.3333333333333333,0.75,6.0,4.0,4.723366648643794,12.407663154881403,6.0,4.0,-2.0,0.0,0.0833333333333333,-1.9999999999999991,2.2451985936419248,1.639322165813183,2.2451985936419243,1.639322165813183,0.0,0.0,0.9630161031824773,1.0,0.0,0.761276272325996,0.07244142562771888,0.5993305855184308,6.0,4.0,0.0,0.2387237276740039,0.5081737006792337,0.9361863837001958,0.43341219568037853,0.16194568680756527,0.939265816988476,0.9232219591335613,65515.0,68418.0,0.44539489862137555,0.6100082222117407,0.4453948986213756,0.6100082222117407,0.5058536213080974,0.761276272325996,0.2554226510178986,-0.27146650887281326,0.5268891598907119,-0.01604385785491469,0.16461332359036512,-0.6058764278287418,0.0,0.42801268302096207,0.03698389681752268,0.16461332359036507,-0.6058764278287414,2903.0,0.04335617621304522
