SG_UF,SG_UE,NM_UE,n_candidates_2016,top1_share_2016,margin_2016,hhi_2016,enp_2016,winner_party_2016,winner_sq_2016,winner_name_2016,code_micro,name_micro,log_pop_2010,urban_share_2010,log_income_pc_2010,share_first_time_candidates_2020,mean_prior_candidacies_2020,share_prior_winners_2020,share_career_politicians_2020,turnout_rate_2020,abstention_rate_2020,blank_share_2020,null_share_2020,incumbent_ran_2024,incumbent_won_2024,party_switch_2024
AC,01007,BUJARI,5,0.2986782720825274,0.0620567375886524,0.2199840601163701,4.5457839057566565,PC do B,10000001880,ROMUALDO DE SOUZA ARAUJO,12004,Rio Branco,9.04026354159867,0.0,0.112036462822582,0.4,0.9,0.2,0.0,0.768438572766046,0.231561427233954,0.0106944632462434,0.034790848788412,1.0,1.0,0.0
AC,01015,CAPIXABA,5,0.3571080422420796,0.0487408610885458,0.2618172963406079,3.8194573619729946,PP,10000003202,JOSÉ AUGUSTO GOMES DA CUNHA,12004,Rio Branco,9.07897805377936,0.0,0.0661908960897565,0.625,0.375,0.125,0.0,0.810079575596817,0.189920424403183,0.0070399476096922,0.0275049115913556,0.0,0.0,1.0
AC,01023,PORTO ACRE,4,0.453589298478505,0.1240682119881548,0.338024462651782,2.9583657707938023,PROS,10000002784,BENEDITO CAVALCANTE DAMASCENO,12004,Rio Branco,9.60535102218049,0.0,0.0,0.7,0.5,0.1,0.0,0.793258960360788,0.2067410396392119,0.0136644723718332,0.0357071613804109,1.0,1.0,1.0
AC,01031,SANTA ROSA DO PURUS,5,0.4551467548573791,0.1529557668458041,0.3269676245364272,3.0584067808480864,PRP,10000003335,FRANCISCO DE ASSIS FERNANDES DA COSTA,12003,Sena Madureira,8.45041215772589,0.0,0.0,0.7,0.4,0.3,0.0,0.839035333707235,0.160964666292765,0.0046791443850267,0.044451871657754,1.0,1.0,1.0
AC,01040,MARECHAL THAUMATURGO,2,0.5651573716178907,0.1303147432357813,0.5084909661523038,1.9666032762919896,PMDB,10000001618,ISAAC DA SILVA PIYÃKO,12001,Cruzeiro do Sul,9.5590940251669,0.0,0.0380747866332886,0.7142857142857143,0.4285714285714285,0.2857142857142857,0.0,0.8212753788961967,0.1787246211038032,0.0017409470752089,0.0264623955431754,1.0,1.0,1.0
AC,01058,BRASILÉIA,2,0.5314058603491272,0.0628117206982543,0.5019726561285378,1.9921403841246972,PT,10000001187,FERNANDA DE SOUZA HASSEM CESAR,12005,Brasiléia,9.96594578637574,0.0,0.0119074041209021,0.5,0.5,0.3333333333333333,0.0,0.8027784374257896,0.1972215625742104,0.0092441946457624,0.0391214317408667,1.0,1.0,1.0
AC,01066,PORTO WALTER,2,0.6729806226866971,0.3459612453733943,0.5598445916501549,1.7862099856184677,PMDB,10000001438,JOSÉ ESTEPHAN BARBARY FILHO,12001,Cruzeiro do Sul,9.11504019212186,0.0,0.0,1.0,0.0,0.0,0.0,0.8611872146118722,0.1388127853881278,0.0037115588547189,0.0378225521385648,1.0,0.0,1.0
AC,01074,CRUZEIRO DO SUL,3,0.4660596239421766,0.1711294595776423,0.3613212562148851,2.7676201795481403,PMDB,10000000949,ILDERLEI SOUZA RODRIGUES CORDEIRO,12001,Cruzeiro do Sul,11.2656172866567,0.0,0.0010239476633489,0.6666666666666666,0.5,0.1666666666666666,0.0,0.7988125347539866,0.2011874652460133,0.0130914153549053,0.0323580266319358,1.0,0.0,1.0
AC,01082,RODRIGUES ALVES,3,0.5878140408546607,0.2164827424277999,0.4850813831196851,2.0615097482586093,PMDB,10000001357,SEBASTIÃO SOUZA CORREIA,12001,Cruzeiro do Sul,9.57143553234841,0.0,0.0,0.7,0.4,0.2,0.0,0.8169125395152792,0.1830874604847207,0.0040847038589702,0.0316027088036117,0.0,0.0,1.0
AC,01090,MÂNCIO LIMA,3,0.563453899226427,0.1427974074848422,0.4946846602729919,2.0214898101917083,PT,10000002021,ISAAC DE SOUZA LIMA,12001,Cruzeiro do Sul,9.62476522145582,0.0,0.0678204298975849,0.5,0.6666666666666666,0.3333333333333333,0.0,0.8343352865078761,0.1656647134921239,0.0062021160160525,0.3029004013133893,0.0,0.0,1.0
AC,01104,JORDÃO,3,0.5518376302797586,0.3102029621503017,0.4055657745591844,2.4656912952946164,PC do B,10000001697,ELSON DE LIMA FARIAS,12002,Tarauacá,8.78996465113226,0.0,0.0388282312273077,0.9,0.1,0.0,0.0,0.8270301401420618,0.1729698598579382,0.0032497678737233,0.0250696378830083,0.0,0.0,1.0
AC,01112,EPITACIOLÂNDIA,3,0.4706699062825408,0.1205599907439546,0.3762269859049186,2.6579698890943546,PSB,10000001939,JOÃO SEBASTIÃO FLORES DA SILVA,12005,Brasiléia,9.61760386202573,0.0,0.0,0.9,0.2,0.1,0.0,0.8052335492669621,0.1947664507330378,0.0099502487562189,0.0335556261246956,1.0,0.0,1.0
AC,01120,ACRELÂNDIA,5,0.5373134328358209,0.321802203933603,0.359379176329573,2.7825763590791297,PSB,10000002445,EDERALDO CAETANO DE SOUSA,12004,Rio Branco,9.43308384326905,0.0,0.0,0.75,0.25,0.25,0.0,0.7735849056603774,0.2264150943396226,0.0076131397152121,0.0267869730720428,1.0,1.0,1.0
AC,01139,FEIJÓ,3,0.4696025778732545,0.1450769781596849,0.3682266532783803,2.71571867787636,PP,10000001523,KIEFER ROBERTO CAVALCANTE LIMA,12002,Tarauacá,10.3828844267985,0.0,0.0081706098403389,0.5,0.625,0.125,0.0,0.7521914567969946,0.2478085432030054,0.0056727093353064,0.0388457269700332,0.0,0.0,0.0
AC,01392,RIO BRANCO,4,0.548661627717377,0.2284884730090101,0.4127329850610454,2.42287395530574,PT,10000000922,MARCUS ALEXANDRE MÉDICI AGUIAR VIANA DA SILVA,12004,Rio Branco,12.7179017656253,0.0,0.0041870221801218,0.7857142857142857,0.2142857142857142,0.0714285714285714,0.0,0.7276534734857192,0.2723465265142808,0.0180329712104257,0.031798638960427,,,
AC,01457,SENA MADUREIRA,4,0.3865451516487824,0.0442451859473761,0.3198891719171691,3.1260826804695228,PMDB,10000003447,OSMAR SERAFIM DE ANDRADE,12003,Sena Madureira,10.541571182321,0.0,0.0216882896839297,0.25,1.25,0.5,0.0,0.772192513368984,0.227807486631016,0.0104548297739254,0.0284156911804128,0.0,0.0,1.0
AC,01473,TARAUACÁ,3,0.4797519968720326,0.0568061218790146,0.4185128958159025,2.389412632197324,PSD,10000002692,MARILETE VITORINO DE SIQUEIRA,12002,Tarauacá,10.4754270901604,0.0,0.0843384507122983,0.9230769230769232,0.1538461538461538,0.0769230769230769,0.0,0.7455794186840707,0.2544205813159292,0.0101277418698152,0.0451931395999796,1.0,0.0,1.0
AC,01490,XAPURI,4,0.4138745704467353,0.0851589347079037,0.3226297673400763,3.0995280077362604,PT,10000002340,FRANCISCO UBIRACY MACHADO DE VASCONCELOS,12005,Brasiléia,9.68315255354396,0.0,0.0194432567042278,0.75,0.375,0.25,0.0,0.8095446969032372,0.1904553030967628,0.0082358040745557,0.038469874295622,0.0,0.0,1.0
AC,01511,PLÁCIDO DE CASTRO,4,0.4777996070726915,0.1877210216110019,0.3612882650599619,2.767872905681099,PSDB,10000002004,GEDEON SOUSA BARROS,12004,Rio Branco,9.74934520600748,0.11696418154241,0.0188390431466235,0.7,0.4,0.1,0.0,0.8210464727515882,0.1789535272484119,0.0095693779904306,0.0323730021378397,0.0,0.0,1.0
AC,01538,SENADOR GUIOMARD,4,0.3237394657906013,0.0264247964576489,0.2694468668248487,3.711306840506111,PSD,10000002865,ANDRE LUIS TAVARES DA CRUZ MAIA,12004,Rio Branco,9.90737996725147,0.0,0.0540488706983272,0.7,0.5,0.2,0.0,0.8056061987237921,0.1943938012762078,0.0147807637906647,0.0221357850070721,1.0,1.0,1.0
AC,01554,MANOEL URBANO,4,0.4376009693053311,0.0928917609046849,0.3497314934192154,2.85933643042356,PMDB,10000001752,JOSÉ ALTANÍZIO TAUMATURGO SÁ,12003,Sena Madureira,8.98004631663313,0.0,0.0,0.0,1.5,0.75,0.0,0.7928977666805382,0.2071022333194618,0.0090972708187543,0.046885934219734,0.0,0.0,1.0
AC,01570,ASSIS BRASIL,3,0.5259108395564608,0.2222222222222222,0.3978453325533076,2.513539604906661,PSDB,10000001848,ANTONIO BARBOSA DE SOUSA,12005,Brasiléia,8.70350676947973,0.0,0.0812807817970293,0.5,0.6,0.2,0.0,0.8317267038728225,0.1682732961271774,0.0048800325335502,0.0262301748678324,1.0,0.0,0.0
AL,27006,PARIPUEIRA,2,0.8548886138613861,0.7097772277227723,0.7518918564969121,1.329978495390323,PSDB,20000005116,HAROLDO NASCIMENTO DA SILVA,27011,Maceió,9.33176122718052,0.0,0.0,0.5,0.5,0.5,0.0,0.8357734540550954,0.1642265459449046,0.0172870807882908,0.0420652299181744,1.0,1.0,1.0
AL,27014,ÁGUA BRANCA,3,0.5455432372505543,0.1015521064301552,0.4948550774086656,2.020793653844176,PSDB,20000005941,JOSÉ CARLOS DE CARVALHO,27001,Serrana do Sertão Alagoano,9.87013757285457,0.0,0.0,0.5555555555555556,0.4444444444444444,0.2222222222222222,0.0,0.7581720711297071,0.2418279288702929,0.0082780029317927,0.042166077433819,0.0,0.0,0.0
AL,27022,PARICONHA,2,0.557001239157373,0.1140024783147459,0.5064982825309521,1.974340357094676,PP,20000003186,FABIANO RIBEIRO DE SANTANA,27001,Serrana do Sertão Alagoano,9.23542315234365,0.0,0.0,0.75,0.375,0.0,0.0,0.8065476190476191,0.1934523809523809,0.0079477717854101,0.0425773488504115,1.0,0.0,1.0
AL,27030,ANADIA,2,0.5107245758190161,0.0214491516380321,0.5002300330529956,1.999080290914995,PDT,20000000686,JOSE CELINO RIBEIRO DE LIMA,27012,São Miguel dos Campos,9.76462770315271,0.0,0.0233380833345109,0.6666666666666666,0.3333333333333333,0.1666666666666666,0.0,0.7665780356135686,0.2334219643864314,0.0110363674584822,0.0362623502207273,0.0,0.0,0.0
AL,27049,ESTRELA DE ALAGOAS,2,0.5686227830020236,0.1372455660040472,0.5094181726938857,1.963023805593425,PP,20000007968,ARLINDO GARROTE DA SILVA NETO,27005,Palmeira dos Índios,9.75417514934912,0.0,0.0,0.75,0.25,0.25,0.0,0.7161074974323862,0.2838925025676138,0.0161348153460021,0.0533046492171626,0.0,0.0,1.0
AL,27057,ARAPIRACA,4,0.3804181972308562,0.002439483846661,0.3383366758874229,2.955635824514446,PSDB,20000001647,ROGERIO AUTO TEOFILO,27006,Arapiraca,12.2703611354125,0.0,0.0075064871992909,0.8235294117647058,0.1764705882352941,0.0588235294117647,0.0,0.8085789911095281,0.1914210088904719,0.0213080205220335,0.0407072155331755,1.0,1.0,1.0
AL,27065,JEQUIÁ DA PRAIA,2,0.5548543689320389,0.1097087378640777,0.5060180035818644,1.9762142708786412,PRB,20000002329,JEANNYNE BELTRÃO LIMA SIQUEIRA,27012,São Miguel dos Campos,9.38185373005353,0.0,0.0982926314472571,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.0,0.8634900193174501,0.1365099806825499,0.0041759880686055,0.0241610738255033,1.0,1.0,0.0
AL,27073,ATALAIA,5,0.5184049079754601,0.1638728073965263,0.4013120825804115,2.4918262953112764,PMDB,20000001193,FRANCISCO LUIZ DE ALBUQUERQUE,27009,Mata Alagoana,10.681802745466,0.289289404201584,0.0260608449164261,0.75,0.25,0.125,0.0,0.7790709175431078,0.2209290824568923,0.0102835378755818,0.0399492170969107,0.0,0.0,1.0
AL,27081,CAMPESTRE,2,0.5020661157024794,0.0041322314049587,0.5000085376681922,1.9999658499103556,PMDB,20000007984,NIELSON MENDES DA SILVA,27009,Mata Alagoana,8.77832592863448,0.0,0.0,0.5,0.5,0.5,0.0,0.8017303532804614,0.1982696467195385,0.0146133093525179,0.0418165467625899,0.0,0.0,0.0
AL,27090,BARRA DE SANTO ANTÔNIO,3,0.6058527173330475,0.2432200664594275,0.4995531265965355,2.001789092609665,PSDB,20000003649,EMANUELLA CORADO ACIOLI DE MOURA,27011,Maceió,9.5542846234361,0.0,0.0,0.5,0.5,0.5,0.0,0.814465671143739,0.1855343288562609,0.0132131516951756,0.0434292737887944,1.0,1.0,1.0
AL,27111,BARRA DE SÃO MIGUEL,4,0.5102078352032371,0.1169762736803384,0.4207750091006828,2.3765669974965657,PMDB,20000004585,JOSE MEDEIROS NICOLAU,27011,Maceió,8.91220384162054,0.0,0.0,0.6,0.4,0.1,0.0,0.8303610265332754,0.1696389734667246,0.0160642570281124,0.0426052034223851,1.0,1.0,0.0
AL,27138,BATALHA,3,0.558592174263816,0.1524808390480032,0.4781974759826023,2.0911862781065405,PMDB,20000002392,MARINA THEREZA CINTRA DANTAS,27004,Batalha,9.72853875007159,0.0,0.0,0.7,0.3,0.1,0.0,0.8366784730421094,0.1633215269578906,0.0169332079021636,0.0460959548447789,0.0,0.0,1.0
AL,27154,BELÉM,3,0.5713551041398817,0.1540241707379788,0.5007397687473044,1.9970452966052403,PSDB,20000004360,ANA PAULA ANTERO SANTA ROSA BARBOSA,27005,Palmeira dos Índios,8.42156296040099,0.0,0.0,0.625,0.625,0.25,0.0,0.804177005789909,0.1958229942100909,0.0159424016456672,0.043455901259964,0.0,0.0,0.0
AL,27170,BELO MONTE,2,0.5404245709123758,0.0808491418247516,0.5032682918668995,1.9870117314374185,PRP,20000000835,CLAUDEVAL SANTOS SANTANA,27004,Batalha,8.85523562320697,0.0,0.0,0.75,0.25,0.0,0.0,0.8690620141647953,0.1309379858352047,0.0071556350626118,0.0256410256410256,0.0,0.0,1.0
AL,27197,BOCA DA MATA,3,0.5501986029311053,0.1271743596767566,0.4823850290146624,2.0730328261692472,PMDB,20000001583,GUSTAVO DANTAS FEIJO,27012,São Miguel dos Campos,10.1554906325309,0.0,0.0,0.5,0.5,0.0,0.0,0.7535269709543568,0.2464730290456431,0.0171393171806167,0.0503166299559471,1.0,1.0,1.0
AL,27219,BRANQUINHA,2,0.5487340724805561,0.097468144961112,0.5047500196410802,1.9811787242942245,PSDB,20000006787,JAIRON MAIA FERNANDES NETO,27009,Mata Alagoana,9.20331575703922,0.0,0.0500890243747043,1.0,0.0,0.0,0.0,0.758459076360311,0.241540923639689,0.0123587038432554,0.053353428786737,1.0,1.0,0.0
AL,27235,CACIMBINHAS,2,0.7891379028300344,0.5782758056600688,0.6672014537059008,1.4987976936285203,PMDB,20000001869,HUGO WANDERLEY CAJU,27005,Palmeira dos Índios,9.22621372113247,0.0,0.0,0.5,0.5,0.5,0.0,0.7606561451472599,0.2393438548527401,0.0124162718510047,0.0475412514295049,0.0,0.0,0.0
AL,27251,CAJUEIRO,2,0.5158943965517241,0.0317887931034482,0.5005052636834868,1.997980985535424,PMDB,20000005532,ANTONIO PALMERY MELO NETO,27009,Mata Alagoana,9.90698144179038,0.0,0.0367857568165111,0.7,0.5,0.3,0.0,0.7583959899749373,0.2416040100250626,0.014540647719762,0.0443773014823907,1.0,0.0,1.0
AL,27278,CAMPO ALEGRE,3,0.8262594208647362,0.6604522015073384,0.7102596027561267,1.4079359097991078,PSDB,20000001018,PAULINE DE FÁTIMA PEREIRA ALBUQUERQUE,27012,São Miguel dos Campos,10.832655022224,0.0,0.0425209473468058,0.8333333333333334,0.3333333333333333,0.0,0.0,0.750791331872413,0.249208668127587,0.0148100102697151,0.0449705421328576,0.0,0.0,1.0
AL,27294,CAMPO GRANDE,2,0.5070152119332447,0.0140304238664894,0.5000984263969367,1.9996063718990449,PRB,20000005170,ARNALDO HIGINO LESSA,27006,Arapiraca,9.10797536529815,0.0,0.0,0.5,0.6666666666666666,0.3333333333333333,0.0,0.8381671947355593,0.1618328052644406,0.0101773771445187,0.0359116022099447,,,
AL,27316,CANAPI,2,0.6088952361521983,0.2177904723043966,0.5237163449132861,1.9094305719359856,DEM,20000006985,VINICIUS JOSE MARIANO DE LIMA,27001,Serrana do Sertão Alagoano,9.75324588920559,0.0,0.0,0.5714285714285714,0.4285714285714285,0.1428571428571428,0.0,0.7671284163234744,0.2328715836765256,0.0110297706198145,0.0447047340165934,0.0,0.0,0.0
AL,27332,CAPELA,2,0.5297185593387128,0.0594371186774256,0.5017663855383372,1.992959330918742,PMDB,20000003422,ADELMO MOREIRA CALHEIROS,27009,Mata Alagoana,9.72196567591274,0.134540440074345,0.0,0.5714285714285714,0.7142857142857143,0.4285714285714285,0.0,0.8084243369734789,0.191575663026521,0.0085874179853338,0.0352180625241219,0.0,0.0,1.0
AL,27359,CARNEIROS,3,0.72652156388553,0.4953647722692462,0.5830581666940412,1.7150947488996382,PMDB,20000000774,GERALDO NOVAIS AGRA FILHO,27003,Santana do Ipanema,9.00491394146713,0.0,0.0,0.0,1.25,0.75,0.0,0.7949816401468788,0.2050183598531211,0.0198229407236335,0.0748652809853733,0.0,0.0,0.0
AL,27375,CHÃ PRETA,2,0.5241480242525611,0.0482960485051222,0.5011662541506046,1.9953458392661287,PMN,20000001962,RITA COIMBRA CERQUEIRA TENÓRIO,27008,Serrana dos Quilombos,8.8667226671941,0.0,0.0,0.5,0.5,0.3333333333333333,0.0,0.8008910212474297,0.1991089787525702,0.0074882327770646,0.0635430038510911,1.0,1.0,0.0
AL,27391,COITÉ DO NÓIA,2,0.5211223694466095,0.042244738893219,0.5008923089820781,1.9964371224469728,PMDB,20000001564,JOSÉ DE SENA NETTO,27006,Arapiraca,9.29743507882712,0.0,0.0,0.625,0.5,0.125,0.0,0.8127981384525887,0.1872018615474112,0.0071571714858288,0.0337818494131119,1.0,0.0,0.0
AL,27413,COLÔNIA LEOPOLDINA,2,0.565952148003202,0.131904296006404,0.5086993716524726,1.9657975923020568,PSDB,20000007879,MANUILSON ANDRADE SANTOS,27009,Mata Alagoana,9.903337541285,0.0,0.0,0.8571428571428571,0.2857142857142857,0.1428571428571428,0.0,0.7590629852156889,0.240937014784311,0.0124510850231234,0.0535396655994308,1.0,0.0,1.0
AL,27430,COQUEIRO SECO,3,0.4951277324203318,0.0539899920990255,0.4438160673123348,2.2531856632767004,PMDB,20000005847,MARIA DECELE DAMASO DE ALMEIDA,27011,Maceió,8.61558951327243,0.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.879154078549849,0.120845921450151,0.0162657502863688,0.0451317296678121,0.0,0.0,1.0
AL,27456,CORURIPE,3,0.6973535239173507,0.4913671101047269,0.5380755076333777,1.8584752247845453,PMDB,20000001276,JOAQUIM BELTRÃO SIQUEIRA,27012,São Miguel dos Campos,10.8551454282476,0.0520087260371822,0.0833769756342383,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.0,0.7896138826389427,0.2103861173610572,0.0134285339971177,0.0448709550635398,1.0,1.0,0.0
AL,27472,DELMIRO GOUVEIA,3,0.527821597590707,0.1654596300014341,0.4219614837949553,2.369884547296578,PSD,20000004008,ERALDO JOAQUIM CORDEIRO,27002,Alagoana do Sertão do São Francisco,10.7765993478163,0.0,0.0328261988786583,0.6,0.5,0.3,0.0,0.7650825839848441,0.2349174160151559,0.0106720608237714,0.0453736965089108,1.0,1.0,0.0
AL,27499,DOIS RIACHOS,2,0.5474936022881228,0.0949872045762456,0.5045112845166048,1.982116219577022,PRP,20000004205,RAMON CAMILO SILVA,27003,Santana do Ipanema,9.29403793099775,0.0,0.0,0.5,0.5,0.5,0.0,0.8206217848356072,0.1793782151643927,0.0072226764786045,0.0361133823930226,0.0,0.0,0.0
AL,27510,FEIRA GRANDE,3,0.5166363305424099,0.0489261012013104,0.4859109868541105,2.0579900991212594,PSDB,20000005324,FLÁVIO RANGEL APÓSTOLO LIRA,27006,Arapiraca,9.96213374796886,0.0,0.0136285916939451,0.5,0.6666666666666666,0.5,0.0,0.8334870848708487,0.1665129151291512,0.0099612617598229,0.039568345323741,1.0,0.0,1.0
AL,27537,FELIZ DESERTO,2,0.5750176928520877,0.1500353857041754,0.5112553084817003,1.9559699105516355,PMDB,20000005709,ROSIANA LIMA BELTRÃO SIQUEIRA,27013,Penedo,8.37401542173991,0.0,0.0,0.5,0.5,0.5,0.0,0.8293172690763052,0.1706827309236948,0.010722933241093,0.0453130404704254,0.0,0.0,1.0
AL,27553,FLEXEIRAS,2,0.5753466402559805,0.1506932805119609,0.5113542323957283,1.9555915188477744,PP,20000005339,MARIA ISABEL COSTA SOUZA,27009,Mata Alagoana,9.41662256621498,0.0,0.0,0.5,0.5,0.5,0.0,0.7672194649558165,0.2327805350441835,0.014357841590407,0.0572735878826128,1.0,1.0,0.0
AL,27570,GIRAU DO PONCIANO,5,0.6745745491490983,0.3699771399542799,0.5480692793643651,1.8245868499686224,PTB,20000003604,DAVID RAMOS DE BARROS,27006,Arapiraca,10.4963446742514,0.0,0.0,0.5,0.5,0.125,0.0,0.7914764663009705,0.2085235336990295,0.016817719187709,0.0549605001696311,0.0,0.0,1.0
AL,27596,IBATEGUARA,3,0.5810538780343398,0.1806986382474837,0.4982535481037227,2.0070102938671446,PT do B,20000002933,MANOEL GERAERTES ALVES CRUZ,27008,Serrana dos Quilombos,9.62535969288916,0.0,0.0,0.75,0.375,0.125,0.0,0.7992585224703861,0.2007414775296138,0.0149338160425387,0.048082362258174,0.0,0.0,0.0
AL,27618,IGACI,2,0.5407257218765295,0.0814514437530588,0.5033171688447289,1.9868187733299747,PMDB,20000004006,OLIVEIRO TORRES PIANCO,27005,Palmeira dos Índios,10.1316186453614,0.0,0.0,0.5,0.8333333333333334,0.1666666666666666,0.0,0.752895752895753,0.2471042471042471,0.0139487179487179,0.0425982905982906,1.0,0.0,1.0
AL,27634,IGREJA NOVA,3,0.3533307955843167,0.0111153406928055,0.3346461542741774,2.988230963445331,PMDB,20000002538,VERÔNICA DANTAS LIMA E SILVA,27013,Penedo,10.0539743858101,0.0,0.0,0.75,0.375,0.125,0.0,0.804171562867215,0.1958284371327849,0.0132972893986994,0.0466135749251114,0.0,0.0,0.0
AL,27650,INHAPI,3,0.4870661780556154,0.0596033627937055,0.4272632132206577,2.3404776471677087,PT,20000007342,JOSÉ CICERO VIEIRA,27001,Serrana do Sertão Alagoano,9.7838590650806,0.0,0.0,0.6666666666666666,0.4444444444444444,0.1111111111111111,0.0,0.7711273065591565,0.2288726934408435,0.0123667806153227,0.0349889402774984,1.0,1.0,0.0
AL,27677,JACARÉ DOS HOMENS,2,0.51075,0.0215,0.500231125,1.9990759271526737,PSB,20000000759,JOSE FLORIANO BENTO DE MELO,27004,Batalha,8.58690580382754,0.0,0.0,0.5,0.75,0.25,0.0,0.8485033598045205,0.1514966401954795,0.0050395968322534,0.0273578113750899,0.0,0.0,1.0
AL,27693,JACUÍPE,3,0.4455596770674231,0.157102334715252,0.3524780101437405,2.8370564154972397,PDT,20000002441,AMARO FERREIRA DA SILVA JUNIOR,27009,Mata Alagoana,8.84520113533958,0.0,0.0,0.3333333333333333,0.8333333333333334,0.5,0.0,0.8587962962962963,0.1412037037037037,0.0068422143893842,0.0454074227659133,0.0,0.0,0.0
AL,27715,JAPARATINGA,5,0.3454680534918276,0.0289747399702823,0.2773567297523452,3.605465066208816,PMDB,20000003912,KLEVER RÊGO LOUREIRO JUNIOR,27010,Litoral Norte Alagoano,8.94337554111312,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.8657448706512043,0.1342551293487957,0.0108191653786707,0.0377812124334535,1.0,0.0,1.0
AL,27731,JARAMATAIA,2,0.5222488675726086,0.0444977351452171,0.5009900242165269,1.996047728822245,PSB,20000005253,JEFFERSON TORRES BARRETO,27004,Batalha,8.61104776688786,0.0,0.0,0.0,1.5,0.75,0.0,0.8572918839974963,0.1427081160025036,0.0075444146994402,0.0440496471160866,1.0,0.0,1.0
AL,27758,JOAQUIM GOMES,5,0.4516353514265832,0.0129237498757331,0.4027339897507579,2.483028563392117,PSB,20000004482,ADRIANO FERREIRA BARROS,27009,Mata Alagoana,10.0118036960196,0.0,0.0143002771043928,0.5,0.5,0.3333333333333333,0.0,0.794536141149687,0.205463858850313,0.014147564469914,0.0470988538681948,0.0,0.0,1.0
AL,27774,JUNDIÁ,1,1.0,1.0,1.0,1.0,PMDB,20000006192,CARLOS ANTONIO DE MORAES E LIMA FILHO,27009,Mata Alagoana,8.33639048059155,0.0,0.115756908596945,0.5,0.5,0.0,0.0,0.8475242943081907,0.1524757056918093,0.0155610155610155,0.042042042042042,1.0,1.0,1.0
AL,27790,JUNQUEIRO,3,0.4951297547102737,0.0002132954141485,0.4901948535372754,2.0400050975320125,PMDB,20000001307,CARLOS AUGUSTO LIMA DE ALMEIDA,27012,São Miguel dos Campos,10.0774408596596,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.8068478829064297,0.1931521170935703,0.0095238095238095,0.0387431162941367,1.0,0.0,1.0
AL,27812,LAGOA DA CANOA,3,0.5079337249057596,0.0205137196458314,0.4955965182476014,2.01777043054285,PP,20000007347,TAINA CORREA DE SA LUCIO DA SILVA,27006,Arapiraca,9.80796735067872,0.0,0.0,0.5,0.625,0.25,0.0,0.8601827854317283,0.1398172145682717,0.0092768791627021,0.0320329844592451,0.0,0.0,0.0
AL,27839,LIMOEIRO DE ANADIA,2,0.5700078141649499,0.1400156283298999,0.5098021880883084,1.9615451313574572,PP,20000002090,MARCELO RODRIGUES BARBOSA,27006,Arapiraca,10.1987284846907,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.8114684841998535,0.1885315158001464,0.0111758989310009,0.0306122448979591,1.0,0.0,0.0
AL,27855,MACEIÓ,7,0.4685801214627827,0.2212904529302005,0.3297809689557727,3.032315670508298,PSDB,20000001535,RUI SOARES PALMEIRA,27011,Maceió,13.742019011166,0.0,0.0113480341769451,0.7619047619047619,0.238095238095238,0.0,0.0,0.7496269336988596,0.2503730663011405,0.0472920935888486,0.0929155313351498,,,
AL,27871,MAJOR ISIDORO,2,0.5672185143451504,0.1344370286903007,0.5090366573415384,1.96449506254134,PMDB,20000006613,MARIA SANTANA MARIANO SILVA CAMPOS,27004,Batalha,9.84166533889278,0.214521276595745,0.0,0.75,0.25,0.25,0.0,0.8209308807134894,0.1790691192865106,0.0118825326769648,0.0364963503649635,0.0,0.0,1.0
AL,27898,MARAGOGI,3,0.5724722765818656,0.1521200260926288,0.5044720093579435,1.9822705352329253,PP,20000005996,FERNANDO SERGIO LIRA NETO,27010,Litoral Norte Alagoano,10.2623501019203,0.297838158767855,0.0641499079359876,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.0,0.82196459495863,0.17803540504137,0.0163282027272195,0.0359337508047053,0.0,0.0,1.0
AL,27910,MARAVILHA,2,0.5520798106188705,0.1041596212377409,0.5054246133481948,1.978534431426838,PMDB,20000002549,MARIA DA CONCEIÇÃO RIBEIRO DE ALBUQUERQUE,27003,Santana do Ipanema,9.23552067050648,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.7695058102413485,0.2304941897586515,0.0091271158313972,0.0448058413541321,0.0,0.0,1.0
AL,27936,MARECHAL DEODORO,2,0.5001477978125923,0.0002955956251847,0.5000000436883867,1.9999998252464688,PSD,20000004338,CLAUDIO ROBERTO AYRES DA COSTA,27011,Maceió,10.7266317622098,0.0,0.0113508596686895,0.4,0.8,0.4,0.0,0.8258873849203244,0.1741126150796755,0.0154419427163924,0.0566836138566962,0.0,0.0,1.0
AL,27952,MARIBONDO,3,0.4512020792722547,0.122936972059779,0.3599760187897848,2.777962830307232,PRB,20000001349,LEOPOLDO CESAR AMORIM PEDROSA,27005,Palmeira dos Índios,9.51657428982249,0.0,0.0,0.5,0.5,0.0,0.0,0.8030869052300432,0.1969130947699567,0.0176276165993389,0.0449259395274819,0.0,0.0,1.0
