pair_id,cod_classe,cod_assunto,classe,assunto,n_2020,n_2024,n_total,family_micro,fam_subst13,fam_subst11,fam_theme9,fam_theme7,fam_triad3,fam_fine8,fam_fine7,fam_fine7_archive,fam_fine7_literal
1573,241,11664,PETIÇÃO CÍVEL,"Propaganda Política - Propaganda Eleitoral - Confecção, Utilização ou Distribuição de Brinde",13,5,18,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
1801,12557,12564,RECURSO/IMPUGNAÇÃO DE ALISTAMENTO ELEITORAL,Alistamento Eleitoral - Fraude,3,15,18,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1864,11541,11720,REPRESENTAÇÃO,Abuso - Uso Indevido de Meio de Comunicação Social,5,13,18,abuse_political,abuse_political,abuse_political,abuse_power,abuse_power,strategic_attack,abuse,abuse,abuse,abuse
1599,241,11715,PETIÇÃO CÍVEL,Quociente Eleitoral/Partidário,6,11,17,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
524,156,11628,CUMPRIMENTO DE SENTENÇA,Cargos,5,12,17,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1589,241,11674,PETIÇÃO CÍVEL,Propaganda Política - Propaganda Eleitoral - Rádio Comunitária,12,5,17,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
80,12061,11737,AÇÃO CAUTELAR,Cautelar Inominada - Incidental,17,0,17,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2187,12630,12601,REPRESENTAÇÃO ESPECIAL,Candidato Não-Eleito,9,8,17,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
328,12549,11778,CANCELAMENTO DE INSCRIÇÃO ELEITORAL (CIE),Requerimento,12,5,17,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1878,11541,12062,REPRESENTAÇÃO,Captação ou Gasto Ilícito de Recursos Financeiros de Campanha Eleitoral,12,5,17,campaign_finance,campaign_finance,campaign_finance,campaign_finance,campaign_finance,strategic_attack,abuse,abuse,abuse,abuse
2182,12630,11719,REPRESENTAÇÃO ESPECIAL,Abuso - De Poder Político/Autoridade,2,15,17,abuse_political,abuse_political,abuse_political,abuse_power,abuse_power,strategic_attack,abuse,abuse,abuse,abuse
1911,11541,14941,REPRESENTAÇÃO,Percentual de Gênero,0,17,17,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1974,11541,11775,REPRESENTAÇÃO,Veiculação de Propaganda Partidária - Em Bloco,15,2,17,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
2473,12135,12046,TUTELA ANTECIPADA ANTECEDENTE,Prestação de Contas - De Candidato,15,2,17,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2165,272,11451,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Utilização de Prédios ou Serviços de Repartições Públicas para Beneficiar Partido ou Organização de Caráter Político,9,8,17,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1882,11541,11628,REPRESENTAÇÃO,Cargos,0,17,17,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
574,156,11678,CUMPRIMENTO DE SENTENÇA,Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal,17,0,17,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
2587,12134,11668,TUTELA CAUTELAR ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos,9,7,16,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
28,11530,11647,APURAÇÃO DE ELEIÇÃO,Eleições - Eleição Suplementar,9,7,16,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
254,11528,11499,AÇÃO PENAL ELEITORAL,Impedimento ou Embaraço ao Exercício do Sufrágio,10,6,16,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
2181,12630,11718,REPRESENTAÇÃO ESPECIAL,Abuso - De Poder Econômico,3,13,16,abuse_economic,abuse_economic,abuse_economic,abuse_power,abuse_power,strategic_attack,abuse,abuse,abuse,abuse
2478,12135,11654,TUTELA ANTECIPADA ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,9,7,16,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1109,120,12600,MANDADO DE SEGURANÇA CÍVEL,Candidato Eleito,3,13,16,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2369,278,11438,TERMO CIRCUNSTANCIADO,Inscrição Fraudulenta,15,1,16,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
386,83,11778,CAUTELAR FISCAL,Requerimento,7,9,16,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
583,156,11684,CUMPRIMENTO DE SENTENÇA,Recursos Financeiros de Campanha Eleitoral,5,11,16,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2209,12630,11652,REPRESENTAÇÃO ESPECIAL,Propaganda Política - Propaganda Eleitoral,0,16,16,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
2065,272,10820,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Divulgação de pesquisa de fraudulenta,16,0,16,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1476,241,,PETIÇÃO CÍVEL,Exceção - De Ilegitimidade de Parte,3,13,16,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1073,279,11491,INQUÉRITO POLICIAL,Utilização de Organização Comercial para Propaganda ou Aliciamento de Eleitores,9,7,16,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,speech_crime
563,156,11662,CUMPRIMENTO DE SENTENÇA,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,12,4,16,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
1074,279,11451,INQUÉRITO POLICIAL,Utilização de Prédios ou Serviços de Repartições Públicas para Beneficiar Partido ou Organização de Caráter Político,9,7,16,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2000,272,10914,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Busca e Apreensão de Bens,15,0,15,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2151,272,3617,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Representação caluniosa,10,5,15,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1530,241,11612,PETIÇÃO CÍVEL,Nome do Candidato - Homonímia,13,2,15,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1851,11532,11620,REGISTRO DE CANDIDATURA,Registro de Candidatura - Substituição de Candidato,12,3,15,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
840,307,11704,HABEAS CORPUS CRIMINAL,Habeas Corpus - Liberatório,10,5,15,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1337,1727,11486,PETIÇÃO CRIMINAL,Difamação na Propaganda Eleitoral,9,6,15,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
1344,1727,11473,PETIÇÃO CRIMINAL,Falsidade Ideológica,6,9,15,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
160,11527,11604,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,Inelegibilidade - Rejeição de Contas Públicas,9,6,15,candidacy_challenge,candidacy_challenge,candidacy_challenge,candidacy,candidacy,strategic_attack,eligibility,eligibility,eligibility,eligibility
2531,12134,11638,TUTELA CAUTELAR ANTECEDENTE,Cargo - Vereador,9,6,15,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2593,12134,12637,TUTELA CAUTELAR ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Redes Sociais,8,7,15,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
2046,272,15020,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Denunciação Caluniosa para Fins Eleitorais,1,14,15,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
82,12061,11428,AÇÃO CAUTELAR,DIREITO ELEITORAL,15,0,15,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
311,11528,,AÇÃO PENAL ELEITORAL,"Violência Política de Gênero (art, 326-B do Código Eleitoral)",4,11,15,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
555,156,11653,CUMPRIMENTO DE SENTENÇA,Propaganda Política - Propaganda Eleitoral - Adesivo,9,6,15,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
1184,12561,11670,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,Propaganda Política - Propaganda Eleitoral - Distribuição de Tempo de Propaganda,10,5,15,prop_regulatory,prop_regulatory,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
2458,12135,11596,TUTELA ANTECIPADA ANTECEDENTE,Inelegibilidade - Abuso do Poder Econômico ou Político,3,12,15,abuse_economic,abuse_economic,abuse_economic,abuse_power,abuse_power,strategic_attack,abuse,abuse,abuse,eligibility
1202,12561,12636,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,Propaganda Política - Propaganda Eleitoral - Telemarketing,12,3,15,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
2206,12630,,REPRESENTAÇÃO ESPECIAL,NI,4,11,15,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2315,278,10751,TERMO CIRCUNSTANCIADO,Captação ilícita de votos ou corrupção eleitoral,13,2,15,crime_vote,crime_vote,crime_vote,crime_vote,criminal,criminal,vote_crime,vote_crime,vote_crime,vote_crime
6,14678,11501,ACORDO DE NÃO PERSECUÇÃO PENAL,Corrupção Eleitoral,5,10,15,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
2229,12633,11640,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,Cargo - Vice-Prefeito,6,9,15,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1426,241,11502,PETIÇÃO CÍVEL,Coação Visando a Obtenção de Voto ou a sua Abstenção,5,10,15,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
2180,12630,11717,REPRESENTAÇÃO ESPECIAL,Abuso,0,15,15,abuse_political,abuse_political,abuse_political,abuse_power,abuse_power,strategic_attack,abuse,abuse,abuse,abuse
1699,1733,11452,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Desobediência a Ordens ou Instruções da Justiça Eleitoral,9,6,15,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
648,,11778,EMBARGOS DE TERCEIRO CÍVEL,Requerimento,14,0,14,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1869,11541,,REPRESENTAÇÃO,"Auxílio Emergencial (Lei 13,982/2020)",13,1,14,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1507,241,11602,PETIÇÃO CÍVEL,Inelegibilidade - Parentesco,6,8,14,drop,drop,drop,drop,drop,drop,drop,drop,drop,eligibility
83,12061,9196,AÇÃO CAUTELAR,Liminar,14,0,14,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1528,241,,PETIÇÃO CÍVEL,NI,11,3,14,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2493,12135,11668,TUTELA ANTECIPADA ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos,7,7,14,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1635,241,11776,PETIÇÃO CÍVEL,Veiculação de Propaganda Partidária - Em Inserções,10,4,14,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
233,11528,11485,AÇÃO PENAL ELEITORAL,Divulgação de Falsa Imputação,9,5,14,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,speech_crime
1862,11541,11718,REPRESENTAÇÃO,Abuso - De Poder Econômico,4,10,14,abuse_economic,abuse_economic,abuse_economic,abuse_power,abuse_power,strategic_attack,abuse,abuse,abuse,abuse
1705,1733,11483,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Divulgação de Fatos Inverídicos na Propaganda Eleitoral,8,6,14,crime_speech,crime_speech,crime_speech,crime_speech,criminal,criminal,speech_crime,speech_crime,speech_crime,speech_crime
1077,279,11509,INQUÉRITO POLICIAL,Violação do Sigilo da Urna ou dos Invólucros,4,10,14,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
87,12061,12416,AÇÃO CAUTELAR,Tutela de Urgência,14,0,14,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2581,12134,11664,TUTELA CAUTELAR ANTECEDENTE,"Propaganda Política - Propaganda Eleitoral - Confecção, Utilização ou Distribuição de Brinde",7,7,14,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1703,1733,11486,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Difamação na Propaganda Eleitoral,10,4,14,crime_speech,crime_speech,crime_speech,crime_speech,criminal,criminal,speech_crime,speech_crime,speech_crime,speech_crime
1539,241,11478,PETIÇÃO CÍVEL,Obtenção de Acesso a Sistema de Dados Eleitorais,7,7,14,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
621,12625,11667,DIREITO DE RESPOSTA,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,2,12,14,prop_timing,prop_timing,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
2422,12135,12601,TUTELA ANTECIPADA ANTECEDENTE,Candidato Não-Eleito,11,3,14,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2013,272,11504,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Concentração de Eleitores para Embaraçar ou Fraudar o Exercício do Voto,5,9,14,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
2522,12134,12363,TUTELA CAUTELAR ANTECEDENTE,Cancelamento de Registro de Candidatura,10,4,14,candidacy_challenge,candidacy_challenge,candidacy_challenge,candidacy,candidacy,strategic_attack,eligibility,eligibility,eligibility,drop
1885,11541,11722,REPRESENTAÇÃO,Corrupção ou Fraude,14,0,14,drop,drop,drop,drop,drop,drop,drop,drop,drop,abuse
364,355,14221,CARTA PRECATÓRIA CRIMINAL,Falsificação ou Alteração de Documento Particular para Fins Eleitorais,7,7,14,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
875,12555,12052,IMPUGNAÇÃO À COMPOSIÇÃO DE JUNTA ELEITORAL,Impugnação - Nomeação de Membro da Junta Eleitoral,0,14,14,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1495,241,11559,PETIÇÃO CÍVEL,Improbidade Administrativa,6,8,14,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
209,11528,12588,AÇÃO PENAL ELEITORAL,Crimes Conexos,14,0,14,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1022,279,11450,INQUÉRITO POLICIAL,Não Cumprimento dos Deveres Impostos pelo Código Eleitoral à Autoridade Judiciária e aos Funcionários da Justiça Eleitoral,12,2,14,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
531,156,15405,CUMPRIMENTO DE SENTENÇA,Desinformação sobre a Integridade do Processo Eleitoral,0,14,14,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
1200,12561,11673,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,Propaganda Política - Propaganda Eleitoral - Rádio,11,3,14,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1110,120,12601,MANDADO DE SEGURANÇA CÍVEL,Candidato Não-Eleito,4,10,14,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
165,11527,,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,NI,7,7,14,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2282,326,11778,RESTITUIÇÃO DE COISAS APREENDIDAS,Requerimento,13,0,13,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1985,272,10752,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Aliciamento eleitoral,13,0,13,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2499,12135,11679,TUTELA ANTECIPADA ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Internet,5,8,13,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1325,1727,11497,PETIÇÃO CRIMINAL,Crimes contra o Sigilo ou o Exercício do Voto,0,13,13,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
2586,12134,11667,TUTELA CAUTELAR ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,6,7,13,prop_timing,prop_timing,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
40,280,11513,AUTO DE PRISÃO EM FLAGRANTE,Arregimentação de Eleitor ou Boca de Urna,1,12,13,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
1221,309,10751,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Captação ilícita de votos ou corrupção eleitoral,13,0,13,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
2157,272,12731,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Transação Penal,13,0,13,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1358,1727,11438,PETIÇÃO CRIMINAL,Inscrição Fraudulenta,2,11,13,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
818,12554,,FILIAÇÃO PARTIDÁRIA,NI,8,5,13,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
16,14678,11438,ACORDO DE NÃO PERSECUÇÃO PENAL,Inscrição Fraudulenta,0,13,13,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1215,309,11513,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Arregimentação de Eleitor ou Boca de Urna,1,12,13,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
181,11528,11470,AÇÃO PENAL ELEITORAL,Alteração do Resultado de Votação nos Mapas ou Boletins de Apuração,11,2,13,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1671,1733,11470,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Alteração do Resultado de Votação nos Mapas ou Boletins de Apuração,9,4,13,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
106,11526,11646,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,Eleições - Eleição Proporcional,6,7,13,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
892,279,10819,INQUÉRITO POLICIAL,Aliciamento de eleitores,12,1,13,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1773,193,11736,PRODUÇÃO ANTECIPADA DA PROVA,Cautelar Inominada - De Produção Antecipada de Provas,11,2,13,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2443,12135,11592,TUTELA ANTECIPADA ANTECEDENTE,Condição de Elegibilidade - Quitação Eleitoral,9,4,13,candidacy_challenge,candidacy_challenge,candidacy_challenge,candidacy,candidacy,strategic_attack,eligibility,eligibility,eligibility,eligibility
2340,278,11455,TERMO CIRCUNSTANCIADO,Descumprimento da Proibição de Fornecimento de Transporte ou Refeições a Eleitores,10,3,13,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
782,12729,11778,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Requerimento,13,0,13,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
961,279,11510,INQUÉRITO POLICIAL,"Destruição, Supressão ou Ocultação de Urna Contendo Votos ou Documentos Eleitorais",4,9,13,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
2363,278,11499,TERMO CIRCUNSTANCIADO,Impedimento ou Embaraço ao Exercício do Sufrágio,6,7,13,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
1727,1733,11487,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Injúria na Propaganda Eleitoral,9,4,13,crime_speech,crime_speech,crime_speech,crime_speech,criminal,criminal,speech_crime,speech_crime,speech_crime,speech_crime
885,,11742,INCIDENTE DE IMPEDIMENTO / SUSPEIÇÃO,Exceção - De Impedimento,7,6,13,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1706,1733,11514,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Divulgação de Propaganda Eleitoral no Dia da Eleição,11,2,13,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
