office_group,election_year,state,municipality_id_tse,municipality_name,total_candidates,elected_candidates,party_count,coalition_count,female_share,nonwhite_share,higher_education_share,married_share,mean_age,sd_age,elected_female_share,elected_nonwhite_share,elected_higher_education_share,elected_mean_age,new_candidate_count,incumbent_candidate_count,incumbent_reelected_count,new_candidate_share,incumbent_candidate_share,incumbent_reelected_share,candidate_hhi_party,effective_party_count_candidates
executive,2020,SE,31135,BREJO GRANDE,2,1,2,2,0.5,0.5,1.0,0.0,36.41478439425051,8.969269588603078,0.0,1.0,1.0,30.072553045859,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,31151,BOQUIM,3,1,3,3,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,54.14830025096965,4.666647458570622,0.0,1.0,0.0,49.02943189596167,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SE,31194,CAMPO DO BRITO,3,1,3,3,0.0,1.0,0.3333333333333333,0.3333333333333333,45.507643166780746,11.226183269476403,0.0,1.0,1.0,33.12251882272416,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SE,31216,CANHOBA,2,1,2,2,0.0,0.0,0.5,0.0,43.370294318959616,11.66605191904212,0.0,0.0,1.0,35.121149897330596,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,31232,CANINDÉ DE SÃO FRANCISCO,5,1,5,3,0.0,0.8,0.4,0.4,46.557700205338804,9.920044862120498,0.0,0.0,0.0,42.42026009582478,0,0,0,0.0,0.0,0.0,0.20000000000000004,4.999999999999999
executive,2020,SE,31259,CAPELA,5,1,5,4,0.4,0.6,0.6,0.4,46.82436687200548,6.743812959343034,1.0,0.0,1.0,42.064339493497606,0,0,0,0.0,0.0,0.0,0.20000000000000004,4.999999999999999
executive,2020,SE,31275,CARIRA,4,1,4,4,0.0,1.0,0.75,0.5,43.868583162217654,14.34634874854398,0.0,1.0,1.0,37.55783709787816,0,0,0,0.0,0.0,0.0,0.25,4.0
executive,2020,SE,31291,CARMÓPOLIS,4,1,4,3,0.25,0.75,0.25,0.5,52.41478439425052,8.506987916293228,1.0,1.0,1.0,59.25530458590007,0,0,0,0.0,0.0,0.0,0.25,4.0
executive,2020,SE,31313,CEDRO DE SÃO JOÃO,2,1,2,2,0.5,0.0,1.0,0.0,51.04585900068446,22.00984803644041,1.0,0.0,1.0,35.48254620123203,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,31330,CRISTINÁPOLIS,4,1,4,3,0.25,1.0,0.25,0.0,47.7378507871321,8.983649111504862,0.0,1.0,0.0,34.652977412731005,0,0,0,0.0,0.0,0.0,0.25,4.0
executive,2020,SE,31356,NOSSA SENHORA APARECIDA,2,1,2,2,0.5,1.0,0.0,0.5,52.591375770020534,5.199969375132287,1.0,1.0,0.0,48.91444216290212,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,31372,CUMBE,2,1,2,1,0.0,1.0,0.0,0.5,53.4154688569473,7.964510055582363,0.0,1.0,0.0,47.78370978781656,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,31399,DIVINA PASTORA,3,1,2,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,44.60323979009811,15.644110142962676,1.0,0.0,0.0,38.04791238877481,0,0,0,0.0,0.0,0.0,0.5555555555555556,1.7999999999999998
executive,2020,SE,31410,ESTÂNCIA,5,1,5,3,0.2,0.8,1.0,0.2,48.40520191649555,6.715232786662584,0.0,1.0,1.0,58.97604380561259,0,0,0,0.0,0.0,0.0,0.20000000000000004,4.999999999999999
executive,2020,SE,31437,FEIRA NOVA,2,1,2,2,0.0,1.0,0.5,0.5,47.295003422313485,16.050985141184572,0.0,1.0,1.0,35.945242984257355,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,31453,FREI PAULO,2,1,2,2,0.5,1.0,0.5,0.5,60.861054072553046,18.64516197017834,0.0,1.0,1.0,47.676933607118414,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,31470,GENERAL MAYNARD,2,1,2,2,0.5,1.0,0.5,1.0,53.89185489390828,10.62063737601478,0.0,1.0,0.0,61.40177960301163,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,31496,GARARU,3,1,3,2,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,52.88523842117271,2.240951078317418,1.0,1.0,1.0,52.05749486652977,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SE,31518,GRACCHO CARDOSO,2,1,2,2,0.0,1.0,0.0,0.0,53.87268993839836,3.9725752635038885,0.0,1.0,0.0,56.681724845995895,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,31534,ILHA DAS FLORES,2,1,2,2,0.0,1.0,0.0,0.5,46.814510609171805,3.98806288636355,0.0,1.0,0.0,43.99452429842574,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,31550,INDIAROBA,4,1,4,4,0.25,0.5,0.5,0.25,45.89185489390828,4.7000464720697925,0.0,1.0,0.0,45.91101984941821,0,0,0,0.0,0.0,0.0,0.25,4.0
executive,2020,SE,31577,ITABAIANA,5,1,5,3,0.2,0.8,0.8,0.8,50.775633127994524,10.268033599117246,0.0,1.0,1.0,55.110198494182065,0,0,0,0.0,0.0,0.0,0.20000000000000004,4.999999999999999
executive,2020,SE,31593,ITABAIANINHA,2,1,2,2,0.0,0.5,1.0,1.0,38.10130047912389,1.0976852701787034,0.0,0.0,1.0,37.32511978097194,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,31615,ITABI,2,1,2,2,0.0,0.0,1.0,0.5,55.101984941820675,12.293300644858526,0.0,0.0,1.0,46.40930869267625,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,31631,ITAPORANGA D'AJUDA,6,1,6,4,0.16666666666666666,1.0,0.6666666666666666,0.3333333333333333,51.60483686972393,7.650265627045679,0.0,1.0,1.0,59.30184804928131,0,0,0,0.0,0.0,0.0,0.16666666666666669,5.999999999999999
executive,2020,SE,31658,JAPARATUBA,3,1,3,3,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,58.11909650924025,12.619932763968384,1.0,1.0,1.0,47.84394250513347,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SE,31674,JAPOATÃ,4,1,4,4,0.0,1.0,0.75,0.25,49.64544832306639,8.853247956807579,0.0,1.0,0.0,50.89664613278576,0,0,0,0.0,0.0,0.0,0.25,4.0
executive,2020,SE,31690,LAGARTO,5,1,5,4,0.2,0.4,1.0,0.6,47.56906228610541,13.40700295813254,1.0,0.0,1.0,39.75633127994524,0,0,0,0.0,0.0,0.0,0.20000000000000004,4.999999999999999
executive,2020,SE,31712,LARANJEIRAS,6,1,6,6,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.6666666666666666,53.403148528405204,8.110160802144978,0.0,1.0,1.0,49.270362765229294,0,0,0,0.0,0.0,0.0,0.16666666666666669,5.999999999999999
executive,2020,SE,31739,MACAMBIRA,2,1,2,2,0.0,0.0,1.0,1.0,66.64339493497604,16.45753524125076,0.0,0.0,1.0,78.28062970568104,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,31755,MALHADA DOS BOIS,3,1,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,54.44490075290897,3.47015324058253,0.0,1.0,0.0,50.53798767967146,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SE,31771,MALHADOR,2,1,2,2,0.0,0.5,0.5,0.5,44.266940451745384,19.071071598819106,0.0,1.0,1.0,30.781656399726216,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,31798,MARUIM,3,1,3,3,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,58.01049509468401,6.538055514120604,0.0,0.0,1.0,64.0930869267625,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SE,31810,MOITA BONITA,2,1,2,2,0.0,0.5,1.0,0.5,35.64134154688569,17.787534854324427,0.0,0.0,1.0,48.219028062970565,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,31836,MONTE ALEGRE DE SERGIPE,3,1,3,3,0.6666666666666666,0.6666666666666666,0.0,1.0,49.42003194159252,11.677665496539397,1.0,0.0,0.0,58.3709787816564,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SE,31852,MURIBECA,2,1,2,2,0.5,0.5,1.0,0.0,39.215605749486656,18.590955290169514,0.0,1.0,1.0,26.069815195071868,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,31879,NEÓPOLIS,4,1,4,4,0.25,0.75,0.5,1.0,46.709103353867214,8.122871082374886,0.0,1.0,0.0,50.47775496235455,0,0,0,0.0,0.0,0.0,0.25,4.0
executive,2020,SE,31895,NOSSA SENHORA DA GLÓRIA,6,1,6,3,0.16666666666666666,1.0,1.0,0.6666666666666666,54.917636322153776,13.564645699960963,1.0,1.0,1.0,41.11430527036276,0,0,0,0.0,0.0,0.0,0.16666666666666669,5.999999999999999
executive,2020,SE,31917,NOSSA SENHORA DAS DORES,2,1,2,2,0.0,1.0,0.5,0.0,38.772073921971256,8.225863691339192,0.0,1.0,0.0,44.5886379192334,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,31933,NOSSA SENHORA DE LOURDES,3,1,3,1,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,50.44125028519279,13.277493081787764,0.0,0.0,0.0,63.436002737850785,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SE,31950,NOSSA SENHORA DO SOCORRO,7,1,7,5,0.14285714285714285,0.7142857142857143,0.5714285714285714,0.7142857142857143,49.38457025520681,9.560730149032732,0.0,1.0,1.0,51.200547570157426,0,0,0,0.0,0.0,0.0,0.14285714285714285,7.0
executive,2020,SE,31976,PACATUBA,3,1,3,3,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,43.7782340862423,10.065151282672737,1.0,0.0,1.0,32.19712525667351,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SE,31992,PEDRA MOLE,2,1,2,2,0.0,0.5,0.0,1.0,55.99726214921287,14.46156784521153,0.0,1.0,0.0,66.22313483915127,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,32018,PEDRINHAS,4,1,3,3,0.25,0.5,0.75,0.5,46.02190280629706,13.212657518588353,1.0,0.0,1.0,44.714579055441476,0,0,0,0.0,0.0,0.0,0.375,2.6666666666666665
executive,2020,SE,32034,PINHÃO,2,1,2,2,0.5,1.0,1.0,1.0,43.53593429158111,0.687263264397605,0.0,1.0,1.0,44.02190280629706,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,32050,PIRAMBU,5,1,5,4,0.2,0.6,0.6,0.6,49.71718001368926,10.18133444216398,0.0,1.0,1.0,47.90965092402464,0,0,0,0.0,0.0,0.0,0.20000000000000004,4.999999999999999
executive,2020,SE,32077,POÇO REDONDO,3,1,3,3,0.0,0.6666666666666666,0.6666666666666666,0.0,45.94752452657997,5.231731505247322,0.0,0.0,1.0,50.13278576317591,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SE,32093,POÇO VERDE,3,1,3,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,44.99201460187086,10.360091169848934,0.0,1.0,1.0,34.652977412731005,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SE,32115,PORTO DA FOLHA,4,1,3,3,0.25,0.0,0.5,1.0,58.06570841889117,17.09294493846601,0.0,0.0,0.0,33.210130047912386,0,0,0,0.0,0.0,0.0,0.375,2.6666666666666665
executive,2020,SE,32131,PROPRIÁ,4,1,4,4,0.0,0.5,0.5,1.0,53.41820670773443,18.112461239427944,0.0,0.0,1.0,63.27720739219713,0,0,0,0.0,0.0,0.0,0.25,4.0
executive,2020,SE,32158,RIACHÃO DO DANTAS,2,1,2,2,0.5,1.0,1.0,0.5,45.351129363449694,4.628863282182165,1.0,1.0,1.0,42.078028747433265,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,32174,RIACHUELO,2,1,2,2,0.0,1.0,0.5,1.0,40.38877481177276,6.884248361120771,0.0,1.0,0.0,45.256673511293634,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,32190,RIBEIRÓPOLIS,4,1,4,4,0.0,0.25,0.5,0.25,51.55099247091033,15.207277945008784,0.0,1.0,0.0,42.31622176591376,0,0,0,0.0,0.0,0.0,0.25,4.0
executive,2020,SE,32212,ROSÁRIO DO CATETE,3,1,3,3,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,56.369609856262834,3.845698111796789,0.0,1.0,0.0,53.17453798767967,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SE,32239,SALGADO,3,1,3,3,0.0,1.0,0.6666666666666666,1.0,42.08350444900753,2.413766021852168,0.0,1.0,1.0,41.35523613963039,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SE,32255,SANTA LUZIA DO ITANHY,3,1,3,3,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,43.46611909650924,15.269813405771185,0.0,0.0,0.0,60.56673511293634,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SE,32298,SANTA ROSA DE LIMA,2,1,2,2,0.0,0.5,1.0,0.5,48.22724161533196,20.013880640401172,0.0,1.0,1.0,34.07529089664613,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,32310,SANTO AMARO DAS BROTAS,10,1,10,6,0.1,0.9,0.6,0.6,52.32361396303902,5.699405289034212,0.0,1.0,1.0,57.12799452429842,0,0,0,0.0,0.0,0.0,0.10000000000000003,9.999999999999996
executive,2020,SE,32336,SÃO CRISTÓVÃO,6,1,6,5,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,57.70020533880904,10.598603519428348,0.0,1.0,1.0,61.021218343600275,0,0,0,0.0,0.0,0.0,0.16666666666666669,5.999999999999999
executive,2020,SE,32352,SÃO DOMINGOS,2,1,2,2,0.5,0.5,1.0,0.5,38.35455167693361,0.8169721058472849,0.0,1.0,1.0,37.776865160848736,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,32379,SÃO FRANCISCO,2,1,2,2,0.5,0.0,0.5,0.5,56.49828884325804,0.9176416544351089,1.0,0.0,1.0,57.14715947980835,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,32395,SÃO MIGUEL DO ALEIXO,3,1,3,2,0.0,0.3333333333333333,0.0,0.3333333333333333,41.921058635637685,10.979906894098784,0.0,0.0,0.0,39.96714579055441,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SE,32417,SIMÃO DIAS,3,1,3,3,0.0,0.0,1.0,1.0,47.195984485512206,8.427209830227238,0.0,0.0,1.0,44.878850102669404,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SE,32433,SIRIRI,3,1,3,2,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,51.37668263746292,13.680484619896468,0.0,1.0,0.0,67.1731690622861,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SE,32450,TELHA,2,1,2,2,0.0,0.5,0.5,0.0,47.399041752224505,11.559574511881932,0.0,0.0,1.0,39.22518822724162,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SE,32476,TOBIAS BARRETO,4,1,4,3,0.0,1.0,1.0,0.75,50.78850102669404,14.912854254750386,0.0,1.0,1.0,60.6570841889117,0,0,0,0.0,0.0,0.0,0.25,4.0
executive,2020,SE,32492,TOMAR DO GERU,4,1,4,3,0.25,0.25,0.5,0.5,56.81108829568788,5.088103192537552,0.0,1.0,0.0,61.1937029431896,0,0,0,0.0,0.0,0.0,0.25,4.0
executive,2020,SE,32514,UMBAÚBA,3,1,3,3,0.0,0.3333333333333333,0.6666666666666666,0.0,46.38284280173397,0.2989945327379136,0.0,1.0,0.0,46.105407255304584,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SP,61000,EUCLIDES DA CUNHA PAULISTA,2,1,2,2,0.0,0.5,0.5,1.0,43.09377138945928,14.298947805185048,0.0,0.0,1.0,32.982888432580424,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SP,61018,ADAMANTINA,2,1,2,2,0.0,0.5,1.0,1.0,52.950034223134836,6.280231069593866,0.0,0.0,1.0,57.39082819986311,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SP,61026,BOREBI,2,1,2,2,0.0,0.5,0.0,0.5,43.57700205338809,0.7685732844108402,0.0,0.0,0.0,44.120465434633815,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SP,61034,ADOLFO,2,1,2,2,0.0,0.5,0.0,1.0,64.20260095824779,6.067276255273481,0.0,0.0,0.0,59.912388774811774,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SP,61042,TARUMÃ,3,1,3,3,0.0,0.0,1.0,0.6666666666666666,50.88751996349532,17.06945571503158,0.0,0.0,1.0,70.11088295687885,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SP,61050,AGUAÍ,3,1,3,3,0.0,0.3333333333333333,0.6666666666666666,1.0,45.195528177047684,6.0087949562397736,0.0,1.0,1.0,48.79123887748118,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SP,61069,MOTUCA,2,1,2,2,0.0,0.0,1.0,1.0,42.50102669404518,3.5563453991504153,0.0,0.0,1.0,45.01574264202601,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SP,61077,ÁGUAS DA PRATA,3,1,3,3,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,51.55646817248461,11.310335317133584,1.0,0.0,0.0,58.99520876112252,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SP,61085,IARAS,5,1,5,3,0.2,0.0,0.8,0.4,46.455304585900066,4.384765863730373,0.0,0.0,1.0,46.45311430527036,0,0,0,0.0,0.0,0.0,0.20000000000000004,4.999999999999999
executive,2020,SP,61093,ÁGUAS DE LINDÓIA,3,1,3,3,0.0,0.0,0.0,0.6666666666666666,57.0239561943874,1.069343674594396,0.0,0.0,0.0,58.105407255304584,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SP,61107,GUATAPARÁ,2,1,2,2,0.0,1.0,0.5,1.0,56.87748117727584,20.081638990412205,0.0,1.0,0.0,71.07734428473648,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SP,61115,ÁGUAS DE SÃO PEDRO,3,1,3,3,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,47.404973762263296,18.03594659197373,0.0,0.0,1.0,30.102669404517453,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SP,61123,DIRCE REIS,3,1,3,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,54.469541409993155,5.1156410439903315,0.0,0.0,1.0,48.930869267624914,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SP,61131,AGUDOS,7,1,6,3,0.0,0.14285714285714285,0.7142857142857143,0.5714285714285714,48.79397672826831,14.080047115452434,0.0,0.0,1.0,28.194387405886378,0,0,0,0.0,0.0,0.0,0.18367346938775508,5.444444444444445
executive,2020,SP,61140,ESPÍRITO SANTO DO TURVO,1,1,1,1,0.0,0.0,1.0,1.0,46.69404517453799,,0.0,0.0,1.0,46.69404517453799,0,0,0,0.0,0.0,0.0,1.0,1.0
executive,2020,SP,61158,ALFREDO MARCONDES,3,1,3,3,0.0,0.3333333333333333,0.0,1.0,57.28040155144878,2.651402233543605,0.0,0.0,0.0,58.56536618754278,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SP,61166,ROSANA,6,1,4,5,0.0,0.3333333333333333,0.5,0.8333333333333334,55.16997490303445,10.891399259817122,0.0,0.0,0.0,68.67898699520876,0,0,0,0.0,0.0,0.0,0.2777777777777778,3.5999999999999996
executive,2020,SP,61174,ALTAIR,3,1,3,3,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,46.539812913529545,9.806301364460731,0.0,0.0,0.0,57.40177960301163,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SP,61182,EMBAÚBA,3,1,3,3,0.0,0.0,0.6666666666666666,0.3333333333333333,42.38193018480493,17.494614594272676,0.0,0.0,0.0,62.58179329226557,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SP,61190,ALTINÓPOLIS,3,1,3,3,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,60.26557152635181,13.218946673573681,0.0,0.0,0.0,52.903490759753595,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SP,61204,ILHA SOLTEIRA,3,1,3,3,0.0,0.0,0.6666666666666666,1.0,40.84508327629478,6.448957597456447,0.0,0.0,1.0,34.06707734428473,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SP,61212,ALTO ALEGRE,3,1,3,2,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,53.38717773214694,12.073128941110982,0.0,0.0,1.0,39.6413415468857,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SP,61220,ALUMÍNIO,3,1,3,3,0.3333333333333333,0.0,1.0,0.3333333333333333,52.51471594798084,15.060242282931258,0.0,0.0,1.0,69.18001368925394,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SP,61239,ÁLVARES FLORENCE,3,1,3,1,0.0,0.3333333333333333,0.6666666666666666,1.0,54.36824093086926,3.219671783582388,0.0,0.0,1.0,57.53319644079398,0,0,0,0.0,0.0,0.0,0.3333333333333333,3.0
executive,2020,SP,61247,PEDRINHAS PAULISTA,3,1,2,2,0.0,0.0,1.0,0.0,39.15947980835045,3.5518304034745736,0.0,0.0,1.0,37.1088295687885,0,0,0,0.0,0.0,0.0,0.5555555555555556,1.7999999999999998
executive,2020,SP,61255,ÁLVARES MACHADO,2,1,2,2,0.0,0.0,1.0,1.0,44.266940451745384,14.77325625526227,0.0,0.0,1.0,33.82067077344285,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SP,61263,ARAÇARIGUAMA,6,1,6,4,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.6666666666666666,46.74469541409993,4.934619122999094,0.0,0.0,1.0,41.374401095140314,0,0,0,0.0,0.0,0.0,0.16666666666666669,5.999999999999999
executive,2020,SP,61271,ÁLVARO DE CARVALHO,2,1,2,2,0.0,0.0,1.0,0.5,44.0,11.038803193225716,0.0,0.0,1.0,51.80561259411362,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SP,61280,BERTIOGA,8,1,8,5,0.25,0.5,0.875,0.625,48.7135523613963,10.252673996612094,0.0,0.0,1.0,44.832306639288156,0,0,0,0.0,0.0,0.0,0.125,8.0
executive,2020,SP,61298,ALVINLÂNDIA,2,1,2,2,0.5,0.0,0.5,0.5,51.676933607118414,23.622496766702955,1.0,0.0,1.0,68.38056125941137,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SP,61301,SUZANÁPOLIS,2,1,2,1,0.5,0.5,0.5,1.0,52.51471594798083,1.8933618945939596,0.0,1.0,0.0,53.85352498288843,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SP,61310,AMERICANA,9,1,9,5,0.3333333333333333,0.1111111111111111,1.0,0.7777777777777778,51.606053692296,16.045146708896002,0.0,0.0,1.0,64.38877481177276,0,0,0,0.0,0.0,0.0,0.1111111111111111,9.0
executive,2020,SP,61328,SANTO ANTÔNIO DO ARACANGUÁ,2,1,2,2,0.0,0.0,0.5,1.0,60.24093086926762,14.643547413812577,0.0,0.0,0.0,70.59548254620123,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SP,61336,AMÉRICO BRASILIENSE,5,1,5,5,0.4,0.0,0.8,0.8,56.46379192334018,5.2318195954991795,0.0,0.0,1.0,59.780971937029435,0,0,0,0.0,0.0,0.0,0.20000000000000004,4.999999999999999
executive,2020,SP,61344,CANITAR,4,1,4,3,0.25,0.5,0.75,0.5,53.21286789869952,9.06570129606655,0.0,0.0,0.0,56.511978097193705,0,0,0,0.0,0.0,0.0,0.25,4.0
executive,2020,SP,61352,AMÉRICO DE CAMPOS,4,1,4,3,0.0,0.5,0.5,0.5,60.26830937713895,12.04005695151681,0.0,0.0,1.0,60.90075290896646,0,0,0,0.0,0.0,0.0,0.25,4.0
executive,2020,SP,61360,BARRA DO CHAPÉU,5,1,4,4,0.4,0.4,0.4,1.0,50.10321697467488,4.086355068340552,0.0,1.0,1.0,52.14784394250513,0,0,0,0.0,0.0,0.0,0.28,3.571428571428571
executive,2020,SP,61379,AMPARO,7,1,7,4,0.0,0.0,0.7142857142857143,0.7142857142857143,52.668035592060235,15.885207905002822,0.0,0.0,1.0,40.969199178644764,0,0,0,0.0,0.0,0.0,0.14285714285714285,7.0
executive,2020,SP,61387,EMILIANÓPOLIS,2,1,2,2,0.5,0.0,1.0,0.5,58.51471594798083,1.299024367354347,0.0,0.0,1.0,59.43326488706366,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SP,61395,ANALÂNDIA,3,0,3,3,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,53.92927218799909,13.974020009595483,,,,,0,0,0,0.0,0.0,,0.3333333333333333,3.0
executive,2020,SP,61409,NOVAIS,4,1,4,3,0.0,0.0,0.5,1.0,45.72621492128679,4.137206598119191,0.0,0.0,1.0,39.676933607118414,0,0,0,0.0,0.0,0.0,0.25,4.0
executive,2020,SP,61417,ANDRADINA,4,1,4,3,0.0,0.25,1.0,0.75,62.02258726899384,8.319875937553462,0.0,0.0,1.0,65.11430527036276,0,0,0,0.0,0.0,0.0,0.25,4.0
executive,2020,SP,61425,NOVA CANAÃ PAULISTA,4,1,3,2,0.5,0.25,0.75,0.75,48.74401095140315,3.2559568420959724,1.0,0.0,1.0,46.26694045174538,0,0,0,0.0,0.0,0.0,0.375,2.6666666666666665
executive,2020,SP,61433,ANGATUBA,6,0,6,5,0.0,0.0,0.5,0.5,46.55304585900068,14.217665068794975,,,,,0,0,0,0.0,0.0,,0.16666666666666669,5.999999999999999
executive,2020,SP,61441,SALTINHO,4,1,4,3,0.0,0.0,0.75,0.5,48.97741273100616,19.35817348921853,0.0,0.0,0.0,29.864476386036962,0,0,0,0.0,0.0,0.0,0.25,4.0
executive,2020,SP,61450,ANHEMBI,3,0,3,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,39.73077800593201,13.86622617893276,,,,,0,0,0,0.0,0.0,,0.3333333333333333,3.0
executive,2020,SP,61468,UBARANA,3,0,3,3,0.0,0.0,0.0,1.0,62.639288158795345,9.494984948187371,,,,,0,0,0,0.0,0.0,,0.3333333333333333,3.0
executive,2020,SP,61476,ANHUMAS,2,1,2,2,0.0,0.0,1.0,0.5,49.32101300479124,7.838673119847588,0.0,0.0,1.0,54.86379192334018,0,0,0,0.0,0.0,0.0,0.5,2.0
executive,2020,SP,61484,CAJATI,2,0,2,2,0.0,0.5,0.5,1.0,58.936344969199176,7.470842076930559,,,,,0,0,0,0.0,0.0,,0.5,2.0
executive,2020,SP,61492,APARECIDA,7,1,7,5,0.14285714285714285,0.0,0.5714285714285714,0.7142857142857143,55.78292754473453,6.589669147669934,0.0,0.0,1.0,62.77344284736482,0,0,0,0.0,0.0,0.0,0.14285714285714285,7.0
