election_year,uf,zona,id_municipio,id_municipio_tse,assunto,n_proc,n_proc_orig,n_proc_pre_eleic,n_dec,tempo_med_dias
2020,PE,150,2611606,25313,Eleições - 1° Turno,1,1,1,4,2112.5
2020,PE,150,2611606,25313,Exceção - De Impedimento,1,1,0,3,1230.4
2020,PE,150,2611606,25313,Filiação Partidária - Coexistência,2,2,2,4,2180.1
2020,PE,150,2611606,25313,Filiação Partidária - Exclusão,1,1,1,2,2135.3
2020,PE,150,2611606,25313,Filiação Partidária - Lista Especial,2,2,2,6,2126.8
2020,PE,150,2611606,25313,Inelegibilidade - Abuso do Poder Econômico ou Político,2,2,1,2,2059.4
2020,PE,16,2607208,24430,Abuso - De Poder Econômico,1,0,1,6,2097.3
2020,PE,16,2607208,24430,Abuso - De Poder Político/Autoridade,3,1,3,12,2073.1
2020,PE,16,2607208,24430,Abuso - Uso Indevido de Meio de Comunicação Social,1,1,1,3,2084.3
2020,PE,16,2607208,24430,Apuração/Totalização de Votos,1,1,1,2,2075.5
2020,PE,16,2607208,24430,Calúnia na Propaganda Eleitoral,1,1,0,1,2010.5
2020,PE,16,2607208,24430,Cancelamento de Registro de Candidatura,1,1,1,1,2102.1
2020,PE,16,2607208,24430,Cargo - Prefeito,8,8,7,21,2061.6
2020,PE,16,2607208,24430,Cargo - Vereador,308,308,276,658,2057.4
2020,PE,16,2607208,24430,Citação,1,1,0,1,2027.7
2020,PE,16,2607208,24430,Corrupção Eleitoral,1,1,0,7,2027.3
2020,PE,16,2607208,24430,Desobediência a Ordens ou Instruções da Justiça Eleitoral,1,1,1,2,2048.6
2020,PE,16,2607208,24430,Divulgação de Propaganda Eleitoral no Dia da Eleição,8,7,0,76,1742.0
2020,PE,16,2607208,24430,Eleições - 1° Turno,2,2,2,5,2112.9
2020,PE,16,2607208,24430,Execução - De Multa Eleitoral,1,1,0,3,119.4
2020,PE,16,2607208,24430,Execução de Julgado,1,1,0,8,241.6
2020,PE,16,2607208,24430,Filiação Partidária - Coexistência,1,1,1,2,2246.3
2020,PE,16,2607208,24430,Filiação Partidária - Exclusão,1,1,1,4,2120.5
2020,PE,16,2607208,24430,Filiação Partidária - Lista Especial,3,3,3,6,2199.4
2020,PE,16,2607208,24430,Inelegibilidade - Abuso do Poder Econômico ou Político,2,2,2,5,2067.0
2020,PE,16,2607208,24430,Inscrição Fraudulenta,5,3,0,77,1904.8
2020,PE,16,2607208,24430,Partido Político - Órgão de Direção Municipal,28,28,22,70,2006.0
2020,PE,16,2607208,24430,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,11,10,11,19,2059.4
2020,PE,16,2607208,24430,Propaganda Política - Propaganda Eleitoral - Adesivo,3,3,3,6,2067.1
2020,PE,16,2607208,24430,Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea,3,2,3,7,2058.2
2020,PE,16,2607208,24430,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,1,1,1,2,2070.6
2020,PE,16,2607208,24430,"Propaganda Política - Propaganda Eleitoral - Confecção, Utilização ou Distribuição de Brinde",1,1,1,4,2099.3
2020,PE,16,2607208,24430,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,8,8,8,22,2079.5
2020,PE,16,2607208,24430,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,7,4,7,20,2126.2
2020,PE,16,2607208,24430,Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal,6,5,6,14,2060.8
2020,PE,16,2607208,24430,Propaganda Política - Propaganda Eleitoral - Internet,13,10,13,41,2130.5
2020,PE,16,2607208,24430,Propaganda Política - Propaganda Eleitoral - Omissão de Informações Obrigatórias,1,1,1,4,2054.2
2020,PE,16,2607208,24430,Propaganda Política - Propaganda Eleitoral - Redes Sociais,1,0,1,4,2097.2
2020,PE,16,2607208,24430,Propaganda Política - Propaganda Institucional,1,1,1,2,2111.2
2020,PE,16,2607208,24430,Registro de Candidatura - DRAP Partido/Coligação,24,24,24,32,2099.9
2020,PE,16,2607208,24430,Registro de Candidatura - Preenchimento de Vaga Remanescente,2,2,2,2,2076.5
2020,PE,16,2607208,24430,Registro de Candidatura - RRC - Candidato,317,316,317,384,2099.5
2020,PE,16,2607208,24430,Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro,1,1,1,1,2079.4
2020,PE,16,2607208,24430,Requerimento de Acesso ao Sistema Interno de Controle e Dados de Pesquisas Eleitorais,1,1,1,2,2051.3
2020,PE,16,2607208,24430,Requerimento de Regularização da Situação de Inadimplência de Prestação de Contas,1,1,1,2,2119.3
2020,PE,16,2607208,24430,Reversão de Desfiliação,1,1,1,3,2165.1
2020,PE,16,2607208,24430,Violação do Sigilo do Voto,1,1,0,4,2044.3
2020,PE,17,2610608,25119,Apuração/Totalização de Votos,1,1,1,3,2054.5
2020,PE,17,2610608,25119,Cargo - Prefeito,5,5,5,14,2066.1
2020,PE,17,2610608,25119,Cargo - Vereador,195,194,192,470,2066.1
2020,PE,17,2610608,25119,Condição de Elegibilidade - Filiação Partidária,1,1,1,2,2149.3
2020,PE,17,2610608,25119,Contas - Não Apresentação das Contas,1,1,0,2,1439.3
2020,PE,17,2610608,25119,Eleições - 1° Turno,1,1,1,4,2177.4
2020,PE,17,2610608,25119,Filiação Partidária - Coexistência,3,3,3,3,2226.7
2020,PE,17,2610608,25119,Filiação Partidária - Lista Especial,2,2,2,5,2169.7
2020,PE,17,2610608,25119,Impugnação ao Registro de Candidatura,2,2,2,2,2092.1
2020,PE,17,2610608,25119,Partido Político - Órgão de Direção Municipal,23,22,10,72,1950.5
2020,PE,17,2610608,25119,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,2,2,2,8,2063.1
2020,PE,17,2610608,25119,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,4,3,4,15,2144.8
2020,PE,17,2610608,25119,Propaganda Política - Propaganda Eleitoral - Internet,1,1,1,3,2200.0
2020,PE,17,2610608,25119,Propaganda Política - Propaganda Eleitoral - Redes Sociais,1,1,1,3,2091.4
2020,PE,17,2610608,25119,Providência,1,1,1,1,2099.4
2020,PE,17,2610608,25119,Registro de Candidatura - DRAP Partido/Coligação,14,14,14,14,2100.0
2020,PE,17,2610608,25119,Registro de Candidatura - RRC - Candidato,195,195,195,200,2100.8
2020,PE,17,2610608,25119,Requerimento,4,4,4,8,2085.9
2020,PE,17,2610608,25119,Requerimento de Regularização da Situação de Inadimplência de Prestação de Contas,2,2,2,3,2184.0
2020,PE,18,2616407,26271,Abuso - De Poder Econômico,1,1,1,3,2054.5
2020,PE,18,2616407,26271,Calúnia na Propaganda Eleitoral,2,2,1,21,2009.9
2020,PE,18,2616407,26271,Cargo - Prefeito,10,10,10,35,2082.1
2020,PE,18,2616407,26271,Cargo - Vereador,263,262,259,840,2066.7
2020,PE,18,2616407,26271,Citação,1,1,1,2,2104.6
2020,PE,18,2616407,26271,Corrupção Eleitoral,1,1,0,11,1266.6
2020,PE,18,2616407,26271,Eleições - 1° Turno,1,1,1,5,2161.4
2020,PE,18,2616407,26271,Eleições - Eleição Proporcional,1,1,1,3,2049.5
2020,PE,18,2616407,26271,Execução - Cumprimento de Sentença,1,1,1,10,2066.8
2020,PE,18,2616407,26271,Execução - De Multa Eleitoral,1,0,0,0,1321.6
2020,PE,18,2616407,26271,Filiação Partidária - Lista Especial,4,4,4,14,2208.2
2020,PE,18,2616407,26271,Impedimento ou Embaraço ao Exercício do Sufrágio,1,1,1,4,2093.2
2020,PE,18,2616407,26271,Inelegibilidade - Abuso do Poder Econômico ou Político,4,4,4,13,2097.8
2020,PE,18,2616407,26271,Injúria na Propaganda Eleitoral,1,1,1,11,2101.2
2020,PE,18,2616407,26271,Partido Político - Órgão de Direção Municipal,29,29,18,131,1662.9
2020,PE,18,2616407,26271,Propaganda Política - Propaganda Eleitoral - Adesivo,1,0,1,4,2079.5
2020,PE,18,2616407,26271,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,2,1,2,6,2073.9
2020,PE,18,2616407,26271,Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea,4,3,4,9,2065.5
2020,PE,18,2616407,26271,Propaganda Política - Propaganda Eleitoral - Bem Particular,1,0,1,3,2064.3
2020,PE,18,2616407,26271,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,1,1,1,0,2062.4
2020,PE,18,2616407,26271,Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal,2,1,2,9,2071.4
2020,PE,18,2616407,26271,Propaganda Política - Propaganda Eleitoral - Distribuição de Tempo de Propaganda,1,1,1,3,2086.1
2020,PE,18,2616407,26271,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,3,3,3,11,2054.1
2020,PE,18,2616407,26271,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,3,2,3,10,2097.3
2020,PE,18,2616407,26271,Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos,1,0,1,5,2079.1
2020,PE,18,2616407,26271,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Inserções de Propaganda,1,0,1,4,2049.4
2020,PE,18,2616407,26271,Propaganda Política - Propaganda Eleitoral - Impulsionamento,1,0,0,3,2046.2
2020,PE,18,2616407,26271,Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal,2,0,2,8,2063.3
2020,PE,18,2616407,26271,Propaganda Política - Propaganda Eleitoral - Internet,5,2,5,22,2064.0
2020,PE,18,2616407,26271,Propaganda Política - Propaganda Eleitoral - Redes Sociais,3,2,3,14,2068.5
2020,PE,18,2616407,26271,Propaganda Política - Propaganda Eleitoral - Televisão,1,1,1,3,2050.0
2020,PE,18,2616407,26271,Práticas Irregulares que Determinam a Anulação da Votação,1,1,0,14,1896.5
2020,PE,18,2616407,26271,Reversão de Desfiliação,4,4,4,13,2184.4
2020,PE,18,2616407,26271,Votação Múltipla ou Realizada em Lugar de Outrem,1,1,0,10,2046.2
2020,PE,19,2605202,24031,Abuso - De Poder Político/Autoridade,1,1,1,2,2052.2
2020,PE,19,2605202,24031,Apuração/Totalização de Votos,1,1,1,4,2050.3
2020,PE,19,2605202,24031,Cargo - Prefeito,8,7,8,29,2058.7
2020,PE,19,2605202,24031,Cargo - Vereador,222,222,217,373,2062.1
2020,PE,19,2605202,24031,Eleições - 1° Turno,1,1,1,4,2140.6
2020,PE,19,2605202,24031,Eleições - Eleição Proporcional,1,1,1,1,2048.6
2020,PE,19,2605202,24031,Erro de Procedimento,1,1,0,3,1365.3
2020,PE,19,2605202,24031,Execução - Cumprimento de Sentença,2,1,2,25,2082.7
2020,PE,19,2605202,24031,Filiação Partidária - Coexistência,24,24,24,48,2231.2
2020,PE,19,2605202,24031,Filiação Partidária - Lista Especial,2,2,2,2,2119.1
2020,PE,19,2605202,24031,Partido Político - Órgão de Direção Municipal,21,20,12,85,2035.1
2020,PE,19,2605202,24031,Prestação de Contas - de Partido Político,1,1,0,3,1677.5
2020,PE,19,2605202,24031,Propaganda Política - Propaganda Eleitoral - Adesivo,1,1,1,3,2054.4
2020,PE,19,2605202,24031,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,6,2,6,11,2064.7
2020,PE,19,2605202,24031,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,2,2,2,5,2059.6
2020,PE,19,2605202,24031,Propaganda Política - Propaganda Eleitoral - Bem Particular,1,1,0,1,2015.3
2020,PE,19,2605202,24031,Propaganda Política - Propaganda Eleitoral - Bem Público,2,1,2,10,2066.9
2020,PE,19,2605202,24031,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,1,1,1,0,2062.4
2020,PE,19,2605202,24031,Propaganda Política - Propaganda Eleitoral - Contrariedade à Lei de Postura Municipal,1,1,1,0,2061.4
2020,PE,19,2605202,24031,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,2,0,2,6,2048.9
2020,PE,19,2605202,24031,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,2,1,2,9,2096.3
2020,PE,19,2605202,24031,Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal,3,2,3,8,2055.7
2020,PE,19,2605202,24031,Propaganda Política - Propaganda Eleitoral - Internet,2,1,2,7,2079.1
2020,PE,19,2605202,24031,Propaganda Política - Propaganda Eleitoral - Invasão de Horário Destinado a Outro Cargo/Partido/Coligação,1,1,1,2,2068.5
2020,PE,19,2605202,24031,Propaganda Política - Propaganda Eleitoral - Outdoors,1,1,1,3,2069.0
2020,PE,19,2605202,24031,Propaganda Política - Propaganda Eleitoral - Redes Sociais,2,1,2,5,2069.5
2020,PE,19,2605202,24031,Propaganda Política - Propaganda Institucional,1,1,1,3,2107.5
2020,PE,19,2605202,24031,Propaganda Política - Propaganda Intrapartidária,1,1,1,2,2090.5
2020,PE,19,2605202,24031,Providência,1,1,1,1,2076.1
2020,PE,19,2605202,24031,Registro de Candidatura - DRAP Partido/Coligação,20,20,20,22,2098.4
2020,PE,19,2605202,24031,Registro de Candidatura - Preenchimento de Vaga Remanescente,3,3,3,3,2084.0
2020,PE,19,2605202,24031,Registro de Candidatura - RRC - Candidato,220,212,220,244,2097.8
2020,PE,19,2605202,24031,Registro de Candidatura - RRCI - Candidato Individual,3,3,3,3,2091.8
2020,PE,19,2605202,24031,Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro,1,1,1,1,2068.4
2020,PE,19,2605202,24031,Requerimento,2,2,2,3,2070.0
2020,PE,19,2605202,24031,Reversão de Desfiliação,2,2,2,10,2115.1
2020,PE,19,2605202,24031,Violação do Sigilo do Voto,1,1,0,2,1911.6
2020,PE,19,2605202,24031,Violência ou Grave Ameaça Visando a Obtenção de Voto ou a sua Abstenção,1,1,0,2,1961.5
2020,PE,2,2611606,25313,Alistamento Eleitoral - Inscrição Eleitoral,1,0,1,5,2217.3
2020,PE,2,2611606,25313,Cargo - Prefeito,6,5,6,38,2066.5
2020,PE,2,2611606,25313,Cargo - Vereador,171,163,153,835,2038.8
2020,PE,2,2611606,25313,Condição de Elegibilidade - Filiação Partidária,2,2,2,10,2123.3
2020,PE,2,2611606,25313,Contas,1,1,0,2,1223.4
2020,PE,2,2611606,25313,Contas - Não Apresentação das Contas,1,1,0,2,1246.5
2020,PE,2,2611606,25313,Eleições - 1° Turno,1,1,1,3,2160.5
2020,PE,2,2611606,25313,Exceção - De Suspeição,1,1,0,1,1230.4
2020,PE,2,2611606,25313,Filiação Partidária - Coexistência,1,1,1,4,2241.3
2020,PE,2,2611606,25313,Filiação Partidária - Lista Especial,2,2,2,7,2097.6
2020,PE,2,2611606,25313,Intimação,1,1,0,3,921.4
2020,PE,2,2611606,25313,Partido Político - Órgão de Direção Municipal,5,5,3,20,2049.8
2020,PE,2,2611606,25313,Prestação de Contas - De Candidato,1,1,0,3,1301.4
2020,PE,2,2611606,25313,Registro de Candidatura - DRAP Partido/Coligação,2,2,2,9,2097.9
2020,PE,2,2611606,25313,Registro de Candidatura - RRC - Candidato,61,60,61,189,2097.2
2020,PE,2,2611606,25313,Requerimento de Acesso ao Sistema Interno de Controle e Dados de Pesquisas Eleitorais,3,3,1,14,2054.6
2020,PE,2,2611606,25313,Requerimento de Regularização da Situação de Inadimplência de Prestação de Contas,2,2,0,3,1262.8
2020,PE,20,2604007,23795,Abuso - De Poder Econômico,1,1,1,7,2048.6
2020,PE,20,2604007,23795,Alistamento Eleitoral - Domicílio Eleitoral,1,1,1,2,2076.3
2020,PE,20,2604007,23795,Apuração/Totalização de Votos,1,1,1,5,2058.4
2020,PE,20,2604007,23795,Arregimentação de Eleitor ou Boca de Urna,1,1,0,1,1891.5
2020,PE,20,2604007,23795,COVID-19,1,0,1,14,2120.1
2020,PE,20,2604007,23795,Candidatura Fictícia,2,1,0,7,2036.3
2020,PE,20,2604007,23795,Cargo - Prefeito,4,4,4,12,2066.9
2020,PE,20,2604007,23795,Cargo - Vereador,251,251,233,500,2062.3
2020,PE,20,2604007,23795,Citação,1,1,0,1,1895.6
2020,PE,20,2604007,23795,Corrupção Eleitoral,1,1,0,2,1915.4
2020,PE,20,2604007,23795,Eleições - 1° Turno,1,1,1,5,2127.4
2020,PE,20,2604007,23795,Partido Político - Órgão de Direção Municipal,23,23,8,57,1843.6
2020,PE,20,2604007,23795,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,1,1,1,2,2047.3
2020,PE,20,2604007,23795,Processamento de Recurso Contra Expedição de Diploma,1,0,0,2,2012.4
2020,PE,20,2604007,23795,Propaganda Política - Propaganda Eleitoral - Bem Particular,1,1,1,2,2056.4
2020,PE,20,2604007,23795,Propaganda Política - Propaganda Eleitoral - Contrariedade à Lei de Postura Municipal,1,1,1,2,2057.9
2020,PE,20,2604007,23795,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,2,2,2,9,2064.0
2020,PE,20,2604007,23795,Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal,2,0,2,12,2077.9
2020,PE,20,2604007,23795,Propaganda Política - Propaganda Eleitoral - Internet,1,1,1,2,2065.3
2020,PE,20,2604007,23795,Propaganda Política - Propaganda Eleitoral - Redes Sociais,2,2,2,5,2063.8
2020,PE,20,2604007,23795,Propaganda Política - Propaganda Partidária,1,0,1,6,2080.6
2020,PE,20,2604007,23795,Registro de Candidatura - DRAP Partido/Coligação,17,17,17,34,2097.1
2020,PE,20,2604007,23795,Registro de Candidatura - Preenchimento de Vaga Remanescente,1,1,1,2,2094.3
2020,PE,20,2604007,23795,Registro de Candidatura - RRC - Candidato,263,258,263,573,2096.8
2020,PE,20,2604007,23795,Requerimento de Acesso ao Sistema Interno de Controle e Dados de Pesquisas Eleitorais,1,1,1,2,2051.5
2020,PE,20,2608453,23027,Abuso - De Poder Econômico,1,0,0,6,2017.1
2020,PE,20,2608453,23027,Abuso - De Poder Político/Autoridade,1,0,1,11,2055.4
2020,PE,20,2608453,23027,Apuração/Totalização de Votos,1,1,1,2,2058.4
2020,PE,20,2608453,23027,Calúnia na Propaganda Eleitoral,1,1,0,4,1645.5
2020,PE,20,2608453,23027,Cargo - Prefeito,4,4,4,6,2065.6
2020,PE,20,2608453,23027,Cargo - Vereador,112,112,112,157,2067.3
2020,PE,20,2608453,23027,Filiação Partidária - Cancelamento,3,3,3,8,2116.0
2020,PE,20,2608453,23027,Impugnação ao Registro de Candidatura,4,3,4,20,2089.6
2020,PE,20,2608453,23027,Partido Político - Órgão de Direção Municipal,14,14,9,34,1948.2
2020,PE,20,2608453,23027,Propaganda Política - Propaganda Eleitoral - Adesivo,1,1,1,2,2054.2
2020,PE,20,2608453,23027,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,1,0,1,9,2077.5
2020,PE,20,2608453,23027,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,1,1,1,3,2141.3
2020,PE,20,2608453,23027,Propaganda Política - Propaganda Eleitoral - Internet,2,1,2,20,2094.2
2020,PE,20,2608453,23027,Propaganda Política - Propaganda Eleitoral - Omissão de Informações Obrigatórias,1,1,1,2,2052.1
2020,PE,20,2608453,23027,"Propaganda Política - Propaganda Eleitoral - Truncagem, Montagem, Utilização de Gravação Externa, Computação Gráfica, Desenho Animado ou Efeito Especial",1,1,1,3,2141.3
2020,PE,20,2608453,23027,Propaganda Política - Propaganda Institucional,2,2,2,4,2092.6
2020,PE,20,2608453,23027,Registro de Candidatura - DRAP Partido/Coligação,11,11,11,22,2096.8
2020,PE,20,2608453,23027,Registro de Candidatura - RRC - Candidato,115,114,115,238,2096.6
2020,PE,20,2608453,23027,Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro,1,1,1,2,2068.3
2020,PE,21,2604403,23876,Abuso - De Poder Político/Autoridade,1,1,1,3,2080.2
2020,PE,21,2604403,23876,Cargo - Prefeito,2,2,2,11,2066.7
2020,PE,21,2604403,23876,Cargo - Vereador,49,47,47,223,2065.7
2020,PE,21,2604403,23876,Partido Político - Órgão de Direção Municipal,11,11,5,66,1796.0
2020,PE,21,2604403,23876,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,1,1,1,0,2061.7
2020,PE,21,2604403,23876,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Sem Prévio Registro,2,2,2,0,2060.5
2020,PE,21,2604403,23876,Propaganda Política - Propaganda Eleitoral - Bem Particular,1,0,1,5,2059.0
2020,PE,21,2604403,23876,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,2,1,2,7,2053.3
2020,PE,21,2604403,23876,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,2,1,2,7,2106.0
2020,PE,21,2604403,23876,Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal,3,3,3,8,2066.1
2020,PE,21,2604403,23876,Propaganda Política - Propaganda Eleitoral - Internet,2,2,2,2,2059.9
2020,PE,21,2604403,23876,Propaganda Política - Propaganda Eleitoral - Outdoors,1,0,1,0,2061.5
2020,PE,21,2604403,23876,Registro de Candidatura - DRAP Partido/Coligação,6,6,6,6,2098.4
2020,PE,21,2604403,23876,Registro de Candidatura - RRC - Candidato,53,53,53,57,2098.3
2020,PE,21,2606101,24210,Apuração/Totalização de Votos,2,2,2,2,2048.2
2020,PE,21,2606101,24210,Cargo - Prefeito,3,3,3,21,2066.6
2020,PE,21,2606101,24210,Cargo - Vereador,103,102,101,510,2065.8
2020,PE,21,2606101,24210,Condição de Elegibilidade - Filiação Partidária,3,3,3,9,2237.2
2020,PE,21,2606101,24210,Conduta Vedada ao Agente Público,1,0,1,6,2146.2
2020,PE,21,2606101,24210,Eleições - 1° Turno,1,1,1,4,2112.2
2020,PE,21,2606101,24210,Filiação Partidária - Lista Especial,1,1,1,1,2118.3
2020,PE,21,2606101,24210,Partido Político - Órgão de Direção Municipal,10,10,3,54,2024.4
2020,PE,21,2606101,24210,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Sem Prévio Registro,1,1,1,3,2057.2
2020,PE,21,2606101,24210,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,2,1,1,3,2053.8
2020,PE,21,2606101,24210,Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea,1,0,1,5,2091.5
2020,PE,21,2606101,24210,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,2,2,2,5,2073.5
2020,PE,21,2606101,24210,Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal,1,1,1,2,2076.2
2020,PE,21,2606101,24210,Propaganda Política - Propaganda Eleitoral - Rádio,1,1,1,3,2070.1
2020,PE,21,2606101,24210,Providência,1,1,1,2,2072.2
2020,PE,21,2606101,24210,Registro de Candidatura - DRAP Partido/Coligação,10,10,10,10,2097.9
2020,PE,21,2606101,24210,Registro de Candidatura - RRC - Candidato,109,108,109,113,2098.0
2020,PE,21,2606101,24210,Requerimento de Regularização da Situação de Inadimplência de Prestação de Contas,1,1,1,2,2097.7
2020,PE,23,2602704,23531,Abuso - De Poder Econômico,1,1,1,5,2067.3
2020,PE,23,2602704,23531,Apuração/Totalização de Votos,1,1,1,1,2051.1
2020,PE,23,2602704,23531,Cargo - Prefeito,1,1,1,2,2066.6
2020,PE,23,2602704,23531,Cargo - Vereador,66,60,66,159,2068.6
2020,PE,23,2602704,23531,Execução - Cumprimento de Sentença,1,0,1,8,2070.3
2020,PE,23,2602704,23531,Falsidade Ideológica,1,1,0,3,1427.5
2020,PE,23,2602704,23531,Partido Político - Órgão de Direção Municipal,6,6,3,16,2034.3
2020,PE,23,2602704,23531,Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea,1,1,1,2,2056.1
2020,PE,23,2602704,23531,Propaganda Política - Propaganda Eleitoral - Debate Político,1,1,1,2,2051.2
2020,PE,23,2602704,23531,Propaganda Política - Propaganda Eleitoral - Internet,2,2,2,4,2068.2
2020,PE,23,2602704,23531,Registro de Candidatura - DRAP Partido/Coligação,7,7,7,7,2099.3
2020,PE,23,2602704,23531,Registro de Candidatura - RRC - Candidato,70,70,70,70,2099.1
2020,PE,23,2609501,24899,Abuso - De Poder Econômico,1,0,1,5,2047.1
2020,PE,23,2609501,24899,Apuração/Totalização de Votos,1,1,1,1,2051.7
2020,PE,23,2609501,24899,Cargo - Prefeito,6,6,6,17,2069.0
2020,PE,23,2609501,24899,Cargo - Vereador,175,173,173,639,2066.7
2020,PE,23,2609501,24899,Cautelar Inominada - Incidental,1,1,1,2,2086.3
2020,PE,23,2609501,24899,Cautelar Inominada - Preparatória,1,1,1,0,2062.1
2020,PE,23,2609501,24899,Citação,1,1,0,3,1863.6
2020,PE,23,2609501,24899,Divulgação de Propaganda Eleitoral no Dia da Eleição,3,3,0,12,1539.2
2020,PE,23,2609501,24899,Eleições - 1° Turno,1,1,1,3,2146.2
2020,PE,23,2609501,24899,Execução - Cumprimento de Sentença,1,1,1,11,2067.1
2020,PE,23,2609501,24899,Filiação Partidária - Lista Especial,2,2,2,4,2106.0
2020,PE,23,2609501,24899,Impugnação ao Registro de Candidatura,1,0,1,4,2096.9
2020,PE,23,2609501,24899,Partido Político - Órgão de Direção Municipal,21,21,7,58,2023.0
2020,PE,23,2609501,24899,Processamento de Recurso Contra Expedição de Diploma,1,0,0,2,2012.4
2020,PE,23,2609501,24899,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,1,1,1,2,2071.5
2020,PE,23,2609501,24899,Propaganda Política - Propaganda Eleitoral - Boca de Urna,4,4,0,8,2046.1
2020,PE,23,2609501,24899,Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos,1,0,0,5,2046.3
2020,PE,23,2609501,24899,Propaganda Política - Propaganda Eleitoral - Internet,1,1,1,4,2123.4
2020,PE,23,2609501,24899,Registro de Candidatura - DRAP Partido/Coligação,16,16,16,14,2097.3
2020,PE,23,2609501,24899,Registro de Candidatura - Preenchimento de Vaga Remanescente,6,6,6,6,2086.4
2020,PE,23,2609501,24899,Registro de Candidatura - RRC - Candidato,178,177,178,170,2096.9
2020,PE,23,2609501,24899,Reversão de Desfiliação,2,2,2,8,2184.7
2020,PE,23,2609501,24899,Uso Proibido de Alto-Falantes,1,1,1,2,2093.6
2020,PE,23,2615508,26093,Abuso - De Poder Econômico,1,0,1,5,2048.6
2020,PE,23,2615508,26093,Abuso - De Poder Político/Autoridade,2,0,1,14,2062.7
2020,PE,23,2615508,26093,Apuração/Totalização de Votos,1,1,1,1,2051.1
2020,PE,23,2615508,26093,Cargo - Prefeito,4,2,4,20,2062.9
2020,PE,23,2615508,26093,Cargo - Vereador,68,54,55,171,2061.1
2020,PE,23,2615508,26093,Cargo - Vice-Prefeito,1,1,1,2,2075.3
2020,PE,23,2615508,26093,Filiação Partidária - Lista Especial,4,4,4,8,2230.2
2020,PE,23,2615508,26093,Inelegibilidade - Abuso do Poder Econômico ou Político,1,0,1,8,2050.1
2020,PE,23,2615508,26093,Partido Político - Órgão de Direção Municipal,11,11,7,32,2043.4
2020,PE,23,2615508,26093,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,1,1,1,2,2052.5
2020,PE,23,2615508,26093,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,1,1,1,2,2089.4
2020,PE,23,2615508,26093,"Propaganda Política - Propaganda Eleitoral - Confecção, Utilização ou Distribuição de Brinde",1,1,1,0,2098.1
2020,PE,23,2615508,26093,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,2,2,2,4,2058.0
