election_year,uf,zona,id_municipio,id_municipio_tse,assunto,n_proc,n_proc_orig,n_proc_pre_eleic,n_dec,tempo_med_dias
2020,AC,1,1200401,1392,Abuso - De Poder Econômico,1,0,0,9,2000.5
2020,AC,1,1200401,1392,Calúnia na Propaganda Eleitoral,1,1,0,2,1841.1
2020,AC,1,1200401,1392,Captação ou Gasto Ilícito de Recursos Financeiros de Campanha Eleitoral,2,2,0,5,2028.4
2020,AC,1,1200401,1392,Cargo - Prefeito,7,7,7,24,2065.8
2020,AC,1,1200401,1392,Cargo - Vereador,521,509,502,2731,2054.9
2020,AC,1,1200401,1392,Cautelar Inominada - De Produção Antecipada de Provas,1,1,0,3,1411.6
2020,AC,1,1200401,1392,Citação,3,0,0,5,778.2
2020,AC,1,1200401,1392,Convenção Partidária,1,0,0,1,679.6
2020,AC,1,1200401,1392,Corrupção Eleitoral,5,5,0,77,920.3
2020,AC,1,1200401,1392,Criação do Partido Político,2,2,2,6,2298.5
2020,AC,1,1200401,1392,Descumprimento da Proibição de Fornecimento de Transporte ou Refeições a Eleitores,2,2,0,21,1094.0
2020,AC,1,1200401,1392,Divulgação de Propaganda Eleitoral no Dia da Eleição,1,1,0,5,1944.2
2020,AC,1,1200401,1392,Doação de Recursos Acima do Limite Legal - Pessoa Física,14,14,0,30,1708.2
2020,AC,1,1200401,1392,Eleições - 1° Turno,1,1,1,2,2058.3
2020,AC,1,1200401,1392,Erro de Procedimento,1,0,0,4,592.6
2020,AC,1,1200401,1392,Execução - Cumprimento de Sentença,13,12,8,180,1952.1
2020,AC,1,1200401,1392,Filiação Partidária - Cancelamento,5,5,5,10,2195.2
2020,AC,1,1200401,1392,Filiação Partidária - Coexistência,3,3,3,8,2165.0
2020,AC,1,1200401,1392,Filiação Partidária - Exclusão,2,2,2,3,2200.6
2020,AC,1,1200401,1392,Inelegibilidade - Abuso do Poder Econômico ou Político,1,1,1,1,2069.2
2020,AC,1,1200401,1392,Inelegibilidade - Representação ou Ação de Investigação Judicial Eleitoral Jugada Procedente pela Justiça Eleitoral,1,1,1,4,2049.5
2020,AC,1,1200401,1392,Intimação,8,0,0,16,220.8
2020,AC,1,1200401,1392,Matéria Administrativa,1,1,0,1,1688.4
2020,AC,1,1200401,1392,Não-Acesso dos Partidos aos Dados Relativos às Pesquisas Eleitorais,1,1,1,2,2049.9
2020,AC,1,1200401,1392,Partido Político - Órgão de Direção Municipal,28,27,23,113,2022.6
2020,AC,1,1200401,1392,Processamento de Recurso Contra Expedição de Diploma,2,0,0,5,2012.5
2020,AC,1,1200401,1392,Propaganda Política - Propaganda Eleitoral - Bem Público,3,2,2,8,2067.9
2020,AC,1,1200401,1392,Registro de Candidatura - DRAP Partido/Coligação,34,34,34,45,2099.0
2020,AC,1,1200401,1392,Registro de Candidatura - Preenchimento de Vaga Remanescente,5,5,5,6,2097.9
2020,AC,1,1200401,1392,Registro de Candidatura - RRC - Candidato,550,548,550,750,2098.7
2020,AC,1,1200401,1392,Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro,1,1,1,1,2081.6
2020,AC,1,1200401,1392,Requerimento,4,4,4,5,2061.6
2020,AC,1,1200401,1392,Requerimento de Regularização da Situação de Inadimplência de Prestação de Contas,4,4,1,9,1536.5
2020,AC,1,1200401,1392,Reversão de Desfiliação,1,1,1,2,2226.6
2020,AC,1,1200807,1023,Cargo - Prefeito,5,5,5,27,2066.2
2020,AC,1,1200807,1023,Cargo - Vereador,133,133,100,627,1977.9
2020,AC,1,1200807,1023,Erro de Procedimento,1,1,0,2,798.5
2020,AC,1,1200807,1023,Execução - Cumprimento de Sentença,2,2,1,22,2037.9
2020,AC,1,1200807,1023,Filiação Partidária - Lista Especial,2,2,2,4,2218.8
2020,AC,1,1200807,1023,Partido Político - Órgão de Direção Municipal,19,19,10,76,1983.1
2020,AC,1,1200807,1023,Prestação de Contas - de Partido Político,1,1,0,3,1972.3
2020,AC,1,1200807,1023,Registro de Candidatura - DRAP Partido/Coligação,18,18,18,23,2099.3
2020,AC,1,1200807,1023,Registro de Candidatura - Preenchimento de Vaga Remanescente,3,3,3,3,2091.7
2020,AC,1,1200807,1023,Registro de Candidatura - RRC - Candidato,133,131,133,211,2098.6
2020,AC,1,1200807,1023,Requerimento,1,1,1,2,2066.2
2020,AC,1,1200807,1023,Requerimento de Regularização da Situação de Inadimplência de Prestação de Contas,1,1,0,1,1182.5
2020,AC,11,1200401,1392,Citação,1,0,0,1,343.5
2020,AC,19,1200401,1392,Intimação,1,0,0,1,194.4
2020,AC,2,1200179,1015,Arregimentação de Eleitor ou Boca de Urna,1,1,0,1,2030.1
2020,AC,2,1200179,1015,Candidatura Fictícia,1,1,0,1,2015.5
2020,AC,2,1200179,1015,Cargo - Prefeito,3,3,3,6,2066.6
2020,AC,2,1200179,1015,Cargo - Vereador,108,102,82,358,2005.8
2020,AC,2,1200179,1015,Contas - Não Apresentação das Contas,1,1,0,3,928.3
2020,AC,2,1200179,1015,Corrupção Eleitoral,1,1,0,11,2030.1
2020,AC,2,1200179,1015,Execução - Cumprimento de Sentença,2,2,2,31,2068.5
2020,AC,2,1200179,1015,Filiação Partidária - Cancelamento,2,2,2,2,2086.0
2020,AC,2,1200179,1015,Partido Político - Órgão de Direção Municipal,16,16,8,73,2023.5
2020,AC,2,1200179,1015,Prestação de Contas - De Candidato,1,1,0,3,1037.3
2020,AC,2,1200179,1015,Prestação de Contas - de Partido Político,2,2,0,5,1367.9
2020,AC,2,1200179,1015,Processamento de Recurso Contra Expedição de Diploma,1,0,0,1,2013.5
2020,AC,2,1200179,1015,Propaganda Política - Propaganda Eleitoral - Bem Particular de Uso Comum,1,1,1,1,2057.3
2020,AC,2,1200179,1015,Registro de Candidatura - DRAP Partido/Coligação,15,12,15,37,2097.5
2020,AC,2,1200179,1015,Registro de Candidatura - Preenchimento de Vaga Remanescente,2,2,2,4,2076.5
2020,AC,2,1200179,1015,Registro de Candidatura - RRC - Candidato,110,103,110,265,2097.2
2020,AC,2,1200179,1015,Requerimento,1,1,1,1,2085.5
2020,AC,2,1200179,1015,Requerimento de Regularização da Situação de Inadimplência de Prestação de Contas,3,3,0,4,716.0
2020,AC,2,1200179,1015,Reversão de Desfiliação,2,2,2,5,2169.3
2020,AC,2,1200708,1490,Autorização de Transmissão de Pessoa Não Detentora de Direitos Políticos em Atividades Partidárias e de Propaganda Eleitoral,1,1,0,2,2038.4
2020,AC,2,1200708,1490,Candidato Não-Eleito,1,1,0,2,859.4
2020,AC,2,1200708,1490,Cargo - Prefeito,4,4,3,15,2056.2
2020,AC,2,1200708,1490,Cargo - Vereador,69,68,68,192,2066.9
2020,AC,2,1200708,1490,Criação do Partido Político,2,2,2,3,2298.4
2020,AC,2,1200708,1490,Execução - Cumprimento de Sentença,1,1,1,15,2068.5
2020,AC,2,1200708,1490,Partido Político - Órgão de Direção Municipal,13,12,7,60,1966.8
2020,AC,2,1200708,1490,Propaganda Política - Propaganda Eleitoral - Adesivo,1,1,1,1,2064.3
2020,AC,2,1200708,1490,Propaganda Política - Propaganda Eleitoral - Bem Particular de Uso Comum,1,1,1,3,2076.3
2020,AC,2,1200708,1490,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,5,5,1,0,2032.3
2020,AC,2,1200708,1490,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,2,2,2,3,2060.2
2020,AC,2,1200708,1490,Propaganda Política - Propaganda Eleitoral - Internet,1,1,1,2,2109.3
2020,AC,2,1200708,1490,Propaganda Política - Propaganda Eleitoral - Redes Sociais,2,2,2,5,2058.2
2020,AC,2,1200708,1490,Providência,1,1,1,1,2047.4
2020,AC,2,1200708,1490,Registro de Candidatura - DRAP Partido/Coligação,10,10,10,23,2097.0
2020,AC,2,1200708,1490,Registro de Candidatura - Preenchimento de Vaga Remanescente,4,3,4,13,2092.2
2020,AC,2,1200708,1490,Registro de Candidatura - RRC - Candidato,74,72,74,185,2096.7
2020,AC,2,1200708,1490,Requerimento,1,1,1,1,2071.3
2020,AC,2,1200708,1490,Requerimento de Regularização da Situação de Inadimplência de Prestação de Contas,1,1,0,2,760.5
2020,AC,24,1200401,1392,Intimação,1,0,0,1,120.4
2020,AC,3,1200344,1554,Calúnia na Propaganda Eleitoral,1,1,0,11,1873.3
2020,AC,3,1200344,1554,Cargo - Prefeito,2,2,2,5,2067.2
2020,AC,3,1200344,1554,Cargo - Vereador,81,72,71,209,2028.1
2020,AC,3,1200344,1554,Contas - Não Apresentação das Contas,1,1,0,1,992.5
2020,AC,3,1200344,1554,Execução - Cumprimento de Sentença,1,1,1,5,2054.9
2020,AC,3,1200344,1554,Filiação Partidária - Lista Especial,1,1,1,1,2107.5
2020,AC,3,1200344,1554,Partido Político - Órgão de Direção Municipal,15,14,8,34,1970.8
2020,AC,3,1200344,1554,Registro de Candidatura - DRAP Partido/Coligação,10,10,10,11,2101.2
2020,AC,3,1200344,1554,Registro de Candidatura - Preenchimento de Vaga Remanescente,8,8,8,13,2094.4
2020,AC,3,1200344,1554,Registro de Candidatura - RRC - Candidato,71,71,71,105,2101.1
2020,AC,3,1200344,1554,Registro de Candidatura - Substituição de Candidato - Por Indeferimento de Registro,1,1,1,1,2069.5
2020,AC,3,1200435,1031,Cargo - Prefeito,5,5,4,16,2057.6
2020,AC,3,1200435,1031,Cargo - Vereador,66,63,46,141,2033.6
2020,AC,3,1200435,1031,Cargo - Vice-Prefeito,1,1,0,1,1764.6
2020,AC,3,1200435,1031,Divulgação de Propaganda Eleitoral no Dia da Eleição,1,1,0,8,1961.2
2020,AC,3,1200435,1031,Falsificação ou Alteração de Documento Público para Fins Eleitorais,1,1,0,8,1957.1
2020,AC,3,1200435,1031,Filiação Partidária - Lista Especial,2,2,2,4,2157.7
2020,AC,3,1200435,1031,Partido Político - Órgão de Direção Municipal,17,17,7,28,2027.8
2020,AC,3,1200435,1031,Registro de Candidatura - DRAP Partido/Coligação,13,13,13,20,2098.9
2020,AC,3,1200435,1031,Registro de Candidatura - RRC - Candidato,75,73,75,118,2099.2
2020,AC,3,1200435,1031,Regularização de Contas Eleitorais,1,1,0,1,267.4
2020,AC,3,1200435,1031,Requerimento de Regularização da Situação de Inadimplência de Prestação de Contas,2,2,0,3,556.0
2020,AC,3,1200435,1031,Reversão de Desfiliação,1,1,1,2,2101.2
2020,AC,3,1200500,1457,Arregimentação de Eleitor ou Boca de Urna,8,7,0,46,1803.0
2020,AC,3,1200500,1457,Calúnia,2,2,0,7,1076.8
2020,AC,3,1200500,1457,Calúnia na Propaganda Eleitoral,1,1,0,6,1912.1
2020,AC,3,1200500,1457,Cargo - Prefeito,1,1,1,5,2067.2
2020,AC,3,1200500,1457,Cargo - Vereador,100,96,98,294,2066.1
2020,AC,3,1200500,1457,Doação de Recursos Acima do Limite Legal - Pessoa Física,6,6,0,6,1685.3
2020,AC,3,1200500,1457,Execução - Cumprimento de Sentença,1,1,1,10,2067.3
2020,AC,3,1200500,1457,Filiação Partidária - Exclusão,1,1,1,2,2227.4
2020,AC,3,1200500,1457,Filiação Partidária - Lista Especial,1,1,1,2,2218.3
2020,AC,3,1200500,1457,Intimação,1,1,0,2,1554.4
2020,AC,3,1200500,1457,Partido Político - Órgão de Direção Municipal,16,16,8,25,2037.6
2020,AC,3,1200500,1457,Propaganda Política - Propaganda Eleitoral - Bem Público,1,1,1,2,2082.5
2020,AC,3,1200500,1457,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,1,1,1,3,2069.3
2020,AC,3,1200500,1457,Propaganda Política - Propaganda Eleitoral - Internet,1,1,1,5,2069.3
2020,AC,3,1200500,1457,Registro de Candidatura - DRAP Partido/Coligação,10,10,10,11,2099.3
2020,AC,3,1200500,1457,Registro de Candidatura - Preenchimento de Vaga Remanescente,2,2,2,3,2097.2
2020,AC,3,1200500,1457,Registro de Candidatura - RRC - Candidato,101,97,101,137,2099.1
2020,AC,3,1200500,1457,Requerimento,2,2,1,3,2053.3
2020,AC,3,1200500,1457,Requerimento de Regularização da Situação de Inadimplência de Prestação de Contas,1,1,0,2,1077.3
2020,AC,3,1200500,1457,Reversão de Desfiliação,1,1,1,2,2105.1
2020,AC,3,1200500,1457,Transação Penal,1,1,0,5,1768.3
2020,AC,3,1200500,1457,Violação do Sigilo do Voto,1,1,0,6,1768.3
2020,AC,4,1200203,1074,Abuso - De Poder Político/Autoridade,1,1,1,3,2049.4
2020,AC,4,1200203,1074,Apuração/Totalização de Votos,1,1,0,2,2046.3
2020,AC,4,1200203,1074,Arregimentação de Eleitor ou Boca de Urna,2,2,0,9,2038.0
2020,AC,4,1200203,1074,Ausência ou Abandono aos Trabalhos Eleitorais,5,5,0,15,1842.5
2020,AC,4,1200203,1074,Captação ilícita de votos ou corrupção eleitoral,3,3,0,10,1981.7
2020,AC,4,1200203,1074,Cargo - Prefeito,3,2,3,7,2064.2
2020,AC,4,1200203,1074,Cargo - Vereador,212,209,190,427,2042.6
2020,AC,4,1200203,1074,Coação Visando a Obtenção de Voto ou a sua Abstenção,1,1,0,5,1758.3
2020,AC,4,1200203,1074,Corrupção Eleitoral,1,0,0,10,805.5
2020,AC,4,1200203,1074,Criação do Partido Político,1,1,1,4,2274.4
2020,AC,4,1200203,1074,Crimes Conexos,1,1,0,9,1897.2
2020,AC,4,1200203,1074,Direito Líquido e Certo,1,0,0,1,1873.5
2020,AC,4,1200203,1074,Direito de Resposta,7,7,7,20,2057.4
2020,AC,4,1200203,1074,Eleições - 1° Turno,1,1,0,1,2046.4
2020,AC,4,1200203,1074,Execução - Cumprimento de Sentença,13,10,12,153,2073.4
2020,AC,4,1200203,1074,Falsidade Ideológica,2,2,0,10,1823.5
2020,AC,4,1200203,1074,Filiação Partidária - Cancelamento,5,5,4,9,2088.0
2020,AC,4,1200203,1074,Filiação Partidária - Coexistência,8,8,8,13,2190.8
2020,AC,4,1200203,1074,Filiação Partidária - Exclusão,3,3,2,5,2020.4
2020,AC,4,1200203,1074,Filiação Partidária - Lista Especial,1,1,1,1,2223.4
2020,AC,4,1200203,1074,Partido Político - Órgão de Direção Municipal,20,20,11,55,1995.4
2020,AC,4,1200203,1074,Prestação de Contas - De Candidato,1,1,0,1,1237.4
2020,AC,4,1200203,1074,Processamento de Recurso Contra Expedição de Diploma,2,1,0,2,2012.9
2020,AC,4,1200203,1074,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,1,1,1,2,2047.5
2020,AC,4,1200203,1074,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,1,1,1,2,2047.5
2020,AC,4,1200203,1074,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,2,1,2,16,2052.8
2020,AC,4,1200203,1074,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,5,5,5,14,2053.7
2020,AC,4,1200203,1074,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,2,2,2,4,2097.3
2020,AC,4,1200203,1074,Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos,6,6,2,21,2035.2
2020,AC,4,1200203,1074,Propaganda Política - Propaganda Eleitoral - Omissão de Informações Obrigatórias,2,2,2,5,2057.6
2020,AC,4,1200203,1074,Registro de Candidatura - DRAP Partido/Coligação,17,17,17,18,2097.8
2020,AC,4,1200203,1074,Registro de Candidatura - Preenchimento de Vaga Remanescente,2,2,2,2,2089.9
2020,AC,4,1200203,1074,Registro de Candidatura - RRC - Candidato,212,209,212,257,2097.7
2020,AC,4,1200203,1074,Registro de Candidatura - RRCI - Candidato Individual,2,1,2,4,2094.8
2020,AC,4,1200203,1074,Requerimento,1,1,1,1,2071.3
2020,AC,4,1200203,1074,Requerimento de Regularização da Situação de Inadimplência de Prestação de Contas,1,1,0,1,851.4
2020,AC,4,1200336,1090,Cancelamento de Registro de Candidatura,1,1,1,2,2059.2
2020,AC,4,1200336,1090,Cargo - Prefeito,2,2,2,2,2067.3
2020,AC,4,1200336,1090,Cargo - Vereador,135,135,128,243,2065.0
2020,AC,4,1200336,1090,Crimes Conexos,1,1,0,8,1846.2
2020,AC,4,1200336,1090,Execução - Cumprimento de Sentença,8,6,8,81,2068.5
2020,AC,4,1200336,1090,Filiação Partidária - Lista Especial,1,1,1,2,2129.1
2020,AC,4,1200336,1090,Partido Político - Órgão de Direção Municipal,15,15,6,43,1963.3
2020,AC,4,1200336,1090,Registro de Candidatura - DRAP Partido/Coligação,13,13,13,17,2101.7
2020,AC,4,1200336,1090,Registro de Candidatura - Preenchimento de Vaga Remanescente,1,1,1,1,2096.4
2020,AC,4,1200336,1090,Registro de Candidatura - RRC - Candidato,130,126,130,145,2101.1
2020,AC,4,1200336,1090,Registro de Candidatura - Substituição de Candidato - Por Indeferimento de Registro,1,0,1,3,2059.3
2020,AC,4,1200336,1090,Reversão de Desfiliação,1,1,1,2,2129.1
2020,AC,4,1200351,1040,Captação ilícita de votos ou corrupção eleitoral,1,1,0,1,2044.5
2020,AC,4,1200351,1040,Cargo - Prefeito,4,4,2,13,1789.6
2020,AC,4,1200351,1040,Cargo - Vereador,146,140,122,328,1969.1
2020,AC,4,1200351,1040,Crimes Conexos,1,1,0,3,1841.2
2020,AC,4,1200351,1040,Eleições - Eleição Proporcional,1,1,0,1,1713.0
2020,AC,4,1200351,1040,Execução - Cumprimento de Sentença,7,5,6,66,2060.2
2020,AC,4,1200351,1040,Filiação Partidária - Lista Especial,6,5,6,16,2177.9
2020,AC,4,1200351,1040,Inscrição Fraudulenta,1,1,0,2,1503.4
2020,AC,4,1200351,1040,Partido Político - Órgão de Direção Municipal,12,12,5,34,1955.0
2020,AC,4,1200351,1040,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,1,1,1,3,2212.5
2020,AC,4,1200351,1040,Registro de Candidatura - DRAP Partido/Coligação,14,14,14,14,2099.8
2020,AC,4,1200351,1040,Registro de Candidatura - Preenchimento de Vaga Remanescente,1,1,1,1,2088.3
2020,AC,4,1200351,1040,Registro de Candidatura - RRC - Candidato,133,130,133,146,2099.4
2020,AC,4,1200351,1040,Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro,4,4,4,6,2078.9
2020,AC,4,1200351,1040,Regularização de Contas Eleitorais,1,1,0,1,672.2
2020,AC,4,1200351,1040,Requerimento,7,7,7,8,2091.6
2020,AC,4,1200351,1040,Requerimento de Regularização da Situação de Inadimplência de Prestação de Contas,4,4,0,6,913.0
2020,AC,4,1200351,1040,Reversão de Desfiliação,1,1,1,1,2107.1
2020,AC,4,1200393,1066,Abuso - De Poder Econômico,1,1,1,6,2070.9
2020,AC,4,1200393,1066,Apuração de indícios de irregularidades informados pela Administração Pública,1,0,0,1,819.5
2020,AC,4,1200393,1066,Captação ilícita de votos ou corrupção eleitoral,1,1,0,4,1708.3
2020,AC,4,1200393,1066,Cargo - Prefeito,1,1,1,1,2067.4
2020,AC,4,1200393,1066,Cargo - Vereador,92,92,66,227,1940.7
2020,AC,4,1200393,1066,Cargo - Vice-Prefeito,1,1,1,1,2084.4
2020,AC,4,1200393,1066,Coação Visando a Obtenção de Voto ou a sua Abstenção,1,0,0,16,1405.3
2020,AC,4,1200393,1066,Eleições - 1° Turno,1,1,0,1,2046.5
2020,AC,4,1200393,1066,Execução - Cumprimento de Sentença,1,1,1,12,2067.3
2020,AC,4,1200393,1066,Matéria Administrativa,1,1,1,1,2059.2
2020,AC,4,1200393,1066,Partido Político - Órgão de Direção Municipal,12,12,6,39,2038.1
2020,AC,4,1200393,1066,Prestação de Contas - De Candidato,1,1,0,3,1539.4
2020,AC,4,1200393,1066,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,1,1,1,2,2050.5
2020,AC,4,1200393,1066,Registro de Candidatura - DRAP Partido/Coligação,11,11,11,11,2097.7
2020,AC,4,1200393,1066,Registro de Candidatura - Preenchimento de Vaga Remanescente,4,4,4,6,2094.3
2020,AC,4,1200393,1066,Registro de Candidatura - RRC - Candidato,77,75,77,86,2098.5
2020,AC,4,1200393,1066,Registro de Candidatura - RRCI - Candidato Individual,5,5,5,11,2092.5
2020,AC,4,1200393,1066,Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro,1,1,1,1,2076.3
2020,AC,4,1200427,1082,Cargo - Prefeito,4,4,4,5,2068.5
2020,AC,4,1200427,1082,Cargo - Vereador,95,90,71,171,1983.4
2020,AC,4,1200427,1082,Execução - Cumprimento de Sentença,7,6,6,79,2058.6
2020,AC,4,1200427,1082,Filiação Partidária - Coexistência,2,2,2,2,2226.5
2020,AC,4,1200427,1082,Filiação Partidária - Lista Especial,1,1,1,2,2103.1
2020,AC,4,1200427,1082,Partido Político - Órgão de Direção Municipal,13,13,6,34,1964.2
2020,AC,4,1200427,1082,Processamento de Recurso Contra Expedição de Diploma,1,0,0,1,2017.4
2020,AC,4,1200427,1082,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,2,2,2,4,2049.7
2020,AC,4,1200427,1082,Registro de Candidatura - DRAP Partido/Coligação,15,15,15,16,2098.6
2020,AC,4,1200427,1082,Registro de Candidatura - Preenchimento de Vaga Remanescente,1,1,1,2,2092.2
2020,AC,4,1200427,1082,Registro de Candidatura - RRC - Candidato,111,108,111,133,2098.3
2020,AC,4,1200427,1082,Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro,1,1,1,1,2069.5
2020,AC,4,1200427,1082,Reversão de Desfiliação,5,5,5,7,2176.4
2020,AC,5,1200328,1104,Cargo - Prefeito,5,5,5,13,2067.7
2020,AC,5,1200328,1104,Cargo - Vereador,79,78,68,183,2041.5
2020,AC,5,1200328,1104,Direito Líquido e Certo,1,1,1,1,2098.0
2020,AC,5,1200328,1104,Filiação Partidária - Coexistência,1,1,1,2,2240.1
2020,AC,5,1200328,1104,Matéria Administrativa,1,1,1,2,2245.3
2020,AC,5,1200328,1104,Partido Político - Órgão de Direção Municipal,12,12,5,31,2019.3
2020,AC,5,1200328,1104,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,1,1,1,2,2050.2
2020,AC,5,1200328,1104,Registro de Candidatura - DRAP Partido/Coligação,12,12,12,15,2098.8
2020,AC,5,1200328,1104,Registro de Candidatura - Preenchimento de Vaga Remanescente,3,2,3,7,2092.5
2020,AC,5,1200328,1104,Registro de Candidatura - RRC - Candidato,81,81,81,92,2098.5
2020,AC,5,1200328,1104,Registro de Candidatura - RRCI - Candidato Individual,1,1,1,1,2091.3
2020,AC,5,1200609,1473,Abuso - De Poder Econômico,1,1,0,2,2041.2
2020,AC,5,1200609,1473,Aliciamento de eleitores,1,1,0,6,1945.5
2020,AC,5,1200609,1473,Alistamento Eleitoral - Cancelamento,1,1,1,2,2288.3
2020,AC,5,1200609,1473,Arregimentação de Eleitor ou Boca de Urna,1,1,0,6,2044.6
2020,AC,5,1200609,1473,Captação ilícita de votos ou corrupção eleitoral,1,1,0,6,1940.4
2020,AC,5,1200609,1473,Cargo - Prefeito,5,5,5,10,2067.8
2020,AC,5,1200609,1473,Cargo - Vereador,139,137,129,370,2054.2
2020,AC,5,1200609,1473,Contas - Não Apresentação das Contas,1,1,0,1,535.2
2020,AC,5,1200609,1473,Corrupção ativa,1,0,0,17,1730.2
2020,AC,5,1200609,1473,Execução - Cumprimento de Sentença,1,0,1,15,2067.2
2020,AC,5,1200609,1473,Filiação Partidária - Lista Especial,1,1,1,2,2245.3
2020,AC,5,1200609,1473,Partido Político - Órgão de Direção Municipal,20,20,11,55,1952.2
2020,AC,5,1200609,1473,Processamento de Recurso Contra Expedição de Diploma,1,0,0,2,2012.1
2020,AC,5,1200609,1473,Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea,1,1,1,4,2096.1
2020,AC,5,1200609,1473,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,4,3,4,11,2056.4
2020,AC,5,1200609,1473,Registro de Candidatura - DRAP Partido/Coligação,16,16,16,20,2099.3
2020,AC,5,1200609,1473,Registro de Candidatura - Preenchimento de Vaga Remanescente,2,2,2,3,2092.7
2020,AC,5,1200609,1473,Registro de Candidatura - RRC - Candidato,149,144,149,200,2099.0
2020,AC,5,1200609,1473,Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro,1,1,1,1,2086.2
2020,AC,5,1200609,1473,Requerimento,5,3,4,12,2060.6
2020,AC,5,1200609,1473,Requerimento de Regularização da Situação de Inadimplência de Prestação de Contas,1,1,0,2,250.3
2020,AC,5,1200609,1473,Uso de Documento Falso para Fins Eleitorais,2,2,0,23,983.3
2020,AC,5,1200609,1473,Violação do Sigilo do Voto,1,1,0,5,1911.6
2020,AC,510,1200435,1031,Falsificação de documento particular,1,1,0,5,384.3
2020,AC,6,1200054,1570,Cargo - Prefeito,5,5,5,24,2068.4
2020,AC,6,1200054,1570,Cargo - Vereador,84,84,69,235,2058.3
2020,AC,6,1200054,1570,Execução - Cumprimento de Sentença,2,2,2,21,2083.0
2020,AC,6,1200054,1570,Filiação Partidária - Coexistência,1,1,1,3,2143.5
2020,AC,6,1200054,1570,Filiação Partidária - Lista Especial,1,1,1,2,2238.2
2020,AC,6,1200054,1570,Partido Político - Órgão de Direção Municipal,12,12,6,51,2038.1
2020,AC,6,1200054,1570,Registro de Candidatura - DRAP Partido/Coligação,12,12,12,13,2099.7
2020,AC,6,1200054,1570,Registro de Candidatura - RRC - Candidato,92,91,92,100,2099.6
2020,AC,6,1200054,1570,Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro,3,3,3,3,2068.8
2020,AC,6,1200054,1570,Reversão de Desfiliação,1,0,1,2,2121.4
2020,AC,6,1200054,1570,Utilização de Veículos e Embarcações Públicas em Campanha Eleitoral,2,2,0,2,780.7
2020,AC,6,1200104,1058,Cargo - Prefeito,3,2,3,24,2067.5
2020,AC,6,1200104,1058,Cargo - Vereador,129,128,124,374,2065.3
2020,AC,6,1200104,1058,Criação do Partido Político,2,2,2,4,2298.4
2020,AC,6,1200104,1058,Divulgação de Propaganda Eleitoral no Dia da Eleição,1,1,0,2,547.7
2020,AC,6,1200104,1058,Execução - Cumprimento de Sentença,7,7,7,80,2068.3
2020,AC,6,1200104,1058,Filiação Partidária - Coexistência,1,1,1,1,2096.9
2020,AC,6,1200104,1058,Partido Político - Órgão de Direção Municipal,17,16,9,57,1984.4
2020,AC,6,1200104,1058,Propaganda Política - Propaganda Eleitoral - Adesivo,1,1,1,2,2057.6
2020,AC,6,1200104,1058,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,1,1,1,2,2057.5
2020,AC,6,1200104,1058,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,1,1,1,2,2049.4
2020,AC,6,1200104,1058,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,1,1,1,2,2049.5
2020,AC,6,1200104,1058,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,1,1,1,2,2096.7
2020,AC,6,1200104,1058,Registro de Candidatura - DRAP Partido/Coligação,14,14,14,15,2097.9
2020,AC,6,1200104,1058,Registro de Candidatura - Preenchimento de Vaga Remanescente,3,3,3,3,2090.5
2020,AC,6,1200104,1058,Registro de Candidatura - RRC - Candidato,138,133,138,161,2097.8
2020,AC,6,1200104,1058,Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro,1,1,1,1,2070.1
2020,AC,6,1200104,1058,Requerimento,4,3,3,6,1958.7
2020,AC,6,1200252,1112,Arregimentação de Eleitor ou Boca de Urna,2,2,0,23,1484.5
2020,AC,6,1200252,1112,Cargo - Prefeito,3,3,3,6,2067.3
