election_year,uf,zona,id_municipio,id_municipio_tse,classe,n_proc,n_proc_orig,n_proc_pre_eleic,n_dec,tempo_med_dias
2020,AC,1,1200401,1392,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,1,0,0,9,2000.5
2020,AC,1,1200401,1392,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,1,1,1,4,2049.5
2020,AC,1,1200401,1392,AÇÃO PENAL ELEITORAL,5,5,0,74,936.5
2020,AC,1,1200401,1392,CARTA PRECATÓRIA CRIMINAL,2,0,0,3,338.6
2020,AC,1,1200401,1392,CARTA PRECATÓRIA CÍVEL,9,0,0,18,380.4
2020,AC,1,1200401,1392,CUMPRIMENTO DE SENTENÇA,92,83,85,1291,2050.3
2020,AC,1,1200401,1392,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,1,1,0,20,211.6
2020,AC,1,1200401,1392,FILIAÇÃO PARTIDÁRIA,11,11,11,23,2190.8
2020,AC,1,1200401,1392,INQUÉRITO POLICIAL,2,2,0,7,1892.7
2020,AC,1,1200401,1392,LISTA DE APOIAMENTO PARA CRIAÇÃO DE PARTIDO POLÍTICO,2,2,2,6,2298.5
2020,AC,1,1200401,1392,PETIÇÃO CÍVEL,16,12,11,27,1872.6
2020,AC,1,1200401,1392,PRESTAÇÃO DE CONTAS ELEITORAIS,468,463,452,1740,2065.8
2020,AC,1,1200401,1392,PROCESSO ADMINISTRATIVO,1,1,0,1,1688.4
2020,AC,1,1200401,1392,REGISTRO DE CANDIDATURA,587,585,587,800,2098.7
2020,AC,1,1200401,1392,REPRESENTAÇÃO,20,19,5,42,1816.6
2020,AC,1,1200401,1392,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,1,1,0,4,1895.4
2020,AC,1,1200401,1392,REPRESENTAÇÃO ESPECIAL,2,2,0,5,2028.4
2020,AC,1,1200401,1392,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,8,8,0,17,955.8
2020,AC,1,1200401,1392,TUTELA ANTECIPADA ANTECEDENTE,1,1,0,3,1411.6
2020,AC,1,1200807,1023,CUMPRIMENTO DE SENTENÇA,22,22,20,275,2062.0
2020,AC,1,1200807,1023,FILIAÇÃO PARTIDÁRIA,2,2,2,4,2218.8
2020,AC,1,1200807,1023,PETIÇÃO CÍVEL,2,2,1,4,1432.4
2020,AC,1,1200807,1023,PRESTAÇÃO DE CONTAS ELEITORAIS,128,128,96,458,2052.2
2020,AC,1,1200807,1023,REGISTRO DE CANDIDATURA,154,152,154,237,2098.5
2020,AC,1,1200807,1023,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,11,11,0,23,932.4
2020,AC,11,1200401,1392,CARTA PRECATÓRIA CRIMINAL,1,0,0,1,343.5
2020,AC,19,1200401,1392,CARTA PRECATÓRIA CÍVEL,1,0,0,1,194.4
2020,AC,2,1200179,1015,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,1,1,0,1,2015.5
2020,AC,2,1200179,1015,AÇÃO PENAL ELEITORAL,1,1,0,11,2030.1
2020,AC,2,1200179,1015,CUMPRIMENTO DE SENTENÇA,3,3,3,45,2068.7
2020,AC,2,1200179,1015,FILIAÇÃO PARTIDÁRIA,5,5,5,8,2119.2
2020,AC,2,1200179,1015,PETIÇÃO CÍVEL,2,1,1,3,2049.5
2020,AC,2,1200179,1015,PRESTAÇÃO DE CONTAS ELEITORAIS,122,116,91,415,2050.9
2020,AC,2,1200179,1015,REGISTRO DE CANDIDATURA,127,117,127,306,2096.9
2020,AC,2,1200179,1015,REPRESENTAÇÃO,1,1,1,1,2057.3
2020,AC,2,1200179,1015,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,10,10,0,21,768.6
2020,AC,2,1200179,1015,TERMO CIRCUNSTANCIADO,1,1,0,1,2030.1
2020,AC,2,1200708,1490,CUMPRIMENTO DE SENTENÇA,1,1,1,15,2068.5
2020,AC,2,1200708,1490,INQUÉRITO POLICIAL,1,1,0,2,2038.4
2020,AC,2,1200708,1490,LISTA DE APOIAMENTO PARA CRIAÇÃO DE PARTIDO POLÍTICO,2,2,2,3,2298.4
2020,AC,2,1200708,1490,PETIÇÃO CÍVEL,3,3,3,5,2065.0
2020,AC,2,1200708,1490,PRESTAÇÃO DE CONTAS ELEITORAIS,85,83,78,261,2062.8
2020,AC,2,1200708,1490,REGISTRO DE CANDIDATURA,88,85,88,221,2096.5
2020,AC,2,1200708,1490,REPRESENTAÇÃO,11,11,7,11,2052.0
2020,AC,2,1200708,1490,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,3,3,0,10,898.8
2020,AC,24,1200401,1392,CARTA PRECATÓRIA CÍVEL,1,0,0,1,120.4
2020,AC,3,1200344,1554,CUMPRIMENTO DE SENTENÇA,1,1,1,5,2054.9
2020,AC,3,1200344,1554,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,1,1,0,11,1873.3
2020,AC,3,1200344,1554,FILIAÇÃO PARTIDÁRIA,1,1,1,1,2107.5
2020,AC,3,1200344,1554,PRESTAÇÃO DE CONTAS ELEITORAIS,95,85,81,241,2057.4
2020,AC,3,1200344,1554,REGISTRO DE CANDIDATURA,90,90,90,130,2100.2
2020,AC,3,1200344,1554,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,4,4,0,8,877.5
2020,AC,3,1200435,1031,AÇÃO PENAL ELEITORAL,1,1,0,8,1957.1
2020,AC,3,1200435,1031,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,1,1,0,8,1961.2
2020,AC,3,1200435,1031,FILIAÇÃO PARTIDÁRIA,3,3,3,6,2138.9
2020,AC,3,1200435,1031,PRESTAÇÃO DE CONTAS ELEITORAIS,88,85,57,184,2044.3
2020,AC,3,1200435,1031,REGISTRO DE CANDIDATURA,88,86,88,138,2099.2
2020,AC,3,1200435,1031,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,4,4,0,6,556.2
2020,AC,3,1200500,1457,AÇÃO PENAL ELEITORAL,1,1,0,6,1912.1
2020,AC,3,1200500,1457,CARTA PRECATÓRIA CRIMINAL,1,1,0,2,1554.4
2020,AC,3,1200500,1457,CUMPRIMENTO DE SENTENÇA,1,1,1,10,2067.3
2020,AC,3,1200500,1457,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,11,10,0,62,1793.6
2020,AC,3,1200500,1457,EXIBIÇÃO DE DOCUMENTO OU COISA CÍVEL,1,1,0,2,2035.3
2020,AC,3,1200500,1457,FILIAÇÃO PARTIDÁRIA,3,3,3,6,2183.6
2020,AC,3,1200500,1457,PETIÇÃO CÍVEL,1,1,1,1,2071.3
2020,AC,3,1200500,1457,PRESTAÇÃO DE CONTAS ELEITORAIS,116,112,106,322,2062.0
2020,AC,3,1200500,1457,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),1,1,0,2,384.3
2020,AC,3,1200500,1457,REGISTRO DE CANDIDATURA,113,109,113,151,2099.1
2020,AC,3,1200500,1457,REPRESENTAÇÃO,10,10,4,18,1841.8
2020,AC,3,1200500,1457,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,1,1,0,2,1077.3
2020,AC,4,1200203,1074,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,1,1,1,3,2049.4
2020,AC,4,1200203,1074,AÇÃO PENAL ELEITORAL,1,1,0,8,1805.4
2020,AC,4,1200203,1074,COMPOSIÇÃO DE MESA RECEPTORA,5,5,0,15,1842.5
2020,AC,4,1200203,1074,CUMPRIMENTO DE SENTENÇA,14,11,13,157,2073.1
2020,AC,4,1200203,1074,FILIAÇÃO PARTIDÁRIA,17,17,15,28,2132.4
2020,AC,4,1200203,1074,INQUÉRITO POLICIAL,5,5,0,18,1883.7
2020,AC,4,1200203,1074,LISTA DE APOIAMENTO PARA CRIAÇÃO DE PARTIDO POLÍTICO,1,1,1,4,2274.4
2020,AC,4,1200203,1074,MANDADO DE SEGURANÇA CÍVEL,1,0,0,1,1873.5
2020,AC,4,1200203,1074,PETIÇÃO CÍVEL,3,2,0,3,1625.7
2020,AC,4,1200203,1074,PRESTAÇÃO DE CONTAS ELEITORAIS,224,221,202,464,2062.5
2020,AC,4,1200203,1074,PROCESSO ADMINISTRATIVO,1,1,1,1,2071.3
2020,AC,4,1200203,1074,REGISTRO DE CANDIDATURA,233,229,233,281,2097.6
2020,AC,4,1200203,1074,REPRESENTAÇÃO,33,32,23,93,2040.2
2020,AC,4,1200203,1074,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,1,0,0,10,805.5
2020,AC,4,1200203,1074,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,5,4,0,14,883.7
2020,AC,4,1200203,1074,TERMO CIRCUNSTANCIADO,3,3,0,17,2033.2
2020,AC,4,1200203,1074,TUTELA ANTECIPADA ANTECEDENTE,1,1,0,2,2046.3
2020,AC,4,1200336,1090,CUMPRIMENTO DE SENTENÇA,9,7,9,87,2068.5
2020,AC,4,1200336,1090,FILIAÇÃO PARTIDÁRIA,2,2,2,4,2129.1
2020,AC,4,1200336,1090,INQUÉRITO POLICIAL,1,1,0,8,1846.2
2020,AC,4,1200336,1090,PETIÇÃO CÍVEL,2,1,2,5,2059.3
2020,AC,4,1200336,1090,PRESTAÇÃO DE CONTAS ELEITORAIS,150,150,135,280,2062.1
2020,AC,4,1200336,1090,REGISTRO DE CANDIDATURA,144,140,144,163,2101.1
2020,AC,4,1200336,1090,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,1,1,0,2,973.5
2020,AC,4,1200351,1040,CUMPRIMENTO DE SENTENÇA,7,5,6,66,2060.2
2020,AC,4,1200351,1040,FILIAÇÃO PARTIDÁRIA,14,13,14,25,2129.7
2020,AC,4,1200351,1040,INQUÉRITO POLICIAL,3,3,0,6,1796.4
2020,AC,4,1200351,1040,PETIÇÃO CÍVEL,5,2,0,17,1000.9
2020,AC,4,1200351,1040,PRESTAÇÃO DE CONTAS ELEITORAIS,148,146,129,333,2060.1
2020,AC,4,1200351,1040,REGISTRO DE CANDIDATURA,152,149,152,167,2098.8
2020,AC,4,1200351,1040,REPRESENTAÇÃO,1,1,1,3,2212.5
2020,AC,4,1200351,1040,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,15,14,0,33,949.7
2020,AC,4,1200393,1066,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,1,1,1,6,2070.9
2020,AC,4,1200393,1066,AÇÃO PENAL ELEITORAL,1,0,0,16,1405.3
2020,AC,4,1200393,1066,COMPOSIÇÃO DE MESA RECEPTORA,1,1,0,1,2046.5
2020,AC,4,1200393,1066,CUMPRIMENTO DE SENTENÇA,2,2,2,18,2067.3
2020,AC,4,1200393,1066,INQUÉRITO POLICIAL,1,1,0,4,1708.3
2020,AC,4,1200393,1066,PETIÇÃO CÍVEL,2,1,1,2,1452.0
2020,AC,4,1200393,1066,PRESTAÇÃO DE CONTAS ELEITORAIS,95,95,72,240,2053.5
2020,AC,4,1200393,1066,PROCESSO ADMINISTRATIVO,1,1,1,1,2059.2
2020,AC,4,1200393,1066,REGISTRO DE CANDIDATURA,98,96,98,115,2097.7
2020,AC,4,1200393,1066,REPRESENTAÇÃO,1,1,1,2,2050.5
2020,AC,4,1200393,1066,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,10,10,0,24,945.6
2020,AC,4,1200427,1082,CUMPRIMENTO DE SENTENÇA,9,8,7,96,2053.9
2020,AC,4,1200427,1082,FILIAÇÃO PARTIDÁRIA,8,8,8,11,2179.8
2020,AC,4,1200427,1082,PETIÇÃO CÍVEL,13,7,7,25,1666.5
2020,AC,4,1200427,1082,PRESTAÇÃO DE CONTAS ELEITORAIS,103,103,80,173,2055.5
2020,AC,4,1200427,1082,REGISTRO DE CANDIDATURA,121,118,121,145,2098.1
2020,AC,4,1200427,1082,REPRESENTAÇÃO,2,2,2,4,2049.7
2020,AC,4,1200427,1082,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,2,2,0,3,740.5
2020,AC,5,1200328,1104,FILIAÇÃO PARTIDÁRIA,1,1,1,2,2240.1
2020,AC,5,1200328,1104,MANDADO DE SEGURANÇA CÍVEL,1,1,1,1,2098.0
2020,AC,5,1200328,1104,PET-ADM,1,1,1,2,2245.3
2020,AC,5,1200328,1104,PRESTAÇÃO DE CONTAS ELEITORAIS,95,94,78,225,2056.3
2020,AC,5,1200328,1104,REGISTRO DE CANDIDATURA,97,96,97,115,2098.3
2020,AC,5,1200328,1104,REPRESENTAÇÃO,1,1,1,2,2050.2
2020,AC,5,1200328,1104,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,1,1,0,2,498.5
2020,AC,5,1200609,1473,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,1,1,0,2,2041.2
2020,AC,5,1200609,1473,AÇÃO PENAL ELEITORAL,3,2,0,40,1232.2
2020,AC,5,1200609,1473,CANCELAMENTO DE INSCRIÇÃO ELEITORAL (CIE),1,1,1,2,2288.3
2020,AC,5,1200609,1473,CUMPRIMENTO DE SENTENÇA,4,3,4,34,2067.3
2020,AC,5,1200609,1473,DIREITO DE RESPOSTA,3,2,3,10,2059.8
2020,AC,5,1200609,1473,FILIAÇÃO PARTIDÁRIA,1,1,1,2,2245.3
2020,AC,5,1200609,1473,IMPUGNAÇÃO PERANTE AS JUNTAS ELEITORAIS,1,1,0,1,2045.3
2020,AC,5,1200609,1473,INQUÉRITO POLICIAL,3,3,0,17,1932.5
2020,AC,5,1200609,1473,PETIÇÃO CÍVEL,3,2,2,4,2061.6
2020,AC,5,1200609,1473,PRESTAÇÃO DE CONTAS ELEITORAIS,159,157,142,413,2061.4
2020,AC,5,1200609,1473,REGISTRO DE CANDIDATURA,167,162,167,223,2098.9
2020,AC,5,1200609,1473,REPRESENTAÇÃO,5,3,5,15,2065.7
2020,AC,5,1200609,1473,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,4,4,0,6,432.4
2020,AC,5,1200609,1473,TERMO CIRCUNSTANCIADO,1,1,0,6,2044.6
2020,AC,510,1200435,1031,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),1,1,0,5,384.3
2020,AC,6,1200054,1570,CUMPRIMENTO DE SENTENÇA,3,3,3,34,2078.0
2020,AC,6,1200054,1570,FILIAÇÃO PARTIDÁRIA,3,2,3,7,2167.7
2020,AC,6,1200054,1570,PRESTAÇÃO DE CONTAS ELEITORAIS,100,100,79,297,2056.3
2020,AC,6,1200054,1570,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),2,2,0,2,780.7
2020,AC,6,1200054,1570,REGISTRO DE CANDIDATURA,107,106,107,116,2098.7
2020,AC,6,1200104,1058,CUMPRIMENTO DE SENTENÇA,10,9,10,120,2068.3
2020,AC,6,1200104,1058,EXECUÇÃO DA PENA,1,1,0,2,547.7
2020,AC,6,1200104,1058,FILIAÇÃO PARTIDÁRIA,1,1,1,1,2096.9
2020,AC,6,1200104,1058,LISTA DE APOIAMENTO PARA CRIAÇÃO DE PARTIDO POLÍTICO,2,2,2,4,2298.4
2020,AC,6,1200104,1058,PETIÇÃO CÍVEL,3,2,3,4,2088.8
2020,AC,6,1200104,1058,PRESTAÇÃO DE CONTAS ELEITORAIS,145,143,133,413,2062.6
2020,AC,6,1200104,1058,PROCESSO ADMINISTRATIVO,1,1,0,2,1568.5
2020,AC,6,1200104,1058,REGISTRO DE CANDIDATURA,156,151,156,180,2097.5
2020,AC,6,1200104,1058,REPRESENTAÇÃO,5,5,5,10,2062.1
2020,AC,6,1200104,1058,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,1,1,0,2,1075.6
2020,AC,6,1200252,1112,AÇÃO PENAL ELEITORAL,5,5,0,49,1552.8
2020,AC,6,1200252,1112,CUMPRIMENTO DE SENTENÇA,9,9,7,117,2055.9
2020,AC,6,1200252,1112,EXECUÇÃO DA PENA,1,1,0,2,564.3
2020,AC,6,1200252,1112,PETIÇÃO CÍVEL,1,0,1,1,2069.5
2020,AC,6,1200252,1112,PRESTAÇÃO DE CONTAS ELEITORAIS,135,127,104,402,2056.4
2020,AC,6,1200252,1112,REGISTRO DE CANDIDATURA,152,146,152,176,2096.8
2020,AC,6,1200252,1112,REPRESENTAÇÃO,4,3,3,8,2059.1
2020,AC,6,1200252,1112,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,1,1,0,1,770.5
2020,AC,6,1200252,1112,TERMO CIRCUNSTANCIADO,3,3,0,14,2044.5
2020,AC,7,1200302,1139,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,3,0,0,10,1992.0
2020,AC,7,1200302,1139,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,3,1,0,10,1956.0
2020,AC,7,1200302,1139,AÇÃO PENAL ELEITORAL,2,2,1,12,1352.9
2020,AC,7,1200302,1139,CARTA PRECATÓRIA CRIMINAL,1,1,0,3,69.5
2020,AC,7,1200302,1139,COMPOSIÇÃO DE MESA RECEPTORA,4,4,0,10,2035.6
2020,AC,7,1200302,1139,CUMPRIMENTO DE SENTENÇA,2,1,2,22,2066.8
2020,AC,7,1200302,1139,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,1,1,0,5,859.5
2020,AC,7,1200302,1139,INQUÉRITO POLICIAL,7,6,1,9,1896.7
2020,AC,7,1200302,1139,LISTA DE APOIAMENTO PARA CRIAÇÃO DE PARTIDO POLÍTICO,1,1,1,3,2274.4
2020,AC,7,1200302,1139,PETIÇÃO CÍVEL,3,3,2,5,1979.9
2020,AC,7,1200302,1139,PRESTAÇÃO DE CONTAS ELEITORAIS,158,157,151,208,2065.7
2020,AC,7,1200302,1139,REGISTRO DE CANDIDATURA,165,161,165,348,2097.6
2020,AC,7,1200302,1139,REPRESENTAÇÃO,3,3,2,7,1949.0
2020,AC,7,1200302,1139,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,2,2,0,10,1417.8
2020,AC,7,1200302,1139,REPRESENTAÇÃO ESPECIAL,1,1,0,4,2016.5
2020,AC,7,1200302,1139,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,6,6,0,16,845.6
2020,AC,7,1200302,1139,TERMO CIRCUNSTANCIADO,1,1,0,1,2044.6
2020,AC,8,1200013,1120,CUMPRIMENTO DE SENTENÇA,1,1,1,14,2067.3
2020,AC,8,1200013,1120,DIREITO DE RESPOSTA,1,1,1,2,2066.1
2020,AC,8,1200013,1120,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,1,1,0,6,2013.3
2020,AC,8,1200013,1120,FILIAÇÃO PARTIDÁRIA,3,3,3,4,2194.4
2020,AC,8,1200013,1120,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,9,9,0,9,2013.3
2020,AC,8,1200013,1120,PRESTAÇÃO DE CONTAS ELEITORAIS,99,99,90,335,2061.8
2020,AC,8,1200013,1120,REGISTRO DE CANDIDATURA,100,98,100,231,2098.8
2020,AC,8,1200013,1120,REPRESENTAÇÃO,2,2,2,4,2049.6
2020,AC,8,1200385,1511,AÇÃO PENAL ELEITORAL,1,1,0,10,2044.2
2020,AC,8,1200385,1511,CUMPRIMENTO DE SENTENÇA,6,6,6,53,2068.2
2020,AC,8,1200385,1511,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,5,5,0,44,1406.2
2020,AC,8,1200385,1511,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,1,1,0,1,2013.3
2020,AC,8,1200385,1511,PETIÇÃO CÍVEL,1,1,1,1,2049.0
2020,AC,8,1200385,1511,PRESTAÇÃO DE CONTAS ELEITORAIS,134,134,120,459,2061.8
2020,AC,8,1200385,1511,REGISTRO DE CANDIDATURA,148,145,148,319,2097.1
2020,AC,8,1200385,1511,REPRESENTAÇÃO,1,1,1,3,2085.4
2020,AC,8,1200385,1511,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,5,5,0,8,687.7
2020,AC,8,1200450,1538,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,1,1,0,9,2029.2
2020,AC,8,1200450,1538,CARTA PRECATÓRIA CRIMINAL,1,1,0,1,1706.5
2020,AC,8,1200450,1538,CUMPRIMENTO DE SENTENÇA,10,10,10,102,2066.7
2020,AC,8,1200450,1538,FILIAÇÃO PARTIDÁRIA,2,2,2,3,2241.8
2020,AC,8,1200450,1538,LISTA DE APOIAMENTO PARA CRIAÇÃO DE PARTIDO POLÍTICO,2,2,2,2,2298.4
2020,AC,8,1200450,1538,MANDADO DE SEGURANÇA CÍVEL,1,0,0,1,1679.3
2020,AC,8,1200450,1538,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,3,3,0,3,2013.3
2020,AC,8,1200450,1538,PETIÇÃO CÍVEL,1,1,1,1,2071.3
2020,AC,8,1200450,1538,PRESTAÇÃO DE CONTAS ELEITORAIS,132,132,115,505,2060.2
2020,AC,8,1200450,1538,REGISTRO DE CANDIDATURA,145,143,145,335,2097.6
2020,AC,8,1200450,1538,REPRESENTAÇÃO,2,2,0,6,1705.5
2020,AC,8,1200450,1538,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,2,2,0,9,1036.0
2020,AC,9,1200138,1007,FILIAÇÃO PARTIDÁRIA,2,2,2,5,2160.7
2020,AC,9,1200138,1007,INQUÉRITO POLICIAL,1,1,1,4,2251.5
2020,AC,9,1200138,1007,PETIÇÃO CÍVEL,1,0,0,1,2013.2
2020,AC,9,1200138,1007,PRESTAÇÃO DE CONTAS ELEITORAIS,154,142,137,384,2060.7
2020,AC,9,1200138,1007,REGISTRO DE CANDIDATURA,158,153,158,191,2099.5
2020,AC,9,1200138,1007,TERMO CIRCUNSTANCIADO,1,1,0,10,2012.2
2020,AC,9,1200401,1392,AÇÃO PENAL ELEITORAL,4,4,1,63,1934.9
2020,AC,9,1200401,1392,CARTA PRECATÓRIA CRIMINAL,8,5,0,6,1285.3
2020,AC,9,1200401,1392,CARTA PRECATÓRIA CÍVEL,3,3,0,6,1445.4
2020,AC,9,1200401,1392,COMPOSIÇÃO DE MESA RECEPTORA,1,1,0,1,1673.4
2020,AC,9,1200401,1392,DIREITO DE RESPOSTA,10,7,9,40,2062.5
2020,AC,9,1200401,1392,EXECUÇÃO DA PENA,3,2,0,33,1327.3
2020,AC,9,1200401,1392,FILIAÇÃO PARTIDÁRIA,9,8,9,22,2186.6
2020,AC,9,1200401,1392,INQUÉRITO POLICIAL,4,4,1,11,1976.0
2020,AC,9,1200401,1392,LISTA DE APOIAMENTO PARA CRIAÇÃO DE PARTIDO POLÍTICO,2,2,2,2,2298.4
2020,AC,9,1200401,1392,MANDADO DE SEGURANÇA CÍVEL,1,0,1,4,2052.2
2020,AC,9,1200401,1392,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,2,2,2,4,2079.4
2020,AC,9,1200401,1392,PET-ADM,2,1,2,14,2169.8
2020,AC,9,1200401,1392,PETIÇÃO CÍVEL,8,6,5,25,2014.9
2020,AC,9,1200401,1392,REPRESENTAÇÃO,74,59,52,268,2006.3
2020,AC,9,1200401,1392,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,5,5,3,27,2050.7
2020,AC,9,1200401,1392,TERMO CIRCUNSTANCIADO,15,15,0,88,2000.7
2020,AL,1,2704302,27855,APURAÇÃO DE ELEIÇÃO,1,1,1,4,2148.4
2020,AL,1,2704302,27855,AÇÃO PENAL ELEITORAL,2,1,0,3,1831.4
2020,AL,1,2704302,27855,CARTA PRECATÓRIA CRIMINAL,3,2,0,5,1614.6
2020,AL,1,2704302,27855,CAUTELAR INOMINADA CRIMINAL,1,1,0,15,449.4
2020,AL,1,2704302,27855,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,1,1,0,9,1888.6
2020,AL,1,2704302,27855,FILIAÇÃO PARTIDÁRIA,2,2,2,5,2087.7
2020,AL,1,2704302,27855,IMPUGNAÇÃO PERANTE AS JUNTAS ELEITORAIS,1,1,0,1,2035.3
2020,AL,1,2704302,27855,INQUÉRITO POLICIAL,8,8,1,21,1925.9
2020,AL,1,2704302,27855,PETIÇÃO CÍVEL,24,22,23,23,2077.3
2020,AL,1,2704302,27855,PROCESSO ADMINISTRATIVO,1,1,1,1,2329.5
2020,AL,1,2704302,27855,RECURSO/IMPUGNAÇÃO DE ALISTAMENTO ELEITORAL,1,0,1,2,2223.3
2020,AL,1,2704302,27855,REGISTRO DE CANDIDATURA,659,628,659,778,2098.5
2020,AL,1,2704302,27855,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,14,13,2,24,1890.2
2020,AL,1,2704302,27855,RESTITUIÇÃO DE COISAS APREENDIDAS,2,2,0,14,302.9
2020,AL,10,2706307,28258,APURAÇÃO DE ELEIÇÃO,1,1,1,2,2147.4
2020,AL,10,2706307,28258,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,5,1,0,38,2018.1
2020,AL,10,2706307,28258,COMPOSIÇÃO DE MESA RECEPTORA,32,32,0,99,1763.1
2020,AL,10,2706307,28258,CUMPRIMENTO DE SENTENÇA,1,0,1,12,2067.2
2020,AL,10,2706307,28258,DIREITO DE RESPOSTA,1,1,1,2,2065.2
2020,AL,10,2706307,28258,INQUÉRITO POLICIAL,1,1,0,5,1981.5
2020,AL,10,2706307,28258,MANDADO DE SEGURANÇA CÍVEL,1,1,1,2,2090.4
2020,AL,10,2706307,28258,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,1,1,1,2,2053.3
2020,AL,10,2706307,28258,PETIÇÃO CÍVEL,5,5,5,15,2080.4
2020,AL,10,2706307,28258,PRESTAÇÃO DE CONTAS ELEITORAIS,177,171,149,581,2054.9
2020,AL,10,2706307,28258,REGISTRO DE CANDIDATURA,171,167,171,369,2098.3
2020,AL,10,2706307,28258,REPRESENTAÇÃO,10,6,10,29,2065.7
2020,AL,10,2706307,28258,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,1,1,1,2,2063.2
2020,AL,10,2706307,28258,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,2,0,0,4,1049.7
2020,AL,10,2706307,28258,TERMO CIRCUNSTANCIADO,1,1,0,2,1840.4
