municipality_id_tse,state,municipality_name,n_polls_2020,polled_2020,n_firms_2020,total_sample_2020,mean_sample_2020,total_cost_2020,mean_cost_2020,n_own_polls_2020,n_polls_last30_2020,last_poll_days_before_election_2020,n_polls_2024,polled_2024,n_firms_2024,total_sample_2024,mean_sample_2024,total_cost_2024,mean_cost_2024,n_own_polls_2024,n_polls_last30_2024,last_poll_days_before_election_2024,delta_n_polls_2024_2020,delta_polled_2024_2020,delta_n_firms_2024_2020,delta_total_sample_2024_2020,delta_mean_sample_2024_2020,delta_total_cost_2024_2020,delta_mean_cost_2024_2020,delta_n_own_polls_2024_2020,delta_n_polls_last30_2024_2020,delta_last_poll_days_before_election_2024_2020,polled_both,polled_either
40533,MG,CACHOEIRA DE PAJEÚ,3.0,1.0,3.0,1096.0,365.3333333333333,18000.0,6000.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-3.0,-1.0,-3.0,-1096.0,,,,0.0,-3.0,,0,1
40541,MG,PEDRAS DE MARIA DA CRUZ,1.0,1.0,1.0,210.0,210.0,2900.0,2900.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-210.0,,,,0.0,-1.0,,0,1
40550,MG,ANDRELÂNDIA,1.0,1.0,1.0,245.0,245.0,2800.0,2800.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-245.0,,,,-1.0,-1.0,,0,1
40584,MG,PONTO DOS VOLANTES,1.0,1.0,1.0,350.0,350.0,8000.0,8000.0,1.0,1.0,9.0,1.0,1.0,1.0,403.0,403.0,4000.0,4000.0,0.0,1.0,9.0,0.0,0.0,0.0,53.0,53.0,-4000.0,-4000.0,-1.0,0.0,0.0,1,1
40592,MG,ANTÔNIO DIAS,1.0,1.0,1.0,400.0,400.0,8000.0,8000.0,0.0,1.0,16.0,1.0,1.0,1.0,400.0,400.0,3500.0,3500.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,-4500.0,-4500.0,1.0,0.0,-9.0,1,1
40622,MG,ROSÁRIO DA LIMEIRA,0.0,0.0,0.0,0.0,,,,0.0,0.0,,2.0,1.0,2.0,625.0,312.5,14000.0,7000.0,0.0,2.0,11.0,2.0,1.0,2.0,625.0,,,,0.0,2.0,,0,1
40630,MG,ARAÇAÍ,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,418.0,418.0,3500.0,3500.0,0.0,0.0,38.0,1.0,1.0,1.0,418.0,,,,0.0,0.0,,0,1
40649,MG,SANTA BÁRBARA DO LESTE,2.0,1.0,1.0,732.0,366.0,11000.0,5500.0,2.0,2.0,21.0,2.0,1.0,2.0,565.0,282.5,5700.0,2850.0,2.0,2.0,21.0,0.0,0.0,1.0,-167.0,-83.5,-5300.0,-2650.0,0.0,0.0,0.0,1,1
40665,MG,SANTA RITA DE MINAS,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,362.0,362.0,3900.0,3900.0,1.0,1.0,9.0,1.0,1.0,1.0,362.0,,,,1.0,1.0,,0,1
40681,MG,SANTANA DO PARAÍSO,4.0,1.0,3.0,1785.0,446.25,21000.0,5250.0,2.0,3.0,57.0,1.0,1.0,1.0,558.0,558.0,8000.0,8000.0,0.0,1.0,11.0,-3.0,0.0,-2.0,-1227.0,111.75,-13000.0,2750.0,-2.0,-2.0,-46.0,1,1
40690,MG,ARAGUARI,4.0,1.0,3.0,1724.0,431.0,56731.1,14182.775,2.0,3.0,37.0,2.0,1.0,1.0,900.0,450.0,53750.0,26875.0,0.0,1.0,87.0,-2.0,0.0,-2.0,-824.0,19.0,-2981.0999999999985,12692.225,-2.0,-2.0,50.0,1,1
40703,MG,SÃO JOÃO DA LAGOA,1.0,1.0,1.0,300.0,300.0,5000.0,5000.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-300.0,,,,-1.0,-1.0,,0,1
40711,MG,ARANTINA,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,316.0,316.0,9600.0,9600.0,1.0,1.0,25.0,1.0,1.0,1.0,316.0,,,,1.0,1.0,,0,1
40720,MG,SÃO JOÃO DO MANHUAÇU,1.0,1.0,1.0,405.0,405.0,5000.0,5000.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-405.0,,,,-1.0,-1.0,,0,1
40770,MG,ARAÚJOS,2.0,1.0,2.0,423.0,211.5,11000.0,5500.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-2.0,-1.0,-2.0,-423.0,,,,-1.0,-2.0,,0,1
40789,MG,SÃO JOSÉ DA LAPA,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3.0,1.0,2.0,1132.0,377.3333333333333,38800.0,12933.333333333334,0.0,2.0,40.0,3.0,1.0,2.0,1132.0,,,,0.0,2.0,,0,1
40797,MG,ARAXÁ,5.0,1.0,3.0,2762.0,552.4,55877.0,11175.4,4.0,4.0,43.0,8.0,1.0,4.0,3657.0,457.125,97787.8,12223.475,5.0,6.0,151.0,3.0,0.0,1.0,895.0,-95.27499999999998,41910.8,1048.0750000000007,1.0,2.0,108.0,1,1
40800,MG,SARZEDO,1.0,1.0,1.0,454.0,454.0,4500.0,4500.0,0.0,1.0,7.0,2.0,1.0,2.0,900.0,450.0,30000.0,15000.0,1.0,1.0,36.0,1.0,0.0,1.0,446.0,-4.0,25500.0,10500.0,1.0,0.0,29.0,1,1
40819,MG,ARCEBURGO,4.0,1.0,3.0,1321.0,330.25,31800.0,7950.0,4.0,3.0,35.0,2.0,1.0,2.0,864.0,432.0,8500.0,4250.0,1.0,2.0,21.0,-2.0,0.0,-1.0,-457.0,101.75,-23300.0,-3700.0,-3.0,-1.0,-14.0,1,1
40835,MG,ARCOS,1.0,1.0,1.0,402.0,402.0,11658.0,11658.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-402.0,,,,-1.0,-1.0,,0,1
40851,MG,AREADO,1.0,1.0,1.0,403.0,403.0,5000.0,5000.0,1.0,1.0,3.0,2.0,1.0,1.0,746.0,373.0,5800.0,2900.0,1.0,0.0,260.0,1.0,0.0,0.0,343.0,-30.0,800.0,-2100.0,0.0,-1.0,257.0,1,1
40860,MG,UBAPORANGA,1.0,1.0,1.0,371.0,371.0,5000.0,5000.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-371.0,,,,-1.0,-1.0,,0,1
40886,MG,URUCUIA,1.0,1.0,1.0,322.0,322.0,9338.0,9338.0,1.0,1.0,2.0,3.0,1.0,3.0,1400.0,466.6666666666667,23000.0,7666.666666666667,0.0,2.0,6.0,2.0,0.0,2.0,1078.0,144.66666666666669,13662.0,-1671.333333333333,-1.0,1.0,4.0,1,1
40894,MG,ARINOS,1.0,1.0,1.0,362.0,362.0,10498.0,10498.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-362.0,,,,-1.0,-1.0,,0,1
40908,MG,VARGEM ALEGRE,0.0,0.0,0.0,0.0,,,,0.0,0.0,,2.0,1.0,2.0,610.0,305.0,5700.0,2850.0,2.0,2.0,8.0,2.0,1.0,2.0,610.0,,,,2.0,2.0,,0,1
40932,MG,ATALÉIA,1.0,1.0,1.0,410.0,410.0,10000.0,10000.0,1.0,1.0,4.0,2.0,1.0,2.0,680.0,340.0,17500.0,8750.0,0.0,2.0,14.0,1.0,0.0,1.0,270.0,-70.0,7500.0,-1250.0,-1.0,1.0,10.0,1,1
40940,MG,JUVENÍLIA,1.0,1.0,1.0,210.0,210.0,2900.0,2900.0,0.0,1.0,11.0,5.0,1.0,3.0,1500.0,300.0,36000.0,7200.0,0.0,4.0,255.0,4.0,0.0,2.0,1290.0,90.0,33100.0,4300.0,0.0,3.0,244.0,1,1
41017,MG,BAMBUÍ,4.0,1.0,2.0,1512.0,378.0,37048.0,9262.0,3.0,2.0,37.0,1.0,1.0,1.0,435.0,435.0,10000.0,10000.0,0.0,1.0,14.0,-3.0,0.0,-1.0,-1077.0,57.0,-27048.0,738.0,-3.0,-1.0,-23.0,1,1
41025,MG,MÁRIO CAMPOS,5.0,1.0,1.0,2000.0,400.0,5400.0,1080.0,5.0,2.0,131.0,1.0,1.0,1.0,300.0,300.0,16740.0,16740.0,0.0,0.0,151.0,-4.0,0.0,0.0,-1700.0,-100.0,11340.0,15660.0,-5.0,-2.0,20.0,1,1
41041,MG,MARTINS SOARES,0.0,0.0,0.0,0.0,,,,0.0,0.0,,2.0,1.0,1.0,900.0,450.0,22000.0,11000.0,0.0,1.0,6.0,2.0,1.0,1.0,900.0,,,,0.0,1.0,,0,1
41076,MG,BARÃO DE COCAIS,2.0,1.0,2.0,730.0,365.0,11000.0,5500.0,1.0,2.0,8.0,1.0,1.0,1.0,453.0,453.0,10000.0,10000.0,0.0,1.0,6.0,-1.0,0.0,-1.0,-277.0,88.0,-1000.0,4500.0,-1.0,-1.0,-2.0,1,1
41114,MG,BARBACENA,5.0,1.0,2.0,2748.0,549.6,48465.3,9693.060000000001,4.0,2.0,96.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-5.0,-1.0,-2.0,-2748.0,,,,-4.0,-2.0,,0,1
41130,MG,BARRA LONGA,1.0,1.0,1.0,300.0,300.0,3500.0,3500.0,0.0,1.0,5.0,2.0,1.0,2.0,759.0,379.5,5000.0,2500.0,1.0,2.0,6.0,1.0,0.0,1.0,459.0,79.5,1500.0,-1000.0,1.0,1.0,1.0,1,1
41157,MG,TRÊS MARIAS,0.0,0.0,0.0,0.0,,,,0.0,0.0,,2.0,1.0,2.0,778.0,389.0,21000.0,10500.0,1.0,2.0,23.0,2.0,1.0,2.0,778.0,,,,1.0,2.0,,0,1
41238,MG,BELO HORIZONTE,39.0,1.0,8.0,41194.0,1056.2564102564102,1869818.33,47944.05974358974,13.0,18.0,299.0,107.0,1.0,23.0,129305.0,1208.4579439252336,4603857.84,43026.70878504673,36.0,35.0,209.0,68.0,0.0,15.0,88111.0,152.20153366882346,2734039.51,-4917.350958543015,23.0,17.0,-90.0,1,1
41246,MG,ORIZÂNIA,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,400.0,400.0,3000.0,3000.0,0.0,1.0,9.0,1.0,1.0,1.0,400.0,,,,0.0,1.0,,0,1
41254,MG,BELO ORIENTE,1.0,1.0,1.0,321.0,321.0,5000.0,5000.0,0.0,1.0,11.0,3.0,1.0,3.0,1812.0,604.0,26500.0,8833.333333333334,1.0,2.0,193.0,2.0,0.0,2.0,1491.0,283.0,21500.0,3833.333333333334,1.0,1.0,182.0,1,1
41262,MG,PADRE CARVALHO,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,240.0,240.0,9000.0,9000.0,0.0,1.0,14.0,1.0,1.0,1.0,240.0,,,,0.0,1.0,,0,1
41270,MG,BELO VALE,0.0,0.0,0.0,0.0,,,,0.0,0.0,,9.0,1.0,6.0,2415.0,268.3333333333333,92511.4,10279.044444444444,1.0,4.0,152.0,9.0,1.0,6.0,2415.0,,,,1.0,4.0,,0,1
41300,MG,PATIS,1.0,1.0,1.0,210.0,210.0,2900.0,2900.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-210.0,,,,0.0,-1.0,,0,1
41335,MG,BETIM,11.0,1.0,3.0,13226.0,1202.3636363636363,466917.21,42447.019090909096,3.0,5.0,180.0,15.0,1.0,9.0,12974.0,864.9333333333333,380982.0,25398.8,1.0,10.0,160.0,4.0,0.0,6.0,-252.0,-337.430303030303,-85935.21000000002,-17048.219090909097,-2.0,5.0,-20.0,1,1
41343,MG,PIEDADE DE CARATINGA,3.0,1.0,2.0,816.0,272.0,7900.0,2633.3333333333335,3.0,3.0,17.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-3.0,-1.0,-2.0,-816.0,,,,-3.0,-3.0,,0,1
41360,MG,PINGO D'ÁGUA,2.0,1.0,2.0,500.0,250.0,4000.0,2000.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-2.0,-1.0,-2.0,-500.0,,,,-2.0,-2.0,,0,1
41386,MG,PINTÓPOLIS,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,399.0,399.0,4600.0,4600.0,0.0,1.0,21.0,1.0,1.0,1.0,399.0,,,,0.0,1.0,,0,1
41416,MG,BOA ESPERANÇA,1.0,1.0,1.0,400.0,400.0,5000.0,5000.0,1.0,1.0,4.0,1.0,1.0,1.0,400.0,400.0,8000.0,8000.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000.0,-1.0,0.0,0.0,1,1
41432,MG,BOCAINA DE MINAS,1.0,1.0,1.0,650.0,650.0,8000.0,8000.0,1.0,1.0,10.0,1.0,1.0,1.0,237.0,237.0,8000.0,8000.0,0.0,1.0,8.0,0.0,0.0,0.0,-413.0,-413.0,0.0,0.0,-1.0,0.0,-2.0,1,1
41459,MG,BOCAIÚVA,1.0,1.0,1.0,400.0,400.0,8000.0,8000.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-400.0,,,,-1.0,-1.0,,0,1
41475,MG,BOM DESPACHO,1.0,1.0,1.0,400.0,400.0,10000.0,10000.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-400.0,,,,-1.0,-1.0,,0,1
41491,MG,BOM JARDIM DE MINAS,0.0,0.0,0.0,0.0,,,,0.0,0.0,,2.0,1.0,2.0,746.0,373.0,20900.0,10450.0,0.0,2.0,16.0,2.0,1.0,2.0,746.0,,,,0.0,2.0,,0,1
41513,MG,BOM JESUS DA PENHA,1.0,1.0,1.0,401.0,401.0,5400.0,5400.0,1.0,1.0,7.0,2.0,1.0,2.0,590.0,295.0,10750.0,5375.0,0.0,2.0,10.0,1.0,0.0,1.0,189.0,-106.0,5350.0,-25.0,-1.0,1.0,3.0,1,1
41548,MG,SÃO DOMINGOS DAS DORES,0.0,0.0,0.0,0.0,,,,0.0,0.0,,6.0,1.0,4.0,2294.0,382.3333333333333,25600.0,4266.666666666667,3.0,6.0,23.0,6.0,1.0,4.0,2294.0,,,,3.0,6.0,,0,1
41556,MG,BOM JESUS DO GALHO,2.0,1.0,2.0,673.0,336.5,6500.0,3250.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-2.0,-1.0,-2.0,-673.0,,,,-2.0,-2.0,,0,1
41564,MG,SÃO FÉLIX DE MINAS,2.0,1.0,2.0,680.0,340.0,14000.0,7000.0,1.0,2.0,29.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-2.0,-1.0,-2.0,-680.0,,,,-1.0,-2.0,,0,1
41572,MG,BOM REPOUSO,5.0,1.0,2.0,1605.0,321.0,25500.0,5100.0,4.0,3.0,74.0,1.0,1.0,1.0,270.0,270.0,3000.0,3000.0,1.0,1.0,8.0,-4.0,0.0,-1.0,-1335.0,-51.0,-22500.0,-2100.0,-3.0,-2.0,-66.0,1,1
41629,MG,SÃO JOAQUIM DE BICAS,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,380.0,380.0,9000.0,9000.0,0.0,0.0,50.0,1.0,1.0,1.0,380.0,,,,0.0,0.0,,0,1
41645,MG,SÃO JOSÉ DA BARRA,1.0,1.0,1.0,220.0,220.0,2500.0,2500.0,1.0,0.0,164.0,1.0,1.0,1.0,305.0,305.0,12000.0,12000.0,0.0,1.0,5.0,0.0,0.0,0.0,85.0,85.0,9500.0,9500.0,-1.0,1.0,-159.0,1,1
41653,MG,BORDA DA MATA,3.0,1.0,3.0,1154.0,384.6666666666667,15000.0,5000.0,3.0,3.0,13.0,2.0,1.0,2.0,680.0,340.0,13000.0,6500.0,0.0,1.0,32.0,-1.0,0.0,-1.0,-474.0,-44.666666666666686,-2000.0,1500.0,-3.0,-2.0,19.0,1,1
41670,MG,BOTELHOS,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,310.0,310.0,1750.0,1750.0,0.0,0.0,109.0,1.0,1.0,1.0,310.0,,,,0.0,0.0,,0,1
41688,MG,ANGELÂNDIA,2.0,1.0,2.0,564.0,282.0,16000.0,8000.0,1.0,2.0,7.0,1.0,1.0,1.0,222.0,222.0,14000.0,14000.0,0.0,1.0,14.0,-1.0,0.0,-1.0,-342.0,-60.0,-2000.0,6000.0,-1.0,-1.0,7.0,1,1
41718,MG,BRASÍLIA DE MINAS,3.0,1.0,3.0,1152.0,384.0,16800.0,5600.0,1.0,3.0,10.0,6.0,1.0,4.0,2176.0,362.6666666666667,62118.0,10353.0,1.0,5.0,76.0,3.0,0.0,1.0,1024.0,-21.333333333333314,45318.0,4753.0,0.0,2.0,66.0,1,1
41726,MG,BERIZAL,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,400.0,400.0,10000.0,10000.0,0.0,1.0,2.0,1.0,1.0,1.0,400.0,,,,0.0,1.0,,0,1
41734,MG,BRÁS PIRES,1.0,1.0,1.0,250.0,250.0,8400.0,8400.0,0.0,1.0,11.0,1.0,1.0,1.0,250.0,250.0,10000.0,10000.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,1600.0,1600.0,1.0,0.0,7.0,1,1
41750,MG,BRAÚNAS,1.0,1.0,1.0,350.0,350.0,5000.0,5000.0,0.0,1.0,5.0,2.0,1.0,2.0,755.0,377.5,7400.0,3700.0,2.0,2.0,8.0,1.0,0.0,1.0,405.0,27.5,2400.0,-1300.0,2.0,1.0,3.0,1,1
41793,MG,BRUMADINHO,3.0,1.0,3.0,1200.0,400.0,37250.0,12416.666666666666,1.0,3.0,6.0,14.0,1.0,7.0,8042.0,574.4285714285714,177140.0,12652.857142857143,4.0,8.0,139.0,11.0,0.0,4.0,6842.0,174.42857142857144,139890.0,236.19047619047706,3.0,5.0,133.0,1,1
41807,MG,CAMPO AZUL,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,355.0,355.0,12000.0,12000.0,0.0,1.0,9.0,1.0,1.0,1.0,355.0,,,,0.0,1.0,,0,1
41823,MG,CANTAGALO,1.0,1.0,1.0,320.0,320.0,4800.0,4800.0,0.0,0.0,-26.0,2.0,1.0,1.0,680.0,340.0,24000.0,12000.0,0.0,1.0,35.0,1.0,0.0,0.0,360.0,20.0,19200.0,7200.0,0.0,1.0,61.0,1,1
41858,MG,BURITIS,5.0,1.0,3.0,1867.0,373.4,30298.0,6059.6,2.0,5.0,16.0,2.0,1.0,1.0,844.0,422.0,8000.0,4000.0,0.0,1.0,79.0,-3.0,0.0,-2.0,-1023.0,48.60000000000002,-22298.0,-2059.6000000000004,-2.0,-4.0,63.0,1,1
41874,MG,BURITIZEIRO,1.0,1.0,1.0,240.0,240.0,8719.68,8719.68,0.0,1.0,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-240.0,,,,0.0,-1.0,,0,1
41890,MG,CABO VERDE,6.0,1.0,5.0,2176.0,362.6666666666667,31800.0,5300.0,5.0,5.0,144.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-6.0,-1.0,-5.0,-2176.0,,,,-5.0,-5.0,,0,1
41904,MG,CÔNEGO MARINHO,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,300.0,300.0,10000.0,10000.0,0.0,1.0,10.0,1.0,1.0,1.0,300.0,,,,0.0,1.0,,0,1
41920,MG,CONFINS,0.0,0.0,0.0,0.0,,,,0.0,0.0,,2.0,1.0,1.0,800.0,400.0,15000.0,7500.0,0.0,0.0,163.0,2.0,1.0,1.0,800.0,,,,0.0,0.0,,0,1
41939,MG,CACHOEIRA DE MINAS,1.0,1.0,1.0,400.0,400.0,4375.0,4375.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-400.0,,,,0.0,-1.0,,0,1
41947,MG,CÓRREGO FUNDO,1.0,1.0,1.0,401.0,401.0,4600.0,4600.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-401.0,,,,-1.0,-1.0,,0,1
41955,MG,CACHOEIRA DOURADA,3.0,1.0,3.0,1024.0,341.3333333333333,14000.0,4666.666666666667,3.0,3.0,7.0,3.0,1.0,2.0,939.0,313.0,13622.0,4540.666666666667,1.0,1.0,52.0,0.0,0.0,-1.0,-85.0,-28.333333333333314,-378.0,-126.0,-2.0,-2.0,45.0,1,1
41998,MG,CAETÉ,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,500.0,500.0,26000.0,26000.0,0.0,1.0,26.0,1.0,1.0,1.0,500.0,,,,0.0,1.0,,0,1
42013,MG,CAIANA,1.0,1.0,1.0,305.0,305.0,2300.0,2300.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-305.0,,,,0.0,-1.0,,0,1
42021,MG,DELTA,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3.0,1.0,2.0,707.0,235.66666666666666,21800.0,7266.666666666667,1.0,2.0,35.0,3.0,1.0,2.0,707.0,,,,1.0,2.0,,0,1
42056,MG,CALDAS,3.0,1.0,3.0,1040.0,346.6666666666667,17300.0,5766.666666666667,1.0,3.0,9.0,1.0,1.0,1.0,380.0,380.0,7500.0,7500.0,0.0,1.0,7.0,-2.0,0.0,-2.0,-660.0,33.333333333333314,-9800.0,1733.333333333333,-1.0,-2.0,-2.0,1,1
42072,MG,CAMACHO,3.0,1.0,2.0,678.0,226.0,15000.0,5000.0,2.0,3.0,18.0,2.0,1.0,1.0,640.0,320.0,22400.0,11200.0,0.0,1.0,55.0,-1.0,0.0,-1.0,-38.0,94.0,7400.0,6200.0,-2.0,-2.0,37.0,1,1
42099,MG,CAMANDUCAIA,4.0,1.0,3.0,2000.0,500.0,15600.0,3900.0,3.0,1.0,97.0,3.0,1.0,1.0,1200.0,400.0,15000.0,5000.0,0.0,2.0,64.0,-1.0,0.0,-2.0,-800.0,-100.0,-600.0,1100.0,-3.0,1.0,-33.0,1,1
42110,MG,CAMBUÍ,2.0,1.0,1.0,630.0,315.0,11000.0,5500.0,1.0,1.0,43.0,2.0,1.0,2.0,804.0,402.0,11400.0,5700.0,0.0,1.0,45.0,0.0,0.0,1.0,174.0,87.0,400.0,200.0,-1.0,0.0,2.0,1,1
42129,MG,GLAUCILÂNDIA,1.0,1.0,1.0,210.0,210.0,7500.0,7500.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-210.0,,,,0.0,-1.0,,0,1
42137,MG,CAMBUQUIRA,1.0,1.0,1.0,405.0,405.0,3000.0,3000.0,1.0,1.0,10.0,1.0,1.0,1.0,269.0,269.0,2500.0,2500.0,0.0,1.0,8.0,0.0,0.0,0.0,-136.0,-136.0,-500.0,-500.0,-1.0,0.0,-2.0,1,1
42170,MG,CAMPANHA,2.0,1.0,2.0,803.0,401.5,14000.0,7000.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-2.0,-1.0,-2.0,-803.0,,,,-2.0,-2.0,,0,1
42196,MG,CAMPESTRE,4.0,1.0,3.0,1362.0,340.5,26600.0,6650.0,2.0,2.0,7.0,2.0,1.0,2.0,744.0,372.0,14500.0,7250.0,0.0,2.0,9.0,-2.0,0.0,-1.0,-618.0,31.5,-12100.0,600.0,-2.0,0.0,2.0,1,1
42200,MG,IBIRACATU,1.0,1.0,1.0,210.0,210.0,2900.0,2900.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-210.0,,,,0.0,-1.0,,0,1
42218,MG,CAMPINA VERDE,6.0,1.0,2.0,1975.0,329.1666666666667,35202.0,5867.0,4.0,5.0,42.0,6.0,1.0,2.0,2124.0,354.0,27340.0,4556.666666666667,3.0,4.0,85.0,0.0,0.0,0.0,149.0,24.833333333333314,-7862.0,-1310.333333333333,-1.0,-1.0,43.0,1,1
42226,MG,IMBÉ DE MINAS,1.0,1.0,1.0,254.0,254.0,4000.0,4000.0,1.0,1.0,6.0,1.0,1.0,1.0,361.0,361.0,3900.0,3900.0,1.0,1.0,4.0,0.0,0.0,0.0,107.0,107.0,-100.0,-100.0,0.0,0.0,-2.0,1,1
42234,MG,CAMPO BELO,2.0,1.0,2.0,730.0,365.0,21700.0,10850.0,0.0,2.0,6.0,3.0,1.0,3.0,1336.0,445.3333333333333,30900.0,10300.0,1.0,2.0,33.0,1.0,0.0,1.0,606.0,80.33333333333331,9200.0,-550.0,1.0,0.0,27.0,1,1
42250,MG,CAMPO DO MEIO,3.0,1.0,3.0,978.0,326.0,26100.0,8700.0,3.0,2.0,55.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-3.0,-1.0,-3.0,-978.0,,,,-3.0,-2.0,,0,1
42277,MG,CAMPO FLORIDO,3.0,1.0,2.0,853.0,284.3333333333333,14287.0,4762.333333333333,3.0,2.0,155.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-3.0,-1.0,-2.0,-853.0,,,,-3.0,-2.0,,0,1
42285,MG,JENIPAPO DE MINAS,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,384.0,384.0,5000.0,5000.0,1.0,0.0,40.0,1.0,1.0,1.0,384.0,,,,1.0,0.0,,0,1
42293,MG,CAMPOS ALTOS,1.0,1.0,1.0,322.0,322.0,9338.0,9338.0,1.0,1.0,24.0,1.0,1.0,1.0,371.0,371.0,12000.0,12000.0,0.0,0.0,45.0,0.0,0.0,0.0,49.0,49.0,2662.0,2662.0,-1.0,-1.0,21.0,1,1
42307,MG,JOSÉ GONÇALVES DE MINAS,1.0,1.0,1.0,201.0,201.0,5000.0,5000.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-201.0,,,,0.0,-1.0,,0,1
42315,MG,CAMPOS GERAIS,9.0,1.0,4.0,3485.0,387.22222222222223,54100.0,6011.111111111111,9.0,5.0,201.0,1.0,1.0,1.0,390.0,390.0,2000.0,2000.0,0.0,0.0,75.0,-8.0,0.0,-3.0,-3095.0,2.7777777777777715,-52100.0,-4011.1111111111113,-9.0,-5.0,-126.0,1,1
42358,MG,CANÁPOLIS,4.0,1.0,3.0,1373.0,343.25,25038.0,6259.5,4.0,3.0,89.0,2.0,1.0,1.0,740.0,370.0,6500.0,3250.0,2.0,1.0,139.0,-2.0,0.0,-2.0,-633.0,26.75,-18538.0,-3009.5,-2.0,-2.0,50.0,1,1
42366,MG,SÃO SEBASTIÃO DO ANTA,1.0,1.0,1.0,360.0,360.0,4000.0,4000.0,1.0,1.0,7.0,3.0,1.0,2.0,1024.0,341.3333333333333,11800.0,3933.3333333333335,2.0,3.0,23.0,2.0,0.0,1.0,664.0,-18.666666666666686,7800.0,-66.66666666666652,1.0,2.0,16.0,1,1
42382,MG,SERRANÓPOLIS DE MINAS,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,350.0,350.0,12000.0,12000.0,0.0,1.0,11.0,1.0,1.0,1.0,350.0,,,,0.0,1.0,,0,1
