municipality_id_tse,state,municipality_name,n_polls_2020,polled_2020,n_firms_2020,total_sample_2020,mean_sample_2020,total_cost_2020,mean_cost_2020,n_own_polls_2020,n_polls_last30_2020,last_poll_days_before_election_2020,n_polls_2024,polled_2024,n_firms_2024,total_sample_2024,mean_sample_2024,total_cost_2024,mean_cost_2024,n_own_polls_2024,n_polls_last30_2024,last_poll_days_before_election_2024,delta_n_polls_2024_2020,delta_polled_2024_2020,delta_n_firms_2024_2020,delta_total_sample_2024_2020,delta_mean_sample_2024_2020,delta_total_cost_2024_2020,delta_mean_cost_2024_2020,delta_n_own_polls_2024_2020,delta_n_polls_last30_2024_2020,delta_last_poll_days_before_election_2024_2020,polled_both,polled_either
15377,CE,RUSSAS,2.0,1.0,1.0,800.0,400.0,22000.0,11000.0,1.0,0.0,279.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-2.0,-1.0,-1.0,-800.0,,,,-1.0,0.0,,0,1
15431,CE,SANTANA DO CARIRI,1.0,1.0,1.0,500.0,500.0,10000.0,10000.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-500.0,,,,0.0,0.0,,0,1
15440,CE,SALITRE,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,300.0,300.0,7000.0,7000.0,0.0,1.0,8.0,1.0,1.0,1.0,300.0,,,,0.0,1.0,,0,1
15458,CE,SANTA QUITÉRIA,0.0,0.0,0.0,0.0,,,,0.0,0.0,,2.0,1.0,2.0,900.0,450.0,58000.0,29000.0,0.0,0.0,-376.0,2.0,1.0,2.0,900.0,,,,0.0,0.0,,0,1
15474,CE,SÃO BENEDITO,3.0,1.0,3.0,1269.0,423.0,21000.0,7000.0,1.0,3.0,11.0,1.0,1.0,1.0,400.0,400.0,12000.0,12000.0,0.0,1.0,10.0,-2.0,0.0,-2.0,-869.0,-23.0,-9000.0,5000.0,-1.0,-2.0,-1.0,1,1
15490,CE,SÃO GONÇALO DO AMARANTE,3.0,1.0,3.0,1273.0,424.3333333333333,45600.0,15200.0,0.0,3.0,9.0,6.0,1.0,4.0,2663.0,443.8333333333333,80296.43,13382.738333333333,0.0,4.0,98.0,3.0,0.0,1.0,1390.0,19.5,34696.42999999999,-1817.2616666666672,0.0,1.0,89.0,1,1
15539,CE,SÃO LUÍS DO CURU,0.0,0.0,0.0,0.0,,,,0.0,0.0,,2.0,1.0,2.0,700.0,350.0,18000.0,9000.0,0.0,2.0,9.0,2.0,1.0,2.0,700.0,,,,0.0,2.0,,0,1
15555,CE,SENADOR POMPEU,1.0,1.0,1.0,600.0,600.0,10000.0,10000.0,0.0,1.0,7.0,5.0,1.0,2.0,2326.0,465.2,98000.0,19600.0,0.0,4.0,140.0,4.0,0.0,1.0,1726.0,-134.8,88000.0,9600.0,0.0,3.0,133.0,1,1
15598,CE,SOBRAL,2.0,1.0,2.0,1102.0,551.0,55568.0,27784.0,1.0,2.0,6.0,3.0,1.0,3.0,1790.0,596.6666666666666,194350.0,64783.333333333336,0.0,3.0,17.0,1.0,0.0,1.0,688.0,45.66666666666663,138782.0,36999.333333333336,-1.0,1.0,11.0,1,1
15610,CE,SOLONÓPOLE,1.0,1.0,1.0,400.0,400.0,8000.0,8000.0,1.0,0.0,49.0,1.0,1.0,1.0,400.0,400.0,12000.0,12000.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,-1.0,1.0,-24.0,1,1
15636,CE,TABULEIRO DO NORTE,1.0,1.0,1.0,400.0,400.0,8000.0,8000.0,0.0,1.0,4.0,2.0,1.0,2.0,800.0,400.0,42600.0,21300.0,0.0,1.0,38.0,1.0,0.0,1.0,400.0,0.0,34600.0,13300.0,0.0,0.0,34.0,1,1
15652,CE,TAMBORIL,1.0,1.0,1.0,301.0,301.0,28600.0,28600.0,0.0,1.0,9.0,2.0,1.0,2.0,777.0,388.5,20000.0,10000.0,0.0,2.0,9.0,1.0,0.0,1.0,476.0,87.5,-8600.0,-18600.0,0.0,1.0,0.0,1,1
15679,CE,TAUÁ,2.0,1.0,2.0,806.0,403.0,45600.0,22800.0,1.0,2.0,27.0,1.0,1.0,1.0,580.0,580.0,59620.0,59620.0,0.0,1.0,9.0,-1.0,0.0,-1.0,-226.0,177.0,14020.0,36820.0,-1.0,-1.0,-18.0,1,1
15717,CE,TRAIRI,1.0,1.0,1.0,500.0,500.0,20000.0,20000.0,0.0,1.0,7.0,1.0,1.0,1.0,230.0,230.0,35000.0,35000.0,1.0,1.0,4.0,0.0,0.0,0.0,-270.0,-270.0,15000.0,15000.0,1.0,0.0,-3.0,1,1
15733,CE,UBAJARA,1.0,1.0,1.0,350.0,350.0,10000.0,10000.0,0.0,1.0,13.0,4.0,1.0,2.0,2242.0,560.5,36000.0,9000.0,0.0,3.0,43.0,3.0,0.0,1.0,1892.0,210.5,26000.0,-1000.0,0.0,2.0,30.0,1,1
15750,CE,UMARI,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,406.0,406.0,5000.0,5000.0,0.0,1.0,12.0,1.0,1.0,1.0,406.0,,,,0.0,1.0,,0,1
15776,CE,URUBURETAMA,3.0,1.0,3.0,1200.0,400.0,23000.0,7666.666666666667,2.0,3.0,5.0,2.0,1.0,1.0,900.0,450.0,24000.0,12000.0,2.0,0.0,250.0,-1.0,0.0,-2.0,-300.0,50.0,1000.0,4333.333333333333,0.0,-3.0,245.0,1,1
15792,CE,URUOCA,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,290.0,290.0,12000.0,12000.0,0.0,1.0,13.0,1.0,1.0,1.0,290.0,,,,0.0,1.0,,0,1
15814,CE,VÁRZEA ALEGRE,1.0,1.0,1.0,400.0,400.0,8000.0,8000.0,0.0,1.0,8.0,1.0,1.0,1.0,417.0,417.0,10000.0,10000.0,0.0,1.0,10.0,0.0,0.0,0.0,17.0,17.0,2000.0,2000.0,0.0,0.0,2.0,1,1
15830,CE,VIÇOSA DO CEARÁ,1.0,1.0,1.0,400.0,400.0,15000.0,15000.0,1.0,1.0,6.0,1.0,1.0,1.0,381.0,381.0,8000.0,8000.0,0.0,1.0,5.0,0.0,0.0,0.0,-19.0,-19.0,-7000.0,-7000.0,-1.0,0.0,-1.0,1,1
15857,CE,MARACANAÚ,2.0,1.0,2.0,1102.0,551.0,51341.96,25670.98,0.0,2.0,7.0,1.0,1.0,1.0,1060.0,1060.0,16000.0,16000.0,0.0,1.0,21.0,-1.0,0.0,-1.0,-42.0,509.0,-35341.96,-9670.98,0.0,-1.0,14.0,1,1
15873,CE,AMONTADA,1.0,1.0,1.0,300.0,300.0,8000.0,8000.0,0.0,1.0,4.0,1.0,1.0,1.0,400.0,400.0,15000.0,15000.0,0.0,1.0,7.0,0.0,0.0,0.0,100.0,100.0,7000.0,7000.0,0.0,0.0,3.0,1,1
15881,CE,CROATÁ,3.0,1.0,3.0,1060.0,353.3333333333333,34000.0,11333.333333333334,0.0,3.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-3.0,-1.0,-3.0,-1060.0,,,,0.0,-3.0,,0,1
15911,CE,FORQUILHA,2.0,1.0,2.0,700.0,350.0,14000.0,7000.0,0.0,2.0,21.0,3.0,1.0,2.0,1221.0,407.0,32000.0,10666.666666666666,0.0,2.0,106.0,1.0,0.0,0.0,521.0,57.0,18000.0,3666.666666666666,0.0,0.0,85.0,1,1
15938,CE,ICAPUÍ,3.0,1.0,2.0,1500.0,500.0,71000.0,23666.666666666668,0.0,3.0,22.0,4.0,1.0,4.0,1476.0,369.0,48000.0,12000.0,0.0,4.0,9.0,1.0,0.0,2.0,-24.0,-131.0,-23000.0,-11666.666666666668,0.0,1.0,-13.0,1,1
15989,CE,DEPUTADO IRAPUAN PINHEIRO,1.0,1.0,1.0,400.0,400.0,10000.0,10000.0,0.0,0.0,74.0,2.0,1.0,2.0,1333.0,666.5,38000.0,19000.0,0.0,2.0,9.0,1.0,0.0,1.0,933.0,266.5,28000.0,9000.0,0.0,2.0,-65.0,1,1
15997,CE,PARAIPABA,2.0,1.0,2.0,1002.0,501.0,21000.0,10500.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-2.0,-1.0,-2.0,-1002.0,,,,-1.0,-2.0,,0,1
16004,RN,TENENTE LAURENTINO CRUZ,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,350.0,350.0,5000.0,5000.0,0.0,0.0,74.0,1.0,1.0,1.0,350.0,,,,0.0,0.0,,0,1
16012,RN,ACARI,1.0,1.0,1.0,400.0,400.0,3000.0,3000.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-400.0,,,,0.0,-1.0,,0,1
16020,RN,SERRA DO MEL,1.0,1.0,1.0,400.0,400.0,3000.0,3000.0,0.0,1.0,14.0,2.0,1.0,2.0,800.0,400.0,12000.0,6000.0,0.0,1.0,62.0,1.0,0.0,1.0,400.0,0.0,9000.0,3000.0,0.0,0.0,48.0,1,1
16039,RN,ASSÚ,8.0,1.0,5.0,4108.0,513.5,31661.0,3957.625,2.0,4.0,79.0,16.0,1.0,6.0,8579.0,536.1875,107780.3,6736.26875,2.0,6.0,221.0,8.0,0.0,1.0,4471.0,22.6875,76119.3,2778.64375,0.0,2.0,142.0,1,1
16047,RN,CAIÇARA DO NORTE,0.0,0.0,0.0,0.0,,,,0.0,0.0,,5.0,1.0,4.0,2000.0,400.0,26500.0,5300.0,0.0,1.0,176.0,5.0,1.0,4.0,2000.0,,,,0.0,1.0,,0,1
16055,RN,AFONSO BEZERRA,1.0,1.0,1.0,400.0,400.0,2500.0,2500.0,1.0,1.0,11.0,7.0,1.0,5.0,2800.0,400.0,30000.0,4285.714285714285,1.0,5.0,192.0,6.0,0.0,4.0,2400.0,0.0,27500.0,1785.7142857142853,0.0,4.0,181.0,1,1
16063,RN,SÃO MIGUEL DO GOSTOSO,1.0,1.0,1.0,400.0,400.0,3000.0,3000.0,0.0,1.0,16.0,3.0,1.0,2.0,1700.0,566.6666666666666,19500.0,6500.0,1.0,1.0,95.0,2.0,0.0,1.0,1300.0,166.66666666666663,16500.0,3500.0,1.0,0.0,79.0,1,1
16071,RN,ÁGUA NOVA,1.0,1.0,1.0,404.0,404.0,3000.0,3000.0,0.0,1.0,6.0,3.0,1.0,2.0,1121.0,373.6666666666667,11000.0,3666.6666666666665,0.0,1.0,185.0,2.0,0.0,1.0,717.0,-30.333333333333314,8000.0,666.6666666666665,0.0,0.0,179.0,1,1
16080,RN,ITAJÁ,0.0,0.0,0.0,0.0,,,,0.0,0.0,,5.0,1.0,5.0,2155.0,431.0,29659.120000000003,5931.8240000000005,0.0,5.0,29.0,5.0,1.0,5.0,2155.0,,,,0.0,5.0,,0,1
16098,RN,ALEXANDRIA,2.0,1.0,1.0,800.0,400.0,7000.0,3500.0,2.0,1.0,44.0,4.0,1.0,3.0,1650.0,412.5,20000.0,5000.0,1.0,1.0,94.0,2.0,0.0,2.0,850.0,12.5,13000.0,1500.0,-1.0,0.0,50.0,1,1
16101,RN,BODÓ,0.0,0.0,0.0,0.0,,,,0.0,0.0,,2.0,1.0,2.0,700.0,350.0,9500.0,4750.0,1.0,2.0,6.0,2.0,1.0,2.0,700.0,,,,1.0,2.0,,0,1
16110,RN,ALMINO AFONSO,2.0,1.0,2.0,800.0,400.0,7615.38,3807.69,0.0,2.0,26.0,1.0,1.0,1.0,400.0,400.0,6000.0,6000.0,0.0,1.0,22.0,-1.0,0.0,-1.0,-400.0,0.0,-1615.38,2192.31,0.0,-1.0,-4.0,1,1
16128,RN,TRIUNFO POTIGUAR,2.0,1.0,2.0,807.0,403.5,11600.0,5800.0,0.0,2.0,24.0,1.0,1.0,1.0,300.0,300.0,6000.0,6000.0,0.0,0.0,39.0,-1.0,0.0,-1.0,-507.0,-103.5,-5600.0,200.0,0.0,-2.0,15.0,1,1
16136,RN,ALTO DO RODRIGUES,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,351.0,351.0,7000.0,7000.0,0.0,0.0,46.0,1.0,1.0,1.0,351.0,,,,0.0,0.0,,0,1
16144,RN,FERNANDO PEDROZA,2.0,1.0,2.0,800.0,400.0,6000.0,3000.0,1.0,1.0,35.0,4.0,1.0,3.0,1420.0,355.0,22000.0,5500.0,1.0,1.0,211.0,2.0,0.0,1.0,620.0,-45.0,16000.0,2500.0,0.0,0.0,176.0,1,1
16152,RN,ANGICOS,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,400.0,400.0,4500.0,4500.0,0.0,0.0,49.0,1.0,1.0,1.0,400.0,,,,0.0,0.0,,0,1
16160,RN,MAJOR SALES,1.0,1.0,1.0,400.0,400.0,4800.0,4800.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-400.0,,,,0.0,-1.0,,0,1
16195,RN,APODI,14.0,1.0,8.0,6749.0,482.07142857142856,49083.51,3505.965,4.0,11.0,40.0,27.0,1.0,8.0,13822.0,511.9259259259259,159130.13999999998,5893.708888888888,1.0,6.0,227.0,13.0,0.0,0.0,7073.0,29.85449735449737,110046.62999999998,2387.7438888888883,-3.0,-5.0,187.0,1,1
16217,RN,AREIA BRANCA,3.0,1.0,3.0,1164.0,388.0,10000.0,3333.3333333333335,1.0,2.0,99.0,6.0,1.0,3.0,2800.0,466.6666666666667,46000.0,7666.666666666667,0.0,6.0,14.0,3.0,0.0,0.0,1636.0,78.66666666666669,36000.0,4333.333333333334,-1.0,4.0,-85.0,1,1
16225,RN,TIBAU,2.0,1.0,1.0,600.0,300.0,5000.0,2500.0,0.0,1.0,44.0,1.0,1.0,1.0,567.0,567.0,7430.0,7430.0,0.0,0.0,31.0,-1.0,0.0,0.0,-33.0,267.0,2430.0,4930.0,0.0,-1.0,-13.0,1,1
16233,RN,ARÊS,3.0,1.0,2.0,1200.0,400.0,8000.0,2666.6666666666665,1.0,0.0,55.0,1.0,1.0,1.0,400.0,400.0,4000.0,4000.0,1.0,0.0,197.0,-2.0,0.0,-1.0,-800.0,0.0,-4000.0,1333.3333333333335,0.0,0.0,142.0,1,1
16241,RN,SANTA MARIA,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3.0,1.0,3.0,1116.0,372.0,12500.0,4166.666666666667,1.0,1.0,168.0,3.0,1.0,3.0,1116.0,,,,1.0,1.0,,0,1
16250,RN,CAMPO GRANDE,2.0,1.0,2.0,700.0,350.0,7000.0,3500.0,0.0,2.0,13.0,3.0,1.0,3.0,1366.0,455.3333333333333,19334.25,6444.75,0.0,2.0,58.0,1.0,0.0,1.0,666.0,105.33333333333331,12334.25,2944.75,0.0,0.0,45.0,1,1
16276,RN,BAÍA FORMOSA,0.0,0.0,0.0,0.0,,,,0.0,0.0,,2.0,1.0,2.0,800.0,400.0,12000.0,6000.0,0.0,2.0,10.0,2.0,1.0,2.0,800.0,,,,0.0,2.0,,0,1
16284,RN,PORTO DO MANGUE,1.0,1.0,1.0,400.0,400.0,2500.0,2500.0,1.0,1.0,19.0,2.0,1.0,2.0,900.0,450.0,15942.5,7971.25,0.0,1.0,191.0,1.0,0.0,1.0,500.0,50.0,13442.5,5471.25,-1.0,0.0,172.0,1,1
16292,RN,BARCELONA,2.0,1.0,2.0,800.0,400.0,6000.0,3000.0,0.0,2.0,12.0,4.0,1.0,3.0,1550.0,387.5,17000.0,4250.0,1.0,2.0,192.0,2.0,0.0,1.0,750.0,-12.5,11000.0,1250.0,1.0,0.0,180.0,1,1
16306,RN,JUNDIÁ,1.0,1.0,1.0,380.0,380.0,4000.0,4000.0,0.0,1.0,25.0,1.0,1.0,1.0,400.0,400.0,3500.0,3500.0,0.0,1.0,9.0,0.0,0.0,0.0,20.0,20.0,-500.0,-500.0,0.0,0.0,-16.0,1,1
16330,RN,BOM JESUS,1.0,1.0,1.0,400.0,400.0,4000.0,4000.0,0.0,0.0,41.0,2.0,1.0,2.0,800.0,400.0,8500.0,4250.0,0.0,1.0,35.0,1.0,0.0,1.0,400.0,0.0,4500.0,250.0,0.0,1.0,-6.0,1,1
16357,RN,BREJINHO,1.0,1.0,1.0,400.0,400.0,4000.0,4000.0,0.0,0.0,46.0,1.0,1.0,1.0,400.0,400.0,3500.0,3500.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,-500.0,-500.0,0.0,0.0,47.0,1,1
16373,RN,CAIÇARA DO RIO DO VENTO,2.0,1.0,2.0,600.0,300.0,6200.0,3100.0,0.0,2.0,8.0,2.0,1.0,2.0,780.0,390.0,9000.0,4500.0,1.0,2.0,27.0,0.0,0.0,0.0,180.0,90.0,2800.0,1400.0,1.0,0.0,19.0,1,1
16390,RN,CAICÓ,8.0,1.0,6.0,3793.0,474.125,30000.0,3750.0,2.0,3.0,113.0,11.0,1.0,6.0,6195.0,563.1818181818181,73550.0,6686.363636363636,2.0,4.0,227.0,3.0,0.0,0.0,2402.0,89.05681818181813,43550.0,2936.363636363636,0.0,1.0,114.0,1,1
16411,RN,CAMPO REDONDO,2.0,1.0,1.0,800.0,400.0,6000.0,3000.0,0.0,1.0,70.0,4.0,1.0,1.0,1627.0,406.75,17000.0,4250.0,0.0,2.0,116.0,2.0,0.0,0.0,827.0,6.75,11000.0,1250.0,0.0,1.0,46.0,1,1
16438,RN,CANGUARETAMA,8.0,1.0,6.0,3810.0,476.25,31000.0,3875.0,0.0,2.0,76.0,7.0,1.0,5.0,3057.0,436.7142857142857,34000.0,4857.142857142857,0.0,3.0,151.0,-1.0,0.0,-1.0,-753.0,-39.53571428571428,3000.0,982.1428571428569,0.0,1.0,75.0,1,1
16454,RN,CARAÚBAS,4.0,1.0,3.0,1900.0,475.0,16800.0,4200.0,0.0,3.0,90.0,7.0,1.0,5.0,3622.0,517.4285714285714,41736.479999999996,5962.354285714285,0.0,6.0,116.0,3.0,0.0,2.0,1722.0,42.428571428571445,24936.479999999996,1762.3542857142847,0.0,3.0,26.0,1,1
16470,RN,CARNAÚBA DOS DANTAS,0.0,0.0,0.0,0.0,,,,0.0,0.0,,2.0,1.0,2.0,850.0,425.0,12000.0,6000.0,0.0,2.0,7.0,2.0,1.0,2.0,850.0,,,,0.0,2.0,,0,1
16497,RN,CARNAUBAIS,6.0,1.0,4.0,2438.0,406.3333333333333,17850.0,2975.0,1.0,5.0,127.0,2.0,1.0,2.0,800.0,400.0,11000.0,5500.0,0.0,2.0,24.0,-4.0,0.0,-2.0,-1638.0,-6.333333333333314,-6850.0,2525.0,-1.0,-3.0,-103.0,1,1
16519,RN,CEARÁ-MIRIM,5.0,1.0,2.0,2500.0,500.0,17000.0,3400.0,2.0,2.0,128.0,9.0,1.0,5.0,4450.0,494.44444444444446,58400.0,6488.888888888889,1.0,3.0,124.0,4.0,0.0,3.0,1950.0,-5.555555555555543,41400.0,3088.8888888888887,-1.0,1.0,-4.0,1,1
16535,RN,CERRO CORÁ,1.0,1.0,1.0,400.0,400.0,3000.0,3000.0,0.0,1.0,4.0,3.0,1.0,3.0,1200.0,400.0,14500.0,4833.333333333333,0.0,1.0,57.0,2.0,0.0,2.0,800.0,0.0,11500.0,1833.333333333333,0.0,0.0,53.0,1,1
16551,RN,CORONEL EZEQUIEL,1.0,1.0,1.0,400.0,400.0,4000.0,4000.0,0.0,0.0,100.0,4.0,1.0,3.0,1630.0,407.5,25000.0,6250.0,0.0,4.0,22.0,3.0,0.0,2.0,1230.0,7.5,21000.0,2250.0,0.0,4.0,-78.0,1,1
16594,RN,CRUZETA,2.0,1.0,2.0,800.0,400.0,6000.0,3000.0,0.0,2.0,9.0,2.0,1.0,2.0,750.0,375.0,12000.0,6000.0,0.0,2.0,10.0,0.0,0.0,0.0,-50.0,-25.0,6000.0,3000.0,0.0,0.0,1.0,1,1
16616,RN,CURRAIS NOVOS,4.0,1.0,2.0,1900.0,475.0,12000.0,3000.0,0.0,2.0,46.0,9.0,1.0,4.0,4371.0,485.6666666666667,50500.0,5611.111111111111,1.0,5.0,198.0,5.0,0.0,2.0,2471.0,10.666666666666686,38500.0,2611.1111111111113,1.0,3.0,152.0,1,1
16632,RN,DOUTOR SEVERIANO,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3.0,1.0,2.0,1200.0,400.0,12000.0,4000.0,2.0,1.0,68.0,3.0,1.0,2.0,1200.0,,,,2.0,1.0,,0,1
16675,RN,EQUADOR,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,400.0,400.0,8000.0,8000.0,0.0,1.0,18.0,1.0,1.0,1.0,400.0,,,,0.0,1.0,,0,1
16691,RN,ESPÍRITO SANTO,2.0,1.0,2.0,880.0,440.0,6000.0,3000.0,0.0,1.0,73.0,4.0,1.0,4.0,1650.0,412.5,22000.0,5500.0,0.0,3.0,94.0,2.0,0.0,2.0,770.0,-27.5,16000.0,2500.0,0.0,2.0,21.0,1,1
16713,RN,EXTREMOZ,8.0,1.0,5.0,3286.0,410.75,28500.0,3562.5,2.0,2.0,161.0,12.0,1.0,4.0,6400.0,533.3333333333334,66300.0,5525.0,3.0,3.0,194.0,4.0,0.0,-1.0,3114.0,122.58333333333337,37800.0,1962.5,1.0,1.0,33.0,1,1
16730,RN,FELIPE GUERRA,1.0,1.0,1.0,400.0,400.0,3000.0,3000.0,0.0,1.0,26.0,2.0,1.0,2.0,735.0,367.5,10000.0,5000.0,0.0,0.0,64.0,1.0,0.0,1.0,335.0,-32.5,7000.0,2000.0,0.0,-1.0,38.0,1,1
16756,RN,FLORÂNIA,5.0,1.0,2.0,2015.0,403.0,14000.0,2800.0,0.0,4.0,88.0,3.0,1.0,1.0,1200.0,400.0,18000.0,6000.0,0.0,1.0,124.0,-2.0,0.0,-1.0,-815.0,-3.0,4000.0,3200.0,0.0,-3.0,36.0,1,1
16799,RN,GALINHOS,1.0,1.0,1.0,300.0,300.0,3000.0,3000.0,0.0,0.0,85.0,3.0,1.0,2.0,1050.0,350.0,14000.0,4666.666666666667,0.0,1.0,171.0,2.0,0.0,1.0,750.0,50.0,11000.0,1666.666666666667,0.0,1.0,86.0,1,1
16810,RN,GOIANINHA,5.0,1.0,4.0,1904.0,380.8,12001.0,2400.2,2.0,3.0,104.0,4.0,1.0,4.0,1700.0,425.0,19500.0,4875.0,0.0,1.0,102.0,-1.0,0.0,0.0,-204.0,44.19999999999999,7499.0,2474.8,-2.0,-2.0,-2.0,1,1
16837,RN,GOVERNADOR DIX-SEPT ROSADO,1.0,1.0,1.0,400.0,400.0,3000.0,3000.0,1.0,1.0,7.0,2.0,1.0,2.0,973.0,486.5,14262.02,7131.01,0.0,1.0,116.0,1.0,0.0,1.0,573.0,86.5,11262.02,4131.01,-1.0,0.0,109.0,1,1
16853,RN,GROSSOS,2.0,1.0,1.0,800.0,400.0,5200.0,2600.0,0.0,0.0,75.0,3.0,1.0,1.0,1630.0,543.3333333333334,25483.89,8494.63,0.0,1.0,205.0,1.0,0.0,0.0,830.0,143.33333333333337,20283.89,5894.629999999999,0.0,1.0,130.0,1,1
16870,RN,GUAMARÉ,1.0,1.0,1.0,500.0,500.0,4615.38,4615.38,0.0,1.0,23.0,5.0,1.0,4.0,2010.0,402.0,25500.0,5100.0,0.0,2.0,85.0,4.0,0.0,3.0,1510.0,-98.0,20884.62,484.6199999999999,0.0,1.0,62.0,1,1
16896,RN,IELMO MARINHO,4.0,1.0,4.0,1650.0,412.5,12500.0,3125.0,0.0,2.0,83.0,3.0,1.0,2.0,1250.0,416.6666666666667,15000.0,5000.0,2.0,2.0,32.0,-1.0,0.0,-2.0,-400.0,4.166666666666686,2500.0,1875.0,2.0,0.0,-51.0,1,1
16918,RN,IPANGUAÇU,5.0,1.0,4.0,2219.0,443.8,16500.0,3300.0,1.0,3.0,32.0,7.0,1.0,5.0,2820.0,402.85714285714283,35000.0,5000.0,2.0,4.0,48.0,2.0,0.0,1.0,601.0,-40.94285714285718,18500.0,1700.0,1.0,1.0,16.0,1,1
16934,RN,IPUEIRA,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3.0,1.0,2.0,900.0,300.0,18000.0,6000.0,0.0,2.0,39.0,3.0,1.0,2.0,900.0,,,,0.0,2.0,,0,1
16950,RN,ITAÚ,6.0,1.0,5.0,2302.0,383.6666666666667,24011.63,4001.9383333333335,1.0,4.0,33.0,6.0,1.0,3.0,2400.0,400.0,39500.0,6583.333333333333,0.0,1.0,5.0,0.0,0.0,-2.0,98.0,16.333333333333314,15488.369999999999,2581.3949999999995,-1.0,-3.0,-28.0,1,1
16977,RN,JAÇANÃ,2.0,1.0,1.0,800.0,400.0,6000.0,3000.0,0.0,1.0,34.0,3.0,1.0,3.0,1150.0,383.3333333333333,16000.0,5333.333333333333,0.0,1.0,159.0,1.0,0.0,2.0,350.0,-16.666666666666686,10000.0,2333.333333333333,0.0,0.0,125.0,1,1
16993,RN,JANDAÍRA,1.0,1.0,1.0,400.0,400.0,2500.0,2500.0,0.0,0.0,44.0,8.0,1.0,4.0,3200.0,400.0,32000.0,4000.0,2.0,1.0,155.0,7.0,0.0,3.0,2800.0,0.0,29500.0,1500.0,2.0,1.0,111.0,1,1
17019,RN,JANDUÍS,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,462.0,462.0,4000.0,4000.0,0.0,0.0,170.0,1.0,1.0,1.0,462.0,,,,0.0,0.0,,0,1
17035,RN,BOA SAÚDE,2.0,1.0,2.0,800.0,400.0,6000.0,3000.0,0.0,1.0,62.0,2.0,1.0,2.0,800.0,400.0,9500.0,4750.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,0.0,3500.0,1750.0,0.0,0.0,52.0,1,1
17116,RN,JARDIM DO SERIDÓ,1.0,1.0,1.0,400.0,400.0,3000.0,3000.0,0.0,1.0,14.0,6.0,1.0,5.0,2400.0,400.0,30000.0,5000.0,2.0,2.0,103.0,5.0,0.0,4.0,2000.0,0.0,27000.0,2000.0,2.0,1.0,89.0,1,1
17132,RN,JOÃO CÂMARA,2.0,1.0,2.0,900.0,450.0,6000.0,3000.0,0.0,2.0,12.0,4.0,1.0,4.0,1750.0,437.5,20500.0,5125.0,0.0,4.0,18.0,2.0,0.0,2.0,850.0,-12.5,14500.0,2125.0,0.0,2.0,6.0,1,1
17159,RN,JOÃO DIAS,1.0,1.0,1.0,350.0,350.0,2000.0,2000.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-350.0,,,,-1.0,0.0,,0,1
17191,RN,JUCURUTU,2.0,1.0,2.0,800.0,400.0,5500.0,2750.0,0.0,1.0,68.0,3.0,1.0,3.0,1200.0,400.0,14000.0,4666.666666666667,0.0,2.0,65.0,1.0,0.0,1.0,400.0,0.0,8500.0,1916.666666666667,0.0,1.0,-3.0,1,1
17213,RN,MESSIAS TARGINO,1.0,1.0,1.0,353.0,353.0,4000.0,4000.0,1.0,1.0,20.0,3.0,1.0,2.0,1150.0,383.3333333333333,15000.0,5000.0,0.0,2.0,49.0,2.0,0.0,1.0,797.0,30.333333333333314,11000.0,1000.0,-1.0,1.0,29.0,1,1
17230,RN,LAGOA D'ANTA,1.0,1.0,1.0,405.0,405.0,2600.0,2600.0,0.0,0.0,32.0,2.0,1.0,2.0,760.0,380.0,9000.0,4500.0,0.0,1.0,75.0,1.0,0.0,1.0,355.0,-25.0,6400.0,1900.0,0.0,1.0,43.0,1,1
