election_year,state,municipality_id_tse,municipality_name,main_subject_code,main_subject_name,topic_family,n_lawsuits
2020,AC,01082,RODRIGUES ALVES,11593,Direito de Resposta,unmapped,7
2020,AC,01082,RODRIGUES ALVES,11654,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,campaign_conduct,1
2020,AC,01082,RODRIGUES ALVES,11655,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,campaign_conduct,1
2020,AC,01082,RODRIGUES ALVES,11662,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,campaign_conduct,2
2020,AC,01082,RODRIGUES ALVES,11667,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,campaign_conduct,3
2020,AC,01082,RODRIGUES ALVES,11668,Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos,campaign_conduct,2
2020,AC,01082,RODRIGUES ALVES,11680,Propaganda Política - Propaganda Eleitoral - Omissão de Informações Obrigatórias,unmapped,2
2020,AC,01082,RODRIGUES ALVES,11718,Abuso - De Poder Econômico,abuse_misuse_office,1
2020,AC,01082,RODRIGUES ALVES,11719,Abuso - De Poder Político/Autoridade,abuse_misuse_office,1
2020,AC,01082,RODRIGUES ALVES,12635,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,information_environment,8
2020,AC,01090,MÂNCIO LIMA,11593,Direito de Resposta,unmapped,7
2020,AC,01090,MÂNCIO LIMA,11654,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,campaign_conduct,1
2020,AC,01090,MÂNCIO LIMA,11655,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,campaign_conduct,1
2020,AC,01090,MÂNCIO LIMA,11662,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,campaign_conduct,2
2020,AC,01090,MÂNCIO LIMA,11667,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,campaign_conduct,3
2020,AC,01090,MÂNCIO LIMA,11668,Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos,campaign_conduct,2
2020,AC,01090,MÂNCIO LIMA,11680,Propaganda Política - Propaganda Eleitoral - Omissão de Informações Obrigatórias,unmapped,2
2020,AC,01090,MÂNCIO LIMA,11718,Abuso - De Poder Econômico,abuse_misuse_office,1
2020,AC,01090,MÂNCIO LIMA,11719,Abuso - De Poder Político/Autoridade,abuse_misuse_office,1
2020,AC,01090,MÂNCIO LIMA,12635,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,information_environment,8
2020,AC,01104,JORDÃO,12592,Direito Líquido e Certo,unmapped,1
2020,AC,01104,JORDÃO,12635,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,information_environment,4
2020,AC,01104,JORDÃO,12639,Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea,information_environment,1
2020,AC,01112,EPITACIOLÂNDIA,11653,Propaganda Política - Propaganda Eleitoral - Adesivo,campaign_conduct,1
2020,AC,01112,EPITACIOLÂNDIA,11654,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,campaign_conduct,2
2020,AC,01112,EPITACIOLÂNDIA,11655,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,campaign_conduct,2
2020,AC,01112,EPITACIOLÂNDIA,11662,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,campaign_conduct,2
2020,AC,01112,EPITACIOLÂNDIA,11667,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,campaign_conduct,1
2020,AC,01120,ACRELÂNDIA,11593,Direito de Resposta,unmapped,1
2020,AC,01139,FEIJÓ,10751,Captação ilícita de votos ou corrupção eleitoral,unmapped,2
2020,AC,01139,FEIJÓ,11642,Eleições - 1° Turno,unmapped,1
2020,AC,01392,RIO BRANCO,10843,Difamação,unmapped,1
2020,AC,01392,RIO BRANCO,11439,Induzimento à Inscrição de Eleitor em Infração às Normas Legais,unmapped,1
2020,AC,01392,RIO BRANCO,11473,Falsidade Ideológica,unmapped,1
2020,AC,01392,RIO BRANCO,11483,Divulgação de Fatos Inverídicos na Propaganda Eleitoral,unmapped,1
2020,AC,01392,RIO BRANCO,11484,Calúnia na Propaganda Eleitoral,information_environment,1
2020,AC,01392,RIO BRANCO,11486,Difamação na Propaganda Eleitoral,unmapped,1
2020,AC,01392,RIO BRANCO,11596,Inelegibilidade - Abuso do Poder Econômico ou Político,eligibility_ballot_access,1
2020,AC,01392,RIO BRANCO,11605,Inelegibilidade - Representação ou Ação de Investigação Judicial Eleitoral Jugada Procedente pela Justiça Eleitoral,unmapped,1
2020,AC,01392,RIO BRANCO,11642,Eleições - 1° Turno,unmapped,1
2020,AC,01392,RIO BRANCO,11653,Propaganda Política - Propaganda Eleitoral - Adesivo,campaign_conduct,1
2020,AC,01392,RIO BRANCO,11655,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,campaign_conduct,1
2020,AC,01392,RIO BRANCO,11657,Propaganda Política - Propaganda Eleitoral - Bem Particular de Uso Comum,unmapped,1
2020,AC,01392,RIO BRANCO,11658,Propaganda Política - Propaganda Eleitoral - Bem Público,campaign_conduct,3
2020,AC,01392,RIO BRANCO,11662,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,campaign_conduct,1
2020,AC,01392,RIO BRANCO,11663,Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal,unmapped,10
2020,AC,01392,RIO BRANCO,11667,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,campaign_conduct,1
2020,AC,01392,RIO BRANCO,11671,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Inserções de Propaganda,unmapped,4
2020,AC,01392,RIO BRANCO,11672,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Programa em Bloco,unmapped,1
2020,AC,01392,RIO BRANCO,11673,Propaganda Política - Propaganda Eleitoral - Rádio,unmapped,21
2020,AC,01392,RIO BRANCO,11675,Propaganda Política - Propaganda Eleitoral - Televisão,unmapped,2
2020,AC,01392,RIO BRANCO,11676,Propaganda Política - Propaganda Eleitoral - Invasão de Horário Destinado a Outro Cargo/Partido/Coligação,unmapped,6
2020,AC,01392,RIO BRANCO,11677,Propaganda Política - Propaganda Eleitoral - Imprensa Escrita - Jornal/Revista/Tabloide,unmapped,1
2020,AC,01392,RIO BRANCO,11679,Propaganda Política - Propaganda Eleitoral - Internet,information_environment,1
2020,AC,01392,RIO BRANCO,11680,Propaganda Política - Propaganda Eleitoral - Omissão de Informações Obrigatórias,unmapped,1
2020,AC,01392,RIO BRANCO,11721,Captação Ilícita de Sufrágio,unmapped,1
2020,AC,01392,RIO BRANCO,11776,Veiculação de Propaganda Partidária - Em Inserções,unmapped,1
2020,AC,01392,RIO BRANCO,12063,Conduta Vedada ao Agente Público,abuse_misuse_office,1
2020,AC,01392,RIO BRANCO,12635,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,information_environment,4
2020,AC,01392,RIO BRANCO,12644,Requerimentos Relativos ao Horário Eleitoral Gratuito,unmapped,1
2020,AC,01457,SENA MADUREIRA,11658,Propaganda Política - Propaganda Eleitoral - Bem Público,campaign_conduct,1
2020,AC,01457,SENA MADUREIRA,11679,Propaganda Política - Propaganda Eleitoral - Internet,information_environment,1
2020,AC,01457,SENA MADUREIRA,12635,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,information_environment,1
2020,AC,01473,TARAUACÁ,12592,Direito Líquido e Certo,unmapped,1
2020,AC,01473,TARAUACÁ,12635,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,information_environment,4
2020,AC,01473,TARAUACÁ,12639,Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea,information_environment,1
2020,AC,01490,XAPURI,11653,Propaganda Política - Propaganda Eleitoral - Adesivo,campaign_conduct,1
2020,AC,01490,XAPURI,11657,Propaganda Política - Propaganda Eleitoral - Bem Particular de Uso Comum,unmapped,1
2020,AC,01490,XAPURI,11662,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,campaign_conduct,1
2020,AC,01490,XAPURI,11679,Propaganda Política - Propaganda Eleitoral - Internet,information_environment,1
2020,AC,01490,XAPURI,12635,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,information_environment,2
2020,AC,01490,XAPURI,12637,Propaganda Política - Propaganda Eleitoral - Redes Sociais,information_environment,2
2020,AC,01511,PLÁCIDO DE CASTRO,11593,Direito de Resposta,unmapped,1
2020,AC,01538,SENADOR GUIOMARD,11593,Direito de Resposta,unmapped,1
2020,AC,01554,MANOEL URBANO,11658,Propaganda Política - Propaganda Eleitoral - Bem Público,campaign_conduct,1
2020,AC,01554,MANOEL URBANO,11679,Propaganda Política - Propaganda Eleitoral - Internet,information_environment,1
2020,AC,01554,MANOEL URBANO,12635,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,information_environment,1
2020,AC,01570,ASSIS BRASIL,11653,Propaganda Política - Propaganda Eleitoral - Adesivo,campaign_conduct,1
2020,AC,01570,ASSIS BRASIL,11654,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,campaign_conduct,2
2020,AC,01570,ASSIS BRASIL,11655,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,campaign_conduct,2
2020,AC,01570,ASSIS BRASIL,11662,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,campaign_conduct,2
2020,AC,01570,ASSIS BRASIL,11667,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,campaign_conduct,1
2020,AL,27006,PARIPUEIRA,10748,Calúnia,unmapped,1
2020,AL,27006,PARIPUEIRA,10753,Falso eleitoral,unmapped,1
2020,AL,27006,PARIPUEIRA,10754,Desobediência à determinações da Justiça Eleitoral,unmapped,1
2020,AL,27006,PARIPUEIRA,11653,Propaganda Política - Propaganda Eleitoral - Adesivo,campaign_conduct,1
2020,AL,27006,PARIPUEIRA,11665,Propaganda Política - Propaganda Eleitoral - Contrariedade à Lei de Postura Municipal,unmapped,1
2020,AL,27006,PARIPUEIRA,11667,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,campaign_conduct,2
2020,AL,27006,PARIPUEIRA,11679,Propaganda Política - Propaganda Eleitoral - Internet,information_environment,4
2020,AL,27006,PARIPUEIRA,11718,Abuso - De Poder Econômico,abuse_misuse_office,1
2020,AL,27006,PARIPUEIRA,12063,Conduta Vedada ao Agente Público,abuse_misuse_office,1
2020,AL,27006,PARIPUEIRA,12635,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,information_environment,1
2020,AL,27006,PARIPUEIRA,3395,Calúnia,unmapped,1
2020,AL,27014,ÁGUA BRANCA,11483,Divulgação de Fatos Inverídicos na Propaganda Eleitoral,unmapped,1
2020,AL,27014,ÁGUA BRANCA,11596,Inelegibilidade - Abuso do Poder Econômico ou Político,eligibility_ballot_access,1
2020,AL,27014,ÁGUA BRANCA,11649,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,campaign_conduct,1
2020,AL,27014,ÁGUA BRANCA,11650,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Sem Prévio Registro,campaign_conduct,1
2020,AL,27014,ÁGUA BRANCA,11654,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,campaign_conduct,2
2020,AL,27014,ÁGUA BRANCA,11667,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,campaign_conduct,6
2020,AL,27014,ÁGUA BRANCA,11679,Propaganda Política - Propaganda Eleitoral - Internet,information_environment,2
2020,AL,27014,ÁGUA BRANCA,11718,Abuso - De Poder Econômico,abuse_misuse_office,1
2020,AL,27014,ÁGUA BRANCA,12063,Conduta Vedada ao Agente Público,abuse_misuse_office,1
2020,AL,27014,ÁGUA BRANCA,12592,Direito Líquido e Certo,unmapped,1
2020,AL,27014,ÁGUA BRANCA,3395,Calúnia,unmapped,1
2020,AL,27022,PARICONHA,11483,Divulgação de Fatos Inverídicos na Propaganda Eleitoral,unmapped,1
2020,AL,27022,PARICONHA,11596,Inelegibilidade - Abuso do Poder Econômico ou Político,eligibility_ballot_access,1
2020,AL,27022,PARICONHA,11649,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,campaign_conduct,1
2020,AL,27022,PARICONHA,11650,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Sem Prévio Registro,campaign_conduct,1
2020,AL,27022,PARICONHA,11654,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,campaign_conduct,2
2020,AL,27022,PARICONHA,11667,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,campaign_conduct,6
2020,AL,27022,PARICONHA,11679,Propaganda Política - Propaganda Eleitoral - Internet,information_environment,2
2020,AL,27022,PARICONHA,11718,Abuso - De Poder Econômico,abuse_misuse_office,1
2020,AL,27022,PARICONHA,12063,Conduta Vedada ao Agente Público,abuse_misuse_office,1
2020,AL,27022,PARICONHA,12592,Direito Líquido e Certo,unmapped,1
2020,AL,27022,PARICONHA,3395,Calúnia,unmapped,1
2020,AL,27030,ANADIA,10748,Calúnia,unmapped,7
2020,AL,27030,ANADIA,10749,Difamação,unmapped,1
2020,AL,27030,ANADIA,11650,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Sem Prévio Registro,campaign_conduct,1
2020,AL,27030,ANADIA,11653,Propaganda Política - Propaganda Eleitoral - Adesivo,campaign_conduct,1
2020,AL,27030,ANADIA,11654,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,campaign_conduct,6
2020,AL,27030,ANADIA,11655,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,campaign_conduct,1
2020,AL,27030,ANADIA,11658,Propaganda Política - Propaganda Eleitoral - Bem Público,campaign_conduct,1
2020,AL,27030,ANADIA,11662,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,campaign_conduct,4
2020,AL,27030,ANADIA,11667,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,campaign_conduct,2
2020,AL,27030,ANADIA,11668,Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos,campaign_conduct,1
2020,AL,27030,ANADIA,11673,Propaganda Política - Propaganda Eleitoral - Rádio,unmapped,3
2020,AL,27030,ANADIA,11678,Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal,unmapped,1
2020,AL,27030,ANADIA,11679,Propaganda Política - Propaganda Eleitoral - Internet,information_environment,3
2020,AL,27030,ANADIA,11680,Propaganda Política - Propaganda Eleitoral - Omissão de Informações Obrigatórias,unmapped,1
2020,AL,27030,ANADIA,11683,"Propaganda Política - Propaganda Eleitoral - Truncagem, Montagem, Utilização de Gravação Externa, Computação Gráfica, Desenho Animado ou Efeito Especial",unmapped,1
2020,AL,27030,ANADIA,11718,Abuso - De Poder Econômico,abuse_misuse_office,3
2020,AL,27030,ANADIA,12635,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,information_environment,3
2020,AL,27030,ANADIA,12637,Propaganda Política - Propaganda Eleitoral - Redes Sociais,information_environment,2
2020,AL,27030,ANADIA,3395,Calúnia,unmapped,3
2020,AL,27049,ESTRELA DE ALAGOAS,10748,Calúnia,unmapped,1
2020,AL,27049,ESTRELA DE ALAGOAS,10750,Injúria,unmapped,1
2020,AL,27049,ESTRELA DE ALAGOAS,11484,Calúnia na Propaganda Eleitoral,information_environment,1
2020,AL,27049,ESTRELA DE ALAGOAS,11654,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,campaign_conduct,2
2020,AL,27049,ESTRELA DE ALAGOAS,11667,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,campaign_conduct,3
2020,AL,27049,ESTRELA DE ALAGOAS,11679,Propaganda Política - Propaganda Eleitoral - Internet,information_environment,5
2020,AL,27049,ESTRELA DE ALAGOAS,11718,Abuso - De Poder Econômico,abuse_misuse_office,1
2020,AL,27049,ESTRELA DE ALAGOAS,12544,Simples,unmapped,1
2020,AL,27049,ESTRELA DE ALAGOAS,12635,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,information_environment,2
2020,AL,27049,ESTRELA DE ALAGOAS,12637,Propaganda Política - Propaganda Eleitoral - Redes Sociais,information_environment,1
2020,AL,27049,ESTRELA DE ALAGOAS,3395,Calúnia,unmapped,1
2020,AL,27057,ARAPIRACA,11593,Direito de Resposta,unmapped,1
2020,AL,27057,ARAPIRACA,11623,Registro de Candidatura - Substituição de Candidato - Por Expulsão Partidária,unmapped,1
2020,AL,27057,ARAPIRACA,11650,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Sem Prévio Registro,campaign_conduct,1
2020,AL,27057,ARAPIRACA,11653,Propaganda Política - Propaganda Eleitoral - Adesivo,campaign_conduct,1
2020,AL,27057,ARAPIRACA,11654,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,campaign_conduct,2
2020,AL,27057,ARAPIRACA,11658,Propaganda Política - Propaganda Eleitoral - Bem Público,campaign_conduct,1
2020,AL,27057,ARAPIRACA,11663,Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal,unmapped,2
2020,AL,27057,ARAPIRACA,11668,Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos,campaign_conduct,1
2020,AL,27057,ARAPIRACA,11670,Propaganda Política - Propaganda Eleitoral - Distribuição de Tempo de Propaganda,unmapped,1
2020,AL,27057,ARAPIRACA,11671,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Inserções de Propaganda,unmapped,1
2020,AL,27057,ARAPIRACA,11673,Propaganda Política - Propaganda Eleitoral - Rádio,unmapped,1
2020,AL,27057,ARAPIRACA,11679,Propaganda Política - Propaganda Eleitoral - Internet,information_environment,3
2020,AL,27057,ARAPIRACA,11681,Propaganda Política - Propaganda Eleitoral - Outdoors,unmapped,1
2020,AL,27057,ARAPIRACA,11718,Abuso - De Poder Econômico,abuse_misuse_office,1
2020,AL,27057,ARAPIRACA,11720,Abuso - Uso Indevido de Meio de Comunicação Social,unmapped,1
2020,AL,27057,ARAPIRACA,11736,Cautelar Inominada - De Produção Antecipada de Provas,unmapped,1
