election_year,state,municipality_id_tse,municipality_name,n_polls,n_firms,total_sample,mean_sample,total_cost,mean_cost,n_own_polls,n_polls_last30,last_poll_days_before_election,polled
2020,MG,53015,SÃO TOMÁS DE AQUINO,2,2,705.0,352.5,10900.0,5450.0,1,2,13,1
2020,MG,53112,SENADOR CORTES,1,1,230.0,230.0,5500.0,5500.0,1,0,36,1
2020,MG,53139,SENADOR FIRMINO,1,1,250.0,250.0,7900.0,7900.0,0,1,8,1
2020,MG,53350,SERRA DO SALITRE,2,1,608.0,304.0,17632.0,8816.0,2,2,16,1
2020,MG,53376,SERRANIA,2,2,603.0,301.5,6500.0,3250.0,0,1,274,1
2020,MG,53430,SETE LAGOAS,8,5,5760.0,720.0,101800.69,12725.08625,6,4,216,1
2020,MG,53597,TAIOBEIRAS,4,3,1507.0,376.75,23300.0,5825.0,1,3,132,1
2020,MG,53716,TEÓFILO OTONI,3,3,1693.0,564.3333333333334,35000.0,11666.666666666666,2,3,29,1
2020,MG,53732,TIMÓTEO,1,1,500.0,500.0,6000.0,6000.0,0,1,8,1
2020,MG,53813,TOLEDO,5,3,1654.0,330.8,37400.0,7480.0,5,3,96,1
2020,MG,53856,TRÊS CORAÇÕES,5,4,2298.0,459.6,41000.0,8200.0,3,4,90,1
2020,MG,53899,TUMIRITINGA,5,4,1814.0,362.8,33800.0,6760.0,5,2,191,1
2020,MG,53910,TUPACIGUARA,5,3,1873.0,374.6,32228.0,6445.6,5,3,37,1
2020,MG,53937,TURMALINA,3,3,1020.0,340.0,18000.0,6000.0,1,3,28,1
2020,MG,53953,TURVOLÂNDIA,2,2,797.0,398.5,7300.0,3650.0,2,2,6,1
2020,MG,53970,UBÁ,2,2,810.0,405.0,10900.0,5450.0,1,2,8,1
2020,MG,54011,UBERABA,17,6,12262.0,721.2941176470588,231164.0,13597.882352941177,15,10,94,1
2020,MG,54038,UBERLÂNDIA,9,3,5901.0,655.6666666666666,265730.0,29525.555555555555,5,4,83,1
2020,MG,54070,UNAÍ,2,1,807.0,403.5,23403.0,11701.5,2,1,40,1
2020,MG,54119,VARGEM BONITA,2,1,566.0,283.0,4300.0,2150.0,0,1,66,1
2020,MG,54135,VARGINHA,5,3,3017.0,603.4,49800.0,9960.0,5,3,98,1
2020,MG,54194,VAZANTE,1,1,323.0,323.0,9367.0,9367.0,1,1,20,1
2020,MG,54259,VESPASIANO,4,4,3018.0,754.5,28000.0,7000.0,3,1,49,1
2020,MG,54410,VISCONDE DO RIO BRANCO,1,1,400.0,400.0,10000.0,10000.0,0,1,12,1
2020,MG,54453,ITAÚ DE MINAS,3,2,1101.0,367.0,18525.0,6175.0,3,2,171,1
2020,MS,55000,NOVA ALVORADA DO SUL,11,5,3463.0,314.8181818181818,67500.0,6136.363636363636,11,5,263,1
2020,MS,55026,LAGUNA CARAPÃ,2,2,550.0,275.0,12000.0,6000.0,2,2,13,1
2020,MS,55034,JAPORÃ,2,1,700.0,350.0,8000.0,4000.0,0,0,110,1
2020,MS,55042,NOVO HORIZONTE DO SUL,3,2,700.0,233.33333333333334,17000.0,5666.666666666667,3,1,72,1
2020,MS,55069,FIGUEIRÃO,3,3,500.0,166.66666666666666,10000.0,3333.3333333333335,3,3,9,1
2020,MS,90034,ÁGUA CLARA,2,2,682.0,341.0,13390.0,6695.0,1,2,26,1
2020,MS,90115,AMAMBAI,3,1,1200.0,400.0,18500.0,6166.666666666667,3,2,74,1
2020,MS,90131,ANASTÁCIO,10,4,4774.0,477.4,65000.0,6500.0,5,5,244,1
2020,MS,90158,ANAURILÂNDIA,1,1,220.0,220.0,5000.0,5000.0,1,1,8,1
2020,MS,90174,ANTÔNIO JOÃO,6,2,1736.0,289.3333333333333,36000.0,6000.0,6,4,94,1
2020,MS,90190,APARECIDA DO TABOADO,5,3,1934.0,386.8,63000.0,12600.0,5,4,56,1
2020,MS,90212,AQUIDAUANA,7,3,2244.0,320.57142857142856,40000.0,5714.285714285715,7,2,258,1
2020,MS,90298,BANDEIRANTES,4,3,2091.0,522.75,28000.0,7000.0,4,0,-338,1
2020,MS,90379,BATAGUASSU,4,2,1900.0,475.0,27000.0,6750.0,3,2,98,1
2020,MS,90395,BATAYPORÃ,1,1,280.0,280.0,6000.0,6000.0,1,1,22,1
2020,MS,90417,BELA VISTA,4,4,1210.0,302.5,25500.0,6375.0,4,4,28,1
2020,MS,90433,BONITO,9,4,3500.0,388.8888888888889,62000.0,6888.888888888889,9,8,65,1
2020,MS,90450,BRASILÂNDIA,1,1,400.0,400.0,7000.0,7000.0,1,1,13,1
2020,MS,90492,CAMAPUÃ,4,3,1309.0,327.25,27000.0,6750.0,2,3,38,1
2020,MS,90514,CAMPO GRANDE,25,6,26706.0,1068.24,334726.0,13389.04,20,14,287,1
2020,MS,90530,CARACOL,1,1,400.0,400.0,7000.0,7000.0,0,1,24,1
2020,MS,90557,CAARAPÓ,2,2,654.0,327.0,16000.0,8000.0,0,1,105,1
2020,MS,90573,CASSILÂNDIA,7,5,2882.0,411.7142857142857,95800.0,13685.714285714286,5,6,36,1
2020,MS,90611,CORGUINHO,1,1,220.0,220.0,5000.0,5000.0,1,1,14,1
2020,MS,90638,CORUMBÁ,22,5,8288.0,376.72727272727275,157000.0,7136.363636363636,22,8,260,1
2020,MS,90654,COXIM,2,2,722.0,361.0,13000.0,6500.0,2,2,13,1
2020,MS,90735,DOURADOS,19,5,10682.0,562.2105263157895,140000.0,7368.421052631579,19,10,183,1
2020,MS,90751,FÁTIMA DO SUL,1,1,280.0,280.0,5000.0,5000.0,1,1,14,1
2020,MS,90816,GUIA LOPES DA LAGUNA,13,5,4576.0,352.0,87500.0,6730.7692307692305,11,8,259,1
2020,MS,90859,IGUATEMI,4,3,1276.0,319.0,24000.0,6000.0,4,3,32,1
2020,MS,90875,INOCÊNCIA,5,3,1832.0,366.4,57200.0,11440.0,4,5,13,1
2020,MS,90891,ITAPORÃ,3,1,1000.0,333.3333333333333,20000.0,6666.666666666667,3,1,84,1
2020,MS,90930,IVINHEMA,3,3,1004.0,334.6666666666667,25000.0,8333.333333333334,2,3,10,1
2020,MS,90999,JARDIM,15,6,5143.0,342.8666666666667,105500.0,7033.333333333333,14,8,260,1
2020,MS,91014,JATEÍ,3,2,680.0,226.66666666666666,16000.0,5333.333333333333,2,2,107,1
2020,MS,91030,LADÁRIO,7,4,2264.0,323.42857142857144,49000.0,7000.0,6,1,119,1
2020,MS,91073,MARACAJU,12,4,4509.0,375.75,92000.0,7666.666666666667,10,7,154,1
2020,MS,91138,NAVIRAÍ,11,5,5000.0,454.54545454545456,60000.0,5454.545454545455,8,9,44,1
2020,MS,91154,NIOAQUE,6,3,2043.0,340.5,38000.0,6333.333333333333,5,4,134,1
2020,MS,91235,NOVA ANDRADINA,4,2,1640.0,410.0,30000.0,7500.0,4,4,14,1
2020,MS,91251,PARANAÍBA,6,3,2302.0,383.6666666666667,99600.0,16600.0,6,6,22,1
2020,MS,91316,PONTA PORÃ,6,1,2400.0,400.0,46000.0,7666.666666666667,6,2,241,1
2020,MS,91375,PORTO MURTINHO,1,1,250.0,250.0,7500.0,7500.0,1,1,7,1
2020,MS,91413,RIBAS DO RIO PARDO,11,4,4410.0,400.90909090909093,82000.0,7454.545454545455,11,8,79,1
2020,MS,91430,RIO BRILHANTE,8,5,2808.0,351.0,49000.0,6125.0,8,7,116,1
2020,MS,91456,RIO NEGRO,1,1,140.0,140.0,6000.0,6000.0,1,0,53,1
2020,MS,91472,RIO VERDE DE MATO GROSSO,9,4,3112.0,345.77777777777777,61000.0,6777.777777777777,9,8,31,1
2020,MS,91499,ROCHEDO,1,1,220.0,220.0,6000.0,6000.0,1,1,17,1
2020,MS,91570,SIDROLÂNDIA,15,6,6885.0,459.0,123500.0,8233.333333333334,12,4,56,1
2020,MS,91596,TERENOS,3,1,1200.0,400.0,22000.0,7333.333333333333,3,2,63,1
2020,MS,91650,TRÊS LAGOAS,12,6,5259.0,438.25,133490.0,11124.166666666666,7,8,111,1
2020,MS,91693,ANGÉLICA,3,3,1320.0,440.0,21000.0,7000.0,2,1,9,1
2020,MS,91715,ARAL MOREIRA,8,4,2800.0,350.0,47500.0,5937.5,7,3,144,1
2020,MS,91758,DEODÁPOLIS,5,3,1616.0,323.2,26000.0,5200.0,2,3,131,1
2020,MS,91782,CHAPADÃO DO SUL,2,1,754.0,377.0,33600.0,16800.0,2,2,15,1
2020,MS,91790,MUNDO NOVO,3,3,1088.0,362.6666666666667,19000.0,6333.333333333333,3,3,22,1
2020,MS,91804,DOIS IRMÃOS DO BURITI,2,2,550.0,275.0,10000.0,5000.0,2,1,53,1
2020,MS,91820,JUTI,4,3,1320.0,330.0,24000.0,6000.0,3,4,13,1
2020,MS,91847,PARANHOS,7,4,2912.0,416.0,54000.0,7714.285714285715,5,2,74,1
2020,MS,91863,SANTA RITA DO PARDO,5,2,1500.0,300.0,28500.0,5700.0,4,2,74,1
2020,MS,91880,SONORA,4,3,1304.0,326.0,24000.0,6000.0,4,2,70,1
2020,MS,98019,BODOQUENA,1,1,225.0,225.0,6000.0,6000.0,1,1,13,1
2020,MS,98035,COSTA RICA,5,4,1800.0,360.0,36000.0,7200.0,3,4,207,1
2020,MS,98051,DOURADINA,2,1,420.0,210.0,12000.0,6000.0,2,1,78,1
2020,MS,98078,ITAQUIRAÍ,4,4,1359.0,339.75,30900.0,7725.0,1,4,26,1
2020,MS,98094,SÃO GABRIEL DO OESTE,1,1,304.0,304.0,8000.0,8000.0,1,0,72,1
2020,MS,98159,TACURU,2,1,608.0,304.0,12000.0,6000.0,2,1,301,1
2020,MS,98175,TAQUARUSSU,4,1,1400.0,350.0,24000.0,6000.0,0,2,147,1
2020,MT,89788,COLNIZA,1,1,300.0,300.0,5000.0,5000.0,0,1,9,1
2020,MT,89796,COLÍDER,3,3,1000.0,333.3333333333333,8250.0,2750.0,3,3,19,1
2020,MT,89818,NOVA BRASILÂNDIA,2,2,734.0,367.0,18000.0,9000.0,1,2,21,1
2020,MT,89826,NOVA SANTA HELENA,4,4,910.0,227.5,14000.0,3500.0,1,3,43,1
2020,MT,89834,PARANATINGA,5,2,1841.0,368.2,35000.0,7000.0,5,2,236,1
2020,MT,89843,SANTO ANTÔNIO DO LESTE,1,1,250.0,250.0,6600.0,6600.0,1,1,10,1
2020,MT,89850,SINOP,12,6,12446.0,1037.1666666666667,73000.0,6083.333333333333,7,9,42,1
2020,MT,89877,ALTA FLORESTA,3,2,1116.0,372.0,10000.0,3333.3333333333335,2,3,10,1
2020,MT,89915,JAURU,3,2,1305.0,435.0,10500.0,3500.0,2,3,17,1
2020,MT,89931,SÃO JOSÉ DOS QUATRO MARCOS,1,1,424.0,424.0,5000.0,5000.0,1,1,8,1
2020,MT,89958,RIO BRANCO,2,1,668.0,334.0,6000.0,3000.0,0,2,24,1
2020,MT,90018,ACORIZAL,3,2,1342.0,447.3333333333333,6000.0,2000.0,3,0,-237,1
2020,MT,90042,ALTO BOA VISTA,1,1,342.0,342.0,5000.0,5000.0,0,0,74,1
2020,MT,90050,ALTO ARAGUAIA,5,4,1803.0,360.6,33500.0,6700.0,3,4,267,1
2020,MT,90069,QUERÊNCIA,1,1,435.0,435.0,5000.0,5000.0,1,0,65,1
2020,MT,90077,ALTO GARÇAS,3,2,1378.0,459.3333333333333,17500.0,5833.333333333333,1,3,17,1
2020,MT,90093,ALTO PARAGUAI,1,1,250.0,250.0,4000.0,4000.0,0,1,5,1
2020,MT,90107,SANTA CARMEM,2,1,380.0,190.0,6000.0,3000.0,0,2,27,1
2020,MT,90123,NOVA MARINGÁ,3,2,654.0,218.0,15000.0,5000.0,1,3,14,1
2020,MT,90140,NOVA GUARITA,1,1,200.0,200.0,3000.0,3000.0,0,0,47,1
2020,MT,90166,NOVA MARILÂNDIA,3,2,903.0,301.0,9800.0,3266.6666666666665,3,3,25,1
2020,MT,90182,PORTO ESTRELA,1,1,250.0,250.0,5000.0,5000.0,0,1,11,1
2020,MT,90204,GLÓRIA D'OESTE,2,1,500.0,250.0,10000.0,5000.0,0,2,24,1
2020,MT,90247,SÃO JOSÉ DO XINGU,1,1,330.0,330.0,4000.0,4000.0,1,1,3,1
2020,MT,90255,ARENÁPOLIS,4,2,1567.0,391.75,19000.0,4750.0,4,3,35,1
2020,MT,90263,APIACÁS,4,1,1328.0,332.0,11000.0,2750.0,3,2,44,1
2020,MT,90271,ARIPUANÃ,2,2,650.0,325.0,10000.0,5000.0,2,2,12,1
2020,MT,90280,CONFRESA,3,2,1018.0,339.3333333333333,10500.0,3500.0,1,3,30,1
2020,MT,90301,LAMBARI D'OESTE,5,4,1711.0,342.2,17500.0,3500.0,2,3,41,1
2020,MT,90328,SANTO AFONSO,3,2,950.0,316.6666666666667,10000.0,3333.3333333333335,3,3,24,1
2020,MT,90336,BARRA DO BUGRES,5,2,3657.0,731.4,25000.0,5000.0,0,5,27,1
2020,MT,90352,BARRA DO GARÇAS,16,7,6871.0,429.4375,84500.0,5281.25,10,7,302,1
2020,MT,90360,NOVA MONTE VERDE,4,1,1000.0,250.0,10500.0,2625.0,3,2,54,1
2020,MT,90387,NOVA BANDEIRANTES,1,1,400.0,400.0,5000.0,5000.0,0,0,52,1
2020,MT,90409,SÃO PEDRO DA CIPA,2,1,400.0,200.0,8000.0,4000.0,2,2,21,1
2020,MT,90425,COTRIGUAÇU,1,1,400.0,400.0,6000.0,6000.0,1,1,17,1
2020,MT,90441,RIBEIRÃOZINHO,1,1,326.0,326.0,3000.0,3000.0,1,0,35,1
2020,MT,90468,BRASNORTE,5,2,1910.0,382.0,23500.0,4700.0,4,2,78,1
2020,MT,90476,CÁCERES,4,2,1706.0,426.5,18000.0,4500.0,2,4,21,1
2020,MT,90484,CAMPO NOVO DO PARECIS,3,3,1050.0,350.0,11600.0,3866.6666666666665,3,2,41,1
2020,MT,90506,CAMPO VERDE,6,5,2295.0,382.5,37000.0,6166.666666666667,5,6,22,1
2020,MT,90522,CLÁUDIA,1,1,306.0,306.0,4000.0,4000.0,0,1,7,1
2020,MT,90590,CHAPADA DOS GUIMARÃES,3,2,1355.0,451.6666666666667,9000.0,3000.0,3,3,10,1
2020,MT,90603,LUCAS DO RIO VERDE,14,7,5592.0,399.42857142857144,126000.0,9000.0,9,11,35,1
2020,MT,90620,MATUPÁ,6,5,2438.0,406.3333333333333,20000.0,3333.3333333333335,2,2,50,1
2020,MT,90646,NOVA MUTUM,4,3,1500.0,375.0,28000.0,7000.0,2,3,149,1
2020,MT,90662,RIBEIRÃO CASCALHEIRA,1,1,365.0,365.0,5800.0,5800.0,0,1,25,1
2020,MT,90670,CUIABÁ,45,12,30590.0,679.7777777777778,722210.0,16049.111111111111,34,22,149,1
2020,MT,90689,TAPURAH,2,1,520.0,260.0,37200.0,18600.0,0,2,13,1
2020,MT,90697,DIAMANTINO,6,4,2437.0,406.1666666666667,35000.0,5833.333333333333,4,4,77,1
2020,MT,90700,PONTAL DO ARAGUAIA,16,3,5079.0,317.4375,64200.0,4012.5,10,5,304,1
2020,MT,90719,DOM AQUINO,2,2,550.0,275.0,8000.0,4000.0,2,2,21,1
2020,MT,90727,SAPEZAL,1,1,602.0,602.0,5000.0,5000.0,0,1,12,1
2020,MT,90743,CAMPOS DE JÚLIO,2,1,712.0,356.0,10000.0,5000.0,0,2,18,1
2020,MT,90760,CARLINDA,1,1,250.0,250.0,2000.0,2000.0,1,0,37,1
2020,MT,90778,GENERAL CARNEIRO,7,4,2209.0,315.57142857142856,32000.0,4571.428571428572,4,2,184,1
2020,MT,90786,FELIZ NATAL,1,1,250.0,250.0,4000.0,4000.0,1,1,4,1
2020,MT,90832,GUIRATINGA,3,3,900.0,300.0,12500.0,4166.666666666667,2,3,12,1
2020,MT,90867,NOVA LACERDA,1,1,300.0,300.0,8000.0,8000.0,1,0,31,1
2020,MT,90883,NOVA UBIRATÃ,5,3,1536.0,307.2,40000.0,8000.0,2,3,151,1
2020,MT,90905,BOM JESUS DO ARAGUAIA,2,2,714.0,357.0,10000.0,5000.0,1,0,214,1
2020,MT,90913,ITIQUIRA,2,1,600.0,300.0,10000.0,5000.0,2,2,21,1
2020,MT,90921,SERRA NOVA DOURADA,4,2,1210.0,302.5,19300.0,4825.0,0,3,49,1
2020,MT,90956,JACIARA,2,2,786.0,393.0,8000.0,4000.0,2,2,30,1
2020,MT,90980,SANTA CRUZ DO XINGU,1,1,320.0,320.0,3000.0,3000.0,0,1,14,1
2020,MT,91022,VALE DE SÃO DOMINGOS,2,1,220.0,110.0,5000.0,2500.0,2,2,15,1
2020,MT,91049,SANTA RITA DO TRIVELATO,1,1,270.0,270.0,4000.0,4000.0,1,1,21,1
2020,MT,91057,LUCIARA,3,2,850.0,283.3333333333333,12000.0,4000.0,1,2,39,1
2020,MT,91090,VILA BELA DA SANTÍSSIMA TRINDADE,1,1,300.0,300.0,5000.0,5000.0,0,1,7,1
2020,MT,91170,NOBRES,1,1,372.0,372.0,5000.0,5000.0,0,1,29,1
2020,MT,91197,NORTELÂNDIA,5,2,1780.0,356.0,23000.0,4600.0,4,4,46,1
2020,MT,91219,NOSSA SENHORA DO LIVRAMENTO,2,2,658.0,329.0,13100.0,6550.0,2,2,10,1
2020,MT,91294,POCONÉ,3,2,913.0,304.3333333333333,18000.0,6000.0,1,3,25,1
2020,MT,91359,PORTO DOS GAÚCHOS,1,1,250.0,250.0,4000.0,4000.0,1,1,4,1
2020,MT,91510,RONDONÓPOLIS,8,7,3856.0,482.0,119500.0,14937.5,6,7,48,1
2020,MT,91553,SANTO ANTÔNIO DO LEVERGER,4,3,1772.0,443.0,23000.0,5750.0,4,4,17,1
2020,MT,91634,TORIXORÉU,9,3,3151.0,350.1111111111111,29500.0,3277.777777777778,7,3,115,1
2020,MT,91677,VÁRZEA GRANDE,28,7,15206.0,543.0714285714286,224000.0,8000.0,27,19,100,1
2020,MT,91774,MIRASSOL D'OESTE,1,1,340.0,340.0,5000.0,5000.0,1,1,6,1
2020,MT,91812,PEDRA PRETA,3,3,1026.0,342.0,14000.0,4666.666666666667,2,3,26,1
2020,MT,91839,SÃO FÉLIX DO ARAGUAIA,3,3,1032.0,344.0,11000.0,3666.6666666666665,1,3,21,1
2020,MT,91855,TANGARÁ DA SERRA,6,4,2300.0,383.3333333333333,29800.0,4966.666666666667,4,5,42,1
2020,MT,91898,JUSCIMEIRA,3,3,951.0,317.0,16000.0,5333.333333333333,3,2,29,1
2020,MT,91910,ÁGUA BOA,3,3,1026.0,342.0,24046.25,8015.416666666667,1,1,66,1
2020,MT,91936,CANARANA,2,1,1114.0,557.0,8000.0,4000.0,1,1,67,1
2020,MT,91952,NOVA XAVANTINA,9,4,3705.0,411.6666666666667,47500.0,5277.777777777777,5,4,244,1
2020,MT,91979,SANTA TEREZINHA,1,1,380.0,380.0,4000.0,4000.0,0,1,22,1
2020,MT,98191,JUARA,1,1,300.0,300.0,5000.0,5000.0,1,1,7,1
2020,MT,98310,JUÍNA,4,3,1900.0,475.0,23000.0,5750.0,2,4,27,1
2020,MT,98337,DENISE,1,1,380.0,380.0,3500.0,3500.0,1,1,26,1
2020,MT,98639,ARAGUAIANA,1,1,343.0,343.0,5700.0,5700.0,0,0,40,1
2020,MT,98655,CAMPINÁPOLIS,1,1,388.0,388.0,5000.0,5000.0,0,1,29,1
2020,MT,98671,COCALINHO,2,2,700.0,350.0,6200.0,3100.0,1,2,8,1
2020,MT,98698,ITAÚBA,1,1,400.0,400.0,2000.0,2000.0,1,1,13,1
2020,MT,98779,NOVO SÃO JOAQUIM,10,3,3820.0,382.0,49700.0,4970.0,4,4,271,1
2020,MT,98795,NOVO HORIZONTE DO NORTE,1,1,343.0,343.0,4000.0,4000.0,1,1,15,1
2020,MT,98817,PEIXOTO DE AZEVEDO,3,2,908.0,302.6666666666667,16000.0,5333.333333333333,1,3,28,1
2020,MT,98876,PORTO ESPERIDIÃO,2,2,666.0,333.0,10000.0,5000.0,1,2,7,1
2020,MT,98930,SORRISO,3,2,1300.0,433.3333333333333,15000.0,5000.0,1,3,14,1
2020,MT,98957,TERRA NOVA DO NORTE,2,1,700.0,350.0,20000.0,10000.0,0,2,17,1
2020,MT,98973,VERA,2,1,500.0,250.0,6000.0,3000.0,0,1,38,1
2020,MT,99015,COMODORO,1,1,405.0,405.0,10000.0,10000.0,1,1,6,1
2020,MT,99031,FIGUEIRÓPOLIS D'OESTE,2,2,684.0,342.0,7000.0,3500.0,1,2,25,1
2020,MT,99058,GUARANTÃ DO NORTE,2,1,600.0,300.0,6000.0,3000.0,0,1,31,1
2020,MT,99074,INDIAVAÍ,1,1,320.0,320.0,5000.0,5000.0,0,1,15,1
2020,PA,04014,ABAETETUBA,6,3,2500.0,416.6666666666667,48000.0,8000.0,5,4,91,1
2020,PA,04022,TAILÂNDIA,6,1,3110.0,518.3333333333334,48000.0,8000.0,6,4,73,1
2020,PA,04049,BOM JESUS DO TOCANTINS,1,1,386.0,386.0,3000.0,3000.0,0,1,7,1
2020,PA,04057,AFUÁ,1,1,800.0,800.0,8000.0,8000.0,0,0,58,1
2020,PA,04065,SÃO JOÃO DE PIRABAS,1,1,500.0,500.0,5000.0,5000.0,1,1,22,1
2020,PA,04081,TUCUMÃ,7,6,2734.0,390.57142857142856,44000.0,6285.714285714285,4,6,67,1
2020,PA,04090,ALMEIRIM,2,2,850.0,425.0,12000.0,6000.0,2,1,48,1
2020,PA,04103,MÃE DO RIO,3,1,1000.0,333.3333333333333,14000.0,4666.666666666667,2,1,142,1
2020,PA,04111,ALTAMIRA,4,2,2385.0,596.25,34000.0,8500.0,4,0,91,1
2020,PA,04120,ELDORADO DOS CARAJÁS,1,1,400.0,400.0,4000.0,4000.0,1,0,31,1
2020,PA,04154,ANANINDEUA,15,5,8010.0,534.0,93000.0,6200.0,14,10,289,1
2020,PA,04162,PALESTINA DO PARÁ,2,1,600.0,300.0,8000.0,4000.0,2,1,38,1
2020,PA,04170,AUGUSTO CORRÊA,1,1,700.0,700.0,10000.0,10000.0,0,1,6,1
2020,PA,04189,IPIXUNA DO PARÁ,1,1,546.0,546.0,5000.0,5000.0,1,1,6,1
2020,PA,04197,AVEIRO,1,1,300.0,300.0,6000.0,6000.0,1,1,6,1
2020,PA,04219,BAGRE,5,2,1620.0,324.0,728000.0,145600.0,5,2,73,1
2020,PA,04227,BRASIL NOVO,1,1,400.0,400.0,7000.0,7000.0,1,1,6,1
2020,PA,04235,BAIÃO,1,1,350.0,350.0,4000.0,4000.0,0,1,4,1
2020,PA,04251,BARCARENA,7,5,3320.0,474.2857142857143,40000.0,5714.285714285715,7,4,79,1
2020,PA,04260,ÁGUA AZUL DO NORTE,5,4,2230.0,446.0,30400.0,6080.0,3,5,12,1
2020,PA,04278,BELÉM,62,16,53520.0,863.2258064516129,704400.0,11361.290322580646,42,31,305,1
2020,PA,04286,TRAIRÃO,2,2,700.0,350.0,9000.0,4500.0,1,2,5,1
2020,PA,04294,BENEVIDES,6,4,2910.0,485.0,39500.0,6583.333333333333,4,3,132,1
2020,PA,04308,PAU D'ARCO,5,3,1378.0,275.6,27000.0,5400.0,5,3,237,1
2020,PA,04324,ULIANÓPOLIS,1,1,400.0,400.0,7000.0,7000.0,0,1,7,1
2020,PA,04332,BRAGANÇA,4,2,2008.0,502.0,22000.0,5500.0,4,2,239,1
2020,PA,04375,BUJARU,2,2,806.0,403.0,8000.0,4000.0,0,2,17,1
2020,PA,04383,NOVO PROGRESSO,4,2,1800.0,450.0,31000.0,7750.0,4,2,121,1
2020,PA,04405,VITÓRIA DO XINGU,4,2,1383.0,345.75,26000.0,6500.0,4,0,267,1
2020,PA,04413,CAMETÁ,3,3,1300.0,433.3333333333333,17000.0,5666.666666666667,2,3,8,1
2020,PA,04421,NOVO REPARTIMENTO,5,3,2562.0,512.4,28000.0,5600.0,3,2,57,1
2020,PA,04430,CAPANEMA,4,2,2200.0,550.0,26000.0,6500.0,3,2,68,1
2020,PA,04448,BREU BRANCO,2,1,800.0,400.0,12000.0,6000.0,1,2,23,1
2020,PA,04456,CAPITÃO POÇO,1,1,400.0,400.0,5000.0,5000.0,1,1,7,1
2020,PA,04464,SÃO DOMINGOS DO ARAGUAIA,2,2,748.0,374.0,11000.0,5500.0,2,0,129,1
2020,PA,04472,CASTANHAL,13,8,7360.0,566.1538461538462,119800.0,9215.384615384615,8,8,73,1
2020,PA,04502,ABEL FIGUEIREDO,3,2,920.0,306.6666666666667,17000.0,5666.666666666667,1,3,17,1
2020,PA,04510,COLARES,1,1,300.0,300.0,6000.0,6000.0,1,1,8,1
2020,PA,04529,CUMARU DO NORTE,3,2,1452.0,484.0,12500.0,4166.666666666667,3,3,18,1
2020,PA,04537,CONCEIÇÃO DO ARAGUAIA,5,1,1960.0,392.0,22000.0,4400.0,5,3,239,1
2020,PA,04561,FLORESTA DO ARAGUAIA,6,4,1685.0,280.8333333333333,37000.0,6166.666666666667,6,5,31,1
2020,PA,04588,BANNACH,5,2,1158.0,231.6,23000.0,4600.0,5,3,105,1
2020,PA,04596,FARO,2,1,550.0,275.0,12000.0,6000.0,2,1,111,1
2020,PA,04626,PLACAS,1,1,400.0,400.0,10000.0,10000.0,1,1,25,1
2020,PA,04642,MARITUBA,13,8,6145.0,472.6923076923077,105000.0,8076.923076923077,9,8,133,1
2020,PA,04650,IGARAPÉ-MIRI,5,3,2116.0,423.2,40000.0,8000.0,3,4,41,1
2020,PA,04677,INHANGAPI,1,1,420.0,420.0,5000.0,5000.0,1,1,27,1
2020,PA,04685,QUATIPURU,2,2,700.0,350.0,10000.0,5000.0,2,2,10,1
2020,PA,04693,IRITUIA,2,2,760.0,380.0,11000.0,5500.0,2,2,12,1
2020,PA,04707,CANAÃ DOS CARAJÁS,18,8,8573.0,476.27777777777777,248361.0,13797.833333333334,5,8,257,1
2020,PA,04715,ITAITUBA,1,1,600.0,600.0,10000.0,10000.0,1,1,30,1
2020,PA,04723,ANAPU,1,1,350.0,350.0,9000.0,9000.0,1,1,4,1
2020,PA,04731,ITUPIRANGA,4,3,1708.0,427.0,35814.0,8953.5,2,3,246,1
2020,PA,04758,JACUNDÁ,1,1,300.0,300.0,7000.0,7000.0,1,0,67,1
2020,PA,04766,CACHOEIRA DO PIRIÁ,1,1,500.0,500.0,5000.0,5000.0,1,1,14,1
2020,PA,04782,PIÇARRA,2,1,590.0,295.0,11000.0,5500.0,2,0,149,1
2020,PA,04790,LIMOEIRO DO AJURU,2,2,800.0,400.0,12000.0,6000.0,1,2,11,1
2020,PA,04804,BELTERRA,3,1,1200.0,400.0,15000.0,5000.0,3,2,287,1
2020,PA,04839,MARABÁ,4,3,2393.0,598.25,41617.0,10404.25,3,1,71,1
2020,PA,04847,SAPUCAIA,2,2,575.0,287.5,9500.0,4750.0,2,2,21,1
2020,PA,04863,MOJUÍ DOS CAMPOS,6,2,2600.0,433.3333333333333,34000.0,5666.666666666667,6,3,290,1
2020,PA,04910,MOCAJUBA,5,4,2000.0,400.0,30500.0,6100.0,3,5,30,1
2020,PA,04936,MOJU,1,1,500.0,500.0,5000.0,5000.0,0,1,4,1
2020,PA,04952,MONTE ALEGRE,1,1,400.0,400.0,8000.0,8000.0,1,0,66,1
2020,PA,04979,MUANÁ,2,2,820.0,410.0,11500.0,5750.0,1,2,3,1
2020,PA,04995,NOVA TIMBOTEUA,1,1,313.0,313.0,6000.0,6000.0,1,0,43,1
2020,PA,05010,ÓBIDOS,2,1,1200.0,600.0,16000.0,8000.0,2,2,24,1
2020,PA,05053,ORIXIMINÁ,7,3,3000.0,428.57142857142856,62000.0,8857.142857142857,7,3,274,1
2020,PA,05096,PARAGOMINAS,4,2,3600.0,900.0,27000.0,6750.0,2,3,101,1
