pair_id,cod_classe,classe,cod_assunto,assunto,fam_act10,kept
1849,11532.0,REGISTRO DE CANDIDATURA,11618.0,Registro de Candidatura - RRC - Candidato,,False
1648,12193.0,PRESTAÇÃO DE CONTAS ELEITORAIS,11638.0,Cargo - Vereador,,False
1660,12193.0,PRESTAÇÃO DE CONTAS ELEITORAIS,11767.0,Partido Político - Órgão de Direção Municipal,,False
1847,11532.0,REGISTRO DE CANDIDATURA,12044.0,Registro de Candidatura - DRAP Partido/Coligação,,False
457,12550.0,COMPOSIÇÃO DE MESA RECEPTORA,12566.0,Ausência ou Abandono aos Trabalhos Eleitorais,,False
1647,12193.0,PRESTAÇÃO DE CONTAS ELEITORAIS,11633.0,Cargo - Prefeito,,False
535,156.0,CUMPRIMENTO DE SENTENÇA,12366.0,Execução - Cumprimento de Sentença,,False
1662,12193.0,PRESTAÇÃO DE CONTAS ELEITORAIS,12046.0,Prestação de Contas - De Candidato,,False
1848,11532.0,REGISTRO DE CANDIDATURA,11617.0,Registro de Candidatura - Preenchimento de Vaga Remanescente,,False
1938,11541.0,REPRESENTAÇÃO,11667.0,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,,False
523,156.0,CUMPRIMENTO DE SENTENÇA,11638.0,Cargo - Vereador,,False
1937,11541.0,REPRESENTAÇÃO,12635.0,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,,False
1852,11532.0,REGISTRO DE CANDIDATURA,11621.0,Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro,,False
1833,11532.0,REGISTRO DE CANDIDATURA,11616.0,Impugnação ao Registro de Candidatura,,False
20,11530.0,APURAÇÃO DE ELEIÇÃO,11714.0,Apuração/Totalização de Votos,,False
1946,11541.0,REPRESENTAÇÃO,11679.0,Propaganda Política - Propaganda Eleitoral - Internet,,False
1913,11541.0,REPRESENTAÇÃO,11649.0,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,pesquisa_adv,True
1951,11541.0,REPRESENTAÇÃO,12637.0,Propaganda Política - Propaganda Eleitoral - Redes Sociais,,False
816,12554.0,FILIAÇÃO PARTIDÁRIA,12586.0,Filiação Partidária - Lista Especial,,False
1850,11532.0,REGISTRO DE CANDIDATURA,11619.0,Registro de Candidatura - RRCI - Candidato Individual,,False
2228,12633.0,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,11638.0,Cargo - Vereador,,False
814,12554.0,FILIAÇÃO PARTIDÁRIA,11757.0,Filiação Partidária - Coexistência,,False
123,11527.0,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,11718.0,Abuso - De Poder Econômico,abuso,True
2235,12633.0,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,11767.0,Partido Político - Órgão de Direção Municipal,,False
813,12554.0,FILIAÇÃO PARTIDÁRIA,11756.0,Filiação Partidária - Cancelamento,,False
1920,11541.0,REPRESENTAÇÃO,11654.0,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,,False
1665,12193.0,PRESTAÇÃO DE CONTAS ELEITORAIS,12069.0,Prestação de Contas - de Partido Político,,False
2243,12633.0,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,12598.0,Requerimento de Regularização da Situação de Inadimplência de Prestação de Contas,,False
1879,11541.0,REPRESENTAÇÃO,11633.0,Cargo - Prefeito,,False
124,11527.0,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,11719.0,Abuso - De Poder Político/Autoridade,abuso,True
1653,12193.0,PRESTAÇÃO DE CONTAS ELEITORAIS,11698.0,Contas - Não Apresentação das Contas,,False
1194,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,11679.0,Propaganda Política - Propaganda Eleitoral - Internet,,False
1171,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,11655.0,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,,False
1915,11541.0,REPRESENTAÇÃO,11651.0,Pesquisa Eleitoral - Registro de Pesquisa Eleitoral,,False
2197,12630.0,REPRESENTAÇÃO ESPECIAL,11700.0,Doação de Recursos Acima do Limite Legal - Pessoa Física,finance,True
1939,11541.0,REPRESENTAÇÃO,11668.0,Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos,,False
2288,14208.0,SUSPENSÃO DE ÓRGÃO PARTIDÁRIO,11698.0,Contas - Não Apresentação das Contas,,False
2291,14208.0,SUSPENSÃO DE ÓRGÃO PARTIDÁRIO,11767.0,Partido Político - Órgão de Direção Municipal,,False
1614,241.0,PETIÇÃO CÍVEL,11778.0,Requerimento,,False
620,12625.0,DIREITO DE RESPOSTA,12635.0,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,,False
1914,11541.0,REPRESENTAÇÃO,11650.0,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Sem Prévio Registro,pesquisa_adv,True
1100,12560.0,LISTA DE APOIAMENTO PARA CRIAÇÃO DE PARTIDO POLÍTICO,10741.0,Criação do Partido Político,,False
1646,12193.0,PRESTAÇÃO DE CONTAS ELEITORAIS,12601.0,Candidato Não-Eleito,,False
1922,11541.0,REPRESENTAÇÃO,11655.0,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,,False
1808,12557.0,RECURSO/IMPUGNAÇÃO DE ALISTAMENTO ELEITORAL,12055.0,Impugnação - Transferência de Domicílio Eleitoral,,False
1919,11541.0,REPRESENTAÇÃO,11653.0,Propaganda Política - Propaganda Eleitoral - Adesivo,,False
129,11527.0,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,12597.0,Candidatura Fictícia,fraude,True
821,12554.0,FILIAÇÃO PARTIDÁRIA,12585.0,Reversão de Desfiliação,,False
1925,11541.0,REPRESENTAÇÃO,11658.0,Propaganda Política - Propaganda Eleitoral - Bem Público,,False
1930,11541.0,REPRESENTAÇÃO,11662.0,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,,False
1921,11541.0,REPRESENTAÇÃO,12639.0,Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea,,False
1615,241.0,PETIÇÃO CÍVEL,12599.0,Requerimento de Acesso ao Sistema Interno de Controle e Dados de Pesquisas Eleitorais,,False
1616,241.0,PETIÇÃO CÍVEL,12598.0,Requerimento de Regularização da Situação de Inadimplência de Prestação de Contas,,False
1168,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,11653.0,Propaganda Política - Propaganda Eleitoral - Adesivo,,False
2194,12630.0,REPRESENTAÇÃO ESPECIAL,12063.0,Conduta Vedada ao Agente Público,conduta_vedada,True
1186,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,11667.0,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,,False
1797,12557.0,RECURSO/IMPUGNAÇÃO DE ALISTAMENTO ELEITORAL,11576.0,Alistamento Eleitoral - Domicílio Eleitoral,,False
1402,241.0,PETIÇÃO CÍVEL,12362.0,Autorização de Divulgação de Publicidade Institucional,,False
460,12550.0,COMPOSIÇÃO DE MESA RECEPTORA,11642.0,Eleições - 1° Turno,,False
1169,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,11654.0,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,,False
1949,11541.0,REPRESENTAÇÃO,11681.0,Propaganda Política - Propaganda Eleitoral - Outdoors,,False
1944,11541.0,REPRESENTAÇÃO,12638.0,Propaganda Política - Propaganda Eleitoral - Impulsionamento,,False
376,261.0,CARTA PRECATÓRIA CÍVEL,11783.0,Citação,,False
2241,12633.0,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,12725.0,Regularização de Contas Eleitorais,,False
1941,11541.0,REPRESENTAÇÃO,11671.0,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Inserções de Propaganda,,False
1199,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,12637.0,Propaganda Política - Propaganda Eleitoral - Redes Sociais,,False
522,156.0,CUMPRIMENTO DE SENTENÇA,11633.0,Cargo - Prefeito,,False
151,11527.0,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,11596.0,Inelegibilidade - Abuso do Poder Econômico ou Político,abuso,True
924,279.0,INQUÉRITO POLICIAL,11501.0,Corrupção Eleitoral,vote_buying,True
1174,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,11658.0,Propaganda Política - Propaganda Eleitoral - Bem Público,,False
1890,11541.0,REPRESENTAÇÃO,11593.0,Direito de Resposta,direito_resposta,True
2307,278.0,TERMO CIRCUNSTANCIADO,11513.0,Arregimentação de Eleitor ou Boca de Urna,vote_buying,True
1931,11541.0,REPRESENTAÇÃO,11663.0,Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal,conduta_vedada,True
1142,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,11633.0,Cargo - Prefeito,,False
1948,11541.0,REPRESENTAÇÃO,11680.0,Propaganda Política - Propaganda Eleitoral - Omissão de Informações Obrigatórias,,False
1172,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,11656.0,Propaganda Política - Propaganda Eleitoral - Bem Particular,,False
1957,11541.0,REPRESENTAÇÃO,11723.0,Propaganda Política - Propaganda Institucional,,False
1923,11541.0,REPRESENTAÇÃO,11656.0,Propaganda Política - Propaganda Eleitoral - Bem Particular,,False
1945,11541.0,REPRESENTAÇÃO,11678.0,Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal,,False
468,12550.0,COMPOSIÇÃO DE MESA RECEPTORA,12568.0,Pedido de Dispensa de Convocação para Trabalhos Eleitorais,,False
815,12554.0,FILIAÇÃO PARTIDÁRIA,11758.0,Filiação Partidária - Exclusão,,False
598,12625.0,DIREITO DE RESPOSTA,11633.0,Cargo - Prefeito,,False
629,12625.0,DIREITO DE RESPOSTA,11679.0,Propaganda Política - Propaganda Eleitoral - Internet,,False
1896,11541.0,REPRESENTAÇÃO,11642.0,Eleições - 1° Turno,,False
1918,11541.0,REPRESENTAÇÃO,11652.0,Propaganda Política - Propaganda Eleitoral,,False
1906,11541.0,REPRESENTAÇÃO,11596.0,Inelegibilidade - Abuso do Poder Econômico ou Político,abuso,True
1955,11541.0,REPRESENTAÇÃO,11675.0,Propaganda Política - Propaganda Eleitoral - Televisão,,False
1645,12193.0,PRESTAÇÃO DE CONTAS ELEITORAIS,12600.0,Candidato Eleito,,False
1603,241.0,PETIÇÃO CÍVEL,11618.0,Registro de Candidatura - RRC - Candidato,,False
1928,11541.0,REPRESENTAÇÃO,15016.0,Propaganda Política - Propaganda Eleitoral - Carreata/Caminhada/Passeata,,False
1932,11541.0,REPRESENTAÇÃO,11664.0,"Propaganda Política - Propaganda Eleitoral - Confecção, Utilização ou Distribuição de Brinde",,False
1181,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,11664.0,"Propaganda Política - Propaganda Eleitoral - Confecção, Utilização ou Distribuição de Brinde",,False
1299,12562.0,PET-ADM,12360.0,Matéria Administrativa,,False
978,279.0,INQUÉRITO POLICIAL,11473.0,Falsidade Ideológica,fraude,True
1880,11541.0,REPRESENTAÇÃO,11638.0,Cargo - Vereador,,False
1764,1298.0,PROCESSO ADMINISTRATIVO,12360.0,Matéria Administrativa,,False
1924,11541.0,REPRESENTAÇÃO,11657.0,Propaganda Política - Propaganda Eleitoral - Bem Particular de Uso Comum,,False
1187,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,11668.0,Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos,,False
125,11527.0,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,11720.0,Abuso - Uso Indevido de Meio de Comunicação Social,abuso,True
1167,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,11652.0,Propaganda Política - Propaganda Eleitoral,,False
1416,241.0,PETIÇÃO CÍVEL,11638.0,Cargo - Vereador,,False
1952,11541.0,REPRESENTAÇÃO,11673.0,Propaganda Política - Propaganda Eleitoral - Rádio,,False
908,279.0,INQUÉRITO POLICIAL,10751.0,Captação ilícita de votos ou corrupção eleitoral,vote_buying,True
1576,241.0,PETIÇÃO CÍVEL,11670.0,Propaganda Política - Propaganda Eleitoral - Distribuição de Tempo de Propaganda,,False
2002,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,11484.0,Calúnia na Propaganda Eleitoral,honra,True
1173,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,11657.0,Propaganda Política - Propaganda Eleitoral - Bem Particular de Uso Comum,,False
383,261.0,CARTA PRECATÓRIA CÍVEL,11778.0,Requerimento,,False
1145,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,11638.0,Cargo - Vereador,,False
380,261.0,CARTA PRECATÓRIA CÍVEL,11782.0,Intimação,,False
1966,11541.0,REPRESENTAÇÃO,11778.0,Requerimento,,False
634,12625.0,DIREITO DE RESPOSTA,12637.0,Propaganda Política - Propaganda Eleitoral - Redes Sociais,,False
1444,241.0,PETIÇÃO CÍVEL,11753.0,Convenção Partidária,,False
1118,120.0,MANDADO DE SEGURANÇA CÍVEL,12592.0,Direito Líquido e Certo,,False
1991,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,11513.0,Arregimentação de Eleitor ou Boca de Urna,vote_buying,True
316,12549.0,CANCELAMENTO DE INSCRIÇÃO ELEITORAL (CIE),11575.0,Alistamento Eleitoral - Cancelamento,,False
637,12625.0,DIREITO DE RESPOSTA,11675.0,Propaganda Política - Propaganda Eleitoral - Televisão,,False
624,12625.0,DIREITO DE RESPOSTA,11671.0,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Inserções de Propaganda,,False
205,11528.0,AÇÃO PENAL ELEITORAL,11501.0,Corrupção Eleitoral,vote_buying,True
1468,241.0,PETIÇÃO CÍVEL,11642.0,Eleições - 1° Turno,,False
2312,278.0,TERMO CIRCUNSTANCIADO,10755.0,Boca de urna,vote_buying,True
1571,241.0,PETIÇÃO CÍVEL,11662.0,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,,False
1436,241.0,PETIÇÃO CÍVEL,11592.0,Condição de Elegibilidade - Quitação Eleitoral,,False
2190,12630.0,REPRESENTAÇÃO ESPECIAL,12062.0,Captação ou Gasto Ilícito de Recursos Financeiros de Campanha Eleitoral,finance,True
1008,279.0,INQUÉRITO POLICIAL,11438.0,Inscrição Fraudulenta,fraude,True
1942,11541.0,REPRESENTAÇÃO,11672.0,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Programa em Bloco,,False
549,156.0,CUMPRIMENTO DE SENTENÇA,12046.0,Prestação de Contas - De Candidato,,False
1554,241.0,PETIÇÃO CÍVEL,11651.0,Pesquisa Eleitoral - Registro de Pesquisa Eleitoral,,False
1409,241.0,PETIÇÃO CÍVEL,12363.0,Cancelamento de Registro de Candidatura,,False
346,258.0,CARTA DE ORDEM CÍVEL,11782.0,Intimação,,False
1936,11541.0,REPRESENTAÇÃO,11670.0,Propaganda Política - Propaganda Eleitoral - Distribuição de Tempo de Propaganda,,False
161,11527.0,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,11605.0,Inelegibilidade - Representação ou Ação de Investigação Judicial Eleitoral Jugada Procedente pela Justiça Eleitoral,inelegib,True
473,12550.0,COMPOSIÇÃO DE MESA RECEPTORA,14224.0,Requerimento de justificativa por ausência ou abandono dos trabalhos eleitorais,,False
342,258.0,CARTA DE ORDEM CÍVEL,11783.0,Citação,,False
187,11528.0,AÇÃO PENAL ELEITORAL,11513.0,Arregimentação de Eleitor ou Boca de Urna,vote_buying,True
2189,12630.0,REPRESENTAÇÃO ESPECIAL,11721.0,Captação Ilícita de Sufrágio,vote_buying,True
2236,12633.0,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,12046.0,Prestação de Contas - De Candidato,,False
1414,241.0,PETIÇÃO CÍVEL,11633.0,Cargo - Prefeito,,False
820,12554.0,FILIAÇÃO PARTIDÁRIA,11778.0,Requerimento,,False
2020,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,11501.0,Corrupção Eleitoral,vote_buying,True
1440,241.0,PETIÇÃO CÍVEL,11695.0,Contas - Aprovação das Contas,,False
1933,11541.0,REPRESENTAÇÃO,11665.0,Propaganda Política - Propaganda Eleitoral - Contrariedade à Lei de Postura Municipal,,False
23,11530.0,APURAÇÃO DE ELEIÇÃO,11642.0,Eleições - 1° Turno,,False
1956,11541.0,REPRESENTAÇÃO,11683.0,"Propaganda Política - Propaganda Eleitoral - Truncagem, Montagem, Utilização de Gravação Externa, Computação Gráfica, Desenho Animado ou Efeito Especial",,False
635,12625.0,DIREITO DE RESPOSTA,11673.0,Propaganda Política - Propaganda Eleitoral - Rádio,,False
2351,278.0,TERMO CIRCUNSTANCIADO,11514.0,Divulgação de Propaganda Eleitoral no Dia da Eleição,,False
2001,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,3395.0,Calúnia,honra,True
1498,241.0,PETIÇÃO CÍVEL,11616.0,Impugnação ao Registro de Candidatura,,False
2231,12633.0,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,11698.0,Contas - Não Apresentação das Contas,,False
354,355.0,CARTA PRECATÓRIA CRIMINAL,11783.0,Citação,,False
1595,241.0,PETIÇÃO CÍVEL,12463.0,Providência,,False
899,279.0,INQUÉRITO POLICIAL,11513.0,Arregimentação de Eleitor ou Boca de Urna,vote_buying,True
94,11526.0,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,12597.0,Candidatura Fictícia,fraude,True
907,279.0,INQUÉRITO POLICIAL,11484.0,Calúnia na Propaganda Eleitoral,honra,True
1179,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,11662.0,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,,False
1912,11541.0,REPRESENTAÇÃO,11648.0,Pesquisa Eleitoral,,False
806,12554.0,FILIAÇÃO PARTIDÁRIA,11577.0,Alistamento Eleitoral - Duplicidade/Pluralidade,,False
543,156.0,CUMPRIMENTO DE SENTENÇA,11767.0,Partido Político - Órgão de Direção Municipal,,False
1894,11541.0,REPRESENTAÇÃO,11700.0,Doação de Recursos Acima do Limite Legal - Pessoa Física,finance,True
366,355.0,CARTA PRECATÓRIA CRIMINAL,11782.0,Intimação,,False
1560,241.0,PETIÇÃO CÍVEL,12642.0,Processamento de Recurso Contra Expedição de Diploma,,False
1170,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,12639.0,Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea,,False
1433,241.0,PETIÇÃO CÍVEL,11589.0,Condição de Elegibilidade - Filiação Partidária,,False
2060,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,11486.0,Difamação na Propaganda Eleitoral,honra,True
1156,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,11642.0,Eleições - 1° Turno,,False
1884,11541.0,REPRESENTAÇÃO,12063.0,Conduta Vedada ao Agente Público,conduta_vedada,True
1068,279.0,INQUÉRITO POLICIAL,11475.0,Uso de Documento Falso para Fins Eleitorais,fraude,True
2064,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,11514.0,Divulgação de Propaganda Eleitoral no Dia da Eleição,,False
1193,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,11678.0,Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal,,False
963,279.0,INQUÉRITO POLICIAL,11486.0,Difamação na Propaganda Eleitoral,honra,True
1592,241.0,PETIÇÃO CÍVEL,11723.0,Propaganda Política - Propaganda Institucional,,False
1943,11541.0,REPRESENTAÇÃO,11677.0,Propaganda Política - Propaganda Eleitoral - Imprensa Escrita - Jornal/Revista/Tabloide,,False
1386,241.0,PETIÇÃO CÍVEL,11718.0,Abuso - De Poder Econômico,,False
89,11526.0,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,11718.0,Abuso - De Poder Econômico,abuso,True
786,12729.0,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,12731.0,Transação Penal,,False
714,12729.0,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,11513.0,Arregimentação de Eleitor ou Boca de Urna,,False
1820,11532.0,REGISTRO DE CANDIDATURA,11638.0,Cargo - Vereador,,False
1610,241.0,PETIÇÃO CÍVEL,11627.0,Registro de Candidatura - Substituição de Candidato - Por Renúncia,,False
1959,11541.0,REPRESENTAÇÃO,11773.0,Propaganda Política - Propaganda Partidária,,False
2196,12630.0,REPRESENTAÇÃO ESPECIAL,11699.0,Doação de Recursos Acima do Limite Legal,finance,True
1197,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,11681.0,Propaganda Política - Propaganda Eleitoral - Outdoors,,False
133,11527.0,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,11638.0,Cargo - Vereador,,False
1960,11541.0,REPRESENTAÇÃO,15141.0,Propaganda Política Irregular,,False
1796,12557.0,RECURSO/IMPUGNAÇÃO DE ALISTAMENTO ELEITORAL,11575.0,Alistamento Eleitoral - Cancelamento,,False
1947,11541.0,REPRESENTAÇÃO,11676.0,Propaganda Política - Propaganda Eleitoral - Invasão de Horário Destinado a Outro Cargo/Partido/Coligação,,False
2342,278.0,TERMO CIRCUNSTANCIADO,11452.0,Desobediência a Ordens ou Instruções da Justiça Eleitoral,,False
706,12729.0,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,15056.0,Acordo de Não Persecução Penal,,False
1861,11541.0,REPRESENTAÇÃO,11717.0,Abuso,abuso,True
1192,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,12638.0,Propaganda Política - Propaganda Eleitoral - Impulsionamento,,False
1486,241.0,PETIÇÃO CÍVEL,11756.0,Filiação Partidária - Cancelamento,,False
1176,12561.0,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,11660.0,Propaganda Política - Propaganda Eleitoral - Boca de Urna,,False
1394,241.0,PETIÇÃO CÍVEL,11579.0,Alistamento Eleitoral - Inscrição Eleitoral,,False
1770,1298.0,PROCESSO ADMINISTRATIVO,11778.0,Requerimento,,False
2227,12633.0,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,11633.0,Cargo - Prefeito,,False
465,12550.0,COMPOSIÇÃO DE MESA RECEPTORA,12053.0,Impugnação - Nomeação de Membro da Mesa Receptora,,False
616,12625.0,DIREITO DE RESPOSTA,11663.0,Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal,conduta_vedada,True
241,11528.0,AÇÃO PENAL ELEITORAL,11473.0,Falsidade Ideológica,fraude,True
2059,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,3396.0,Difamação,honra,True
568,156.0,CUMPRIMENTO DE SENTENÇA,11667.0,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,,False
896,279.0,INQUÉRITO POLICIAL,12634.0,Apropriação Indébita Eleitoral,finance,True
966,279.0,INQUÉRITO POLICIAL,11483.0,Divulgação de Fatos Inverídicos na Propaganda Eleitoral,honra,True
2410,278.0,TERMO CIRCUNSTANCIADO,11508.0,Violação do Sigilo do Voto,ballot_integrity,True
625,12625.0,DIREITO DE RESPOSTA,11672.0,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Programa em Bloco,,False
641,12625.0,DIREITO DE RESPOSTA,11778.0,Requerimento,,False
472,12550.0,COMPOSIÇÃO DE MESA RECEPTORA,11778.0,Requerimento,,False
1649,12193.0,PRESTAÇÃO DE CONTAS ELEITORAIS,11640.0,Cargo - Vice-Prefeito,,False
872,12556.0,IMPUGNAÇÃO PERANTE AS JUNTAS ELEITORAIS,11778.0,Requerimento,,False
542,156.0,CUMPRIMENTO DE SENTENÇA,,NI,,False
1872,11541.0,REPRESENTAÇÃO,12600.0,Candidato Eleito,,False
193,11528.0,AÇÃO PENAL ELEITORAL,11484.0,Calúnia na Propaganda Eleitoral,honra,True
913,279.0,INQUÉRITO POLICIAL,11502.0,Coação Visando a Obtenção de Voto ou a sua Abstenção,vote_buying,True
1459,241.0,PETIÇÃO CÍVEL,11724.0,Diplomação,,False
967,279.0,INQUÉRITO POLICIAL,11514.0,Divulgação de Propaganda Eleitoral no Dia da Eleição,,False
1917,11541.0,REPRESENTAÇÃO,11770.0,Propaganda Política,,False
130,11527.0,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,11721.0,Captação Ilícita de Sufrágio,vote_buying,True
1552,241.0,PETIÇÃO CÍVEL,11649.0,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,,False
2063,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,11483.0,Divulgação de Fatos Inverídicos na Propaganda Eleitoral,honra,True
1934,11541.0,REPRESENTAÇÃO,11666.0,Propaganda Política - Propaganda Eleitoral - Debate Político,,False
2239,12633.0,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,12069.0,Prestação de Contas - de Partido Político,,False
2075,272.0,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,11473.0,Falsidade Ideológica,fraude,True
1564,241.0,PETIÇÃO CÍVEL,11654.0,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,,False
1927,11541.0,REPRESENTAÇÃO,11660.0,Propaganda Política - Propaganda Eleitoral - Boca de Urna,,False
2205,12630.0,REPRESENTAÇÃO ESPECIAL,11596.0,Inelegibilidade - Abuso do Poder Econômico ou Político,abuso,True
1387,241.0,PETIÇÃO CÍVEL,11719.0,Abuso - De Poder Político/Autoridade,,False
1547,241.0,PETIÇÃO CÍVEL,11767.0,Partido Político - Órgão de Direção Municipal,,False
747,12729.0,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,11514.0,Divulgação de Propaganda Eleitoral no Dia da Eleição,,False
348,258.0,CARTA DE ORDEM CÍVEL,11778.0,Requerimento,,False
261,11528.0,AÇÃO PENAL ELEITORAL,11438.0,Inscrição Fraudulenta,fraude,True
1829,11532.0,REGISTRO DE CANDIDATURA,11645.0,Eleições - Eleição Majoritária,,False
235,11528.0,AÇÃO PENAL ELEITORAL,11514.0,Divulgação de Propaganda Eleitoral no Dia da Eleição,,False
2348,278.0,TERMO CIRCUNSTANCIADO,11486.0,Difamação na Propaganda Eleitoral,honra,True
1443,241.0,PETIÇÃO CÍVEL,11698.0,Contas - Não Apresentação das Contas,,False
