municipality_id_tse,total_per_cand_2020,total_per_cand_2024,legal_per_cand_2020,legal_per_cand_2024,marketing_per_cand_2020,marketing_per_cand_2024,traditional_marketing_per_cand_2020,traditional_marketing_per_cand_2024,online_marketing_per_cand_2020,online_marketing_per_cand_2024,delta_total_per_cand,delta_legal_per_cand,delta_marketing_per_cand,delta_traditional_marketing_per_cand,delta_online_marketing_per_cand,cod_ibge
00310,4156.867518361421,7109.064153846152,267.3573115398648,111.6923076923077,979.4793360352737,1916.6443076923078,976.1781190383315,1867.4986153846155,3.301216996942303,49.145692307692315,2952.196635484731,-155.6650038475571,937.1649716570341,891.320496346284,45.84447531075001,1100015
00337,1920.2701383099145,3528.5127272727273,15.372831388746247,227.27272727272728,882.487378211381,987.2484090909091,882.487378211381,796.0329545454545,0.0,191.21545454545455,1608.2425889628128,211.89989588398103,104.76103087952811,-86.45442366592658,191.21545454545455,1100346
00353,1983.7164678702497,6238.198333333334,0.0,0.0,669.3122341488744,1175.9785714285713,660.5835925976371,1074.0535714285713,8.728641551237276,101.92500000000001,4254.4818654630835,0.0,506.6663372796969,413.4699788309342,93.19635844876274,1100296
00370,2007.2829181021007,4427.24536231884,0.0,154.31884057971016,820.1685459534328,1456.0671014492755,777.7335610038583,1348.878115942029,42.43498494957448,107.18898550724637,2419.9624442167396,154.31884057971016,635.8985554958426,571.1445549381706,64.7540005576719,1100148
00396,2110.2653585835137,4994.596666666667,0.0,88.88888888888889,712.6568905983826,1479.7487407407407,685.6755781511133,1443.8524444444442,26.98131244726914,35.8962962962963,2884.3313080831535,88.88888888888889,767.0918501423581,758.1768662933309,8.91498384902716,1100130
00418,2586.5167748925546,4964.069484536083,0.0,0.0,590.1979276660544,1176.92,551.8593902328174,958.5694845360825,38.3385374332369,218.35051546391753,2377.5527096435285,0.0,586.7220723339457,406.7100943032651,180.01197803068064,1100320
00434,1175.8738418245605,6838.211808510639,15.964685397212978,0.0,355.3163601447563,1816.7677659574467,355.3163601447563,1816.7677659574467,0.0,0.0,5662.337966686078,-15.964685397212978,1461.4514058126904,1461.4514058126904,0.0,1100338
00450,923.9453525768192,1910.533396226415,0.0,133.73584905660377,353.4321277067935,348.92452830188677,333.7546229750254,348.92452830188677,19.677504731768046,0.0,986.5880436495959,133.73584905660377,-4.507599404906728,15.16990532686134,-19.677504731768046,1100031
00477,1472.1574487420505,2516.4731007751934,176.21031725226433,234.2015503875969,487.55029304522424,827.7738759689921,475.73822422854596,813.1418604651162,11.812068816678318,14.63201550387597,1044.315652033143,57.99123313533258,340.2235829237679,337.40363623657026,2.8199466871976515,1100809
00493,1016.9751212883142,1480.3941666666667,0.0,13.88888888888889,138.40841862708461,599.7458333333333,138.40841862708461,576.0958333333333,0.0,23.65,463.4190453783525,13.88888888888889,461.33741470624864,437.68741470624866,23.65,1101104
00515,2130.155612793691,5940.846799999999,0.0,160.0,115.51222369660874,832.14,115.51222369660874,402.4,0.0,429.74,3810.6911872063083,160.0,716.6277763033912,286.8877763033912,429.74,1100502
00531,1777.5684273757163,965.4419230769231,267.24852143428376,0.0,338.69458509699444,163.72076923076924,338.69458509699444,134.87461538461537,0.0,28.846153846153847,-812.1265042987932,-267.24852143428376,-174.9738158662252,-203.81996971237908,28.846153846153847,1100908
00558,1812.4313364219481,3385.001333333333,0.0,58.833333333333336,499.7744763597524,381.07483333333334,499.7744763597524,372.74150000000003,0.0,8.333333333333334,1572.569996911385,58.833333333333336,-118.69964302641904,-127.03297635975235,8.333333333333334,1101807
00566,539.7468760025722,1917.5148780487802,0.0,0.0,159.67943820656257,372.8365853658537,159.67943820656257,330.9951219512195,0.0,41.84146341463415,1377.768002046208,0.0,213.15714715929113,171.31568374465695,41.84146341463415,1101708
00574,2027.7173628877179,3884.7308,64.77836632371441,0.0,737.7003395382188,658.9482666666667,737.7003395382188,658.9482666666667,0.0,0.0,1857.013437112282,-64.77836632371441,-78.75207287155217,-78.75207287155217,0.0,1101302
00582,2714.4699648630403,3584.441538461539,41.199188121839946,76.92307692307692,397.9632143363453,794.2907692307692,397.9632143363453,773.3984615384616,0.0,20.892307692307693,869.9715735984987,35.723888801236974,396.32755489442394,375.4352472021163,20.892307692307693,1101500
00590,1525.1839494016856,4580.508906249999,0.0,46.875,367.10814399438016,401.325,367.10814399438016,321.0125,0.0,80.3125,3055.3249568483134,46.875,34.21685600561983,-46.09564399438017,80.3125,1101609
00604,1351.0549165812827,3874.1388235294116,134.73571696822657,679.4117647058823,306.9878457944949,344.45588235294116,306.9878457944949,312.1029411764706,0.0,32.35294117647059,2523.083906948129,544.6760477376557,37.46803655844627,5.115095381975721,32.35294117647059,1101203
00612,814.8693299783788,1926.5289285714284,0.0,0.0,244.7977621808464,486.51785714285717,244.7977621808464,486.51785714285717,0.0,0.0,1111.6595985930496,0.0,241.72009496201076,241.72009496201076,0.0,1101005
00620,1364.9963834087728,2028.0946153846157,138.62363922689252,4.794871794871795,158.33861362350282,378.43589743589746,147.95575371376495,361.7692307692308,10.382859909737888,16.666666666666668,663.098231975843,-133.82876743202073,220.09728381239464,213.81347705546582,6.283806756928779,1100601
00639,1142.341809044078,4541.889871794872,225.66971021794353,0.0,349.3540706258549,712.3794871794871,349.3540706258549,658.5653846153846,0.0,53.81410256410256,3399.548062750794,-225.66971021794353,363.0254165536322,309.2113139895297,53.81410256410256,1100403
00647,2563.0474742964066,3661.3439024390236,110.35496818349985,103.3170731707317,353.72445801751155,266.1219512195122,353.72445801751155,266.1219512195122,0.0,0.0,1098.296428142617,-7.037895012768146,-87.60250679799935,-87.60250679799935,0.0,1100262
00655,883.2476501281733,1235.061224489796,0.0,0.0,178.49916103681102,67.49183673469388,178.49916103681102,67.49183673469388,0.0,0.0,351.8135743616226,0.0,-111.00732430211714,-111.00732430211714,0.0,1100072
00663,1575.2753599739567,2425.6664406779664,0.0,0.0,421.54164942440303,1066.5633898305084,421.54164942440303,1059.7837288135593,0.0,6.779661016949152,850.3910807040097,0.0,645.0217404061054,638.2420793891563,6.779661016949152,1101401
00671,1121.5604455102302,1708.7723999999998,0.0,0.0,81.86395281285414,101.94,81.86395281285414,93.94,0.0,8.0,587.2119544897696,0.0,20.07604718714586,12.07604718714586,8.0,1100700
00680,2164.2696726083386,3639.755416666667,45.2355950662094,0.0,552.0946383478208,1812.4680555555556,552.0946383478208,1798.023611111111,0.0,14.444444444444445,1475.4857440583282,-45.2355950662094,1260.3734172077347,1245.9289727632902,14.444444444444445,1100940
00698,1630.6470296557407,3080.013880597015,0.0,179.1044776119403,64.90852859387957,202.84328358208955,64.90852859387957,190.90298507462686,0.0,11.940298507462687,1449.3668509412744,179.1044776119403,137.93475498821,125.99445648074729,11.940298507462687,1101757
00701,1597.3495820184207,3309.0145238095233,0.0,235.71428571428572,123.77312908762995,141.66666666666666,123.77312908762995,141.66666666666666,0.0,0.0,1711.6649417911026,235.71428571428572,17.893537579036703,17.893537579036703,0.0,1101450
00710,1527.0179491917502,1280.3818181818183,0.0,472.72727272727275,184.938302689954,109.56818181818181,184.938302689954,109.56818181818181,0.0,0.0,-246.6361310099319,472.72727272727275,-75.3701208717722,-75.3701208717722,0.0,1101484
00728,588.7805402483664,3398.4746153846154,14.71399575779998,173.07692307692307,126.06215865495135,503.0071153846154,126.06215865495135,443.2384615384616,0.0,59.76865384615385,2809.694075136249,158.3629273191231,376.94495672966406,317.17630288351023,59.76865384615385,1101476
00736,816.4159443563856,2446.8215686274507,0.0,553.7254901960785,236.67477252236594,226.15686274509804,236.67477252236594,226.15686274509804,0.0,0.0,1630.405624271065,553.7254901960785,-10.517909777267903,-10.517909777267903,0.0,1100379
00744,1391.221799773755,2310.3990243902444,0.0,0.0,199.74484039018117,197.2439024390244,186.0483017858461,193.2439024390244,13.696538604335087,4.0,919.1772246164894,0.0,-2.5009379511567715,7.195600653178303,-9.696538604335087,1101435
00752,1465.787719106289,3123.912799999999,0.0,72.0,649.7072116408982,374.246,649.7072116408982,364.046,0.0,10.2,1658.1250808937102,72.0,-275.4612116408982,-285.6612116408982,10.2,1101559
00779,2256.8027939548397,3907.6076315789473,15.600480862577344,0.0,843.989726304004,1295.0870175438597,813.1135329536835,1024.4313157894735,30.876193350320367,270.655701754386,1650.8048376241077,-15.600480862577344,451.09729123985574,211.31778283579,239.7795084040656,1100452
00787,204.7689213107884,320.0,0.0,0.0,80.1721646789984,40.0,80.1721646789984,40.0,0.0,0.0,115.23107868921161,0.0,-40.1721646789984,-40.1721646789984,0.0,1101468
00795,1228.5926335337979,3696.7522077922076,0.0,0.0,315.55792952132384,1492.403896103896,315.55792952132384,1291.7545454545455,0.0,200.64935064935065,2468.1595742584095,0.0,1176.8459665825721,976.1966159332217,200.64935064935065,1101492
00809,965.4921910353029,789.8239726027398,0.0,0.0,58.71688979005197,22.945205479452056,58.71688979005197,22.945205479452056,0.0,0.0,-175.6682184325631,0.0,-35.771684310599916,-35.771684310599916,0.0,1100924
01007,905.7367177454066,5755.96534883721,0.0,0.0,76.68892144746818,2176.1686046511627,75.69855634838548,2176.1686046511627,0.990365099082691,0.0,4850.2286310918025,0.0,2099.4796832036945,2100.4700483027773,-0.990365099082691,1200138
01015,803.3594092484019,4945.578108108108,0.0,54.054054054054056,51.49898515229994,475.6756756756757,51.49898515229994,475.6756756756757,0.0,0.0,4142.218698859706,54.054054054054056,424.1766905233757,424.1766905233757,0.0,1200179
01023,1907.2423332191606,5316.141212121213,25.034228893479135,60.60606060606061,245.91378493379793,674.7933333333334,245.91378493379793,674.7933333333334,0.0,0.0,3408.8988789020527,35.57183171258147,428.87954839953545,428.87954839953545,0.0,1200807
01031,,1335.0231746031748,,31.746031746031747,,0.0,,0.0,,0.0,,,,,,1200435
01040,1419.1744380889638,4650.643411764707,0.0,23.529411764705884,0.0,16.470588235294116,0.0,16.470588235294116,0.0,0.0,3231.4689736757427,23.529411764705884,16.470588235294116,16.470588235294116,0.0,1200351
01058,2743.2117782024043,4993.774607843137,0.0,9.803921568627452,223.31673439300593,1297.5411764705884,223.31673439300593,1263.7176470588236,0.0,33.8235294117647,2250.562829640733,9.803921568627452,1074.2244420775826,1040.4009126658177,33.8235294117647,1200104
01066,1320.347113546882,4077.9803030303024,0.0,45.45454545454545,0.0,317.3030303030303,0.0,317.3030303030303,0.0,0.0,2757.63318948342,45.45454545454545,317.3030303030303,317.3030303030303,0.0,1200393
01074,4554.802482769117,10583.397852348995,16.246703649237478,297.81489932885904,390.229391026088,1748.659932885906,385.56799717001695,1689.9216778523491,4.661393856071034,58.738255033557046,6028.595369579878,281.56819567962157,1358.430541859818,1304.3536806823322,54.07686117748601,1200203
01082,1974.0650618983466,6156.8301063829795,0.0,195.87234042553192,232.42305141103785,399.1765957446808,232.42305141103785,399.1765957446808,0.0,0.0,4182.765044484633,195.87234042553192,166.75354433364296,166.75354433364296,0.0,1200427
01090,1523.913164509777,6151.977155963302,0.0,0.0,94.34614079901347,651.4201834862386,94.34614079901347,642.2458715596331,0.0,9.174311926605505,4628.063991453525,0.0,557.0740426872251,547.8997307606196,9.174311926605505,1200336
01104,1236.341008076887,2984.671363636364,0.0,75.75757575757575,154.84492157279374,164.24242424242425,154.84492157279374,164.24242424242425,0.0,0.0,1748.3303555594769,75.75757575757575,9.397502669630512,9.397502669630512,0.0,1200328
01112,2248.8579877584984,5244.829210526314,0.0,83.33333333333333,467.24988678299724,610.4795614035088,467.24988678299724,574.733947368421,0.0,35.74561403508772,2995.971222767815,83.33333333333333,143.22967462051156,107.48406058542378,35.74561403508772,1200252
01120,1254.2341525208249,8555.791224489794,0.0,285.7142857142857,58.18081550433885,2001.061224489796,58.18081550433885,1981.6530612244899,0.0,19.408163265306122,7301.5570719689695,285.7142857142857,1942.880408985457,1923.472245720151,19.408163265306122,1200013
01139,3285.613977426771,7426.715537190083,21.91446176693614,74.3801652892562,358.9387954857943,922.5123966942149,350.72087232319325,922.5123966942149,8.217923162601053,0.0,4141.101559763312,52.465703522320055,563.5736012084205,571.7915243710216,-8.217923162601053,1200302
01392,9938.771818675614,47152.78138801262,131.48906591745433,2080.0157728706627,3059.6937455857483,16821.094321766555,2871.1597180717417,15701.571577287064,188.53402751400645,1119.5227444794953,37214.00956933701,1948.5267069532083,13761.400576180808,12830.411859215323,930.9887169654888,1200401
01457,2735.1844484781086,22672.882028985507,0.0,855.6521739130435,137.15337172743975,2771.8115942028985,129.33267862111688,2771.8115942028985,7.8206931063228815,0.0,19937.697580507396,855.6521739130435,2634.658222475459,2642.4789155817816,-7.8206931063228815,1200500
01473,1504.5532069986307,9775.742119205299,0.0,350.9933774834437,156.3815197686325,658.9735099337748,156.3815197686325,658.9735099337748,0.0,0.0,8271.188912206668,350.9933774834437,502.5919901651423,502.5919901651423,0.0,1200609
01490,2636.0000170384196,5933.918478260871,0.0,0.0,188.6886030990875,715.7326086956521,188.6886030990875,705.95,0.0,9.782608695652174,3297.9184612224512,0.0,527.0440055965646,517.2613969009126,9.782608695652174,1200708
01511,3110.4639668668046,15009.829354838708,37.68218425778044,1564.516129032258,445.45575429398946,2592.9193548387098,445.45575429398946,2496.1451612903224,0.0,96.7741935483871,11899.365387971904,1526.8339447744777,2147.46360054472,2050.6894069963328,96.7741935483871,1200385
01538,3441.683029885607,9264.179696969697,17.024457901586754,10.1010101010101,285.5427201543638,1751.699898989899,280.22257706011794,1751.699898989899,5.320143094245861,0.0,5822.4966670840895,-6.923447800576653,1466.1571788355354,1471.4773219297813,-5.320143094245861,1200450
01554,1975.738731299381,7179.444893617021,0.0,0.0,36.36245911091448,1426.1063829787233,36.36245911091448,1426.1063829787233,0.0,0.0,5203.70616231764,0.0,1389.743923867809,1389.743923867809,0.0,1200344
01570,2342.604164187829,5175.15768115942,0.0,0.0,0.0,394.5289855072464,0.0,394.5289855072464,0.0,0.0,2832.5535169715904,0.0,394.5289855072464,394.5289855072464,0.0,1200054
02003,652.3425547850557,3003.756280991735,0.0,0.0,162.33091124913526,253.01322314049588,162.33091124913526,253.01322314049588,0.0,0.0,2351.4137262066793,0.0,90.68231189136063,90.68231189136063,0.0,1300144
02011,942.5259731411433,3240.8205194805205,0.0,25.974025974025974,132.94150902004696,478.84571428571434,132.94150902004696,429.6119480519481,0.0,49.23376623376623,2298.294546339377,25.974025974025974,345.9042052656674,296.67043903190114,49.23376623376623,1303205
02020,683.816699011231,5302.88962264151,0.0,18.867924528301888,0.0,75.83018867924528,0.0,75.83018867924528,0.0,0.0,4619.072923630279,18.867924528301888,75.83018867924528,75.83018867924528,0.0,1301654
02038,2343.120138578775,7761.555625,0.0,31.25,714.9578359201223,5114.251875,714.9578359201223,5114.251875,0.0,0.0,5418.4354864212255,31.25,4399.294039079878,4399.294039079878,0.0,1300102
02046,805.662314854021,2188.996,0.0,83.33333333333333,458.8878597331929,260.93716666666666,458.8878597331929,252.6038333333333,0.0,8.333333333333334,1383.333685145979,83.33333333333333,-197.95069306652624,-206.28402639985958,8.333333333333334,1301159
02054,528.5422160367625,2037.4909090909089,0.0,0.0,121.97128062386825,427.1272727272728,121.97128062386825,427.1272727272728,0.0,0.0,1508.9486930541464,0.0,305.1559921034045,305.1559921034045,0.0,1300201
02070,640.5701960359487,3649.247058823529,73.71830535913901,106.3529411764706,171.96265630173056,566.5551470588235,171.96265630173056,566.4816176470588,0.0,0.07352941176470588,3008.6768627875804,32.634635817331585,394.59249075709295,394.5189613453282,0.07352941176470588,1300300
02097,592.9794318346565,3794.6722935779817,17.7027761461031,288.74311926605503,72.33595734790629,957.3669724770642,72.33595734790629,957.3669724770642,0.0,0.0,3201.692861743325,271.04034311995196,885.0310151291579,885.0310151291579,0.0,1300409
02119,1576.4881255883433,2793.420515463917,2.9802653444618015,0.0,481.01506501736236,546.420618556701,481.01506501736236,546.420618556701,0.0,0.0,1216.9323898755738,-2.9802653444618015,65.40555353933865,65.40555353933865,0.0,1300508
02135,584.3956170885527,2171.132114285714,28.452477984696092,70.28,169.48949081257066,1199.357142857143,169.48949081257066,1199.357142857143,0.0,0.0,1586.7364971971615,41.82752201530391,1029.8676520445722,1029.8676520445722,0.0,1300607
02151,943.5211230962735,4496.074390243903,3.388091128440785,156.3821138211382,307.89278129705633,534.6869918699186,307.89278129705633,528.9959349593496,0.0,5.691056910569106,3552.553267147629,152.99402269269743,226.7942105728623,221.10315366229327,5.691056910569106,1300706
02178,792.4237172132181,2217.7395918367347,37.4265880467296,27.210884353741495,114.86968403302248,169.01823129251702,114.86968403302248,168.13387755102042,0.0,0.8843537414965986,1425.3158746235167,-10.215703692988104,54.148547259494535,53.26419351799794,0.8843537414965986,1300805
02194,2380.0446725117463,4511.215862068966,0.0,77.58620689655173,242.2836514433666,1174.905172413793,242.2836514433666,1174.905172413793,0.0,0.0,2131.17118955722,77.58620689655173,932.6215209704264,932.6215209704264,0.0,1300904
02216,6058.9607031377855,5170.009137931034,173.41495000264263,0.0,2396.410684089549,957.5689655172414,2396.410684089549,957.5689655172414,0.0,0.0,-888.9515652067512,-173.41495000264263,-1438.8417185723074,-1438.8417185723074,0.0,1301001
02232,1307.8924437124938,2104.894239130435,92.82078990545487,7.336956521739131,216.09648561377284,650.939402173913,216.09648561377284,650.939402173913,0.0,0.0,797.0017954179411,-85.48383338371575,434.8429165601401,434.8429165601401,0.0,1301100
02259,2900.2593282799894,7244.774129032258,21.768894689981853,258.06451612903226,717.0754766774586,1459.861935483871,717.0754766774586,1459.861935483871,0.0,0.0,4344.514800752269,236.2956214390504,742.7864588064125,742.7864588064125,0.0,1301209
02275,1863.7173080820542,5583.950149253732,502.2120732607649,400.0050746268657,265.83906512794823,2214.283582089552,265.83906512794823,2214.283582089552,0.0,0.0,3720.232841171678,-102.20699863389922,1948.4445169616038,1948.4445169616038,0.0,1301308
02291,1056.728986264933,1190.3685635359118,26.637406113258585,5.524861878453039,163.55900101663033,141.6867955801105,160.54009499046103,124.66022099447514,3.018906026169306,17.02657458563536,133.63957727097886,-21.112544234805547,-21.872205436519835,-35.87987399598589,14.007668559466053,1301407
02313,1012.4975335076407,2774.137931034483,0.0,91.95402298850574,119.85086853561936,358.94528735632184,119.85086853561936,358.94528735632184,0.0,0.0,1761.6403975268422,91.95402298850574,239.0944188207025,239.0944188207025,0.0,1301506
02330,1063.6616391561474,1758.8015625,0.0,51.875,142.26975557976348,123.4375,142.26975557976348,123.4375,0.0,0.0,695.1399233438526,51.875,-18.832255579763483,-18.832255579763483,0.0,1301605
02356,1936.8684868350356,5705.443483870968,84.23143811488019,212.28387096774193,641.7753461221831,2194.027741935484,640.1858712718034,2107.64064516129,1.5894748503796274,86.38709677419355,3768.574997035932,128.05243285286173,1552.2523958133006,1467.4547738894867,84.79762192381392,1301704
02372,2351.7741825407224,1725.884651162791,772.484777284499,0.0,26.11657734231556,506.5232558139535,25.749492576149965,486.75581395348837,0.36708476616559393,19.767441860465116,-625.8895313779315,-772.484777284499,480.4066784716379,461.0063213773384,19.400357094299522,1303601
02399,1569.3663941132568,8967.557045454547,0.0,0.0,535.0569138905788,2148.7045454545455,535.0569138905788,2148.7045454545455,0.0,0.0,7398.1906513412905,0.0,1613.6476315639666,1613.6476315639666,0.0,1301803
02410,2066.2501849381465,4217.683714285715,27.14892152050594,123.03571428571429,892.6721802706722,2060.770178571429,873.2448137490245,2057.1703571428575,19.427366521647674,3.599821428571429,2151.4335293475683,95.88679276520836,1168.0979983007567,1183.9255433938329,-15.827545093076244,1301902
02437,339.60059409811737,1455.319913043478,0.0,0.0,213.773057651163,695.4864347826087,213.773057651163,692.0081739130435,0.0,3.4782608695652173,1115.7193189453606,0.0,481.7133771314458,478.23511626188053,3.4782608695652173,1302009
02453,137.17273528374457,2174.7916981132075,41.65941226154054,0.0,12.471209464120394,795.8549056603773,12.471209464120394,795.8549056603773,0.0,0.0,2037.618962829463,-41.65941226154054,783.3836961962569,783.3836961962569,0.0,1302108
02470,295.88648848798834,2604.450869565217,0.0,48.91304347826087,1.1633806886814744,98.96739130434783,1.1633806886814744,98.96739130434783,0.0,0.0,2308.564381077229,48.91304347826087,97.80401061566636,97.80401061566636,0.0,1302207
02496,1180.5919836962607,1073.5120454545454,0.0,0.0,687.0216516526795,443.1818181818182,687.0216516526795,443.1818181818182,0.0,0.0,-107.07993824171535,0.0,-243.83983347086127,-243.83983347086127,0.0,1302306
02518,7586.195365821533,8164.466236559141,178.3603387042235,32.25806451612903,941.6507430344616,1901.2089247311828,941.6507430344616,1788.11311827957,0.0,113.0958064516129,578.2708707376078,-146.10227418809447,959.5581816967212,846.4623752451084,113.0958064516129,1302405
02534,1901.2664321687,6209.542064516128,211.5419851640628,202.58064516129033,585.910847018806,2433.8206451612905,579.9290418203466,2354.7968387096776,5.981805198459454,79.0238064516129,4308.275632347429,-8.96134000277246,1847.9097981424845,1774.867796889331,73.04200125315344,1302504
02550,16525.933372690026,53293.75926770708,770.4734152552534,1801.8497719087634,5567.418334377841,17867.929171668664,4800.909501520307,14758.459363745496,766.508832857533,3109.4698079231694,36767.82589501706,1031.37635665351,12300.510837290822,9957.54986222519,2342.9609750656364,1302603
02577,559.858258734692,4292.397647058824,0.0,12.588235294117647,120.49249324938091,1167.617132352941,120.49249324938091,1167.617132352941,0.0,0.0,3732.5393883241322,12.588235294117647,1047.1246391035602,1047.1246391035602,0.0,1302702
02593,130.51552071151738,2759.201538461539,1.4798558951810323,0.0,14.798558951810325,1390.9417582417582,14.798558951810325,1390.2274725274724,0.0,0.7142857142857143,2628.6860177500216,-1.4798558951810323,1376.143199289948,1375.4289135756621,0.7142857142857143,1302801
02615,1488.8525975850062,5025.426892655368,0.0,197.74011299435028,594.0542881182635,2304.3157627118644,592.067997046547,2259.8637853107343,1.986291071716381,44.451977401129945,3536.5742950703616,197.74011299435028,1710.261474593601,1667.7957882641872,42.465686329413565,1302900
02631,209.64635101055228,2498.3846153846152,0.0,91.67307692307692,27.922106012262617,22.46153846153846,27.922106012262617,22.46153846153846,0.0,0.0,2288.738264374063,91.67307692307692,-5.460567550724157,-5.460567550724157,0.0,1303007
02658,551.7985341704998,2227.4540540540547,36.16501766313198,0.0,51.050538933277096,823.1358108108109,51.050538933277096,821.5533783783784,0.0,1.5824324324324324,1675.655519883555,-36.16501766313198,772.0852718775338,770.5028394451012,1.5824324324324324,1303106
02674,797.2662254901251,3913.9627777777782,4.845293722368946,27.083333333333332,44.302294585136195,928.0222222222222,44.302294585136195,928.0222222222222,0.0,0.0,3116.696552287653,22.238039610964385,883.719927637086,883.719927637086,0.0,1303304
02690,3179.8170026442176,4843.92747826087,57.27042314350596,49.130434782608695,1454.8978295376253,814.1350434782609,1343.9086373990478,763.1893913043479,110.98919213857744,50.94565217391305,1664.1104756166524,-8.139988360897263,-640.7627860593644,-580.7192460947,-60.04353996466439,1303403
02712,416.12823587690866,3414.9885714285706,0.0,47.61904761904762,140.56757569629102,418.70409523809525,140.56757569629102,413.9421904761905,0.0,4.761904761904762,2998.860335551662,47.61904761904762,278.1365195418042,273.3746147798995,4.761904761904762,1303502
02739,1102.569183875751,5913.004186046513,0.0,0.0,37.186731909721736,340.4767441860465,37.186731909721736,340.4767441860465,0.0,0.0,4810.435002170761,0.0,303.2900122763248,303.2900122763248,0.0,1303700
02755,384.48203781800146,1897.6785714285713,12.032473166425216,161.78571428571428,143.1864306804601,335.875,143.1864306804601,335.875,0.0,0.0,1513.19653361057,149.75324111928907,192.6885693195399,192.6885693195399,0.0,1303908
