office_group,election_year,state,municipality_id_tse,municipality_name,total_valid_votes,n_candidates_with_votes,vote_hhi_candidate,female_vote_share,nonwhite_vote_share,higher_education_vote_share,new_candidate_vote_share,incumbent_candidate_vote_share,effective_n_candidates_vote,winner_vote_share,runnerup_vote_share,margin_top1_top2,top2_vote_share,others_vote_share,winner_majority,winner_is_female,winner_is_new_vs_2020,vote_hhi_party,effective_n_parties_vote
executive,2020,AL,27022,PARICONHA,6690,3,0.5119695862686874,0.017787742899850523,0.37010463378176384,0.0,0.0,0.0,1.9532410260698352,0.6121076233183856,0.37010463378176384,0.2420029895366218,0.9822122571001495,0.017787742899850523,1,0,0,0.5119695862686874,1.9532410260698352
executive,2020,AL,27030,ANADIA,9064,3,0.5119129321821718,0.0,1.0,0.01147396293027361,0.0,0.0,1.9534571938575975,0.6019417475728155,0.38658428949691087,0.21535745807590462,0.9885260370697264,0.011473962930273585,1,0,0,0.5119129321821718,1.9534571938575975
executive,2020,AL,27049,ESTRELA DE ALAGOAS,7786,2,0.5252013648688336,0.0,0.0,0.3877472386334446,0.0,0.0,1.904031609380423,0.6122527613665554,0.3877472386334446,0.22450552273311075,1.0,0.0,1,0,0,0.5252013648688336,1.904031609380423
executive,2020,AL,27057,ARAPIRACA,108598,7,0.3624528345069424,0.25686476730694857,0.343008158529623,0.9957641945523859,0.0,0.0,2.758979665203435,0.545580949925413,0.19221348459455975,0.35336746533085317,0.7377944345199727,0.26220556548002727,1,0,0,0.3624528345069424,2.758979665203435
executive,2020,AL,27065,JEQUIÁ DA PRAIA,6515,4,0.4675623465301456,0.39969301611665387,0.5537989255564083,1.0,0.0,0.0,2.13875220582059,0.5537989255564083,0.39969301611665387,0.15410590943975444,0.9534919416730622,0.04650805832693783,1,0,0,0.4675623465301456,2.13875220582059
executive,2020,AL,27073,ATALAIA,22443,4,0.5257810630400471,0.6263422893552555,0.008376776723254467,0.63471906607851,0.0,0.0,1.9019323256300562,0.6263422893552555,0.36528093392148997,0.2610613554337655,0.9916232232767455,0.008376776723254542,1,1,0,0.5257810630400471,1.9019323256300562
executive,2020,AL,27081,CAMPESTRE,4197,2,0.5813590712224015,0.0,0.29830831546342623,0.29830831546342623,0.0,0.0,1.7201073303927954,0.7016916845365737,0.29830831546342623,0.4033833690731475,1.0,0.0,1,0,0,0.5813590712224015,1.7201073303927954
executive,2020,AL,27090,BARRA DE SANTO ANTÔNIO,9210,2,0.5020380057082834,1.0,0.0,0.5319218241042345,0.0,0.0,1.9918810700181628,0.5319218241042345,0.46807817589576545,0.06384364820846905,1.0,0.0,1,1,0,0.5020380057082834,1.9918810700181628
executive,2020,AL,27111,BARRA DE SÃO MIGUEL,5391,4,0.4305036723647597,0.0925616768688555,0.5379335930254128,0.6304952698942682,0.0,0.0,2.3228605565824627,0.5379335930254128,0.36950473010573176,0.168428862919681,0.9074383231311445,0.09256167686885552,1,0,0,0.4305036723647597,2.3228605565824627
executive,2020,AL,27138,BATALHA,9960,5,0.4514983629296302,0.5762048192771084,0.34086345381526106,0.933433734939759,0.0,0.0,2.2148474548419532,0.5762048192771084,0.3390562248995984,0.23714859437751,0.9152610441767068,0.08473895582329316,1,1,0,0.4514983629296302,2.2148474548419532
executive,2020,AL,27154,BELÉM,2192,2,0.9712291544568172,0.9854014598540146,0.0,1.0,0.0,0.0,1.0296231279828842,0.9854014598540146,0.014598540145985401,0.9708029197080292,1.0,0.0,1,1,0,0.9712291544568172,1.0296231279828842
executive,2020,AL,27170,BELO MONTE,4866,2,0.5066221932332335,0.0,0.44245787094122485,0.5575421290587752,0.0,0.0,1.973857468852791,0.5575421290587752,0.44245787094122485,0.11508425811755035,1.0,0.0,1,0,0,0.5066221932332335,1.973857468852791
executive,2020,AL,27197,BOCA DA MATA,13548,2,0.5000052738160958,0.0,0.5016238559196929,1.0,0.0,0.0,1.9999789049581194,0.5016238559196929,0.49837614408030706,0.0032477118393858806,1.0,0.0,1,0,0,0.5000052738160958,1.9999789049581194
executive,2020,AL,27219,BRANQUINHA,6199,3,0.5391194990288359,0.0,0.6502661719632199,0.3497338280367801,0.0,0.0,1.8548763340991918,0.6455879980642039,0.3497338280367801,0.29585417002742376,0.995321826100984,0.004678173899016036,1,0,0,0.5391194990288359,1.8548763340991918
executive,2020,AL,27235,CACIMBINHAS,5754,2,0.855233378626816,0.0,1.0,1.0,0.0,0.0,1.1692714819031325,0.9214459506430309,0.07855404935696907,0.8428919012860618,1.0,0.0,1,0,0,0.855233378626816,1.1692714819031325
executive,2020,AL,27251,CAJUEIRO,9967,4,0.44802944529830957,0.5118892344737634,0.013645028594361393,0.9405036620848801,0.0,0.0,2.231996156712812,0.5118892344737634,0.4286144276111167,0.08327480686264677,0.9405036620848801,0.05949633791511988,1,1,0,0.44802944529830957,2.231996156712812
executive,2020,AL,27278,CAMPO ALEGRE,17372,2,0.5273369589795674,0.0,0.3830877273773889,1.0,0.0,0.0,1.8963207167103693,0.6169122726226111,0.3830877273773889,0.23382454524522217,1.0,0.0,1,0,0,0.5273369589795674,1.8963207167103693
executive,2020,AL,27294,CAMPO GRANDE,3188,2,0.9801262261712287,0.0,1.0,0.0,0.0,0.0,1.0202767493595253,0.9899623588456713,0.010037641154328732,0.9799247176913426,1.0,0.0,1,0,0,0.9801262261712287,1.0202767493595253
executive,2020,AL,27316,CANAPI,9674,3,0.5420712541227732,0.0,0.9514161670456894,0.9514161670456894,0.0,0.0,1.8447759264015702,0.6844118255116808,0.2670043415340087,0.4174074839776721,0.9514161670456895,0.04858383295431046,1,0,0,0.5420712541227733,1.84477592640157
executive,2020,AL,27332,CAPELA,9910,3,0.49934351647165565,0.0,0.4749747729566095,0.47295660948536833,0.0,0.0,2.0026293864111144,0.5250252270433905,0.47295660948536833,0.05206861755802217,0.9979818365287588,0.0020181634712411745,1,0,0,0.49934351647165565,2.0026293864111144
executive,2020,AL,27359,CARNEIROS,4704,2,0.6520461128754222,0.0,0.0,0.0,0.0,0.0,1.5336338646206402,0.7757227891156463,0.22427721088435373,0.5514455782312926,1.0,0.0,1,0,0,0.6520461128754222,1.5336338646206402
executive,2020,AL,27375,CHÃ PRETA,4342,3,0.4721026359568713,0.0,0.030170428374021188,0.493781667434362,0.0,0.0,2.1181834707895053,0.506218332565638,0.46361123906034085,0.04260709350529712,0.9698295716259788,0.030170428374021174,1,0,0,0.4721026359568713,2.1181834707895053
executive,2020,AL,27391,COITÉ DO NÓIA,6700,4,0.42634475384272663,0.08388059701492537,0.054029850746268655,0.5038805970149254,0.0,0.0,2.345519655130758,0.4961194029850746,0.42,0.07611940298507464,0.9161194029850745,0.08388059701492545,0,0,0,0.42634475384272663,2.345519655130758
executive,2020,AL,27413,COLÔNIA LEOPOLDINA,10502,2,0.5123123340836204,0.0,1.0,0.0,0.0,0.0,1.951934266405498,0.578461245477052,0.42153875452294803,0.156922490954104,1.0,0.0,1,0,0,0.5123123340836204,1.951934266405498
executive,2020,AL,27430,COQUEIRO SECO,4097,3,0.43822328070766703,0.5826214303148646,0.1322919209177447,1.0,0.0,0.0,2.281941749843014,0.5826214303148646,0.28508664876739076,0.2975347815474738,0.8677080790822553,0.13229192091774467,1,1,0,0.43822328070766703,2.281941749843014
executive,2020,AL,27456,CORURIPE,28259,2,0.5091222242744851,0.0,0.0,1.0,0.0,0.0,1.9641648946380823,0.5675360062281043,0.4324639937718957,0.1350720124562086,1.0,0.0,1,0,0,0.5091222242744851,1.9641648946380823
